YEAR,TOTAL_POP,GEOLEV2,EDU_LESS_PRIM_POP,EDU_PRIM_POP,EDU_SEC_POP,EDU_UNI_POP,EDU_UK_POP,EDU_LESS_PRIM_PCT,EDU_PRIM_PCT,EDU_SEC_PCT,EDU_UNI_PCT,EDU_UK_PCT,ELEC_YES_HH,ELEC_NO_HH,ELEC_UK_HH,ELEC_YES_PCT,ELEC_NO_PCT,ELEC_UK_PCT,EMPLOYED_POP,UNEMPLOYED_POP,EMP_IN_POP,EMP_UK_POP,EMPLOYED_PCT,UNEMPLOYED_PCT,EMP_IN_PCT,EMP_UK_PCT,INT_NO_HH,INT_YES_HH,INT_UK_HH,INT_NO_PCT,INT_YES_PCT,INT_UK_PCT,AFRDES_YES_POP,AFRDES_NO_POP,AFRDES_UK_POP,AFRDES_YES_PCT,AFRDES_NO_PCT,AFRDES_UK_PCT,INDIG_YES_POP,INDIG_NO_POP,INDIG_UK_POP,INDIG_YES_PCT,INDIG_NO_PCT,INDIGS_UK_PCT,OWNED_HH,UNOWNED_HH,OWNED_UK_HH,OWNED_PCT,UNOWNED_PCT,OWNED_UK_PCT,ABOVE_POVERTY_POP,BELOW_POVERTY_POP,ABOVE_POVERTY_PCT,BELOW_POVERTY_PCT,RURAL_HH,URBAN_HH,RURAL_PCT,URBAN_PCT
2020,125515554,484015081,11059,21485,7134,1856,88,26.57,51.62,17.14,4.46,0.21,43330,231,0,99.47,0.53,0.0,17043,2255,15109,110,49.38,6.53,43.77,0.32,25335,18226,0,58.16,41.84,0.0,372.0,43192.0,21.0,0.85,99.1,0.05,5392.0,36077.0,153.0,12.95,86.68,0.37,33716,9845,0,77.4,22.6,0.0,9880,7156,57.99,42.01,10548,33037,24.2,75.8
2020,125515554,484015082,22872,29768,7089,2809,80,36.53,47.54,11.32,4.49,0.13,65674,503,0,99.24,0.76,0.0,23066,3597,24543,159,44.91,7.0,47.78,0.31,47896,18281,0,72.38,27.62,0.0,402.0,65969.0,20.0,0.61,99.36,0.03,42565.0,19795.0,258.0,67.98,31.61,0.41,58450,7727,0,88.32,11.68,0.0,8916,14139,38.67,61.33,41973,24418,63.22,36.78
2020,125515554,484015083,11707,16315,3628,1249,26,35.56,49.55,11.02,3.79,0.08,34483,246,0,99.29,0.71,0.0,10271,1897,13928,44,39.29,7.26,53.28,0.17,27061,7668,0,77.92,22.08,0.0,164.0,34663.0,3.0,0.47,99.52,0.01,6149.0,26693.0,83.0,18.68,81.07,0.25,29948,4781,0,86.23,13.77,0.0,4526,5725,44.15,55.85,34830,0,100.0,0.0
2020,125515554,484015084,32693,45569,16099,5630,146,32.65,45.51,16.08,5.62,0.15,105079,596,0,99.44,0.56,0.0,41870,6249,32424,311,51.78,7.73,40.1,0.38,57658,48017,0,54.56,45.44,0.0,301.0,105339.0,83.0,0.28,99.64,0.08,59943.0,39718.0,476.0,59.86,39.66,0.48,88878,16797,0,84.11,15.89,0.0,20137,21729,48.1,51.9,47006,58717,44.46,55.54
2020,125515554,484015085,29894,44264,15470,7395,167,30.76,45.54,15.92,7.61,0.17,102618,558,0,99.46,0.54,0.0,42529,3254,32057,243,54.47,4.17,41.06,0.31,52383,50785,8,50.77,49.22,0.01,902.0,102259.0,100.0,0.87,99.03,0.1,12797.0,83915.0,478.0,13.17,86.34,0.49,72873,30283,20,70.63,29.35,0.02,22464,20019,52.88,47.12,28453,74808,27.55,72.45
2020,125515554,484015086,2588,4973,2502,760,22,23.86,45.86,23.07,7.01,0.2,11285,31,0,99.73,0.27,0.0,4026,934,4080,27,44.4,10.3,45.0,0.3,6301,5011,4,55.68,44.28,0.04,42.0,11309.0,5.0,0.37,99.59,0.04,210.0,10626.0,9.0,1.94,97.98,0.08,8280,3036,0,73.17,26.83,0.0,2471,1552,61.42,38.58,2158,9198,19.0,81.0
2020,125515554,484015087,25587,41122,12683,5364,137,30.14,48.44,14.94,6.32,0.16,89167,320,12,99.63,0.36,0.01,37329,2287,29520,186,53.85,3.3,42.58,0.27,56360,33099,40,62.97,36.98,0.04,1163.0,88422.0,16.0,1.3,98.68,0.02,28192.0,56512.0,189.0,33.21,66.57,0.22,68861,20596,42,76.94,23.01,0.05,16804,20505,45.04,54.96,22768,66833,25.41,74.59
2020,125515554,484015088,14305,29094,13985,4550,304,22.98,46.75,22.47,7.31,0.49,65243,0,0,100.0,0.0,0.0,26418,4129,21455,183,50.62,7.91,41.11,0.35,29627,35448,168,45.41,54.33,0.26,666.0,64440.0,264.0,1.02,98.58,0.4,1403.0,60333.0,502.0,2.25,96.94,0.81,51045,14132,66,78.24,21.66,0.1,17332,8072,68.23,31.77,3171,62199,4.85,95.15
2020,125515554,484015089,11770,25548,14403,4196,111,21.01,45.6,25.71,7.49,0.2,58170,202,0,99.65,0.35,0.0,22453,5000,20699,127,46.51,10.36,42.87,0.26,27980,30380,12,47.93,52.05,0.02,900.0,57500.0,102.0,1.54,98.29,0.17,4008.0,51834.0,186.0,7.15,92.51,0.33,46084,12288,0,78.95,21.05,0.0,13150,9193,58.86,41.14,5271,53231,9.01,90.99
2020,125515554,484015090,7232,14821,6561,2250,44,23.4,47.95,21.23,7.28,0.14,32053,25,0,99.92,0.08,0.0,12952,1553,11325,190,49.78,5.97,43.52,0.73,14758,17320,0,46.01,53.99,0.0,154.0,32390.0,0.0,0.47,99.53,0.0,5598.0,25215.0,95.0,18.11,81.58,0.31,24656,7422,0,76.86,23.14,0.0,8040,4898,62.14,37.86,8976,23568,27.58,72.42
2020,125515554,484015091,5138,9471,3514,1326,17,26.39,48.65,18.05,6.81,0.09,20202,130,0,99.36,0.64,0.0,8091,1242,6918,20,49.73,7.63,42.52,0.12,13769,6563,0,67.72,32.28,0.0,907.0,19557.0,9.0,4.43,95.53,0.04,580.0,18812.0,74.0,2.98,96.64,0.38,15296,5036,0,75.23,24.77,0.0,3859,4232,47.69,52.31,5815,14658,28.4,71.6
2020,125515554,484015092,9623,18720,6937,2516,41,25.43,49.48,18.33,6.65,0.11,39321,72,0,99.82,0.18,0.0,17465,1615,12719,102,54.75,5.06,39.87,0.32,22167,17226,0,56.27,43.73,0.0,432.0,39047.0,8.0,1.09,98.89,0.02,4058.0,33754.0,25.0,10.72,89.21,0.07,33557,5836,0,85.19,14.81,0.0,9961,7486,57.09,42.91,2620,36867,6.64,93.36
2020,125515554,484015093,6254,7789,2379,858,22,36.15,45.02,13.75,4.96,0.13,18069,267,0,98.54,1.46,0.0,5846,788,7028,64,42.59,5.74,51.2,0.47,13263,5063,10,72.33,27.61,0.05,61.0,18359.0,0.0,0.33,99.67,0.0,422.0,16829.0,51.0,2.44,97.27,0.29,14988,3348,0,81.74,18.26,0.0,1914,3932,32.74,67.26,15427,2993,83.75,16.25
2020,125515554,484015094,1208,2675,1135,368,57,22.19,49.15,20.85,6.76,1.05,5721,13,0,99.77,0.23,0.0,2344,274,1914,13,51.57,6.03,42.11,0.29,2787,2947,0,48.6,51.4,0.0,307.0,5417.0,10.0,5.35,94.47,0.17,1989.0,3442.0,12.0,36.54,63.24,0.22,4217,1517,0,73.54,26.46,0.0,1290,1046,55.22,44.78,700,5034,12.21,87.79
2020,125515554,484015095,10054,21239,11024,2512,90,22.38,47.28,24.54,5.59,0.2,46573,5,4,99.98,0.01,0.01,17240,3930,16610,134,45.47,10.37,43.81,0.35,22523,24047,12,48.35,51.62,0.03,246.0,46748.0,40.0,0.52,99.39,0.09,3985.0,40859.0,75.0,8.87,90.96,0.17,33451,13121,10,71.81,28.17,0.02,10729,6460,62.42,37.58,1568,45466,3.33,96.67
2020,125515554,484015096,20826,39910,13423,5208,119,26.2,50.21,16.89,6.55,0.15,83770,212,10,99.74,0.25,0.01,34489,3788,27148,178,52.57,5.77,41.38,0.27,47389,36593,10,56.42,43.57,0.01,1531.0,82702.0,19.0,1.82,98.16,0.02,11900.0,67272.0,314.0,14.97,84.63,0.4,62765,21217,10,74.73,25.26,0.01,15256,19171,44.31,55.69,36383,47869,43.18,56.82
2020,125515554,484015097,4817,7505,2375,931,20,30.78,47.96,15.18,5.95,0.13,16317,95,0,99.42,0.58,0.0,5542,895,6632,72,42.17,6.81,50.47,0.55,12481,3931,0,76.05,23.95,0.0,79.0,16339.0,18.0,0.48,99.41,0.11,7796.0,7831.0,21.0,49.82,50.04,0.13,14550,1862,0,88.65,11.35,0.0,2782,2738,50.4,49.6,16436,0,100.0,0.0
2020,125515554,484015098,9830,20664,11897,4522,105,20.91,43.95,25.3,9.62,0.22,48908,72,0,99.85,0.15,0.0,19272,2681,17999,88,48.13,6.7,44.95,0.22,22068,26842,70,45.06,54.8,0.14,698.0,48358.0,4.0,1.42,98.57,0.01,2728.0,44049.0,241.0,5.8,93.69,0.51,35997,12983,0,73.49,26.51,0.0,11523,7381,60.96,39.04,6652,42408,13.56,86.44
2020,125515554,484015099,12401,12822,3344,1131,78,41.65,43.06,11.23,3.8,0.26,31390,318,0,99.0,1.0,0.0,6595,1924,15514,78,27.35,7.98,64.34,0.32,28550,3153,5,90.04,9.94,0.02,81.0,31660.0,4.0,0.26,99.73,0.01,955.0,28772.0,49.0,3.21,96.63,0.16,24936,6772,0,78.64,21.36,0.0,2414,4176,36.63,63.37,28495,3250,89.76,10.24
2020,125515554,484015100,206366,361964,181540,119460,1131,23.71,41.58,20.86,13.72,0.13,906519,2082,0,99.77,0.23,0.0,391290,41418,297138,1667,53.49,5.66,40.62,0.23,388483,520118,0,42.76,57.24,0.0,7591.0,901563.0,234.0,0.83,99.14,0.03,225741.0,641466.0,3254.0,25.93,73.69,0.37,667001,241600,0,73.41,26.59,0.0,256211,134931,65.5,34.5,45897,863491,5.05,94.95
2020,125515554,484015101,3792,5617,1932,886,20,30.96,45.86,15.78,7.23,0.16,12693,21,0,99.83,0.17,0.0,5530,721,4039,14,53.67,7.0,39.2,0.14,5689,7025,0,44.75,55.25,0.0,418.0,12471.0,14.0,3.24,96.65,0.11,1413.0,10798.0,36.0,11.54,88.17,0.29,8457,4257,0,66.52,33.48,0.0,2971,2551,53.8,46.2,6441,6462,49.92,50.08
2020,125515554,484015102,31888,63111,40276,15049,349,21.16,41.89,26.73,9.99,0.23,156893,78,66,99.91,0.05,0.04,68646,5695,52528,225,54.01,4.48,41.33,0.18,47380,109591,66,30.17,69.79,0.04,3006.0,154492.0,134.0,1.91,98.01,0.09,13448.0,136806.0,419.0,8.93,90.8,0.28,108263,48708,66,68.94,31.02,0.04,42506,25611,62.4,37.6,6165,151467,3.91,96.09
2020,125515554,484015103,18061,26625,8833,4547,151,31.02,45.73,15.17,7.81,0.26,60937,160,0,99.74,0.26,0.0,25116,2876,19717,172,52.46,6.01,41.18,0.36,36001,25084,12,58.92,41.06,0.02,1966.0,59156.0,4.0,3.22,96.78,0.01,3718.0,54092.0,407.0,6.39,92.91,0.7,43628,17469,0,71.41,28.59,0.0,16689,8364,66.61,33.39,26485,34641,43.33,56.67
2020,125515554,484015104,19199,25351,4421,906,38,38.46,50.79,8.86,1.82,0.08,52427,818,0,98.46,1.54,0.0,16205,3388,20215,94,40.61,8.49,50.66,0.24,49055,4190,0,92.13,7.87,0.0,590.0,52662.0,23.0,1.11,98.85,0.04,30114.0,19660.0,141.0,60.33,39.39,0.28,48805,4440,0,91.66,8.34,0.0,8677,7458,53.78,46.22,42597,10678,79.96,20.04
2020,125515554,484015105,15928,24038,6206,2095,35,32.98,49.77,12.85,4.34,0.07,50232,1048,0,97.96,2.04,0.0,19458,2069,18057,78,49.06,5.22,45.53,0.2,41156,10124,0,80.26,19.74,0.0,155.0,51314.0,0.0,0.3,99.7,0.0,18971.0,29185.0,146.0,39.28,60.42,0.3,43967,7313,0,85.74,14.26,0.0,9970,9475,51.27,48.73,27337,24132,53.11,46.89
2020,125515554,484015106,27378,30891,4409,1620,100,42.51,47.97,6.85,2.52,0.16,68463,504,0,99.27,0.73,0.0,31077,1294,17737,298,61.65,2.57,35.19,0.59,52702,16256,9,76.42,23.57,0.01,484.0,68497.0,59.0,0.7,99.21,0.09,1950.0,62188.0,260.0,3.03,96.57,0.4,54064,14894,9,78.39,21.6,0.01,16081,14962,51.8,48.2,44164,24876,63.97,36.03
2020,125515554,484015107,40958,50151,7195,2087,275,40.69,49.82,7.15,2.07,0.27,106107,1930,22,98.19,1.79,0.02,31634,8882,39611,228,39.37,11.05,49.3,0.28,101005,6977,77,93.47,6.46,0.07,106.0,107852.0,217.0,0.1,99.7,0.2,44906.0,55345.0,415.0,44.61,54.98,0.41,92932,15105,22,86.0,13.98,0.02,17888,12764,58.36,41.64,95989,12186,88.73,11.27
2020,125515554,484015108,14412,24285,9267,3713,52,27.86,46.95,17.91,7.18,0.1,54445,131,0,99.76,0.24,0.0,22198,2713,17446,61,52.33,6.4,41.13,0.14,31590,22986,0,57.88,42.12,0.0,433.0,54170.0,6.0,0.79,99.2,0.01,19201.0,32416.0,112.0,37.12,62.67,0.22,44111,10465,0,80.82,19.18,0.0,12849,9340,57.91,42.09,18990,35619,34.77,65.23
2020,125515554,484015109,1866,2085,623,202,10,38.99,43.56,13.02,4.22,0.21,5078,21,0,99.59,0.41,0.0,1549,406,1805,15,41.03,10.75,47.81,0.4,3624,1470,5,71.07,28.83,0.1,22.0,5088.0,0.0,0.43,99.57,0.0,673.0,4113.0,0.0,14.06,85.94,0.0,3801,1298,0,74.54,25.46,0.0,906,641,58.56,41.44,1632,3478,31.94,68.06
2020,125515554,484015110,5270,5867,1222,320,20,41.5,46.2,9.62,2.52,0.16,13134,306,4,97.69,2.28,0.03,4227,744,5130,37,41.69,7.34,50.6,0.36,10423,3017,4,77.53,22.44,0.03,102.0,13397.0,0.0,0.76,99.24,0.0,70.0,12600.0,29.0,0.55,99.22,0.23,11347,2093,4,84.4,15.57,0.03,1299,2924,30.76,69.24,10630,2869,78.75,21.25
2020,125515554,484015111,53221,87531,34371,18542,203,27.45,45.15,17.73,9.56,0.1,201292,1176,0,99.42,0.58,0.0,77453,10932,69139,757,48.93,6.91,43.68,0.48,113750,88718,0,56.18,43.82,0.0,7066.0,196343.0,6.0,3.47,96.52,0.0,31963.0,161772.0,133.0,16.49,83.44,0.07,163728,38740,0,80.87,19.13,0.0,53034,24371,68.51,31.49,36282,167133,17.84,82.16
2020,125515554,484015112,7058,8422,1564,370,16,40.49,48.32,8.97,2.12,0.09,18625,205,0,98.91,1.09,0.0,6538,779,6336,100,47.54,5.66,46.07,0.73,15706,3124,0,83.41,16.59,0.0,122.0,18712.0,0.0,0.65,99.35,0.0,647.0,16773.0,10.0,3.71,96.23,0.06,15244,3586,0,80.96,19.04,0.0,1777,4761,27.18,72.82,10243,8591,54.39,45.61
2020,125515554,484015113,70048,130188,52348,14137,853,26.18,48.65,19.56,5.28,0.32,279154,86,0,99.97,0.03,0.0,113264,12358,90488,788,52.22,5.7,41.72,0.36,136628,142612,0,48.93,51.07,0.0,6881.0,272541.0,501.0,2.46,97.36,0.18,30914.0,236171.0,489.0,11.55,88.26,0.18,198487,80411,342,71.08,28.8,0.12,70475,41272,63.07,36.93,0,279923,0.0,100.0
2020,125515554,484016001,3771,5371,1115,355,15,35.49,50.54,10.49,3.34,0.14,11123,159,0,98.59,1.41,0.0,4395,400,3891,32,50.41,4.59,44.63,0.37,8490,2792,0,75.25,24.75,0.0,123.0,11176.0,0.0,1.09,98.91,0.0,1970.0,8637.0,20.0,18.54,81.27,0.19,7953,3329,0,70.49,29.51,0.0,2295,2080,52.46,47.54,5307,5992,46.97,53.03
2020,125515554,484016002,6598,5681,1021,342,101,48.01,41.34,7.43,2.49,0.73,14071,507,0,96.52,3.48,0.0,5472,840,4450,143,50.18,7.7,40.81,1.31,8915,5585,78,61.15,38.31,0.54,653.0,13792.0,212.0,4.46,94.1,1.45,1520.0,11980.0,243.0,11.06,87.17,1.77,7410,7156,12,50.83,49.09,0.08,2192,2895,43.09,56.91,2071,12586,14.13,85.87
2020,125515554,484016003,8151,10750,2045,598,31,37.78,49.83,9.48,2.77,0.14,22902,48,0,99.79,0.21,0.0,7541,1898,7956,51,43.22,10.88,45.6,0.29,15397,7553,0,67.09,32.91,0.0,58.0,22888.0,37.0,0.25,99.59,0.16,3483.0,18015.0,77.0,16.14,83.5,0.36,17586,5364,0,76.63,23.37,0.0,3231,4265,43.1,56.9,11603,11380,50.49,49.51
2020,125515554,484016004,42062,48132,10406,4245,60,40.1,45.88,9.92,4.05,0.06,109476,101,0,99.91,0.09,0.0,41893,7377,38212,335,47.7,8.4,43.51,0.38,58841,50736,0,53.7,46.3,0.0,530.0,109834.0,0.0,0.48,99.52,0.0,17290.0,87270.0,345.0,16.48,83.19,0.33,83851,25726,0,76.52,23.48,0.0,17699,24125,42.32,57.68,45059,65305,40.83,59.17
2020,125515554,484016005,3262,4914,1597,490,14,31.74,47.82,15.54,4.77,0.14,10827,51,0,99.53,0.47,0.0,3397,784,4099,41,40.82,9.42,49.26,0.49,8265,2613,0,75.98,24.02,0.0,57.0,10833.0,0.0,0.52,99.48,0.0,864.0,9372.0,41.0,8.41,91.19,0.4,9480,1398,0,87.15,12.85,0.0,1297,2098,38.2,61.8,6383,4507,58.61,41.39
2020,125515554,484016006,44185,52429,14994,6631,348,37.26,44.21,12.64,5.59,0.29,124798,414,0,99.67,0.33,0.0,53928,6832,34744,608,56.11,7.11,36.15,0.63,51264,73948,0,40.94,59.06,0.0,801.0,124825.0,64.0,0.64,99.31,0.05,4891.0,113162.0,534.0,4.12,95.43,0.45,76310,48902,0,60.94,39.06,0.0,32645,20900,60.97,39.03,18515,107175,14.73,85.27
2020,125515554,484016007,1183,1571,397,174,2,35.56,47.22,11.93,5.23,0.06,3508,14,0,99.6,0.4,0.0,1272,214,1189,9,47.39,7.97,44.3,0.34,2818,704,0,80.01,19.99,0.0,167.0,3357.0,0.0,4.74,95.26,0.0,1226.0,2101.0,0.0,36.85,63.15,0.0,2328,1194,0,66.1,33.9,0.0,467,803,36.77,63.23,3524,0,100.0,0.0
2020,125515554,484016008,10365,8820,2527,646,55,46.25,39.35,11.27,2.88,0.25,21991,1821,66,92.1,7.63,0.28,7833,1001,8655,179,44.33,5.67,48.99,1.01,17669,6161,48,74.0,25.8,0.2,148.0,23559.0,375.0,0.61,97.83,1.56,16309.0,5928.0,176.0,72.77,26.45,0.79,20273,3520,85,84.9,14.74,0.36,3169,4152,43.29,56.71,24082,0,100.0,0.0
2020,125515554,484016009,11759,16048,4255,1643,106,34.78,47.46,12.58,4.86,0.31,35795,91,40,99.64,0.25,0.11,14508,1402,11780,149,52.11,5.04,42.31,0.54,18828,17006,92,52.41,47.34,0.26,131.0,35990.0,15.0,0.36,99.6,0.04,3463.0,30206.0,142.0,10.24,89.34,0.42,25036,10783,107,69.69,30.01,0.3,9732,4697,67.45,32.55,10741,25395,29.72,70.28
2020,125515554,484016010,7681,8115,2543,650,105,40.23,42.5,13.32,3.4,0.55,19678,539,10,97.29,2.66,0.05,6941,1139,7577,63,44.15,7.25,48.2,0.4,15084,5121,22,74.57,25.32,0.11,138.0,20066.0,38.0,0.68,99.13,0.19,1316.0,17710.0,68.0,6.89,92.75,0.36,14693,5464,70,72.64,27.01,0.35,3280,3372,49.31,50.69,11453,8789,56.58,43.42
2020,125515554,484016011,3975,5304,1346,409,7,36.0,48.04,12.19,3.7,0.06,11645,16,0,99.86,0.14,0.0,4177,887,3830,78,46.56,9.89,42.69,0.87,5710,5951,0,48.97,51.03,0.0,106.0,11572.0,0.0,0.91,99.09,0.0,1271.0,9755.0,15.0,11.51,88.35,0.14,7548,4113,0,64.73,35.27,0.0,2770,1396,66.49,33.51,2544,9134,21.78,78.22
2020,125515554,484016012,20656,17558,3486,720,99,48.58,41.29,8.2,1.69,0.23,45091,32,32,99.86,0.07,0.07,19790,1646,12430,187,58.12,4.83,36.5,0.55,21850,23249,56,48.39,51.49,0.12,192.0,45167.0,48.0,0.42,99.47,0.11,3357.0,38825.0,337.0,7.9,91.31,0.79,32186,12901,68,71.28,28.57,0.15,11563,8136,58.7,41.3,12796,32611,28.18,71.82
2020,125515554,484016013,4016,3323,852,225,8,47.67,39.45,10.11,2.67,0.09,8891,132,0,98.54,1.46,0.0,2452,781,3315,70,37.05,11.8,50.09,1.06,7632,1391,0,84.58,15.42,0.0,41.0,8976.0,6.0,0.45,99.48,0.07,38.0,8357.0,29.0,0.45,99.2,0.34,6784,2239,0,75.19,24.81,0.0,992,1458,40.49,59.51,5498,3525,60.93,39.07
2020,125515554,484016014,6680,6816,1514,868,13,42.04,42.89,9.53,5.46,0.08,16727,70,0,99.58,0.42,0.0,6163,1196,5317,137,48.1,9.33,41.5,1.07,10628,6169,0,63.27,36.73,0.0,1220.0,15679.0,0.0,7.22,92.78,0.0,3830.0,11979.0,82.0,24.1,75.38,0.52,10705,6092,0,63.73,36.27,0.0,4449,1710,72.24,27.76,3413,13486,20.2,79.8
2020,125515554,484016015,7718,7691,1991,671,78,42.53,42.38,10.97,3.7,0.43,18438,725,30,96.07,3.78,0.16,7022,1474,6291,246,46.71,9.81,41.85,1.64,10421,8734,38,54.3,45.51,0.2,2065.0,17168.0,66.0,10.7,88.96,0.34,3352.0,14568.0,229.0,18.47,80.27,1.26,10188,8975,30,53.08,46.76,0.16,3424,3522,49.29,50.71,7850,11449,40.68,59.32
2020,125515554,484016016,8262,9265,1890,502,31,41.41,46.44,9.47,2.52,0.16,20890,40,0,99.81,0.19,0.0,7176,1749,7825,105,42.57,10.38,46.43,0.62,15652,5270,8,74.78,25.18,0.04,92.0,20866.0,4.0,0.44,99.54,0.02,9818.0,10092.0,40.0,49.21,50.59,0.2,16555,4375,0,79.1,20.9,0.0,2320,4836,32.42,67.58,14084,6878,67.19,32.81
2020,125515554,484016017,20382,22708,4073,921,35,42.36,47.19,8.46,1.91,0.07,50760,275,0,99.46,0.54,0.0,17953,1976,18314,163,46.75,5.15,47.69,0.42,42431,8604,0,83.14,16.86,0.0,376.0,50767.0,0.0,0.74,99.26,0.0,10189.0,37725.0,205.0,21.17,78.4,0.43,45356,5679,0,88.87,11.13,0.0,6277,11651,35.01,64.99,42048,9095,82.22,17.78
2020,125515554,484016018,3565,4465,804,161,14,39.57,49.56,8.92,1.79,0.16,9455,22,6,99.7,0.23,0.06,2379,1209,3761,12,32.32,16.42,51.09,0.16,7203,2268,12,75.96,23.92,0.13,8.0,9463.0,12.0,0.08,99.79,0.13,220.0,8757.0,32.0,2.44,97.2,0.36,7801,1676,6,82.26,17.67,0.06,1168,1203,49.26,50.74,5882,3601,62.03,37.97
2020,125515554,484016019,8011,8555,1754,456,66,42.52,45.4,9.31,2.42,0.35,19912,156,0,99.22,0.78,0.0,7430,1283,6638,69,48.18,8.32,43.05,0.45,13188,6880,0,65.72,34.28,0.0,63.0,20049.0,8.0,0.31,99.65,0.04,450.0,18368.0,24.0,2.39,97.48,0.13,13851,6217,0,69.02,30.98,0.0,4950,2474,66.68,33.32,8534,11586,42.42,57.58
2020,125515554,484016020,10833,13366,3028,1189,44,38.06,46.96,10.64,4.18,0.15,29829,78,0,99.74,0.26,0.0,11586,2037,9966,54,49.0,8.62,42.15,0.23,18930,10947,30,63.3,36.6,0.1,398.0,29509.0,0.0,1.33,98.67,0.0,2779.0,25588.0,93.0,9.76,89.91,0.33,23195,6712,0,77.56,22.44,0.0,5151,6422,44.51,55.49,9010,20897,30.13,69.87
2020,125515554,484016021,5719,5508,1026,404,21,45.11,43.45,8.09,3.19,0.17,13337,132,0,99.02,0.98,0.0,5585,545,4095,96,54.11,5.28,39.68,0.93,12976,493,0,96.34,3.66,0.0,95.0,13420.0,0.0,0.7,99.3,0.0,12241.0,437.0,0.0,96.55,3.45,0.0,9063,4406,0,67.29,32.71,0.0,2163,3420,38.74,61.26,2284,11231,16.9,83.1
2020,125515554,484016022,7434,10477,2186,760,125,35.43,49.93,10.42,3.62,0.6,21815,245,0,98.89,1.11,0.0,9524,1059,6534,144,55.18,6.14,37.85,0.83,9565,12495,0,43.36,56.64,0.0,292.0,21682.0,122.0,1.32,98.13,0.55,3732.0,17126.0,124.0,17.79,81.62,0.59,17873,4175,12,81.02,18.93,0.05,4674,4852,49.07,50.93,14431,7665,65.31,34.69
2020,125515554,484016023,4122,4617,908,256,5,41.6,46.6,9.16,2.58,0.05,10398,17,0,99.84,0.16,0.0,3785,759,3634,102,45.71,9.17,43.89,1.23,4516,5899,0,43.36,56.64,0.0,466.0,9943.0,6.0,4.47,95.47,0.06,1353.0,8549.0,6.0,13.66,86.28,0.06,6785,3630,0,65.15,34.85,0.0,2278,1507,60.18,39.82,3059,7356,29.37,70.63
2020,125515554,484016024,7336,8328,2331,1157,49,38.21,43.37,12.14,6.03,0.26,20447,113,0,99.45,0.55,0.0,6572,1629,7084,35,42.9,10.63,46.24,0.23,18009,2551,0,87.59,12.41,0.0,48.0,20509.0,3.0,0.23,99.75,0.01,17723.0,1375.0,103.0,92.3,7.16,0.54,17822,2738,0,86.68,13.32,0.0,2853,3713,43.45,56.55,653,19907,3.18,96.82
2020,125515554,484016025,14287,17441,4309,1903,42,37.62,45.92,11.34,5.01,0.11,40052,442,0,98.91,1.09,0.0,15689,2307,12682,179,50.84,7.48,41.1,0.58,32041,8417,36,79.13,20.79,0.09,115.0,40397.0,0.0,0.28,99.72,0.0,31065.0,6806.0,111.0,81.79,17.92,0.29,33863,6631,0,83.62,16.38,0.0,9440,6233,60.23,39.77,12386,28126,30.57,69.43
2020,125515554,484016026,1935,1954,349,134,8,44.18,44.61,7.97,3.06,0.18,4493,149,0,96.79,3.21,0.0,1576,422,1539,19,44.32,11.87,43.28,0.53,2030,2612,0,43.73,56.27,0.0,4.0,4649.0,1.0,0.09,99.89,0.02,1168.0,3209.0,3.0,26.67,73.26,0.07,3398,1244,0,73.2,26.8,0.0,616,958,39.14,60.86,4654,0,100.0,0.0
2020,125515554,484016027,2190,2114,384,76,0,45.97,44.37,8.06,1.6,0.0,4928,10,0,99.8,0.2,0.0,1443,492,2151,14,35.2,12.0,52.46,0.34,4141,797,0,83.86,16.14,0.0,40.0,4898.0,0.0,0.81,99.19,0.0,552.0,4201.0,11.0,11.59,88.18,0.23,4176,762,0,84.57,15.43,0.0,413,1027,28.68,71.32,4938,0,100.0,0.0
2020,125515554,484016028,1879,2371,606,179,7,37.27,47.02,12.02,3.55,0.14,5216,12,0,99.77,0.23,0.0,1888,246,2166,48,43.42,5.66,49.82,1.1,2752,2476,0,52.64,47.36,0.0,52.0,5175.0,5.0,0.99,98.91,0.1,933.0,4104.0,5.0,18.5,81.4,0.1,3590,1638,0,68.67,31.33,0.0,903,979,47.98,52.02,2530,2702,48.36,51.64
2020,125515554,484016029,5408,4572,1165,298,27,47.15,39.86,10.16,2.6,0.24,12012,227,4,98.11,1.85,0.03,3360,933,4804,74,36.64,10.17,52.38,0.81,6521,5712,10,53.26,46.66,0.08,68.0,12175.0,8.0,0.56,99.38,0.07,312.0,11113.0,45.0,2.72,96.89,0.39,10120,2107,16,82.66,17.21,0.13,1261,2045,38.14,61.86,6853,5398,55.94,44.06
2020,125515554,484016030,5277,4835,1017,220,24,46.4,42.51,8.94,1.93,0.21,11771,52,0,99.56,0.44,0.0,3639,1216,4874,92,37.05,12.38,49.63,0.94,6853,4970,0,57.96,42.04,0.0,14.0,11833.0,0.0,0.12,99.88,0.0,62.0,11300.0,11.0,0.55,99.36,0.1,9056,2767,0,76.6,23.4,0.0,2146,1490,59.02,40.98,7248,4599,61.18,38.82
