GEOLEV2,EMPLOYED_POP,UNEMPLOYED_POP,EMP_IN_POP,EMP_UK_POP,EMPLOYED_PCT,UNEMPLOYED_PCT,EMP_IN_PCT,EMP_UK_PCT
484013058,11218,596,13656,92,43.89,2.33,53.42,0.36
484013059,4968,73,7483,18,39.61,0.58,59.66,0.14
484013060,17254,1586,22030,140,42.07,3.87,53.72,0.34
484013061,7772,523,12647,143,36.86,2.48,59.98,0.68
484013062,33330,1821,28289,192,52.38,2.86,44.46,0.3
484013063,3594,314,4084,69,44.59,3.9,50.66,0.86
484013064,10312,920,10414,146,47.32,4.22,47.79,0.67
484013065,4387,137,3594,65,53.61,1.67,43.92,0.79
484013066,21853,467,13910,77,60.19,1.29,38.31,0.21
484013067,3803,153,6639,113,35.52,1.43,62.0,1.06
484013068,37018,1851,30593,432,52.96,2.65,43.77,0.62
484013069,3084,128,4812,50,38.2,1.59,59.6,0.62
484013070,3168,564,4056,30,40.52,7.21,51.88,0.38
484013071,10037,91,14577,58,40.53,0.37,58.87,0.23
484013072,10046,536,8503,86,52.4,2.8,44.35,0.45
484013073,5279,267,4407,80,52.62,2.66,43.93,0.8
484013074,38517,2515,39730,405,47.45,3.1,48.95,0.5
484013075,62446,3267,50343,440,53.6,2.8,43.21,0.38
484013076,4667,40,8556,55,35.04,0.3,64.24,0.41
484013077,2195,51,3111,47,40.62,0.94,57.57,0.87
484013078,6409,90,10661,183,36.95,0.52,61.47,1.06
484013079,12892,449,11851,172,50.83,1.77,46.72,0.68
484013080,7932,392,6564,138,52.79,2.61,43.68,0.92
484013081,14520,1028,15084,154,47.16,3.34,49.0,0.5
484013082,11325,918,16452,262,39.11,3.17,56.82,0.9
484014001,8223,223,6807,98,53.57,1.45,44.34,0.64
484014002,7347,303,7696,50,47.72,1.97,49.99,0.32
484014003,7785,324,8110,83,47.75,1.99,49.75,0.51
484014004,2668,92,2232,48,52.94,1.83,44.29,0.95
484014005,4992,148,5182,112,47.84,1.42,49.66,1.07
484014006,20557,745,22654,450,46.29,1.68,51.02,1.01
484014007,3067,253,3834,106,42.25,3.48,52.81,1.46
484014008,33615,2028,29644,774,50.88,3.07,44.87,1.17
484014009,5853,317,6298,99,46.57,2.52,50.12,0.79
484014010,2354,152,2570,40,46.01,2.97,50.23,0.78
484014011,1976,322,2542,32,40.56,6.61,52.18,0.66
484014012,1804,122,2196,10,43.66,2.95,53.15,0.24
484014013,20119,1346,21400,335,46.57,3.12,49.54,0.78
484014014,3096,154,2987,50,49.24,2.45,47.51,0.8
484014015,22497,867,21273,112,50.27,1.94,47.54,0.25
484014016,14361,630,12883,201,51.15,2.24,45.89,0.72
484014017,4126,136,5560,22,41.91,1.38,56.48,0.22
484014018,22873,1085,25429,418,45.93,2.18,51.06,0.84
484014019,1423,227,2890,22,31.19,4.98,63.35,0.48
484014020,3174,246,3873,78,43.06,3.34,52.54,1.06
484014021,7396,345,8484,143,45.19,2.11,51.83,0.87
484014022,14117,976,12483,558,50.18,3.47,44.37,1.98
484014023,40764,1700,33861,425,53.11,2.21,44.12,0.55
484014024,9525,463,10499,195,46.05,2.24,50.76,0.94
484014025,6979,312,7606,71,46.63,2.08,50.82,0.47
484014026,2428,123,1978,39,53.15,2.69,43.3,0.85
484014027,5057,271,6570,169,41.91,2.25,54.45,1.4
484014028,667,19,1001,22,39.03,1.11,58.57,1.29
484014029,5055,230,7905,235,37.65,1.71,58.88,1.75
484014030,18833,536,16946,406,51.29,1.46,46.15,1.11
484014031,887,103,1653,35,33.12,3.85,61.73,1.31
484014032,1537,150,2563,17,36.02,3.52,60.07,0.4
484014033,7351,426,8517,79,44.9,2.6,52.02,0.48
484014034,680,33,950,3,40.82,1.98,57.02,0.18
484014035,19661,911,17789,195,50.99,2.36,46.14,0.51
484014036,6097,364,6896,96,45.32,2.71,51.26,0.71
484014037,8603,190,8494,194,49.21,1.09,48.59,1.11
484014038,928,24,1262,22,41.5,1.07,56.44,0.98
484014039,654514,27256,511725,5710,54.58,2.27,42.67,0.48
484014040,3306,194,3808,37,45.01,2.64,51.84,0.5
484014041,1862,256,3284,44,34.19,4.7,60.3,0.81
484014042,2719,169,3648,59,41.23,2.56,55.31,0.89
484014043,8690,215,7620,210,51.93,1.28,45.53,1.25
484014044,15918,344,14095,97,52.27,1.13,46.28,0.32
484014045,5342,743,7633,140,38.55,5.36,55.08,1.01
484014046,12224,469,10126,143,53.24,2.04,44.1,0.62
484014047,8335,360,9676,68,45.2,1.95,52.48,0.37
484014048,5678,216,7090,236,42.95,1.63,53.63,1.79
484014049,2464,300,3675,46,38.0,4.63,56.67,0.71
484014050,15866,620,14654,85,50.81,1.99,46.93,0.27
484014051,5181,169,4693,35,51.41,1.68,46.57,0.35
484014052,1872,76,2546,60,41.11,1.67,55.91,1.32
484014053,58208,3543,51356,372,51.29,3.12,45.26,0.33
484014054,1952,78,2338,36,44.32,1.77,53.09,0.82
484014055,7495,403,9094,83,43.89,2.36,53.26,0.49
484014056,706,78,1127,43,36.13,3.99,57.68,2.2
484014057,1547,32,1384,28,51.72,1.07,46.27,0.94
484014058,4576,298,5382,70,44.32,2.89,52.12,0.68
484014059,5130,120,4916,101,49.97,1.17,47.88,0.98
484014060,1782,158,2666,54,38.24,3.39,57.21,1.16
484014061,5089,246,6012,688,42.29,2.04,49.95,5.72
484014062,1233,37,1503,20,44.15,1.32,53.81,0.72
484014063,35880,1620,32968,229,50.75,2.29,46.63,0.32
484014064,8883,831,11729,134,41.17,3.85,54.36,0.62
484014065,4388,40,5092,68,45.77,0.42,53.11,0.71
484014066,16131,516,16874,251,47.76,1.53,49.96,0.74
484014067,112935,4830,75622,2210,57.74,2.47,38.66,1.13
484014068,4179,120,4646,73,46.34,1.33,51.52,0.81
484014069,2784,99,3987,156,39.62,1.41,56.75,2.22
484014070,55475,2434,40979,1055,55.51,2.44,41.0,1.06
484014071,966,44,1436,16,39.24,1.79,58.33,0.65
484014072,2432,178,2550,40,46.77,3.42,49.04,0.77
484014073,25225,1844,21232,455,51.74,3.78,43.55,0.93
484014074,4895,512,5210,120,45.59,4.77,48.52,1.12
484014075,1176,83,1588,8,41.19,2.91,55.62,0.28
484014076,823,16,1714,13,32.07,0.62,66.8,0.51
484014077,8234,470,11465,178,40.47,2.31,56.35,0.87
484014078,12537,906,10581,144,51.87,3.75,43.78,0.6
484014079,5836,195,5597,114,49.7,1.66,47.67,0.97
484014080,2258,32,2680,94,44.59,0.63,52.92,1.86
484014081,926,13,1966,14,31.72,0.45,67.35,0.48
484014082,12970,426,11587,149,51.61,1.7,46.1,0.59
484014083,22062,3624,24164,4055,40.93,6.72,44.83,7.52
484014084,5205,265,5590,80,46.72,2.38,50.18,0.72
484014085,13853,552,14291,296,47.78,1.9,49.29,1.02
484014086,6385,231,6306,74,49.13,1.78,48.52,0.57
484014087,6310,178,6542,134,47.93,1.35,49.7,1.02
484014088,6151,344,6439,111,47.15,2.64,49.36,0.85
484014089,1252,17,1389,50,46.23,0.63,51.29,1.85
484014090,2330,102,2662,20,45.56,1.99,52.05,0.39
484014091,15006,855,14466,206,49.15,2.8,47.38,0.67
484014092,3700,146,4513,213,43.16,1.7,52.65,2.48
484014093,54830,1615,44638,835,53.8,1.58,43.8,0.82
484014094,14472,381,12748,408,51.67,1.36,45.51,1.46
484014095,3162,276,3869,74,42.84,3.74,52.42,1.0
484014096,6985,680,7875,1088,42.01,4.09,47.36,6.54
484014097,178239,4895,116684,1687,59.12,1.62,38.7,0.56
484014098,263291,6823,183465,2929,57.68,1.49,40.19,0.64
484014099,3121,113,3749,48,44.39,1.61,53.32,0.68
484014100,12498,597,13595,308,46.29,2.21,50.36,1.14
484014101,193982,8097,133698,2662,57.32,2.39,39.5,0.79
484014102,2514,28,2406,52,50.28,0.56,48.12,1.04
484014103,2818,314,3431,56,42.57,4.74,51.84,0.85
484014104,1394,48,2932,56,31.47,1.08,66.19,1.26
484014105,7088,294,7933,107,45.96,1.91,51.44,0.69
484014106,1280,18,1983,11,38.88,0.55,60.24,0.33
484014107,2218,53,2486,129,45.4,1.08,50.88,2.64
484014108,12110,730,15080,92,43.23,2.61,53.83,0.33
484014109,6285,410,6279,98,48.08,3.14,48.03,0.75
484014110,4348,176,5727,30,42.29,1.71,55.7,0.29
484014111,2702,56,1970,10,57.03,1.18,41.58,0.21
484014112,2257,186,2432,78,45.57,3.76,49.1,1.57
484014113,5444,188,6061,140,46.01,1.59,51.22,1.18
484014114,5777,264,7030,164,43.65,1.99,53.12,1.24
484014115,1058,395,2756,63,24.77,9.25,64.51,1.47
484014116,6117,575,6297,177,46.46,4.37,47.83,1.34
484014117,1167,68,1389,27,44.02,2.57,52.4,1.02
484014118,7044,424,9525,234,40.89,2.46,55.29,1.36
484014119,9543,487,10547,234,45.86,2.34,50.68,1.12
484014120,554878,18783,394879,4109,57.05,1.93,40.6,0.42
484014121,10095,294,10773,132,47.41,1.38,50.59,0.62
484014122,2286,108,2881,54,42.9,2.03,54.06,1.01
484014123,6184,182,6742,44,47.02,1.38,51.26,0.33
484014124,27282,1184,18960,380,57.07,2.48,39.66,0.79
484015001,17934,1570,23570,258,41.39,3.62,54.39,0.6
484015002,50470,2462,46465,382,50.58,2.47,46.57,0.38
484015003,16401,608,15442,177,50.27,1.86,47.33,0.54
484015004,4024,285,6011,51,38.8,2.75,57.96,0.49
484015005,55085,3148,47782,658,51.64,2.95,44.79,0.62
484015006,4592,177,3967,58,52.22,2.01,45.11,0.66
484015007,6413,385,8743,278,40.54,2.43,55.27,1.76
484015008,6271,110,12397,85,33.24,0.58,65.72,0.45
484015009,18865,434,18631,187,49.49,1.14,48.88,0.49
484015010,9601,465,9603,99,48.57,2.35,48.58,0.5
484015011,1748654,100989,1533836,21295,51.36,2.97,45.05,0.63
484015012,4626,66,3291,18,57.82,0.82,41.13,0.22
484015013,201374,12761,177479,2128,51.14,3.24,45.07,0.54
484015014,35537,1423,32320,189,51.16,2.05,46.52,0.27
484015015,10304,395,10466,88,48.48,1.86,49.24,0.41
484015016,8979,389,9500,142,47.23,2.05,49.97,0.75
484015017,3349,71,3504,20,48.23,1.02,50.46,0.29
484015018,16242,980,17441,244,46.53,2.81,49.96,0.7
484015019,11977,428,11280,52,50.46,1.8,47.52,0.22
484015020,114075,9169,99962,1374,50.79,4.08,44.51,0.61
484015021,11854,482,13365,177,45.81,1.86,51.65,0.68
484015022,5012,134,4974,29,49.38,1.32,49.01,0.29
484015023,14345,600,13235,80,50.76,2.12,46.83,0.28
484015024,530038,24570,432129,4697,53.46,2.48,43.59,0.47
484015025,248166,18254,231022,1923,49.7,3.66,46.26,0.39
484015026,10457,155,9301,77,52.31,0.78,46.53,0.39
484015027,4134,100,3898,45,50.56,1.22,47.67,0.55
484015028,10013,197,9441,83,50.74,1.0,47.84,0.42
484015029,72565,1746,56266,449,55.38,1.33,42.94,0.34
484015030,9758,90,8182,131,53.73,0.5,45.05,0.72
484015031,10180,333,12328,155,44.27,1.45,53.61,0.67
484015032,3068,58,3008,12,49.92,0.94,48.94,0.2
484015033,37635,1859,31493,207,52.86,2.61,44.24,0.29
484015034,12793,798,15500,195,43.68,2.72,52.93,0.67
484015035,102932,5190,80906,1155,54.12,2.73,42.54,0.61
484015036,3372,214,3445,37,47.71,3.03,48.74,0.52
484015037,186583,7140,159689,992,52.65,2.01,45.06,0.28
484015038,12046,894,11721,148,48.55,3.6,47.24,0.6
484015039,1836,94,2854,4,38.35,1.96,59.61,0.08
484015040,46440,2631,56419,234,43.93,2.49,53.36,0.22
484015041,10136,131,9435,107,51.17,0.66,47.63,0.54
484015042,14011,582,12184,150,52.03,2.16,45.25,0.56
484015043,28530,847,31829,413,46.3,1.37,51.65,0.67
484015044,6231,253,6558,84,47.47,1.93,49.96,0.64
484015045,21186,1231,26694,260,42.91,2.49,54.07,0.53
484015046,24200,1297,20358,209,52.54,2.82,44.2,0.45
484015047,4317,223,4786,71,45.94,2.37,50.93,0.76
484015048,9342,404,8176,114,51.8,2.24,45.33,0.63
484015049,49265,2926,46863,302,49.58,2.94,47.17,0.3
484015050,9484,778,9279,88,48.32,3.96,47.27,0.45
484015051,19458,799,16508,528,52.18,2.14,44.27,1.42
484015052,91616,4860,75520,502,53.11,2.82,43.78,0.29
484015053,3455,137,3543,30,48.22,1.91,49.45,0.42
484015054,8859,527,11081,122,43.03,2.56,53.82,0.59
484015055,344536,15931,289966,7742,52.35,2.42,44.06,1.18
484015056,11993,698,10964,65,50.56,2.94,46.22,0.27
484015057,145614,7568,121956,2409,52.46,2.73,43.94,0.87
484015058,3445,61,2848,9,54.14,0.96,44.76,0.14
484015059,23564,595,21816,150,51.09,1.29,47.3,0.33
484015060,10301,533,11340,90,46.27,2.39,50.93,0.4
484015061,10923,702,11334,82,47.41,3.05,49.19,0.36
484015062,13080,445,11809,96,51.44,1.75,46.44,0.38
484015063,1154,246,2138,30,32.34,6.89,59.92,0.84
484015064,28022,1017,27848,746,48.62,1.76,48.32,1.29
484015065,10429,298,10312,88,49.36,1.41,48.81,0.42
484015066,1689,33,1407,34,53.4,1.04,44.48,1.07
484015067,97221,5452,93737,794,49.3,2.76,47.53,0.4
484015068,4652,262,4835,71,47.37,2.67,49.24,0.72
484015069,4386,194,4530,30,47.99,2.12,49.56,0.33
484015070,8267,182,7185,41,52.74,1.16,45.84,0.26
484015071,60079,1902,81536,462,41.73,1.32,56.63,0.32
484015072,9649,315,8914,127,50.77,1.66,46.9,0.67
484015073,28240,615,23993,202,53.23,1.16,45.23,0.38
484015074,1898,34,2518,38,42.29,0.76,56.11,0.85
484015075,3063,138,4080,42,41.83,1.88,55.71,0.57
484015076,4359,176,4291,45,49.14,1.98,48.37,0.51
484015077,5140,91,12260,121,29.18,0.52,69.61,0.69
484015078,143172,7335,118743,991,52.98,2.71,43.94,0.37
484015079,25393,1784,41993,559,36.42,2.56,60.22,0.8
484015080,4103,179,3559,17,52.21,2.28,45.29,0.22
484015081,12187,364,12476,159,48.39,1.45,49.54,0.63
484015082,19177,2076,24895,303,41.28,4.47,53.59,0.65
484015083,8386,544,14457,168,35.6,2.31,61.38,0.71
484015084,31455,1490,31280,167,48.85,2.31,48.58,0.26
484015085,32248,1014,31203,638,49.53,1.56,47.93,0.98
484015086,3979,228,4077,23,47.9,2.74,49.08,0.28
484015087,32017,924,23518,430,56.28,1.62,41.34,0.76
484015088,24794,752,21343,514,52.3,1.59,45.02,1.08
484015089,20009,999,18713,93,50.26,2.51,47.0,0.23
484015090,10119,440,9739,178,49.42,2.15,47.56,0.87
484015091,6716,288,6697,66,48.78,2.09,48.65,0.48
484015092,12107,698,13270,152,46.16,2.66,50.6,0.58
484015093,4628,117,6572,82,40.6,1.03,57.65,0.72
484015094,1857,86,1854,19,48.66,2.25,48.58,0.5
484015095,13278,656,12761,126,49.51,2.45,47.58,0.47
484015096,28021,764,22528,300,54.29,1.48,43.65,0.58
484015097,5337,296,4858,31,50.72,2.81,46.17,0.29
484015098,16550,1269,17343,130,46.89,3.6,49.14,0.37
484015099,8104,381,17164,85,31.49,1.48,66.7,0.33
484015100,333404,18884,279556,2139,52.59,2.98,44.1,0.34
484015101,4589,121,4725,156,47.85,1.26,49.26,1.63
484015102,35484,1425,31929,649,51.07,2.05,45.95,0.93
484015103,22736,1533,20347,193,50.74,3.42,45.41,0.43
484015104,15713,834,16694,80,47.16,2.5,50.1,0.24
484015105,13079,428,17246,201,42.25,1.38,55.71,0.65
484015106,24823,258,18754,527,55.96,0.58,42.27,1.19
484015107,31356,2134,32613,499,47.08,3.2,48.97,0.75
484015108,17119,1286,15589,155,50.13,3.77,45.65,0.45
484015109,1260,88,1518,20,43.66,3.05,52.6,0.69
484015110,3610,383,7457,97,31.26,3.32,64.58,0.84
484015111,59643,4297,56629,429,49.29,3.55,46.8,0.35
484015112,5089,90,6268,95,44.09,0.78,54.31,0.82
484015113,62442,2701,52873,399,52.73,2.28,44.65,0.34
484016001,2983,262,3937,81,41.07,3.61,54.21,1.12
484016002,5030,110,6200,165,43.72,0.96,53.89,1.43
484016003,5556,711,8985,143,36.09,4.62,58.36,0.93
484016004,32161,3363,47885,541,38.31,4.01,57.04,0.64
484016005,3812,349,4976,33,41.57,3.81,54.26,0.36
484016006,48977,1064,40161,1431,53.45,1.16,43.83,1.56
484016007,913,74,1298,15,39.7,3.22,56.43,0.65
484016008,6819,408,8842,208,41.89,2.51,54.32,1.28
484016009,11955,568,13305,400,45.58,2.17,50.73,1.53
484016010,6512,392,9448,200,39.34,2.37,57.08,1.21
484016011,3870,152,4978,84,42.6,1.67,54.8,0.92
484016012,17088,342,14220,487,53.17,1.06,44.25,1.52
484016013,2577,96,3927,48,38.76,1.44,59.07,0.72
484016014,4652,104,5255,81,46.1,1.03,52.07,0.8
484016015,6347,79,7126,126,46.4,0.58,52.1,0.92
484016016,4889,1402,10712,100,28.59,8.2,62.63,0.58
484016017,15633,1236,19878,209,42.3,3.34,53.79,0.57
484016018,2533,207,4166,100,36.15,2.95,59.46,1.43
484016019,6124,460,7968,204,41.5,3.12,54.0,1.38
484016020,8481,966,10711,350,41.35,4.71,52.23,1.71
484016021,3852,18,4646,89,44.76,0.21,53.99,1.03
484016022,7157,304,8272,144,45.08,1.91,52.1,0.91
484016023,3052,125,3885,60,42.85,1.76,54.55,0.84
484016024,5661,670,6754,215,42.56,5.04,50.78,1.62
484016025,13541,217,13753,354,48.6,0.78,49.36,1.27
484016026,1922,10,2641,18,41.86,0.22,57.53,0.39
484016027,1114,59,2371,42,31.07,1.65,66.12,1.17
484016028,1364,82,2194,80,36.67,2.2,58.98,2.15
484016029,2926,7,7984,224,26.26,0.06,71.66,2.01
484016030,3929,168,5999,138,38.39,1.64,58.62,1.35
484016031,5258,304,5741,38,46.36,2.68,50.62,0.34
484016032,6734,168,7912,108,45.13,1.13,53.02,0.72
484016033,41976,1154,43805,527,47.99,1.32,50.08,0.6
484016034,8067,529,15234,690,32.9,2.16,62.13,2.81
484016035,4306,267,5087,41,44.39,2.75,52.44,0.42
484016036,1817,161,3995,32,30.26,2.68,66.53,0.53
484016037,13787,556,17904,242,42.44,1.71,55.11,0.74
484016038,2135,152,3559,32,36.32,2.59,60.55,0.54
484016039,4615,244,6709,70,39.65,2.1,57.65,0.6
484016040,4885,198,5340,134,46.27,1.88,50.58,1.27
484016041,4391,137,6000,287,40.6,1.27,55.48,2.65
484016042,23287,1025,20517,487,51.39,2.26,45.28,1.07
484016043,4238,346,5330,60,42.49,3.47,53.44,0.6
484016044,18735,1047,18102,214,49.18,2.75,47.51,0.56
484016045,4118,255,5886,65,39.89,2.47,57.01,0.63
484016046,6641,468,8070,79,43.52,3.07,52.89,0.52
484016047,2294,124,2816,58,43.35,2.34,53.21,1.1
484016048,5559,408,7150,99,42.06,3.09,54.1,0.75
484016049,22024,2392,34208,481,37.26,4.05,57.88,0.81
484016050,66869,2798,62644,511,50.34,2.11,47.16,0.38
484016051,295530,14015,262164,2735,51.45,2.44,45.64,0.48
484016052,2337,21,3585,69,38.87,0.35,59.63,1.15
484016053,16298,1054,16670,584,47.1,3.05,48.17,1.69
484016054,7490,896,11665,164,37.05,4.43,57.7,0.81
484016055,2444,192,3983,66,36.56,2.87,59.58,0.99
484016056,8171,120,6080,76,56.56,0.83,42.08,0.53
484016057,2979,69,3909,114,42.13,0.98,55.28,1.61
484016058,3058,171,4340,65,40.06,2.24,56.85,0.85
484016059,6431,337,9511,86,39.3,2.06,58.12,0.53
484016060,5197,369,8581,193,36.24,2.57,59.84,1.35
484016061,5499,195,6304,129,45.35,1.61,51.98,1.06
484016062,8070,140,10240,156,43.37,0.75,55.04,0.84
484016063,12516,400,12795,220,48.27,1.54,49.34,0.85
484016064,30101,1566,31337,229,47.6,2.48,49.56,0.36
484016065,4587,301,8615,141,33.62,2.21,63.14,1.03
484016066,9306,133,8693,192,50.79,0.73,47.44,1.05
484016067,37845,1266,37067,406,49.42,1.65,48.4,0.53
484016068,5542,378,5934,72,46.47,3.17,49.76,0.6
484016069,4800,268,5384,56,45.68,2.55,51.24,0.53
484016070,9375,411,8754,190,50.05,2.19,46.74,1.01
484016071,3021,279,4314,96,39.18,3.62,55.95,1.25
484016072,22788,676,21281,527,50.34,1.49,47.01,1.16
484016073,29522,1098,24043,533,53.49,1.99,43.56,0.97
484016074,5626,383,8478,558,37.39,2.55,56.35,3.71
484016075,2818,301,5638,82,31.88,3.41,63.79,0.93
484016076,14573,673,18179,189,43.35,2.0,54.08,0.56
484016077,4847,869,8412,62,34.16,6.12,59.28,0.44
484016078,1925,202,3360,41,34.82,3.65,60.78,0.74
484016079,26099,761,24738,616,49.98,1.46,47.38,1.18
484016080,10016,93,11716,104,45.67,0.42,53.43,0.47
484016081,9228,162,10488,216,45.92,0.81,52.19,1.07
484016082,11245,434,13342,138,44.7,1.73,53.03,0.55
484016083,4538,167,6472,105,40.22,1.48,57.37,0.93
484016084,4078,189,5518,83,41.33,1.92,55.92,0.84
484016085,31200,1473,25425,165,53.55,2.53,43.64,0.28
484016086,8333,804,8727,379,45.68,4.41,47.84,2.08
484016087,4468,202,5572,80,43.29,1.96,53.98,0.78
484016088,4731,113,4826,67,48.59,1.16,49.56,0.69
484016089,3584,316,6204,96,35.14,3.1,60.82,0.94
484016090,8732,715,12078,246,40.11,3.28,55.48,1.13
484016091,2223,336,3384,129,36.61,5.53,55.73,2.12
484016092,4678,172,4795,73,48.14,1.77,49.34,0.75
484016093,2152,38,3761,19,36.05,0.64,63.0,0.32
484016094,8973,500,14784,268,36.59,2.04,60.28,1.09
484016095,9565,564,9014,118,49.66,2.93,46.8,0.61
484016096,3944,650,7520,130,32.21,5.31,61.42,1.06
484016097,5972,104,4846,29,54.53,0.95,44.25,0.26
484016098,2998,69,4022,87,41.78,0.96,56.05,1.21
484016099,121759,5592,109772,1058,51.12,2.35,46.09,0.44
484016100,7980,500,9020,210,45.06,2.82,50.93,1.19
484016101,4238,531,8568,398,30.86,3.87,62.38,2.9
484016102,6234,349,7620,135,43.48,2.43,53.15,0.94
484016103,10763,342,11407,234,47.32,1.5,50.15,1.03
484016104,27625,2037,26667,378,48.72,3.59,47.03,0.67
484016105,73150,3060,63643,985,51.94,2.17,45.19,0.7
484016106,1062,48,1481,30,40.52,1.83,56.51,1.14
484016107,15018,610,20012,300,41.79,1.7,55.68,0.83
484016108,5336,160,5432,96,48.4,1.45,49.27,0.87
484016109,56598,3015,53594,755,49.66,2.65,47.03,0.66
484017001,5936,365,6957,145,44.29,2.72,51.91,1.08
484017002,6458,606,7846,160,42.85,4.02,52.06,1.06
484017003,10881,271,14106,71,42.96,1.07,55.69,0.28
484017004,28807,1259,28570,614,48.62,2.12,48.22,1.04
484017005,2808,552,3859,115,38.29,7.53,52.62,1.57
484017006,75211,2360,57222,309,55.67,1.75,42.35,0.23
484017007,162086,6005,130216,1760,54.02,2.0,43.4,0.59
484017008,37211,1223,24194,171,59.25,1.95,38.53,0.27
484017009,7029,183,5964,120,52.87,1.38,44.86,0.9
484017010,5705,375,6231,78,46.05,3.03,50.29,0.63
484017011,86866,4705,62524,521,56.18,3.04,40.44,0.34
484017012,22799,1319,19825,233,51.61,2.99,44.88,0.53
484017013,5447,252,5949,44,46.59,2.16,50.88,0.38
484017014,3487,81,3708,63,47.51,1.1,50.52,0.86
484017015,7945,869,9065,133,44.11,4.82,50.33,0.74
484017016,5880,176,6450,70,46.76,1.4,51.29,0.56
484017017,24740,1053,21672,456,51.63,2.2,45.22,0.95
484017018,43137,2137,37371,585,51.83,2.57,44.9,0.7
484017019,8450,222,10719,93,43.37,1.14,55.01,0.48
484017020,17415,673,12935,132,55.9,2.16,41.52,0.42
484017021,3283,203,2703,16,52.91,3.27,43.56,0.26
484017022,7304,90,6572,90,51.96,0.64,46.76,0.64
484017023,2387,28,2406,16,49.35,0.58,49.74,0.33
484017024,17298,965,19008,155,46.22,2.58,50.79,0.41
484017025,13380,472,10604,169,54.34,1.92,43.06,0.69
484017026,6585,144,6380,35,50.1,1.1,48.54,0.27
484017027,3656,236,3843,36,47.05,3.04,49.45,0.46
484017028,26251,1139,18882,347,56.31,2.44,40.5,0.74
484017029,37032,2712,32720,262,50.92,3.73,44.99,0.36
484017030,16529,1180,16025,135,48.8,3.48,47.31,0.4
484017031,13008,696,12780,92,48.95,2.62,48.09,0.35
484017032,8869,496,10368,73,44.78,2.5,52.35,0.37
484018001,11738,505,14871,123,43.1,1.85,54.6,0.45
484018002,5587,313,6268,43,45.75,2.56,51.33,0.35
484018003,3927,278,4557,130,44.16,3.13,51.25,1.46
484018004,83389,3427,59046,832,56.85,2.34,40.25,0.57
484018005,3665,21,5144,36,41.34,0.24,58.02,0.41
484018006,9718,343,9800,158,48.54,1.71,48.95,0.79
484018007,6139,137,7268,108,44.97,1.0,53.24,0.79
484018008,18812,478,16177,114,52.87,1.34,45.47,0.32
484018009,5621,779,15164,270,25.74,3.57,69.45,1.24
484018010,10661,692,15099,137,40.1,2.6,56.79,0.52
484018011,7239,558,8711,48,43.72,3.37,52.62,0.29
484018012,16788,352,14691,120,52.54,1.1,45.98,0.38
484018013,2559,152,3408,87,41.23,2.45,54.91,1.4
484018014,7370,119,9027,54,44.48,0.72,54.48,0.33
484018015,34918,639,35850,401,48.63,0.89,49.92,0.56
484018016,12371,369,17057,280,41.13,1.23,56.71,0.93
484018017,161068,5533,126340,846,54.82,1.88,43.0,0.29
484018018,10464,894,11870,296,44.48,3.8,50.46,1.26
484018019,3696,40,5198,110,40.87,0.44,57.47,1.22
484019001,981,53,965,28,48.4,2.61,47.61,1.38
484019002,1269,111,1867,56,38.42,3.36,56.52,1.7
484019003,411,31,645,22,37.06,2.8,58.16,1.98
484019004,13540,517,11224,89,53.37,2.04,44.24,0.35
484019005,6583,330,7330,52,46.05,2.31,51.28,0.36
484019006,215868,7714,150666,6040,56.76,2.03,39.62,1.59
484019007,4689,136,6473,36,41.37,1.2,57.11,0.32
484019008,1228,103,1584,22,41.81,3.51,53.93,0.75
484019009,30652,1725,32157,723,46.97,2.64,49.28,1.11
484019010,5539,259,4789,132,51.67,2.42,44.68,1.23
484019011,2579,87,2647,77,47.85,1.61,49.11,1.43
484019012,10728,446,6184,67,61.57,2.56,35.49,0.38
484019013,4088,200,4950,164,43.48,2.13,52.65,1.74
484019014,10271,626,14122,537,40.19,2.45,55.26,2.1
484019015,449,18,879,48,32.21,1.29,63.06,3.44
484019016,1215,53,1227,56,47.63,2.08,48.1,2.2
484019017,11146,1387,17020,227,37.43,4.66,57.15,0.76
484019018,54436,1957,39074,2903,55.34,1.99,39.72,2.95
484019019,50529,1957,46697,5522,48.26,1.87,44.6,5.27
484019020,1789,42,1990,25,46.52,1.09,51.74,0.65
484019021,142142,7396,112053,1896,53.95,2.81,42.53,0.72
484019022,4944,72,6516,68,42.62,0.62,56.17,0.59
484019023,384,4,648,5,36.89,0.38,62.25,0.48
484019024,1629,76,1995,60,43.32,2.02,53.06,1.6
484019025,21735,500,15287,70,57.82,1.33,40.67,0.19
484019026,271668,17351,250520,8200,49.6,3.17,45.74,1.5
484019027,672,38,927,31,40.29,2.28,55.58,1.86
484019028,630,23,550,9,51.98,1.9,45.38,0.74
484019029,1944,34,2516,30,42.97,0.75,55.61,0.66
484019030,1174,41,1492,8,43.24,1.51,54.95,0.29
484019031,97227,4665,73619,1956,54.79,2.63,41.48,1.1
484019032,1932,208,2312,28,43.12,4.64,51.61,0.62
484019033,29531,877,29492,985,48.5,1.44,48.44,1.62
484019034,2028,70,1910,20,50.35,1.74,47.42,0.5
484019035,338,6,331,9,49.42,0.88,48.39,1.32
484019036,1448,200,2984,170,30.15,4.16,62.14,3.54
484019037,1906,80,2368,96,42.83,1.8,53.21,2.16
