GEOLEV2,EMPLOYED_POP,UNEMPLOYED_POP,EMP_IN_POP,EMP_UK_POP,EMPLOYED_PCT,UNEMPLOYED_PCT,EMP_IN_PCT,EMP_UK_PCT
484007008,9981,466,13950,147,40.67,1.9,56.84,0.6
484007009,15347,304,15410,145,49.18,0.97,49.38,0.46
484007010,2374,42,3422,50,40.32,0.71,58.12,0.85
484007011,5220,143,8754,130,36.64,1.0,61.44,0.91
484007012,16552,526,13322,163,54.16,1.72,43.59,0.53
484007013,8180,770,10025,115,42.85,4.03,52.51,0.6
484007014,4678,10,7822,45,37.26,0.08,62.3,0.36
484007015,12880,902,18698,37,39.61,2.77,57.5,0.11
484007016,5146,48,7338,180,40.48,0.38,57.72,1.42
484007017,25806,1051,29795,472,45.18,1.84,52.16,0.83
484007018,2315,27,2657,53,45.82,0.53,52.59,1.05
484007019,58586,1395,45220,284,55.54,1.32,42.87,0.27
484007020,13872,143,17969,343,42.91,0.44,55.59,1.06
484007021,6220,165,8745,175,40.64,1.08,57.14,1.14
484007022,3709,43,4816,131,42.64,0.49,55.36,1.51
484007023,24473,548,24289,173,49.46,1.11,49.09,0.35
484007024,2703,1,3453,45,43.58,0.02,55.68,0.73
484007025,2095,192,3571,117,35.06,3.21,59.77,1.96
484007026,11960,123,13140,260,46.93,0.48,51.56,1.02
484007028,1674,14,1576,19,50.99,0.43,48.0,0.58
484007029,1696,126,2082,26,43.16,3.21,52.98,0.66
484007030,8093,460,13692,178,36.09,2.05,61.06,0.79
484007031,26016,708,42317,551,37.38,1.02,60.81,0.79
484007032,8823,242,12125,169,41.31,1.13,56.77,0.79
484007033,1775,56,2854,59,37.42,1.18,60.16,1.24
484007034,19067,2821,27226,186,38.68,5.72,55.23,0.38
484007035,3944,69,4990,48,43.58,0.76,55.13,0.53
484007036,2578,12,3773,28,40.34,0.19,59.04,0.44
484007037,10305,169,13994,127,41.9,0.69,56.9,0.52
484007038,6657,84,7488,83,46.51,0.59,52.32,0.58
484007039,6245,115,9455,75,39.3,0.72,59.5,0.47
484007040,18274,826,18897,255,47.77,2.16,49.4,0.67
484007041,14714,40,17471,67,45.57,0.12,54.1,0.21
484007042,3095,67,4272,66,41.27,0.89,56.96,0.88
484007043,2900,226,3741,94,41.66,3.25,53.74,1.35
484007044,7014,220,9523,88,41.64,1.31,56.53,0.52
484007045,1574,116,2316,46,38.85,2.86,57.16,1.14
484007046,11167,441,18370,220,36.98,1.46,60.83,0.73
484007047,4920,66,6549,50,42.47,0.57,56.53,0.43
484007048,7062,371,9371,324,41.23,2.17,54.71,1.89
484007049,5946,44,7909,84,42.52,0.31,56.56,0.6
484007050,1898,24,2389,30,43.72,0.55,55.03,0.69
484007051,14674,698,16700,140,45.55,2.17,51.84,0.43
484007052,43819,259,39199,852,52.09,0.31,46.59,1.01
484007053,2320,82,3096,42,41.88,1.48,55.88,0.76
484007054,9854,167,11434,74,45.77,0.78,53.11,0.34
484007055,1535,124,2001,44,41.44,3.35,54.02,1.19
484007056,1582,61,5026,79,23.44,0.9,74.48,1.17
484007057,20436,662,28071,298,41.31,1.34,56.75,0.6
484007058,1102,130,1564,16,39.19,4.62,55.62,0.57
484007059,73372,1148,88640,1295,44.62,0.7,53.9,0.79
484007060,2547,129,4595,44,34.82,1.76,62.82,0.6
484007061,40928,1635,45677,572,46.08,1.84,51.43,0.64
484007062,4913,246,7409,55,38.92,1.95,58.69,0.44
484007063,1243,50,1397,8,46.07,1.85,51.78,0.3
484007064,12327,169,14254,362,45.47,0.62,52.57,1.34
484007065,34596,1219,42217,589,44.0,1.55,53.7,0.75
484007066,5057,102,7443,100,39.81,0.8,58.6,0.79
484007067,2997,105,4150,84,40.85,1.43,56.57,1.15
484007068,9924,332,11601,124,45.15,1.51,52.78,0.56
484007069,17616,304,19504,248,46.76,0.81,51.77,0.66
484007070,4196,9,5656,79,42.21,0.09,56.9,0.79
484007071,9092,208,11303,74,43.97,1.01,54.66,0.36
484007072,14958,369,18912,131,43.52,1.07,55.02,0.38
484007074,12931,546,15406,117,44.59,1.88,53.12,0.4
484007075,8861,358,9262,158,47.54,1.92,49.69,0.85
484007076,6826,212,11410,148,36.71,1.14,61.36,0.8
484007077,14813,512,23257,485,37.92,1.31,59.53,1.24
484007078,72031,1948,60979,616,53.13,1.44,44.98,0.45
484007079,10101,626,13841,99,40.95,2.54,56.11,0.4
484007080,9054,24,15207,206,36.97,0.1,62.09,0.84
484007081,12178,333,16727,170,41.41,1.13,56.88,0.58
484007082,2917,53,4627,51,38.14,0.69,60.5,0.67
484007083,6007,216,7283,96,44.16,1.59,53.54,0.71
484007084,2424,54,3619,126,38.95,0.87,58.16,2.02
484007085,2847,261,4089,72,39.17,3.59,56.25,0.99
484007086,6683,85,8095,25,44.89,0.57,54.37,0.17
484007087,11785,295,13655,187,45.46,1.14,52.68,0.72
484007088,672,31,906,29,41.03,1.89,55.31,1.77
484007089,115530,5431,116032,1503,48.44,2.28,48.65,0.63
484007090,1120,63,1669,37,38.77,2.18,57.77,1.28
484007093,9912,261,14597,147,39.78,1.05,58.58,0.59
484007094,11179,476,14742,126,42.15,1.79,55.58,0.48
484007095,20485,184,28976,212,41.09,0.37,58.12,0.43
484007096,29469,856,32719,387,46.46,1.35,51.58,0.61
484007097,1458,4,2008,24,41.73,0.11,57.47,0.69
484007098,24862,108,29084,151,45.87,0.2,53.66,0.28
484007099,8079,115,13129,156,37.61,0.54,61.12,0.73
484007100,234250,9111,187313,2220,54.11,2.1,43.27,0.51
484007101,12849,277,15623,187,44.4,0.96,53.99,0.65
484007102,8616,129,10272,60,45.16,0.68,53.84,0.31
484007103,4818,159,5398,24,46.33,1.53,51.91,0.23
484007104,4037,123,6429,53,37.93,1.16,60.41,0.5
484007105,21627,732,21557,133,49.1,1.66,48.94,0.3
484007106,22133,546,30953,534,40.86,1.01,57.14,0.99
484007107,36218,1399,36526,300,48.65,1.88,49.07,0.4
484007108,9736,394,13912,178,40.2,1.63,57.44,0.73
484007109,2270,56,2772,14,44.41,1.1,54.23,0.27
484007110,9846,255,13436,94,41.67,1.08,56.86,0.4
484008001,4692,236,3896,32,52.98,2.66,43.99,0.36
484008002,7250,508,7712,88,46.6,3.27,49.57,0.57
484008003,2907,163,3464,72,44.01,2.47,52.44,1.09
484008004,2908,208,2893,48,48.01,3.43,47.76,0.79
484008005,8297,419,7600,740,48.65,2.46,44.56,4.34
484008006,1508,188,2220,18,38.33,4.78,56.43,0.46
484008007,21989,1471,32794,582,38.69,2.59,57.7,1.02
484008008,9655,365,11080,207,45.31,1.71,52.0,0.97
484008009,8012,600,8696,182,45.81,3.43,49.72,1.04
484008010,18028,1268,18304,188,47.71,3.36,48.44,0.5
484008011,2631,213,4213,39,37.08,3.0,59.37,0.55
484008012,3555,167,4085,92,45.01,2.11,51.72,1.16
484008013,885,35,916,15,47.81,1.89,49.49,0.81
484008014,649,33,634,11,48.91,2.49,47.78,0.83
484008015,1268,106,1659,25,41.47,3.47,54.25,0.82
484008016,59313,2024,53882,530,51.24,1.75,46.55,0.46
484008017,2100,44,2074,46,49.25,1.03,48.64,1.08
484008018,343763,16056,285619,3693,52.96,2.47,44.0,0.57
484008019,2422,163,3281,44,40.98,2.76,55.52,0.74
484008020,56571,1498,48307,546,52.91,1.4,45.18,0.51
484008021,899,8,1513,36,36.6,0.33,61.6,1.47
484008022,1552,50,1956,38,43.16,1.39,54.39,1.06
484008023,1338,148,1990,46,37.99,4.2,56.5,1.31
484008024,2847,112,3607,48,43.05,1.69,54.54,0.73
484008025,1193,52,1393,34,44.65,1.95,52.13,1.27
484008026,1705,118,2323,35,40.78,2.82,55.56,0.84
484008027,12009,985,22165,311,33.86,2.78,62.49,0.88
484008028,2895,114,3717,39,42.79,1.69,54.94,0.58
484008029,15286,583,15115,149,49.1,1.87,48.55,0.48
484008030,41184,2177,40034,239,49.24,2.6,47.87,0.29
484008031,364,21,452,18,42.57,2.46,52.87,2.11
484008032,2239,93,3267,42,39.69,1.65,57.92,0.74
484008033,4036,99,3922,60,49.72,1.22,48.32,0.74
484008034,15201,818,16337,172,46.73,2.51,50.22,0.53
484008035,517368,33614,429332,14023,52.03,3.38,43.18,1.41
484008036,1800,62,1932,42,46.92,1.62,50.36,1.09
484008037,1988,58,2147,36,47.01,1.37,50.77,0.85
484008038,8812,890,12893,140,38.76,3.91,56.71,0.62
484008039,651,64,676,2,46.73,4.59,48.53,0.14
484008040,559,41,660,12,43.95,3.22,51.89,0.94
484008041,1073,65,1303,27,43.48,2.63,52.8,1.09
484008042,1536,50,2152,20,40.87,1.33,57.26,0.53
484008043,17497,352,14653,232,53.45,1.08,44.76,0.71
484008044,2328,92,3302,48,40.35,1.59,57.23,0.83
484008045,1604,146,2096,24,41.45,3.77,54.16,0.62
484008046,7942,269,9650,248,43.86,1.49,53.29,1.37
484008047,825,111,1188,35,38.21,5.14,55.03,1.62
484008048,20569,1400,22522,333,45.89,3.12,50.25,0.74
484008049,2427,129,2889,18,44.43,2.36,52.88,0.33
484008050,10036,678,9591,155,49.05,3.31,46.88,0.76
484008051,1459,108,2092,14,39.72,2.94,56.96,0.38
484008052,2277,32,2473,32,47.3,0.66,51.37,0.66
484008053,6299,131,6184,73,49.65,1.03,48.74,0.58
484008054,681,21,1099,10,37.6,1.16,60.68,0.55
484008055,730,27,1113,26,38.5,1.42,58.7,1.37
484008056,1003,42,1258,79,42.11,1.76,52.81,3.32
484008057,1424,180,2138,38,37.67,4.76,56.56,1.01
484008058,3315,197,3804,27,45.15,2.68,51.8,0.37
484008059,1286,130,1904,42,38.25,3.87,56.63,1.25
484008060,10731,467,13473,666,42.35,1.84,53.18,2.63
484008061,1922,147,2961,45,37.87,2.9,58.34,0.89
484008062,514,68,912,6,34.27,4.53,60.8,0.4
484008063,5118,587,7206,246,38.9,4.46,54.77,1.87
484008064,2007,385,3648,24,33.1,6.35,60.16,0.4
484008065,1504,28,2212,22,39.94,0.74,58.74,0.58
484009001,2382370,112441,1857035,26347,54.41,2.57,42.42,0.6
484009002,936402,46429,778666,7206,52.94,2.63,44.02,0.41
484009003,108022,4664,80909,958,55.52,2.4,41.59,0.49
484009004,53910,1726,44784,590,53.37,1.71,44.34,0.58
484009005,151481,6671,122256,994,53.83,2.37,43.45,0.35
484009006,284538,16161,229014,2632,53.45,3.04,43.02,0.49
484010001,18120,1545,23027,248,42.2,3.6,53.63,0.58
484010002,1304,53,1541,21,44.67,1.82,52.79,0.72
484010003,1021,40,2171,32,31.28,1.23,66.51,0.98
484010004,10419,670,14258,196,40.79,2.62,55.82,0.77
484010005,220806,11779,210599,1881,49.61,2.65,47.32,0.42
484010006,2805,390,5733,72,31.17,4.33,63.7,0.8
484010007,107544,11594,125544,1229,43.73,4.71,51.05,0.5
484010008,9133,1280,14110,176,36.98,5.18,57.13,0.71
484010009,3002,146,4166,65,40.68,1.98,56.46,0.88
484010010,989,66,2010,32,31.93,2.13,64.9,1.03
484010011,1517,24,2057,42,41.68,0.66,56.51,1.15
484010012,48257,3195,53298,795,45.72,3.03,50.5,0.75
484010013,7890,444,9924,78,43.03,2.42,54.12,0.43
484010014,5142,700,14894,671,24.02,3.27,69.58,3.13
484010015,3596,228,5260,180,38.82,2.46,56.78,1.94
484010016,5289,445,8637,204,36.29,3.05,59.26,1.4
484010017,2691,63,3969,57,39.69,0.93,58.54,0.84
484010018,4013,74,4363,134,46.75,0.86,50.83,1.56
484010019,1437,25,2185,17,39.22,0.68,59.63,0.46
484010020,3355,552,5483,192,35.01,5.76,57.22,2.0
484010021,2521,775,5128,128,29.48,9.06,59.96,1.5
484010022,7859,475,10539,122,41.37,2.5,55.48,0.64
484010023,12678,1148,19088,335,38.13,3.45,57.41,1.01
484010024,3659,241,5243,122,39.49,2.6,56.59,1.32
484010025,1166,97,1465,30,42.28,3.52,53.12,1.09
484010026,4729,170,8552,190,34.67,1.25,62.69,1.39
484010027,1679,57,3022,42,34.98,1.19,62.96,0.88
484010028,3043,483,5433,76,33.68,5.35,60.13,0.84
484010029,574,42,1020,21,34.64,2.53,61.56,1.27
484010030,652,17,658,14,48.62,1.27,49.07,1.04
484010031,1580,154,3839,32,28.19,2.75,68.49,0.57
484010032,15157,748,17836,232,44.61,2.2,52.5,0.68
484010033,1377,311,2977,34,29.3,6.62,63.35,0.72
484010034,7171,275,11087,118,38.45,1.47,59.44,0.63
484010035,3540,189,4607,35,42.29,2.26,55.04,0.42
484010036,7525,397,8913,98,44.44,2.34,52.64,0.58
484010037,2258,122,2840,44,42.9,2.32,53.95,0.84
484010038,7167,468,7723,85,46.41,3.03,50.01,0.55
484011001,25374,824,36148,288,40.51,1.32,57.71,0.46
484011002,36539,3091,43855,698,43.4,3.67,52.09,0.83
484011003,50406,3288,58803,382,44.65,2.91,52.09,0.34
484011004,22828,1055,23322,342,48.01,2.22,49.05,0.72
484011005,29903,1642,29041,259,49.15,2.7,47.73,0.43
484011006,1608,93,3231,9,32.54,1.88,65.39,0.18
484011007,190124,10432,155025,1158,53.29,2.92,43.46,0.32
484011008,12165,518,14167,244,44.9,1.91,52.29,0.9
484011009,24254,1582,30675,227,42.75,2.79,54.06,0.4
484011010,3780,396,4632,16,42.84,4.49,52.49,0.18
484011011,31045,1986,32898,306,46.87,3.0,49.67,0.46
484011012,7880,702,12404,109,37.35,3.33,58.8,0.52
484011013,7375,397,8681,98,44.56,2.4,52.45,0.59
484011014,48650,2165,56002,741,45.23,2.01,52.07,0.69
484011015,63822,3679,63255,663,48.56,2.8,48.13,0.5
484011016,5316,707,8785,110,35.63,4.74,58.89,0.74
484011017,190258,10871,202297,2905,46.82,2.68,49.79,0.71
484011018,11183,1198,17109,203,37.66,4.03,57.62,0.68
484011019,15802,881,21915,177,40.75,2.27,56.52,0.46
484011020,601728,26078,446168,5233,55.76,2.42,41.34,0.48
484011021,19883,962,18821,262,49.8,2.41,47.14,0.66
484011022,7361,279,9198,81,43.51,1.65,54.36,0.48
484011023,39064,5815,66794,942,34.69,5.16,59.31,0.84
484011024,3760,172,4996,76,41.76,1.91,55.49,0.84
484011025,27590,518,20808,203,56.17,1.05,42.36,0.41
484011026,18935,845,20556,272,46.63,2.08,50.62,0.67
484011027,88726,8999,101486,628,44.4,4.5,50.78,0.31
484011028,29960,1344,42870,925,39.89,1.79,57.08,1.23
484011029,9407,1273,16799,150,34.05,4.61,60.8,0.54
484011030,31469,1415,40847,1170,42.01,1.89,54.53,1.56
484011031,47852,971,36161,471,56.0,1.14,42.32,0.55
484011032,26692,1500,25267,278,49.67,2.79,47.02,0.52
484011033,39308,2391,40936,378,47.35,2.88,49.31,0.46
484011034,1208,119,2333,11,32.91,3.24,63.55,0.3
484011035,24933,1417,32561,157,42.21,2.4,55.12,0.27
484011036,1862,68,3042,22,37.28,1.36,60.91,0.44
484011037,61289,5723,58084,516,48.79,4.56,46.24,0.41
484011038,3587,120,4300,39,44.58,1.49,53.44,0.48
484011039,10373,912,15224,306,38.68,3.4,56.77,1.14
484011040,4553,150,7640,180,36.36,1.2,61.01,1.44
484011041,24618,1815,21717,480,50.62,3.73,44.66,0.99
484011042,42809,2911,59313,838,40.44,2.75,56.02,0.79
484011043,4790,375,8900,151,33.69,2.64,62.61,1.06
484011044,17644,1456,20141,394,44.52,3.67,50.82,0.99
484011045,2572,61,6327,108,28.36,0.67,69.77,1.19
484011046,22653,1533,29677,273,41.84,2.83,54.82,0.5
484012001,323851,17306,267189,2567,53.01,2.83,43.74,0.42
484012002,4589,229,11864,151,27.26,1.36,70.48,0.9
484012003,9722,1416,17590,129,33.69,4.91,60.96,0.45
484012004,3168,56,8800,74,26.19,0.46,72.74,0.61
484012005,2031,60,3104,60,38.65,1.14,59.07,1.14
484012006,4143,120,5495,81,42.11,1.22,55.85,0.82
484012007,9956,917,13289,259,40.77,3.75,54.42,1.06
484012008,1918,112,3006,42,37.77,2.21,59.2,0.83
484012009,1473,81,2239,18,38.65,2.13,58.75,0.47
484012010,6895,221,9694,117,40.73,1.31,57.27,0.69
484012011,23336,652,23022,315,49.31,1.38,48.65,0.67
484012012,15123,310,24591,317,37.49,0.77,60.96,0.79
484012013,10581,407,13176,474,42.95,1.65,53.48,1.92
484012014,5405,290,5146,60,49.58,2.66,47.21,0.55
484012015,4592,302,4857,60,46.8,3.08,49.51,0.61
484012016,3328,124,6264,200,33.56,1.25,63.17,2.02
484012017,4821,389,6224,124,41.71,3.37,53.85,1.07
484012018,4928,49,5607,112,46.07,0.46,52.42,1.05
484012019,2951,575,6379,87,29.53,5.75,63.84,0.87
484012020,3847,236,7871,81,31.97,1.96,65.4,0.67
484012021,24433,1981,29230,227,43.73,3.55,52.32,0.41
484012022,10573,1224,16778,3549,32.91,3.81,52.23,11.05
484012023,8834,169,10206,249,45.4,0.87,52.45,1.28
484012024,1286,294,3882,182,22.79,5.21,68.78,3.22
484012025,3564,71,6466,153,34.76,0.69,63.06,1.49
484012026,2853,194,3560,26,43.01,2.92,53.67,0.39
484012027,5188,1186,9703,130,32.01,7.32,59.87,0.8
484012028,48413,1865,43490,626,51.29,1.98,46.07,0.66
484012029,92464,2500,84180,1011,51.32,1.39,46.73,0.56
484012030,6596,54,7743,157,45.33,0.37,53.22,1.08
484012031,1076,42,4382,94,19.23,0.75,78.33,1.68
484012032,9179,186,14374,333,38.13,0.77,59.71,1.38
484012033,3698,95,6437,188,35.5,0.91,61.79,1.8
484012034,8621,1260,18378,194,30.3,4.43,64.59,0.68
484012035,54824,1538,49578,560,51.48,1.44,46.55,0.53
484012036,3713,28,3994,72,47.56,0.36,51.16,0.92
484012037,1793,47,2664,21,39.62,1.04,58.87,0.46
484012038,55755,2887,50907,521,50.65,2.62,46.25,0.47
484012039,7959,138,10438,75,42.77,0.74,56.09,0.4
484012040,7503,55,10658,197,40.75,0.3,57.88,1.07
484012041,7564,459,17406,390,29.3,1.78,67.42,1.51
484012042,5575,942,5245,72,47.11,7.96,44.32,0.61
484012043,7384,496,14282,227,32.98,2.22,63.79,1.01
484012044,3693,69,4515,51,44.34,0.83,54.21,0.61
484012045,3921,2175,10713,139,23.14,12.83,63.21,0.82
484012046,22309,181,21420,352,50.4,0.41,48.39,0.8
484012047,2282,27,2738,17,45.06,0.53,54.07,0.34
484012048,15757,458,16922,230,47.22,1.37,50.71,0.69
484012049,3587,146,4356,57,44.03,1.79,53.47,0.7
484012050,12623,981,13805,153,45.8,3.56,50.09,0.56
484012051,10005,362,13754,216,41.11,1.49,56.51,0.89
484012052,11143,770,17002,327,38.11,2.63,58.14,1.12
484012053,15231,360,19060,116,43.81,1.04,54.82,0.33
484012054,6246,739,12231,130,32.29,3.82,63.22,0.67
484012055,41041,1285,38591,514,50.4,1.58,47.39,0.63
484012056,11603,693,19523,267,36.16,2.16,60.85,0.83
484012057,23277,357,23028,345,49.52,0.76,48.99,0.73
484012058,16648,714,23377,167,40.7,1.75,57.15,0.41
484012059,10784,382,11502,304,46.94,1.66,50.07,1.32
484012060,3547,49,6353,162,35.08,0.48,62.83,1.6
484012061,15798,429,13154,225,53.36,1.45,44.43,0.76
484012062,5940,334,7255,158,43.4,2.44,53.01,1.15
484012063,2314,12,4012,116,35.85,0.19,62.16,1.8
484012064,3278,117,5644,136,35.73,1.28,61.51,1.48
484012065,2235,23,3082,39,41.55,0.43,57.3,0.73
484012066,20791,1196,32946,123,37.76,2.17,59.84,0.22
484012067,6475,726,10483,194,36.22,4.06,58.64,1.09
484012068,2234,293,5772,74,26.68,3.5,68.94,0.88
484012069,1614,60,3434,60,31.23,1.16,66.45,1.16
484012070,12290,81,6668,233,63.77,0.42,34.6,1.21
484012071,11188,264,15163,377,41.45,0.98,56.18,1.4
484012072,4222,602,8276,1556,28.81,4.11,56.47,10.62
484012073,6001,128,9196,60,39.01,0.83,59.77,0.39
484012074,13892,1316,18047,325,41.37,3.92,53.74,0.97
484013001,6576,100,7070,129,47.39,0.72,50.95,0.93
484013002,13467,405,14269,149,47.6,1.43,50.44,0.53
484013003,24322,568,17712,236,56.78,1.33,41.35,0.55
484013004,2943,99,3513,54,44.53,1.5,53.15,0.82
484013005,6304,280,7328,89,45.03,2.0,52.34,0.64
484013006,6219,279,8054,65,42.55,1.91,55.1,0.44
484013007,3894,99,4395,48,46.16,1.17,52.1,0.57
484013008,14385,854,16792,323,44.46,2.64,51.9,1.0
484013009,5379,718,6568,166,41.92,5.6,51.19,1.29
484013010,11605,544,10225,150,51.52,2.42,45.4,0.67
484013011,5517,254,8370,247,38.34,1.77,58.17,1.72
484013012,9126,769,11017,100,43.43,3.66,52.43,0.48
484013013,11146,504,11760,174,47.26,2.14,49.86,0.74
484013014,4627,45,7519,90,37.68,0.37,61.22,0.73
484013015,6641,473,7839,153,43.96,3.13,51.89,1.01
484013016,18379,883,20830,195,45.62,2.19,51.7,0.48
484013017,4260,140,5120,68,44.43,1.46,53.4,0.71
484013018,7681,304,9312,46,44.29,1.75,53.69,0.27
484013019,15303,1119,14228,195,49.61,3.63,46.13,0.63
484013020,773,70,1382,23,34.39,3.11,61.48,1.02
484013021,4126,468,5310,40,41.49,4.71,53.4,0.4
484013022,5759,243,4654,68,53.7,2.27,43.4,0.63
484013023,12698,1011,13493,146,46.43,3.7,49.34,0.53
484013024,4829,516,7736,142,36.52,3.9,58.5,1.07
484013025,7408,244,10302,117,40.99,1.35,57.01,0.65
484013026,3237,30,5175,152,37.67,0.35,60.22,1.77
484013027,6680,552,10460,135,37.47,3.1,58.68,0.76
484013028,36061,2810,52428,798,39.16,3.05,56.93,0.87
484013029,16812,656,16547,308,48.98,1.91,48.21,0.9
484013030,33303,1629,28897,611,51.68,2.53,44.84,0.95
484013031,4253,325,5362,30,42.66,3.26,53.78,0.3
484013032,2968,186,4897,65,36.57,2.29,60.34,0.8
484013033,903,30,1500,21,36.8,1.22,61.12,0.86
484013034,2708,71,4634,56,36.26,0.95,62.04,0.75
484013035,3744,273,4771,27,42.47,3.1,54.12,0.31
484013036,3125,72,3780,52,44.46,1.02,53.78,0.74
484013037,6512,162,9453,207,39.87,0.99,57.87,1.27
484013038,2796,42,2900,38,48.41,0.73,50.21,0.66
484013039,5554,136,5988,80,47.24,1.16,50.93,0.68
484013040,2864,338,4496,32,37.05,4.37,58.16,0.41
484013041,17574,980,14650,136,52.71,2.94,43.94,0.41
484013042,3271,86,4396,36,42.0,1.1,56.44,0.46
484013043,1969,171,3794,84,32.72,2.84,63.04,1.4
484013044,5636,234,6779,52,44.37,1.84,53.37,0.41
484013045,2630,174,3146,26,44.01,2.91,52.64,0.44
484013046,11568,232,15531,211,42.0,0.84,56.39,0.77
484013047,1554,48,2983,42,33.59,1.04,64.47,0.91
484013048,115498,4238,92677,496,54.25,1.99,43.53,0.23
484013049,5635,70,7420,91,42.64,0.53,56.14,0.69
484013050,56797,2289,38551,183,58.06,2.34,39.41,0.19
484013051,12930,650,11359,111,51.62,2.59,45.35,0.44
484013052,5704,383,7036,95,43.15,2.9,53.23,0.72
484013053,12342,241,12321,71,49.42,0.96,49.33,0.28
484013054,4402,928,7163,68,35.04,7.39,57.03,0.54
484013055,14290,643,11390,40,54.2,2.44,43.2,0.15
484013056,4379,218,5816,57,41.82,2.08,55.55,0.54
484013057,5311,382,7795,77,39.15,2.82,57.46,0.57
