GEOLEV2,ABOVE_POVERTY_POP,BELOW_POVERTY_POP,ABOVE_POVERTY_PCT,BELOW_POVERTY_PCT
484016055,478,5975,7.41,92.59
484016056,4717,9292,33.67,66.33
484016057,1254,5766,17.86,82.14
484016058,1498,5780,20.58,79.42
484016059,2905,12706,18.61,81.39
484016060,2069,11610,15.13,84.87
484016061,1054,10623,9.03,90.97
484016062,3380,14596,18.8,81.2
484016063,4996,20147,19.87,80.13
484016064,14347,45214,24.09,75.91
484016065,1291,11928,9.77,90.23
484016066,7389,10498,41.31,58.69
484016067,23917,50204,32.27,67.73
484016068,3017,8165,26.98,73.02
484016069,1560,8528,15.46,84.54
484016070,3829,14480,20.91,79.09
484016071,1281,6009,17.57,82.43
484016072,16320,26901,37.76,62.24
484016073,17562,34872,33.49,66.51
484016074,2080,12532,14.23,85.77
484016075,1414,7300,16.23,83.77
484016076,7026,25476,21.62,78.38
484016077,2248,11754,16.05,83.95
484016078,192,5242,3.53,96.47
484016079,14132,36882,27.7,72.3
484016080,6631,14601,31.23,68.77
484016081,4908,14658,25.08,74.92
484016082,6050,17742,25.43,74.57
484016083,2629,8458,23.71,76.29
484016084,2861,6776,29.69,70.31
484016085,23313,32576,41.71,58.29
484016086,5395,12281,30.52,69.48
484016087,2396,7364,24.55,75.45
484016088,2580,6697,27.81,72.19
484016089,852,9120,8.54,91.46
484016090,3452,17908,16.16,83.84
484016091,786,4920,13.77,86.23
484016092,2874,6288,31.37,68.63
484016093,1047,4826,17.83,82.17
484016094,2521,21517,10.49,89.51
484016095,3672,14932,19.74,80.26
484016096,711,11283,5.93,94.07
484016097,2242,8406,21.06,78.94
484016098,705,6322,10.03,89.97
484016099,80310,148015,35.17,64.83
484016100,4085,12975,23.94,76.06
484016101,2417,10955,18.08,81.92
484016102,3889,9955,28.09,71.91
484016103,6129,15409,28.46,71.54
484016104,12829,38518,24.98,75.02
484016105,48352,88872,35.24,64.76
484016106,380,2143,15.06,84.94
484016107,6610,28634,18.75,81.25
484016108,2704,7680,26.04,73.96
484016109,27876,80858,25.64,74.36
484017001,3060,10075,23.3,76.7
484017002,3916,10884,26.46,73.54
484017003,3583,21093,14.52,85.48
484017004,16712,40071,29.43,70.57
484017005,1180,6051,16.32,83.68
484017006,48125,83584,36.54,63.46
484017007,118649,167281,41.5,58.5
484017008,24501,35605,40.76,59.24
484017009,4413,8266,34.81,65.19
484017010,2605,9263,21.95,78.05
484017011,65603,84123,43.82,56.18
484017012,15269,27944,35.33,64.67
484017013,2418,8936,21.3,78.7
484017014,2082,5125,28.89,71.11
484017015,3936,13484,22.59,77.41
484017016,1825,10488,14.82,85.18
484017017,11917,34908,25.45,74.55
484017018,27835,52015,34.86,65.14
484017019,2929,15846,15.6,84.4
484017020,9993,20021,33.29,66.71
484017021,1551,4347,26.3,73.7
484017022,1896,11740,13.9,86.1
484017023,802,3827,17.33,82.67
484017024,10473,26414,28.39,71.61
484017025,6652,17161,27.93,72.07
484017026,3676,8936,29.15,70.85
484017027,1527,6154,19.88,80.12
484017028,15909,27917,36.3,63.7
484017029,23914,46617,33.91,66.09
484017030,9103,23719,27.73,72.27
484017031,8330,17670,32.04,67.96
484017032,3524,16084,17.97,82.03
484018001,5873,20572,22.21,77.79
484018002,2647,9219,22.31,77.69
484018003,1984,6609,23.09,76.91
484018004,58266,81142,41.8,58.2
484018005,675,8131,7.67,92.33
484018006,5946,13527,30.53,69.47
484018007,2644,10974,19.42,80.58
484018008,13533,21403,38.74,61.26
484018009,1136,20369,5.28,94.72
484018010,4176,21945,15.99,84.01
484018011,3149,12411,20.24,79.76
484018012,9506,21174,30.98,69.02
484018013,1486,4660,24.18,75.82
484018014,4071,12320,24.84,75.16
484018015,16633,49851,25.02,74.98
484018016,6653,22987,22.45,77.55
484018017,118954,167071,41.59,58.41
484018018,6042,17138,26.07,73.93
484018019,977,7958,10.93,89.07
484019001,768,1163,39.77,60.23
484019002,835,2390,25.89,74.11
484019003,231,856,21.25,78.75
484019004,11189,13496,45.33,54.67
484019005,4276,9769,30.44,69.56
484019006,182077,188529,49.13,50.87
484019007,1221,10005,10.88,89.12
484019008,793,2083,27.57,72.43
484019009,23856,38386,38.33,61.67
484019010,4766,5644,45.78,54.22
484019011,1830,3275,35.85,64.15
484019012,9140,8029,53.24,46.76
484019013,3322,5864,36.16,63.84
484019014,2756,22051,11.11,88.89
484019015,313,1059,22.81,77.19
484019016,806,1538,34.39,65.61
484019017,4285,24988,14.64,85.36
484019018,44779,49808,47.34,52.66
484019019,19999,57998,25.64,74.36
484019020,1223,2289,34.82,65.18
484019021,117461,133958,46.72,53.28
484019022,3580,7844,31.34,68.66
484019023,282,742,27.54,72.46
484019024,308,3194,8.79,91.21
484019025,19315,17447,52.54,47.46
484019026,220195,296877,42.58,57.42
484019027,343,1307,20.79,79.21
484019028,512,677,43.06,56.94
484019029,1394,3046,31.4,68.6
484019030,530,2131,19.92,80.08
484019031,80900,91022,47.06,52.94
484019032,1340,3080,30.32,69.68
484019033,18118,38453,32.03,67.97
484019034,1622,2182,42.64,57.36
484019035,235,422,35.77,64.23
484019036,220,4416,4.75,95.25
484019037,1382,2966,31.78,68.22
484019038,17565,25681,40.62,59.38
484019039,320832,522341,38.05,61.95
484019040,228,600,27.54,72.46
484019041,4551,8727,34.27,65.73
484019042,1232,3322,27.05,72.95
484019043,334,1691,16.49,83.51
484019044,9568,15880,37.6,62.4
484019045,9214,14452,38.93,61.07
484019046,126658,195831,39.28,60.72
484019047,4612,8508,35.15,64.85
484019048,97937,104735,48.32,51.68
484019049,13484,16988,44.25,55.75
484019050,530,979,35.12,64.88
484019051,892,2581,25.68,74.32
484020001,17,764,2.18,97.82
484020002,3674,29462,11.09,88.91
484020003,87,1871,4.44,95.56
484020004,132,618,17.6,82.4
484020005,2576,8965,22.32,77.68
484020006,3002,9950,23.18,76.82
484020007,56,1897,2.87,97.13
484020008,25,630,3.82,96.18
484020009,236,4973,4.53,95.47
484020010,2759,8492,24.52,75.48
484020011,19,793,2.34,97.66
484020012,552,5422,9.24,90.76
484020013,356,1818,16.38,83.62
484020014,5966,13721,30.3,69.7
484020015,54,3231,1.64,98.36
484020016,96,5000,1.88,98.12
484020017,86,2406,3.45,96.55
484020018,41,571,6.7,93.3
484020019,70,2236,3.04,96.96
484020020,319,2198,12.67,87.33
484020021,1780,9010,16.5,83.5
484020022,64,636,9.14,90.86
484020023,3740,10098,27.03,72.97
484020024,149,2679,5.27,94.73
484020025,1632,7022,18.86,81.14
484020026,695,5068,12.06,87.94
484020027,102,1787,5.4,94.6
484020028,2083,11859,14.94,85.06
484020029,123,2837,4.16,95.84
484020030,2548,4365,36.86,63.14
484020031,851,4731,15.25,84.75
484020032,66,733,8.26,91.74
484020033,633,1167,35.17,64.83
484020034,92,947,8.85,91.15
484020035,142,267,34.72,65.28
484020036,166,3706,4.29,95.71
484020037,142,2809,4.81,95.19
484020038,156,1464,9.63,90.37
484020039,16256,34203,32.22,67.78
484020040,137,3842,3.44,96.56
484020041,2343,18557,11.21,88.79
484020042,666,6024,9.96,90.04
484020043,19873,48917,28.89,71.11
484020044,5619,23279,19.44,80.56
484020045,2138,2865,42.73,57.27
484020046,158,2467,6.02,93.98
484020047,5,66,7.04,92.96
484020048,5,781,0.64,99.36
484020049,131,724,15.32,84.68
484020050,125,2498,4.77,95.23
484020051,197,2669,6.87,93.13
484020052,950,4249,18.27,81.73
484020053,214,759,21.99,78.01
484020054,23,289,7.37,92.63
484020055,274,2332,10.51,89.49
484020056,60,965,5.85,94.15
484020057,5981,23206,20.49,79.51
484020058,203,9068,2.19,97.81
484020059,5573,22730,19.69,80.31
484020060,170,1869,8.34,91.66
484020061,199,1649,10.77,89.23
484020062,100,379,20.88,79.12
484020063,1010,1929,34.37,65.63
484020064,664,4850,12.04,87.96
484020065,31,952,3.15,96.85
484020066,684,3461,16.5,83.5
484020067,82013,117531,41.1,58.9
484020068,4314,11455,27.36,72.64
484020069,117,1446,7.49,92.51
484020070,567,4630,10.91,89.09
484020071,232,1894,10.91,89.09
484020072,955,3732,20.38,79.62
484020073,4505,19108,19.08,80.92
484020074,2,325,0.61,99.39
484020075,332,1760,15.87,84.13
484020076,148,2173,6.38,93.62
484020077,934,1824,33.87,66.13
484020078,231,640,26.52,73.48
484020079,20814,42448,32.9,67.1
484020080,44,1039,4.06,95.94
484020081,89,1411,5.93,94.07
484020082,158,2763,5.41,94.59
484020083,2040,4062,33.43,66.57
484020084,1183,1802,39.63,60.37
484020085,679,13838,4.68,95.32
484020086,75,603,11.06,88.94
484020087,720,2226,24.44,75.56
484020088,56,1981,2.75,97.25
484020089,230,1412,14.01,85.99
484020090,940,4276,18.02,81.98
484020091,2034,2461,45.25,54.75
484020092,202,952,17.5,82.5
484020093,16,353,4.34,95.66
484020094,91,1355,6.29,93.71
484020095,169,2628,6.04,93.96
484020096,136,444,23.45,76.55
484020097,84,1239,6.35,93.65
484020098,133,3028,4.21,95.79
484020099,4,347,1.14,98.86
484020100,25,413,5.71,94.29
484020101,18,552,3.16,96.84
484020102,1042,2290,31.27,68.73
484020103,851,3394,20.05,79.95
484020104,94,1707,5.22,94.78
484020105,52,5787,0.89,99.11
484020106,10,216,4.42,95.58
484020107,5810,9505,37.94,62.06
484020108,99,2988,3.21,96.79
484020109,1664,6389,20.66,79.34
484020110,40,1067,3.61,96.39
484020111,140,2909,4.59,95.41
484020112,239,1794,11.76,88.24
484020113,244,1801,11.93,88.07
484020114,29,539,5.11,94.89
484020115,2241,2891,43.67,56.33
484020116,44,2768,1.56,98.44
484020117,107,1653,6.08,93.92
484020118,167,1698,8.95,91.05
484020119,7,324,2.11,97.89
484020120,20,283,6.6,93.4
484020121,28,488,5.43,94.57
484020122,33,513,6.04,93.96
484020123,116,1859,5.87,94.13
484020124,2248,9967,18.4,81.6
484020125,152,7700,1.94,98.06
484020126,157,3143,4.76,95.24
484020127,49,865,5.36,94.64
484020128,98,912,9.7,90.3
484020129,47,203,18.8,81.2
484020130,176,4344,3.89,96.11
484020131,698,7874,8.14,91.86
484020132,234,713,24.71,75.29
484020133,128,2774,4.41,95.59
484020134,1036,15574,6.24,93.76
484020135,926,4088,18.47,81.53
484020136,186,6918,2.62,97.38
484020137,35,2318,1.49,98.51
484020138,23,329,6.53,93.47
484020139,37,1413,2.55,97.45
484020140,60,565,9.6,90.4
484020141,572,5412,9.56,90.44
484020142,25,863,2.82,97.18
484020143,690,6223,9.98,90.02
484020144,60,824,6.79,93.21
484020145,881,1670,34.54,65.46
484020146,168,1551,9.77,90.23
484020147,20,266,6.99,93.01
484020148,30,1256,2.33,97.67
484020149,109,915,10.64,89.36
484020150,2573,5349,32.48,67.52
484020151,3,299,0.99,99.01
484020152,21,1445,1.43,98.57
484020153,469,2863,14.08,85.92
484020154,75,1518,4.71,95.29
484020155,30,583,4.89,95.11
484020156,327,2382,12.07,87.93
484020157,4332,6528,39.89,60.11
484020158,80,1527,4.98,95.02
484020159,238,3391,6.56,93.44
484020160,176,823,17.62,82.38
484020161,139,1760,7.32,92.68
484020162,244,949,20.45,79.55
484020163,84,1013,7.66,92.34
484020164,90,2256,3.84,96.16
484020165,89,944,8.62,91.38
484020166,1210,6848,15.02,84.98
484020167,113,1346,7.75,92.25
484020168,95,607,13.53,86.47
484020169,71,2461,2.8,97.2
484020170,29,2599,1.1,98.9
484020171,503,12082,4.0,96.0
484020172,14,361,3.73,96.27
484020173,1003,1636,38.01,61.99
484020174,36,1262,2.77,97.23
484020175,203,1834,9.97,90.03
484020176,923,6322,12.74,87.26
484020177,1433,2656,35.05,64.95
484020178,108,971,10.01,89.99
484020179,191,1603,10.65,89.35
484020180,34,310,9.88,90.12
484020181,27,1481,1.79,98.21
484020182,37,973,3.66,96.34
484020183,33159,81369,28.95,71.05
484020184,1111,5304,17.32,82.68
484020185,43,409,9.51,90.49
484020186,155,1763,8.08,91.92
484020187,297,6091,4.65,95.35
484020188,21,1675,1.24,98.76
484020189,1851,14606,11.25,88.75
484020190,43,222,16.23,83.77
484020191,338,819,29.21,70.79
484020192,471,1500,23.9,76.1
484020193,74,930,7.37,92.63
484020194,61,927,6.17,93.83
484020195,17,295,5.45,94.55
484020196,526,1837,22.26,77.74
484020197,1616,19608,7.61,92.39
484020198,34,485,6.55,93.45
484020199,120,2714,4.23,95.77
484020200,30,1259,2.33,97.67
484020201,277,2762,9.11,90.89
484020202,21,2127,0.98,99.02
484020203,54,491,9.91,90.09
484020204,598,11829,4.81,95.19
484020205,152,1567,8.84,91.16
484020206,657,11273,5.51,94.49
484020207,213,5882,3.49,96.51
484020208,28,528,5.04,94.96
484020209,90,5485,1.61,98.39
484020210,34,2032,1.65,98.35
484020211,31,1810,1.68,98.32
484020212,100,2294,4.18,95.82
484020213,77,1709,4.31,95.69
484020214,78,507,13.33,86.67
484020215,81,923,8.07,91.93
484020216,44,2439,1.77,98.23
484020217,2,481,0.41,99.59
484020218,148,1817,7.53,92.47
484020219,36,2031,1.74,98.26
484020220,79,873,8.3,91.7
484020221,23,1122,2.01,97.99
484020222,8,332,2.35,97.65
484020223,69,495,12.23,87.77
484020224,260,3958,6.16,93.84
484020225,175,1877,8.53,91.47
484020226,3115,5949,34.37,65.63
484020227,18,512,3.4,96.6
484020228,64,4369,1.44,98.56
484020229,33,766,4.13,95.87
484020230,49,2047,2.34,97.66
484020231,872,14399,5.71,94.29
484020232,76,1308,5.49,94.51
484020233,161,5076,3.07,96.93
484020234,97,2559,3.65,96.35
484020235,44,988,4.26,95.74
484020236,169,971,14.82,85.18
484020237,53,568,8.53,91.47
484020238,88,716,10.95,89.05
484020239,58,1601,3.5,96.5
484020240,51,803,5.97,94.03
484020241,80,6741,1.17,98.83
484020242,254,1037,19.67,80.33
484020243,250,2331,9.69,90.31
484020244,57,893,6.0,94.0
484020245,21,460,4.37,95.63
484020246,342,794,30.11,69.89
484020247,1131,9155,11.0,89.0
484020248,190,2184,8.0,92.0
484020249,110,772,12.47,87.53
484020250,17,829,2.01,97.99
484020251,120,1396,7.92,92.08
484020252,66,1573,4.03,95.97
484020253,250,2140,10.46,89.54
484020254,27,1525,1.74,98.26
484020255,12,169,6.63,93.37
484020256,17,864,1.93,98.07
484020257,31,590,4.99,95.01
484020258,69,1669,3.97,96.03
484020259,88,1823,4.6,95.4
484020260,341,5301,6.04,93.96
484020261,58,747,7.2,92.8
484020262,185,2054,8.26,91.74
484020263,49,1560,3.05,96.95
484020264,408,4680,8.02,91.98
484020265,949,5841,13.98,86.02
484020266,12,223,5.11,94.89
484020267,122,541,18.4,81.6
484020268,405,2768,12.76,87.24
484020269,27,1035,2.54,97.46
484020270,35,2116,1.63,98.37
484020271,347,3635,8.71,91.29
484020272,56,2317,2.36,97.64
484020273,2,989,0.2,99.8
484020274,187,5008,3.6,96.4
484020275,36,618,5.5,94.5
484020276,667,9474,6.58,93.42
484020277,1992,24468,7.53,92.47
484020278,382,1707,18.29,81.71
484020279,161,1668,8.8,91.2
484020280,29,209,12.18,87.82
484020281,18,583,3.0,97.0
484020282,61,727,7.74,92.26
484020283,178,1914,8.51,91.49
484020284,356,2080,14.61,85.39
484020285,185,2319,7.39,92.61
484020286,18,266,6.34,93.66
484020287,7,425,1.62,98.38
484020288,104,769,11.91,88.09
484020289,55,685,7.43,92.57
484020290,141,2733,4.91,95.09
484020291,26,917,2.76,97.24
484020292,5330,6135,46.49,53.51
484020293,1329,3348,28.42,71.58
484020294,1854,5996,23.62,76.38
484020295,79,684,10.35,89.65
484020296,37,1338,2.69,97.31
484020297,2240,7167,23.81,76.19
484020298,80,778,9.32,90.68
484020299,282,4390,6.04,93.96
484020300,213,1025,17.21,82.79
484020301,125,2701,4.42,95.58
484020302,71,833,7.85,92.15
484020303,28,624,4.29,95.71
484020304,915,2204,29.34,70.66
484020305,213,2243,8.67,91.33
484020306,1349,5619,19.36,80.64
484020307,476,1699,21.89,78.11
484020308,276,6673,3.97,96.03
484020309,1680,3902,30.1,69.9
484020310,9,354,2.48,97.52
484020311,605,7391,7.57,92.43
484020312,9,694,1.28,98.72
484020313,222,1055,17.38,82.62
484020314,51,1203,4.07,95.93
484020315,13,539,2.36,97.64
484020316,86,917,8.57,91.43
484020317,9709,20330,32.32,67.68
484020318,28,768,3.52,96.48
484020319,31,510,5.73,94.27
484020320,8,594,1.33,98.67
484020321,22,611,3.48,96.52
484020322,26,1472,1.74,98.26
484020323,8015,22890,25.93,74.07
484020324,664,6696,9.02,90.98
484020325,87,3201,2.65,97.35
484020326,1948,8967,17.85,82.15
484020327,41,785,4.96,95.04
484020328,25,980,2.49,97.51
484020329,120,2938,3.92,96.08
484020330,30,666,4.31,95.69
484020331,15,295,4.84,95.16
484020332,361,1639,18.05,81.95
484020333,5705,27234,17.32,82.68
484020334,13,684,1.87,98.13
484020335,121,1597,7.04,92.96
484020336,407,3500,10.42,89.58
484020337,2364,3484,40.42,59.58
484020338,656,2351,21.82,78.18
484020339,93,1405,6.21,93.79
484020340,12,158,7.06,92.94
484020341,392,1135,25.67,74.33
484020342,178,1224,12.7,87.3
484020343,113,1731,6.13,93.87
484020344,358,2613,12.05,87.95
484020345,30,1098,2.66,97.34
484020346,175,2451,6.66,93.34
484020347,529,4885,9.77,90.23
484020348,185,1327,12.24,87.76
484020349,6426,7614,45.77,54.23
484020350,143,1792,7.39,92.61
484020351,48,2220,2.12,97.88
484020352,65,1373,4.52,95.48
484020353,8,343,2.28,97.72
484020354,19,566,3.25,96.75
484020355,155,1422,9.83,90.17
484020356,68,701,8.84,91.16
484020357,116,1358,7.87,92.13
484020358,23,643,3.45,96.55
484020359,309,2492,11.03,88.97
484020360,8,669,1.18,98.82
484020361,129,957,11.88,88.12
484020362,328,1717,16.04,83.96
484020363,2239,7672,22.59,77.41
484020364,51,984,4.93,95.07
484020365,150,2487,5.69,94.31
484020366,348,3043,10.26,89.74
484020367,241,1143,17.41,82.59
484020368,267,1146,18.9,81.1
484020369,49,449,9.84,90.16
484020370,84,692,10.82,89.18
484020371,102,1445,6.59,93.41
484020372,5,343,1.44,98.56
484020373,34,937,3.5,96.5
484020374,3000,4332,40.92,59.08
484020375,18,244,6.87,93.13
484020376,354,7189,4.69,95.31
484020377,286,2357,10.82,89.18
484020378,92,2022,4.35,95.65
484020379,217,1273,14.56,85.44
484020380,188,1735,9.78,90.22
484020381,13,865,1.48,98.52
484020382,65,395,14.13,85.87
484020383,124,3029,3.93,96.07
484020384,22091,33592,39.67,60.33
484020385,377,11380,3.21,96.79
484020386,268,1951,12.08,87.92
484020387,54,1602,3.26,96.74
484020388,59,708,7.69,92.31
484020389,14612,20401,41.73,58.27
484020390,83,2108,3.79,96.21
484020391,198,4689,4.05,95.95
484020392,358,2340,13.27,86.73
484020393,90,2028,4.25,95.75
484020394,72,1373,4.98,95.02
484020395,84,2227,3.63,96.37
484020396,8460,20372,29.34,70.66
484020397,377,2941,11.36,88.64
484020398,6850,13224,34.12,65.88
484020399,831,3619,18.67,81.33
484020400,4734,12291,27.81,72.19
484020401,89,710,11.14,88.86
484020402,674,1262,34.81,65.19
484020403,81,494,14.09,85.91
484020404,190,1260,13.1,86.9
484020405,512,13801,3.58,96.42
484020406,332,6044,5.21,94.79
484020407,58,297,16.34,83.66
484020408,2948,3720,44.21,55.79
484020409,104,2381,4.19,95.81
484020410,129,503,20.41,79.59
484020411,187,2157,7.98,92.02
484020412,9634,17376,35.67,64.33
484020413,1512,7442,16.89,83.11
484020414,236,3227,6.81,93.19
484020415,7,415,1.66,98.34
484020416,555,6938,7.41,92.59
484020417,1565,7484,17.29,82.71
484020418,57,385,12.9,87.1
484020419,58,1147,4.81,95.19
484020420,719,2615,21.57,78.43
484020421,40,483,7.65,92.35
484020422,30,407,6.86,93.14
484020423,151,2528,5.64,94.36
484020424,11,1641,0.67,99.33
484020425,86,5108,1.66,98.34
484020426,1809,8878,16.93,83.07
484020427,31,1199,2.52,97.48
484020428,41,1120,3.53,96.47
484020429,5,197,2.48,97.52
484020430,131,1223,9.68,90.32
484020431,34,756,4.3,95.7
484020432,1783,10549,14.46,85.54
484020433,203,2983,6.37,93.63
484020434,248,2154,10.32,89.68
484020435,9,846,1.05,98.95
484020436,1044,5638,15.62,84.38
484020437,64,1157,5.24,94.76
484020438,2236,13765,13.97,86.03
484020439,49,670,6.82,93.18
484020440,1506,3590,29.55,70.45
484020441,10,275,3.51,96.49
484020442,24,338,6.63,93.37
484020443,8,348,2.25,97.75
484020444,39,1153,3.27,96.73
484020445,176,4600,3.69,96.31
484020446,699,10338,6.33,93.67
484020447,10,1196,0.83,99.17
484020448,148,2444,5.71,94.29
484020449,245,6968,3.4,96.6
484020450,14,822,1.67,98.33
484020451,274,2888,8.67,91.33
484020452,547,2436,18.34,81.66
484020453,123,2188,5.32,94.68
484020454,145,1796,7.47,92.53
484020455,229,1055,17.83,82.17
484020456,67,2378,2.74,97.26
484020457,47,855,5.21,94.79
484020458,354,3135,10.15,89.85
484020459,182,3658,4.74,95.26
484020460,16,482,3.21,96.79
484020461,27,516,4.97,95.03
484020462,23,340,6.34,93.66
484020463,27,1039,2.53,97.47
484020464,232,7760,2.9,97.1
484020465,2319,10265,18.43,81.57
484020466,338,8340,3.89,96.11
484020467,1827,20657,8.13,91.87
484020468,240,3981,5.69,94.31
484020469,13,357,3.51,96.49
484020470,502,2034,19.79,80.21
484020471,31,1030,2.92,97.08
484020472,354,2134,14.23,85.77
484020473,891,6806,11.58,88.42
484020474,40,267,13.03,86.97
484020475,23,1079,2.09,97.91
484020476,63,1460,4.14,95.86
484020477,0,189,0.0,100.0
484020478,55,708,7.21,92.79
484020479,58,1475,3.78,96.22
484020480,7999,28321,22.02,77.98
484020481,2356,5815,28.83,71.17
484020482,206,2851,6.74,93.26
484020483,47,2055,2.24,97.76
484020484,284,1578,15.25,84.75
484020485,245,1190,17.07,82.93
484020486,11,93,10.58,89.42
484020487,194,3303,5.55,94.45
484020488,60,1981,2.94,97.06
484020489,62,2600,2.33,97.67
484020490,125,2284,5.19,94.81
484020491,68,380,15.18,84.82
484020492,49,3358,1.44,98.56
484020493,153,1799,7.84,92.16
484020494,375,1323,22.08,77.92
484020495,282,2405,10.49,89.51
484020496,424,4120,9.33,90.67
484020497,357,1115,24.25,75.75
484020498,595,5650,9.53,90.47
484020499,33,696,4.53,95.47
484020500,179,4026,4.26,95.74
484020501,14,281,4.75,95.25
484020502,88,1066,7.63,92.37
484020503,1344,4930,21.42,78.58
484020504,33,584,5.35,94.65
484020505,132,2103,5.91,94.09
484020506,236,997,19.14,80.86
484020507,437,6529,6.27,93.73
484020508,29,667,4.17,95.83
484020509,68,2405,2.75,97.25
484020510,35,615,5.38,94.62
484020511,702,5238,11.82,88.18
484020512,9,713,1.25,98.75
484020513,9797,37031,20.92,79.08
484020514,204,2964,6.44,93.56
484020515,142,3169,4.29,95.71
484020516,10,110,8.33,91.67
484020517,553,1623,25.41,74.59
484020518,569,4188,11.96,88.04
484020519,6,203,2.87,97.13
484020520,35,866,3.88,96.12
484020521,181,1074,14.42,85.58
484020522,4,300,1.32,98.68
484020523,888,7308,10.83,89.17
484020524,142,1703,7.7,92.3
484020525,53,875,5.71,94.29
484020526,45,764,5.56,94.44
484020527,243,2166,10.09,89.91
484020528,301,1463,17.06,82.94
484020529,121,2886,4.02,95.98
484020530,303,1316,18.72,81.28
484020531,62,2479,2.44,97.56
484020532,43,1966,2.14,97.86
484020533,37,367,9.16,90.84
484020534,620,5165,10.72,89.28
484020535,48,456,9.52,90.48
484020536,1348,2407,35.9,64.1
484020537,1380,3256,29.77,70.23
484020538,76,1275,5.63,94.37
484020539,55,534,9.34,90.66
484020540,166,3744,4.25,95.75
484020541,78,805,8.83,91.17
484020542,637,4527,12.34,87.66
484020543,64,670,8.72,91.28
484020544,185,1045,15.04,84.96
484020545,745,7433,9.11,90.89
484020546,913,2878,24.08,75.92
484020547,4189,9691,30.18,69.82
484020548,13,363,3.46,96.54
484020549,2252,4055,35.71,64.29
484020550,247,3886,5.98,94.02
484020551,329,1761,15.74,84.26
484020552,17,177,8.76,91.24
484020553,2012,8332,19.45,80.55
484020554,152,1034,12.82,87.18
484020555,1453,15562,8.54,91.46
484020556,484,4229,10.27,89.73
484020557,174,1752,9.03,90.97
484020558,161,935,14.69,85.31
484020559,38,997,3.67,96.33
484020560,22,918,2.34,97.66
484020561,7428,15924,31.81,68.19
484020562,37,2159,1.68,98.32
484020563,142,2171,6.14,93.86
484020564,99,1009,8.94,91.06
484020565,92,1203,7.1,92.9
484020566,2686,9749,21.6,78.4
484021001,10106,32173,23.9,76.1
484021002,784,5182,13.14,86.86
484021003,4220,20354,17.17,82.83
484021004,7252,27507,20.86,79.14
484021005,155,2150,6.72,93.28
484021006,930,9195,9.19,90.81
484021007,255,2256,10.16,89.84
484021008,1402,6622,17.47,82.53
484021009,160,1379,10.4,89.6
484021010,7167,35067,16.97,83.03
484021011,71,1211,5.54,94.46
484021012,282,4972,5.37,94.63
484021013,3787,9982,27.5,72.5
484021014,124,2678,4.43,95.57
484021015,22229,48205,31.56,68.44
484021016,446,4826,8.46,91.54
484021017,1971,14778,11.77,88.23
484021018,258,2460,9.49,90.51
484021019,25387,69041,26.89,73.11
484021020,836,4146,16.78,83.22
484021021,146,732,16.63,83.37
484021022,486,8070,5.68,94.32
484021023,203,5016,3.89,96.11
484021024,81,621,11.54,88.46
484021025,581,4944,10.52,89.48
484021026,1076,8980,10.7,89.3
484021027,132,2648,4.75,95.25
484021028,66,1585,4.0,96.0
484021029,230,2578,8.19,91.81
484021030,19,574,3.2,96.8
484021031,388,1828,17.51,82.49
484021032,51,910,5.31,94.69
484021033,361,3270,9.94,90.06
484021034,4990,21691,18.7,81.3
484021035,2098,13027,13.87,86.13
484021036,230,9010,2.49,97.51
484021037,208,1589,11.57,88.43
484021038,1260,3823,24.79,75.21
484021039,379,6507,5.5,94.5
484021040,1913,5356,26.32,73.68
484021041,23763,31488,43.01,56.99
484021042,138,2178,5.96,94.04
484021043,3059,28549,9.68,90.32
484021044,1332,9888,11.87,88.13
484021045,4968,25198,16.47,83.53
484021046,1058,4120,20.43,79.57
484021047,2405,11652,17.11,82.89
484021048,2184,11945,15.46,84.54
484021049,560,9327,5.66,94.34
484021050,1183,14850,7.38,92.62
484021051,3422,21762,13.59,86.41
484021052,105,850,10.99,89.01
484021053,7482,33348,18.32,81.68
484021054,4110,15644,20.81,79.19
484021055,174,2445,6.64,93.36
484021056,65,918,6.61,93.39
484021057,539,5122,9.52,90.48
484021058,715,13068,5.19,94.81
484021059,244,1564,13.5,86.5
484021060,818,4913,14.27,85.73
484021061,206,8053,2.49,97.51
484021062,515,2834,15.38,84.62
484021063,970,9619,9.16,90.84
484021064,1642,10350,13.69,86.31
484021065,2363,10915,17.8,82.2
484021066,224,4410,4.83,95.17
484021067,1540,10760,12.52,87.48
484021068,258,6258,3.96,96.04
484021069,1631,17152,8.68,91.32
484021070,390,4339,8.25,91.75
484021071,15809,53851,22.69,77.31
484021072,486,10620,4.38,95.62
484021073,858,6096,12.34,87.66
484021074,12295,32487,27.46,72.54
484021075,788,7374,9.65,90.35
484021076,2534,17752,12.49,87.51
484021077,207,3855,5.1,94.9
484021078,405,8636,4.48,95.52
484021079,816,2994,21.42,78.58
484021080,69,2004,3.33,96.67
484021081,159,2586,5.79,94.21
484021082,915,4732,16.2,83.8
484021083,618,18343,3.26,96.74
484021084,229,4666,4.68,95.32
484021085,10942,41157,21.0,79.0
484021086,583,8967,6.1,93.9
484021087,510,8661,5.56,94.44
484021088,217,3261,6.24,93.76
484021089,518,8530,5.73,94.27
484021090,2981,10862,21.53,78.47
484021091,1236,5865,17.41,82.59
484021092,356,4354,7.56,92.44
