GEOLEV2,ABOVE_POVERTY_POP,BELOW_POVERTY_POP,ABOVE_POVERTY_PCT,BELOW_POVERTY_PCT
484021093,210,4890,4.12,95.88
484021094,3721,17497,17.54,82.46
484021095,32,344,8.51,91.49
484021096,247,1679,12.82,87.18
484021097,341,1301,20.77,79.23
484021098,434,4132,9.51,90.49
484021099,1263,12512,9.17,90.83
484021100,271,6013,4.31,95.69
484021101,212,2507,7.8,92.2
484021102,1479,6954,17.54,82.46
484021103,974,3908,19.95,80.05
484021104,4764,15056,24.04,75.96
484021105,300,3293,8.35,91.65
484021106,2841,14483,16.4,83.6
484021107,330,6901,4.56,95.44
484021108,1818,9860,15.57,84.43
484021109,734,12471,5.56,94.44
484021110,3528,24910,12.41,87.59
484021111,1071,11717,8.38,91.62
484021112,702,6535,9.7,90.3
484021113,446,3317,11.85,88.15
484021114,442009,722226,37.97,62.03
484021115,4903,27490,15.14,84.86
484021116,598,12407,4.6,95.4
484021117,2624,6956,27.39,72.61
484021118,3308,14208,18.89,81.11
484021119,22128,49968,30.69,69.31
484021120,540,2999,15.26,84.74
484021121,57,755,7.02,92.98
484021122,1288,6179,17.25,82.75
484021123,89,2870,3.01,96.99
484021124,2045,9225,18.15,81.85
484021125,1831,4046,31.16,68.84
484021126,555,3484,13.74,86.26
484021127,246,2741,8.24,91.76
484021128,1032,4652,18.16,81.84
484021129,957,8599,10.01,89.99
484021130,210,2417,7.99,92.01
484021131,51,571,8.2,91.8
484021132,31857,69533,31.42,68.58
484021133,65,396,14.1,85.9
484021134,3176,11065,22.3,77.7
484021135,13,444,2.84,97.16
484021136,2715,4909,35.61,64.39
484021137,860,4718,15.42,84.58
484021138,1001,7156,12.27,87.73
484021139,318,2335,11.99,88.01
484021140,28249,59588,32.16,67.84
484021141,286,2245,11.3,88.7
484021142,3542,15976,18.15,81.85
484021143,4684,15903,22.75,77.25
484021144,2602,6024,30.16,69.84
484021145,179,8646,2.03,97.97
484021146,73,609,10.7,89.3
484021147,470,3934,10.67,89.33
484021148,1033,4661,18.14,81.86
484021149,3749,10225,26.83,73.17
484021150,302,4690,6.05,93.95
484021151,968,4324,18.29,81.71
484021152,892,7068,11.21,88.79
484021153,3956,11163,26.17,73.83
484021154,13380,36569,26.79,73.21
484021155,684,3578,16.05,83.95
484021156,65101,135008,32.53,67.47
484021157,1034,7422,12.23,87.77
484021158,294,5173,5.38,94.62
484021159,171,2948,5.48,94.52
484021160,240,2102,10.25,89.75
484021161,2749,11062,19.9,80.1
484021162,154,2835,5.15,94.85
484021163,3494,7949,30.53,69.47
484021164,12623,41869,23.16,76.84
484021165,38,759,4.77,95.23
484021166,861,5757,13.01,86.99
484021167,280,6605,4.07,95.93
484021168,588,4105,12.53,87.47
484021169,1936,12544,13.37,86.63
484021170,1225,11293,9.79,90.21
484021171,576,1928,23.0,77.0
484021172,2106,17052,10.99,89.01
484021173,1224,3540,25.69,74.31
484021174,20513,46549,30.59,69.41
484021175,902,6740,11.8,88.2
484021176,1068,5178,17.1,82.9
484021177,4454,29170,13.25,86.75
484021178,783,11640,6.3,93.7
484021179,1936,19039,9.23,90.77
484021180,3978,21488,15.62,84.38
484021181,1134,4172,21.37,78.63
484021182,490,2926,14.34,85.66
484021183,849,12349,6.43,93.57
484021184,294,4980,5.57,94.43
484021185,1025,5454,15.82,84.18
484021186,6653,30950,17.69,82.31
484021187,136,4121,3.19,96.81
484021188,817,12030,6.36,93.64
484021189,3000,10789,21.76,78.24
484021190,57,846,6.31,93.69
484021191,1027,5784,15.08,84.92
484021192,350,3632,8.79,91.21
484021193,514,4239,10.81,89.19
484021194,4038,15336,20.84,79.16
484021195,684,16244,4.04,95.96
484021196,178,1066,14.31,85.69
484021197,10381,42446,19.65,80.35
484021198,27,894,2.93,97.07
484021199,2708,23156,10.47,89.53
484021200,180,2616,6.44,93.56
484021201,238,2000,10.63,89.37
484021202,560,8044,6.51,93.49
484021203,438,4264,9.32,90.68
484021204,816,4540,15.24,84.76
484021205,3145,13363,19.05,80.95
484021206,338,2811,10.73,89.27
484021207,5173,31354,14.16,85.84
484021208,10128,43966,18.72,81.28
484021209,818,4544,15.26,84.74
484021210,310,3358,8.45,91.55
484021211,2970,9110,24.59,75.41
484021212,1590,12613,11.19,88.81
484021213,764,8096,8.62,91.38
484021214,2200,10695,17.06,82.94
484021215,149,3348,4.26,95.74
484021216,95,1838,4.91,95.09
484021217,574,12922,4.25,95.75
484022001,7409,37819,16.38,83.62
484022002,1898,16332,10.41,89.59
484022003,1213,8824,12.09,87.91
484022004,11815,35560,24.94,75.06
484022005,15180,25260,37.54,62.46
484022006,52714,50640,51.0,49.0
484022007,8143,18694,30.34,69.66
484022008,6091,18124,25.15,74.85
484022009,3880,13167,22.76,77.24
484022010,1086,12733,7.86,92.14
484022011,28982,51650,35.94,64.06
484022012,17894,28245,38.78,61.22
484022013,1872,10458,15.18,84.82
484022014,277435,330280,45.65,54.35
484022015,863,5400,13.78,86.22
484022016,65573,111779,36.97,63.03
484022017,16446,30520,35.02,64.98
484022018,5142,14619,26.02,73.98
484023001,412440,548330,42.93,57.07
484024001,1760,11494,13.28,86.72
484024002,390,5724,6.38,93.62
484024003,1602,30367,5.01,94.99
484024004,392,3420,10.28,89.72
484024005,2514,10609,19.16,80.84
484024006,875,5999,12.73,87.27
484024007,2245,10835,17.16,82.84
484024008,3200,12584,20.27,79.73
484024009,993,1897,34.36,65.64
484024010,5788,32470,15.13,84.87
484024011,7058,24502,22.36,77.64
484024012,1578,13545,10.43,89.57
484024013,33307,90791,26.84,73.16
484024014,594,11073,5.09,94.91
484024015,2779,13321,17.26,82.74
484024016,13732,46069,22.96,77.04
484024017,1290,17845,6.74,93.26
484024018,1391,9163,13.18,86.82
484024019,258,3668,6.57,93.43
484024020,17274,49723,25.78,74.22
484024021,6946,32814,17.47,82.53
484024022,901,13298,6.35,93.65
484024023,1164,10535,9.95,90.05
484024024,16348,49712,24.75,75.25
484024025,2927,17622,14.24,85.76
484024026,252,5163,4.65,95.35
484024027,1450,6553,18.12,81.88
484024028,234615,345124,40.47,59.53
484024029,931,13778,6.33,93.67
484024030,286,3580,7.4,92.6
484024031,438,7521,5.5,94.5
484024032,5600,22553,19.89,80.11
484024033,796,8312,8.74,91.26
484024034,1124,9671,10.41,89.59
484024035,70971,116893,37.78,62.22
484024036,2792,17361,13.85,86.15
484024037,14000,79291,15.01,84.99
484024038,827,10489,7.31,92.69
484024039,766,10299,6.92,93.08
484024040,680,13200,4.9,95.1
484024041,1421,9000,13.64,86.36
484024042,1013,5261,16.15,83.85
484024043,624,4848,11.4,88.6
484024044,1049,9870,9.61,90.39
484024045,2042,8986,18.52,81.48
484024046,354,7594,4.45,95.55
484024047,989,2988,24.87,75.13
484024048,1750,24253,6.73,93.27
484024049,8419,23791,26.14,73.86
484024050,3661,18666,16.4,83.6
484024051,850,7128,10.65,89.35
484024052,3167,20933,13.14,86.86
484024053,3368,32992,9.26,90.74
484024054,4601,13025,26.1,73.9
484025001,107791,207486,34.19,65.81
484025002,7734,26527,22.57,77.43
484025003,3105,18911,14.1,85.9
484025004,5505,15406,26.33,73.67
484025005,2024,10509,16.15,83.85
484025006,279559,448693,38.39,61.61
484025007,2877,21207,11.95,88.05
484025008,9510,20236,31.97,68.03
484025009,13604,27219,33.32,66.68
484025010,16796,56538,22.9,77.1
484025011,56279,161068,25.89,74.11
484025012,133743,197224,40.41,59.59
484025013,26041,66558,28.12,71.88
484025014,10049,26490,27.5,72.5
484025015,3288,13327,19.79,80.21
484025016,8139,57775,12.35,87.65
484026001,545,1442,27.43,72.57
484026002,23908,32432,42.44,57.56
484026003,3485,14963,18.89,81.11
484026004,2625,4356,37.6,62.4
484026005,191,778,19.71,80.29
484026006,528,1849,22.21,77.79
484026007,100,396,20.16,79.84
484026008,191,774,19.79,80.21
484026009,107,531,16.77,83.23
484026010,260,873,22.95,77.05
484026011,350,977,26.38,73.62
484026012,4365,12837,25.37,74.63
484026013,380,853,30.82,69.18
484026014,769,1948,28.3,71.7
484026015,213,859,19.87,80.13
484026016,1410,2784,33.62,66.38
484026017,25242,33888,42.69,57.31
484026018,113794,201342,36.11,63.89
484026019,8236,16172,33.74,66.26
484026020,1082,1560,40.95,59.05
484026021,440,904,32.74,67.26
484026022,191,537,26.24,73.76
484026023,1312,3164,29.31,70.69
484026024,149,500,22.96,77.04
484026025,14287,27370,34.3,65.7
484026026,10847,47222,18.68,81.32
484026027,2159,4477,32.53,67.47
484026028,253,636,28.46,71.54
484026029,45383,77895,36.81,63.19
484026030,259609,314792,45.2,54.8
484026031,278,723,27.77,72.23
484026032,210,528,28.46,71.54
484026033,12047,49988,19.42,80.58
484026034,233,669,25.83,74.17
484026035,2956,6796,30.31,69.69
484026036,9327,13856,40.23,59.77
484026037,352,717,32.93,67.07
484026038,1562,2918,34.87,65.13
484026039,1517,2884,34.47,65.53
484026040,330,1248,20.91,79.09
484026041,2952,5148,36.44,63.56
484026042,33931,83489,28.9,71.1
484026043,71005,82257,46.33,53.67
484026044,49,271,15.31,84.69
484026045,554,1615,25.54,74.46
484026046,103,260,28.37,71.63
484026047,2173,4010,35.14,64.86
484026048,21111,32098,39.68,60.32
484026049,405,2126,16.0,84.0
484026050,401,901,30.8,69.2
484026051,790,3176,19.92,80.08
484026052,950,3658,20.62,79.38
484026053,60,246,19.61,80.39
484026054,185,194,48.81,51.19
484026055,46483,83113,35.87,64.13
484026056,2398,2868,45.54,54.46
484026057,255,1076,19.16,80.84
484026058,3955,7257,35.27,64.73
484026059,428,985,30.29,69.71
484026060,570,1343,29.8,70.2
484026061,301,729,29.22,70.78
484026062,272,587,31.66,68.34
484026063,162,939,14.71,85.29
484026064,426,884,32.52,67.48
484026065,302,1037,22.55,77.45
484026066,2172,4551,32.31,67.69
484026067,324,994,24.58,75.42
484026068,316,683,31.63,68.37
484026069,838,3535,19.16,80.84
484027001,6029,34877,14.74,85.26
484027002,37886,136404,21.74,78.26
484027003,12834,60002,17.62,82.38
484027004,209291,286048,42.25,57.75
484027005,28585,107554,21.0,79.0
484027006,22016,70439,23.81,76.19
484027007,5466,16362,25.04,74.96
484027008,28404,98912,22.31,77.69
484027009,6347,19296,24.75,75.25
484027010,15585,46520,25.09,74.91
484027011,2242,20411,9.9,90.1
484027012,21925,87912,19.96,80.04
484027013,31223,55717,35.91,64.09
484027014,13532,48150,21.94,78.06
484027015,3625,30032,10.77,89.23
484027016,11440,27277,29.55,70.45
484027017,8277,35813,18.77,81.23
484028001,1362,7503,15.36,84.64
484028002,5704,17304,24.79,75.21
484028003,50611,102201,33.12,66.88
484028004,954,5826,14.07,85.93
484028005,504,2827,15.13,84.87
484028006,338,4691,6.72,93.28
484028007,3211,6840,31.95,68.05
484028008,518,2717,16.01,83.99
484028009,49288,105877,31.76,68.24
484028010,266,1268,17.34,82.66
484028011,891,6030,12.87,87.13
484028012,6918,23684,22.61,77.39
484028013,1847,9401,16.42,83.58
484028014,1399,1864,42.87,57.13
484028015,225794,299092,43.02,56.98
484028016,3167,15140,17.3,82.7
484028017,2002,9021,18.16,81.84
484028018,1449,5088,22.17,77.83
484028019,2186,12238,15.16,84.84
484028020,246,1792,12.07,87.93
484028021,22364,66544,25.15,74.85
484028022,126159,215210,36.96,63.04
484028023,839,2584,24.51,75.49
484028024,936,1972,32.19,67.81
484028025,7719,12413,38.34,61.66
484028026,145,2453,5.58,94.42
484028027,103647,165652,38.49,61.51
484028028,380,2183,14.83,85.17
484028029,1902,8698,17.94,82.06
484028030,2073,8317,19.95,80.05
484028031,167,1147,12.71,87.29
484028032,642,6498,8.99,91.01
484028033,10201,31221,24.63,75.37
484028034,29,733,3.81,96.19
484028035,4106,14155,22.49,77.51
484028036,78510,143125,35.42,64.58
484028037,2161,17433,11.03,88.97
484028038,16370,32271,33.65,66.35
484028039,99784,141440,41.37,58.63
484028040,594,3972,13.01,86.99
484028041,3382,14428,18.99,81.01
484029001,2505,5792,30.19,69.81
484029002,3246,6938,31.87,68.13
484029003,954,4376,17.9,82.1
484029004,1378,10435,11.67,88.33
484029005,18598,39515,32.0,68.0
484029006,9976,24288,29.12,70.88
484029007,1872,8962,17.28,82.72
484029008,2012,7538,21.07,78.93
484029009,870,2856,23.35,76.65
484029010,20356,64952,23.86,76.14
484029011,578,2511,18.71,81.29
484029012,744,5148,12.63,87.37
484029013,14917,46766,24.18,75.82
484029014,1675,8089,17.15,82.85
484029015,7115,24288,22.66,77.34
484029016,1154,3486,24.87,75.13
484029017,2384,5848,28.96,71.04
484029018,5856,20126,22.54,77.46
484029019,2872,9651,22.93,77.07
484029020,2739,9387,22.59,77.41
484029021,2853,9854,22.45,77.55
484029022,2018,7148,22.02,77.98
484029023,4528,16173,21.87,78.13
484029024,5481,13073,29.54,70.46
484029025,16384,32841,33.28,66.72
484029026,4169,9029,31.59,68.41
484029027,2048,6940,22.79,77.21
484029028,4020,11250,26.33,73.67
484029029,2103,12942,13.98,86.02
484029030,5634,14934,27.39,72.61
484029031,3868,11356,25.41,74.59
484029032,25384,42132,37.6,62.4
484029033,4344,25102,14.75,85.25
484029034,938,3161,22.88,77.12
484029035,5070,10545,32.47,67.53
484029036,650,4840,11.84,88.16
484029037,3827,11109,25.62,74.38
484029038,3412,11481,22.91,77.09
484029039,1786,8128,18.01,81.99
484029040,5880,13721,30.0,70.0
484029041,2288,6288,26.68,73.32
484029042,7756,16618,31.82,68.18
484029043,9094,27383,24.93,75.07
484030001,1182,4080,22.46,77.54
484030002,208,2101,9.01,90.99
484030003,13916,50110,21.73,78.27
484030004,6919,25179,21.56,78.44
484030005,594,3342,15.09,84.91
484030006,2561,11570,18.12,81.88
484030007,666,4090,14.0,86.0
484030008,461,5482,7.76,92.24
484030009,3934,17201,18.61,81.39
484030010,5883,35870,14.09,85.91
484030011,9882,30723,24.34,75.66
484030012,1322,4994,20.93,79.07
484030013,6087,14151,30.08,69.92
484030014,6480,24861,20.68,79.32
484030015,4325,22574,16.08,83.92
484030016,6220,13757,31.14,68.86
484030017,590,2586,18.58,81.42
484030018,41,1219,3.25,96.75
484030019,185,3850,4.58,95.42
484030020,286,6309,4.34,95.66
484030021,3138,14906,17.39,82.61
484030022,1990,11525,14.72,85.28
484030023,3084,31921,8.81,91.19
484030024,1049,9190,10.25,89.75
484030025,1044,15950,6.14,93.86
484030026,5473,9103,37.55,62.45
484030027,891,11830,7.0,93.0
484030028,43364,64899,40.05,59.95
484030029,390,7255,5.1,94.9
484030030,8638,25145,25.57,74.43
484030031,1144,10272,10.02,89.98
484030032,6435,29960,17.68,82.32
484030033,2444,15159,13.88,86.12
484030034,6223,23753,20.76,79.24
484030035,570,7243,7.3,92.7
484030036,1347,5451,19.81,80.19
484030037,413,5692,6.76,93.24
484030038,22907,43793,34.34,65.66
484030039,103560,175199,37.15,62.85
484030040,13036,23868,35.32,64.68
484030041,167,1362,10.92,89.08
484030042,354,3762,8.6,91.4
484030043,931,12803,6.78,93.22
484030044,41173,98922,29.39,70.61
484030045,23428,73939,24.06,75.94
484030046,1485,9892,13.05,86.95
484030047,5544,29175,15.97,84.03
484030048,31476,58810,34.86,65.14
484030049,3483,11696,22.95,77.05
484030050,781,9793,7.39,92.61
484030051,1258,13824,8.34,91.66
484030052,1338,6703,16.64,83.36
484030053,4926,14247,25.69,74.31
484030054,1429,7692,15.67,84.33
484030055,1521,7749,16.41,83.59
484030056,402,3914,9.31,90.69
484030057,432,8215,5.0,95.0
484030058,4039,38880,9.41,90.59
484030059,3234,8653,27.21,72.79
484030060,1705,9549,15.15,84.85
484030061,54541,176968,23.56,76.44
484030062,2360,10962,17.72,82.28
484030063,1215,10109,10.73,89.27
484030064,131,2697,4.63,95.37
484030065,16713,30438,35.45,64.55
484030066,1951,16952,10.32,89.68
484030067,538,9487,5.37,94.63
484030068,14277,30250,32.06,67.94
484030069,3825,14631,20.72,79.28
484030070,8905,31371,22.11,77.89
484030071,2121,12734,14.28,85.72
484030072,2552,29866,7.87,92.13
484030073,1585,4015,28.3,71.7
484030074,2208,11862,15.69,84.31
484030075,392,9072,4.14,95.86
484030076,10942,39650,21.63,78.37
484030077,792,8876,8.19,91.81
484030078,829,7115,10.44,89.56
484030079,1709,14090,10.82,89.18
484030080,4279,11269,27.52,72.48
484030081,10500,22203,32.11,67.89
484030082,1956,34780,5.32,94.68
484030083,896,3530,20.24,79.76
484030084,14134,35167,28.67,71.33
484030085,2764,25361,9.83,90.17
484030086,145870,212729,40.68,59.32
484030087,440,3952,10.02,89.98
484030088,8211,23597,25.81,74.19
484030089,2216,5361,29.25,70.75
484030090,5728,20801,21.59,78.41
484030091,3090,8870,25.84,74.16
484030092,9758,43117,18.45,81.55
484030093,953,10559,8.28,91.72
484030094,73,1193,5.77,94.23
484030095,3998,12231,24.63,75.37
484030096,221,1777,11.06,88.94
484030097,1536,10092,13.21,86.79
484030098,4540,12947,25.96,74.04
484030099,5449,19533,21.81,78.19
484030100,26469,70381,27.33,72.67
484030101,446,7475,5.63,94.37
484030102,2485,43007,5.46,94.54
484030103,18614,26507,41.25,58.75
484030104,279,2918,8.73,91.27
484030105,84,1809,4.44,95.56
484030106,7200,40645,15.05,84.95
484030107,239,6487,3.55,96.45
484030108,2742,10186,21.21,78.79
484030109,3286,12344,21.02,78.98
484030110,543,2731,16.59,83.41
484030111,1048,6364,14.14,85.86
484030112,5374,20965,20.4,79.6
484030113,2729,8734,23.81,76.19
484030114,2777,14585,15.99,84.01
484030115,29598,60902,32.7,67.3
484030116,797,2946,21.29,78.71
484030117,2470,8240,23.06,76.94
484030118,3950,13791,22.26,77.74
484030119,1601,10763,12.95,87.05
484030120,19309,55731,25.73,74.27
484030121,24368,97839,19.94,80.06
484030122,3692,18032,17.0,83.0
484030123,5543,21327,20.63,79.37
484030124,709,12582,5.33,94.67
484030125,11570,35387,24.64,75.36
484030126,1928,11121,14.78,85.22
484030127,5275,35840,12.83,87.17
484030128,53880,91224,37.13,62.87
484030129,2055,10088,16.92,83.08
484030130,12551,28892,30.28,69.72
484030131,2829,13244,17.6,82.4
484030132,2574,11047,18.9,81.1
484030133,1442,3257,30.69,69.31
484030134,271,3429,7.32,92.68
484030135,8888,20440,30.31,69.69
484030136,698,3710,15.83,84.17
484030137,267,1663,13.83,86.17
484030138,17388,99540,14.87,85.13
484030139,6210,36628,14.5,85.5
484030140,3850,20401,15.88,84.12
484030141,3368,8052,29.49,70.51
484030142,228,2200,9.39,90.61
484030143,499,13980,3.45,96.55
484030144,4449,16412,21.33,78.67
484030145,1293,7411,14.86,85.14
484030146,2167,16267,11.76,88.24
484030147,2028,7936,20.35,79.65
484030148,612,3972,13.35,86.65
484030149,1183,8901,11.73,88.27
484030150,9716,60734,13.79,86.21
484030151,420,3394,11.01,88.99
484030152,2648,12520,17.46,82.54
484030153,3700,14884,19.91,80.09
484030154,649,14435,4.3,95.7
484030155,11257,64778,14.81,85.19
484030156,6347,37328,14.53,85.47
484030157,383,4981,7.14,92.86
484030158,204,3504,5.5,94.5
484030159,2739,9518,22.35,77.65
484030160,286,5742,4.74,95.26
484030161,993,6096,14.01,85.99
484030162,865,8853,8.9,91.1
484030163,307,6694,4.39,95.61
484030164,250,3390,6.87,93.13
484030165,1826,13019,12.3,87.7
484030166,6173,61728,9.09,90.91
484030167,18036,53952,25.05,74.95
484030168,17484,48960,26.31,73.69
484030169,570,3550,13.83,86.17
484030170,960,6552,12.78,87.22
484030171,2475,7963,23.71,76.29
484030172,276,2694,9.29,90.71
484030173,435,7061,5.8,94.2
484030174,7597,21806,25.84,74.16
484030175,3118,8126,27.73,72.27
484030176,9613,33373,22.36,77.64
484030177,173,4546,3.67,96.33
484030178,785,2655,22.82,77.18
484030179,1014,3820,20.98,79.02
484030180,280,3623,7.17,92.83
484030181,1227,10661,10.32,89.68
484030182,30889,77882,28.4,71.6
484030183,241,1581,13.23,86.77
484030184,5564,17356,24.28,75.72
484030185,3427,12163,21.98,78.02
484030186,170708,261067,39.54,60.46
484030187,1242,6441,16.17,83.83
484030188,122,3487,3.38,96.62
484030189,2852,10635,21.15,78.85
484030190,623,8263,7.01,92.99
484030191,291,5562,4.97,95.03
484030192,1656,6225,21.01,78.99
484030193,777,9390,7.64,92.36
484030194,359,9050,3.82,96.18
484030195,624,9023,6.47,93.53
484031001,1162,3816,23.34,76.66
484031002,3510,8336,29.63,70.37
484031003,984,6009,14.07,85.93
484031004,1068,3584,22.96,77.04
484031005,323,1259,20.42,79.58
484031006,918,5306,14.75,85.25
484031007,982,3412,22.35,77.65
484031008,280,2852,8.94,91.06
484031009,748,3610,17.16,82.84
484031010,155,1567,9.0,91.0
484031011,880,3374,20.69,79.31
484031012,223,2675,7.69,92.31
484031013,2103,4773,30.58,69.42
484031014,177,996,15.09,84.91
484031015,743,3000,19.85,80.15
484031016,218,1769,10.97,89.03
484031017,199,3034,6.16,93.84
484031018,291,1996,12.72,87.28
484031019,2843,18771,13.15,86.85
484031020,929,2206,29.63,70.37
484031021,623,4484,12.2,87.8
484031022,103,2783,3.57,96.43
484031023,1304,3296,28.35,71.65
484031024,247,2091,10.56,89.44
484031025,381,3311,10.32,89.68
484031026,562,2222,20.19,79.81
484031027,1383,5492,20.12,79.88
484031028,302,1566,16.17,83.83
484031029,648,3354,16.19,83.81
484031030,290,2335,11.05,88.95
484031031,151,2021,6.95,93.05
484031032,1296,9763,11.72,88.28
484031033,2148,11564,15.67,84.33
484031034,1041,4051,20.44,79.56
484031035,732,3628,16.79,83.21
484031036,872,4019,17.83,82.17
484031037,635,3103,16.99,83.01
484031038,5357,18831,22.15,77.85
484031039,790,2053,27.79,72.21
484031040,4007,16917,19.15,80.85
484031041,21821,34628,38.66,61.34
484031042,702,3904,15.24,84.76
484031043,212,1725,10.94,89.06
484031044,865,4104,17.41,82.59
484031045,421,1525,21.63,78.37
484031046,257,1958,11.6,88.4
484031047,452,3499,11.44,88.56
484031048,3793,12406,23.42,76.58
484031049,240,1906,11.18,88.82
484031050,229011,425273,35.0,65.0
484031051,567,1802,23.93,76.07
484031052,6104,20472,22.97,77.03
484031053,2293,7883,22.53,77.47
484031054,427,1757,19.55,80.45
484031055,816,3636,18.33,81.67
484031056,3065,19456,13.61,86.39
484031057,612,4259,12.56,87.44
484031058,2306,16064,12.55,87.45
484031059,12047,28923,29.4,70.6
484031060,37,685,5.12,94.88
484031061,585,2029,22.38,77.62
484031062,798,2733,22.6,77.4
484031063,731,3084,19.16,80.84
484031064,226,1050,17.71,82.29
484031065,212,1176,15.27,84.73
484031066,326,2467,11.67,88.33
484031067,1968,5187,27.51,72.49
484031068,360,2109,14.58,85.42
484031069,856,4550,15.83,84.17
484031070,476,2565,15.65,84.35
484031071,128,1150,10.02,89.98
484031072,231,1242,15.68,84.32
484031073,170,2647,6.03,93.97
484031074,598,2262,20.91,79.09
484031075,832,3990,17.25,82.75
484031076,2920,9541,23.43,76.57
484031077,262,1757,12.98,87.02
484031078,503,2372,17.5,82.5
484031079,5362,23905,18.32,81.68
484031080,1272,5768,18.07,81.93
484031081,232,2021,10.3,89.7
484031082,542,2310,19.0,81.0
484031083,338,998,25.3,74.7
484031084,582,4760,10.89,89.11
484031085,1119,9544,10.49,89.51
484031086,265,1520,14.85,85.15
484031087,586,2945,16.6,83.4
484031088,181,1363,11.72,88.28
484031089,7139,22156,24.37,75.63
484031090,1361,3933,25.71,74.29
484031091,1251,6215,16.76,83.24
484031092,433,4064,9.63,90.37
484031093,3671,9495,27.88,72.12
484031094,299,3082,8.84,91.16
484031095,1533,3785,28.83,71.17
484031096,9508,42808,18.17,81.83
484031097,206,2460,7.73,92.27
484031098,939,8162,10.32,89.68
484031099,338,2370,12.48,87.52
484031100,604,1968,23.48,76.52
484031101,12632,26716,32.1,67.9
484031102,13448,40621,24.87,75.13
484031103,463,2020,18.65,81.35
484031104,1042,9155,10.22,89.78
484031105,541,1685,24.3,75.7
484031106,235,1458,13.88,86.12
484032001,726,3741,16.25,83.75
484032002,414,3164,11.57,88.43
484032003,334,1761,15.94,84.06
484032004,1774,7109,19.97,80.03
484032005,10942,20759,34.52,65.48
484032006,1074,5601,16.09,83.91
484032007,2670,9176,22.54,77.46
484032008,1662,6411,20.59,79.41
484032009,997,7187,12.18,87.82
484032010,42341,113006,27.26,72.74
484032011,451,1871,19.42,80.58
484032012,895,3699,19.48,80.52
484032013,1460,15289,8.72,91.28
484032014,104,1180,8.1,91.9
484032015,1866,14494,11.41,88.59
484032016,47915,79399,37.64,62.36
484032017,552,2736,16.79,83.21
484032018,4542,12852,26.11,73.89
484032019,9424,33546,21.93,78.07
484032020,280,3012,8.51,91.49
484032021,3366,12764,20.87,79.13
484032022,2084,6624,23.93,76.07
484032023,8776,26068,25.19,74.81
484032024,1890,6003,23.95,76.05
484032025,2046,11883,14.69,85.31
484032026,231,1814,11.3,88.7
484032027,291,1679,14.77,85.23
484032028,2888,12094,19.28,80.72
484032029,392,1583,19.85,80.15
484032030,914,5409,14.46,85.54
484032031,3092,6322,32.84,67.16
484032032,720,2806,20.42,79.58
484032033,4757,16821,22.05,77.95
484032034,1435,10367,12.16,87.84
484032035,6328,23308,21.35,78.65
484032036,3266,9312,25.97,74.03
484032037,6811,43842,13.45,86.55
484032038,9915,37325,20.99,79.01
484032039,1320,14198,8.51,91.49
484032040,8816,37902,18.87,81.13
484032041,131,896,12.76,87.24
484032042,2346,8963,20.74,79.26
484032043,924,4770,16.23,83.77
484032044,597,4689,11.29,88.71
484032045,4396,15382,22.23,77.77
484032046,3232,21820,12.9,87.1
484032047,2072,5807,26.3,73.7
484032048,4520,21012,17.7,82.3
484032049,3097,9985,23.67,76.33
484032050,1339,7737,14.75,85.25
484032051,1109,11677,8.67,91.33
484032052,3675,17980,16.97,83.03
484032053,39626,64917,37.9,62.1
