GEOLEV2,OWNED_HH,UNOWNED_HH,OWNED_UK_HH,OWNED_PCT,UNOWNED_PCT,OWNED_UK_PCT
484020451,3611,514,14,87.24,12.42,0.34
484020452,3553,348,4,90.99,8.91,0.1
484020453,3135,20,0,99.37,0.63,0.0
484020454,2569,142,6,94.55,5.23,0.22
484020455,1602,77,0,95.41,4.59,0.0
484020456,3341,52,0,98.47,1.53,0.0
484020457,1084,31,0,97.22,2.78,0.0
484020458,3848,654,8,85.32,14.5,0.18
484020459,5136,222,43,95.09,4.11,0.8
484020460,538,76,0,87.62,12.38,0.0
484020461,582,81,0,87.78,12.22,0.0
484020462,402,72,0,84.81,15.19,0.0
484020463,1555,13,0,99.17,0.83,0.0
484020464,11702,122,83,98.28,1.02,0.7
484020465,16208,1043,346,92.11,5.93,1.97
484020466,12685,243,77,97.54,1.87,0.59
484020467,30114,2616,280,91.23,7.92,0.85
484020468,5143,142,35,96.67,2.67,0.66
484020469,411,85,0,82.86,17.14,0.0
484020470,2818,362,2,88.56,11.38,0.06
484020471,1236,153,5,88.67,10.98,0.36
484020472,2929,326,5,89.85,10.0,0.15
484020473,9058,1214,18,88.03,11.8,0.17
484020474,340,55,6,84.79,13.72,1.5
484020475,1390,30,10,97.2,2.1,0.7
484020476,1822,87,0,95.44,4.56,0.0
484020477,217,2,0,99.09,0.91,0.0
484020478,938,24,5,97.0,2.48,0.52
484020479,1914,47,5,97.36,2.39,0.25
484020480,43815,5615,217,88.25,11.31,0.44
484020481,10321,788,3,92.88,7.09,0.03
484020482,3868,303,11,92.49,7.25,0.26
484020483,2915,101,6,96.46,3.34,0.2
484020484,2191,264,5,89.07,10.73,0.2
484020485,1801,141,0,92.74,7.26,0.0
484020486,115,16,0,87.79,12.21,0.0
484020487,4848,79,26,97.88,1.59,0.52
484020488,3033,32,8,98.7,1.04,0.26
484020489,4103,51,10,98.54,1.22,0.24
484020490,2987,208,15,93.05,6.48,0.47
484020491,432,119,0,78.4,21.6,0.0
484020492,4881,1,12,99.73,0.02,0.25
484020493,2683,133,68,93.03,4.61,2.36
484020494,2035,121,12,93.87,5.58,0.55
484020495,4047,36,29,98.42,0.88,0.71
484020496,5630,592,24,90.14,9.48,0.38
484020497,1694,274,0,86.08,13.92,0.0
484020498,7690,415,60,94.18,5.08,0.73
484020499,825,106,1,88.52,11.37,0.11
484020500,5684,15,25,99.3,0.26,0.44
484020501,356,9,0,97.53,2.47,0.0
484020502,1589,60,3,96.19,3.63,0.18
484020503,7049,865,24,88.8,10.9,0.3
484020504,742,37,0,95.25,4.75,0.0
484020505,2937,269,17,91.13,8.35,0.53
484020506,1303,213,4,85.72,14.01,0.26
484020507,10306,168,66,97.78,1.59,0.63
484020508,803,62,12,91.56,7.07,1.37
484020509,3507,64,39,97.15,1.77,1.08
484020510,908,5,0,99.45,0.55,0.0
484020511,7494,639,33,91.77,7.83,0.4
484020512,971,26,0,97.39,2.61,0.0
484020513,55651,6651,0,89.32,10.68,0.0
484020514,4466,105,0,97.7,2.3,0.0
484020515,4562,218,39,94.67,4.52,0.81
484020516,147,6,0,96.08,3.92,0.0
484020517,2408,356,8,86.87,12.84,0.29
484020518,6033,498,10,92.23,7.61,0.15
484020519,244,28,2,89.05,10.22,0.73
484020520,1142,71,0,94.15,5.85,0.0
484020521,1249,356,0,77.82,22.18,0.0
484020522,339,30,0,91.87,8.13,0.0
484020523,9748,1484,28,86.57,13.18,0.25
484020524,2781,32,16,98.3,1.13,0.57
484020525,1041,156,6,86.53,12.97,0.5
484020526,1277,33,2,97.33,2.52,0.15
484020527,3169,210,0,93.79,6.21,0.0
484020528,2275,44,0,98.1,1.9,0.0
484020529,4039,23,14,99.09,0.56,0.34
484020530,2003,165,5,92.18,7.59,0.23
484020531,3893,48,20,98.28,1.21,0.5
484020532,2926,23,12,98.82,0.78,0.41
484020533,471,22,0,95.54,4.46,0.0
484020534,6589,774,9,89.38,10.5,0.12
484020535,660,29,16,93.62,4.11,2.27
484020536,4593,394,3,92.04,7.9,0.06
484020537,5416,768,12,87.41,12.4,0.19
484020538,1589,116,0,93.2,6.8,0.0
484020539,721,25,0,96.65,3.35,0.0
484020540,5497,43,21,98.85,0.77,0.38
484020541,1068,31,4,96.83,2.81,0.36
484020542,6269,207,132,94.87,3.13,2.0
484020543,876,66,7,92.31,6.95,0.74
484020544,1432,290,10,82.68,16.74,0.58
484020545,9578,1324,5,87.82,12.14,0.05
484020546,4071,770,123,82.01,15.51,2.48
484020547,14326,3944,95,78.01,21.48,0.52
484020548,431,76,0,85.01,14.99,0.0
484020549,7127,1309,30,84.18,15.46,0.35
484020550,5447,119,12,97.65,2.13,0.22
484020551,2499,135,6,94.66,5.11,0.23
484020552,233,16,0,93.57,6.43,0.0
484020553,11716,1352,0,89.65,10.35,0.0
484020554,1385,141,8,90.29,9.19,0.52
484020555,21732,938,85,95.5,4.12,0.37
484020556,6064,104,24,97.93,1.68,0.39
484020557,2543,136,4,94.78,5.07,0.15
484020558,1313,142,0,90.24,9.76,0.0
484020559,1253,33,0,97.43,2.57,0.0
484020560,1209,74,8,93.65,5.73,0.62
484020561,26178,6042,48,81.13,18.72,0.15
484020562,2935,62,34,96.83,2.05,1.12
484020563,2629,476,5,84.53,15.31,0.16
484020564,1313,137,9,89.99,9.39,0.62
484020565,1590,109,5,93.31,6.4,0.29
484020566,14123,2707,59,83.62,16.03,0.35
484021001,53785,7705,0,87.47,12.53,0.0
484021002,5660,2514,26,69.02,30.66,0.32
484021003,29112,4820,66,85.63,14.18,0.19
484021004,43922,7834,124,84.66,15.1,0.24
484021005,2562,308,10,88.96,10.69,0.35
484021006,14305,499,115,95.88,3.34,0.77
484021007,2917,474,0,86.02,13.98,0.0
484021008,8898,2184,20,80.15,19.67,0.18
484021009,1699,298,8,84.74,14.86,0.4
484021010,58080,3352,42,94.48,5.45,0.07
484021011,1506,229,0,86.8,13.2,0.0
484021012,5642,1250,8,81.77,18.12,0.12
484021013,17092,1888,55,89.79,9.92,0.29
484021014,3593,293,57,91.12,7.43,1.45
484021015,82669,16576,705,82.71,16.58,0.71
484021016,6159,1094,15,84.74,15.05,0.21
484021017,20985,3591,35,85.27,14.59,0.14
484021018,3185,543,3,85.37,14.55,0.08
484021019,91997,33917,523,72.76,26.83,0.41
484021020,5880,1288,98,80.92,17.73,1.35
484021021,981,244,3,79.89,19.87,0.24
484021022,10230,1227,15,89.17,10.7,0.13
484021023,6417,1148,0,84.82,15.18,0.0
484021024,680,212,0,76.23,23.77,0.0
484021025,5904,1627,18,78.21,21.55,0.24
484021026,12000,1452,24,89.05,10.77,0.18
484021027,3268,240,10,92.89,6.82,0.28
484021028,2430,41,5,98.14,1.66,0.2
484021029,3456,331,1,91.24,8.74,0.03
484021030,629,119,10,82.98,15.7,1.32
484021031,2613,335,13,88.25,11.31,0.44
484021032,1163,79,14,92.6,6.29,1.11
484021033,4349,393,7,91.58,8.28,0.15
484021034,33463,3590,147,89.95,9.65,0.4
484021035,18813,1523,0,92.51,7.49,0.0
484021036,13590,463,52,96.35,3.28,0.37
484021037,2040,272,7,87.97,11.73,0.3
484021038,6023,1312,42,81.65,17.79,0.57
484021039,9028,470,15,94.9,4.94,0.16
484021040,9633,935,6,91.1,8.84,0.06
484021041,63816,14496,62,81.42,18.5,0.08
484021042,2765,240,33,91.01,7.9,1.09
484021043,39787,5519,119,87.59,12.15,0.26
484021044,13485,2315,65,85.0,14.59,0.41
484021045,35965,7545,127,82.42,17.29,0.29
484021046,7002,702,32,90.51,9.07,0.41
484021047,14423,4540,60,75.82,23.87,0.32
484021048,18005,1173,135,93.23,6.07,0.7
484021049,14534,1069,80,92.67,6.82,0.51
484021050,24483,289,251,97.84,1.15,1.0
484021051,28093,6461,45,81.2,18.67,0.13
484021052,1086,122,8,89.31,10.03,0.66
484021053,49036,8594,39,85.03,14.9,0.07
484021054,25056,4090,155,85.51,13.96,0.53
484021055,3390,265,0,92.75,7.25,0.0
484021056,998,214,0,82.34,17.66,0.0
484021057,6459,1588,0,80.27,19.73,0.0
484021058,20144,286,20,98.5,1.4,0.1
484021059,1838,595,23,74.84,24.23,0.94
484021060,8260,294,22,96.32,3.43,0.26
484021061,12384,126,63,98.5,1.0,0.5
484021062,3880,685,24,84.55,14.93,0.52
484021063,11751,2525,46,82.05,17.63,0.32
484021064,13780,1730,70,88.45,11.1,0.45
484021065,17461,1878,190,89.41,9.62,0.97
484021066,5849,329,0,94.67,5.33,0.0
484021067,14781,2844,42,83.66,16.1,0.24
484021068,8478,453,129,93.58,5.0,1.42
484021069,21165,4419,56,82.55,17.23,0.22
484021070,5753,600,32,90.1,9.4,0.5
484021071,70661,26086,332,72.79,26.87,0.34
484021072,14171,1396,90,90.51,8.92,0.57
484021073,7709,1527,105,82.53,16.35,1.12
484021074,52459,11042,320,82.2,17.3,0.5
484021075,10970,1001,36,91.36,8.34,0.3
484021076,22505,5705,21,79.72,20.21,0.07
484021077,5265,441,28,91.82,7.69,0.49
484021078,13378,429,135,95.95,3.08,0.97
484021079,4509,769,25,85.03,14.5,0.47
484021080,2710,116,4,95.76,4.1,0.14
484021081,3122,519,24,85.18,14.16,0.65
484021082,5604,2188,102,70.99,27.72,1.29
484021083,23074,3053,65,88.1,11.66,0.25
484021084,6143,875,28,87.18,12.42,0.4
484021085,55809,15282,84,78.41,21.47,0.12
484021086,11111,2011,10,84.61,15.31,0.08
484021087,11679,1171,54,90.51,9.07,0.42
484021088,3927,662,6,85.46,14.41,0.13
484021089,11226,1274,55,89.41,10.15,0.44
484021090,16625,2659,135,85.61,13.69,0.7
484021091,5808,3366,0,63.31,36.69,0.0
484021092,5975,560,4,91.37,8.56,0.06
484021093,6302,680,32,89.85,9.69,0.46
484021094,24191,6326,30,79.19,20.71,0.1
484021095,459,24,1,94.83,4.96,0.21
484021096,2422,206,5,91.99,7.82,0.19
484021097,2000,188,16,90.74,8.53,0.73
484021098,5246,1066,30,82.72,16.81,0.47
484021099,17210,2389,60,87.54,12.15,0.31
484021100,8488,236,39,96.86,2.69,0.45
484021101,2990,589,18,83.12,16.37,0.5
484021102,10577,1570,0,87.07,12.93,0.0
484021103,6222,662,20,90.12,9.59,0.29
484021104,25534,3217,192,88.22,11.11,0.66
484021105,3843,964,11,79.76,20.01,0.23
484021106,21737,3013,277,86.85,12.04,1.11
484021107,9244,982,31,90.12,9.57,0.3
484021108,13364,2620,108,83.05,16.28,0.67
484021109,16425,2645,43,85.94,13.84,0.22
484021110,37550,4856,0,88.55,11.45,0.0
484021111,14968,2248,0,86.94,13.06,0.0
484021112,8993,798,12,91.74,8.14,0.12
484021113,3974,926,40,80.45,18.74,0.81
484021114,1153346,371006,5565,75.39,24.25,0.36
484021115,44039,4618,305,89.95,9.43,0.62
484021116,19476,369,160,97.36,1.84,0.8
484021117,11136,2208,24,83.3,16.52,0.18
484021118,23390,2840,48,89.01,10.81,0.18
484021119,80112,18480,744,80.65,18.6,0.75
484021120,4872,199,10,95.89,3.92,0.2
484021121,1071,46,12,94.86,4.07,1.06
484021122,9536,537,11,94.57,5.33,0.11
484021123,3684,421,15,89.42,10.22,0.36
484021124,12390,3375,0,78.59,21.41,0.0
484021125,6237,1617,57,78.84,20.44,0.72
484021126,4897,827,20,85.25,14.4,0.35
484021127,3390,358,0,90.45,9.55,0.0
484021128,6998,840,60,88.6,10.64,0.76
484021129,12700,510,28,95.94,3.85,0.21
484021130,2747,645,19,80.53,18.91,0.56
484021131,808,63,1,92.66,7.22,0.11
484021132,107517,32779,376,76.43,23.3,0.27
484021133,587,61,0,90.59,9.41,0.0
484021134,16958,2171,45,88.44,11.32,0.23
484021135,514,72,0,87.71,12.29,0.0
484021136,8713,1713,15,83.45,16.41,0.14
484021137,7080,746,52,89.87,9.47,0.66
484021138,10307,774,150,91.77,6.89,1.34
484021139,3142,356,32,89.01,10.08,0.91
484021140,89932,30275,313,74.62,25.12,0.26
484021141,3114,253,7,92.29,7.5,0.21
484021142,22761,4027,219,84.28,14.91,0.81
484021143,26125,3241,92,88.69,11.0,0.31
484021144,9633,2651,6,78.38,21.57,0.05
484021145,12592,755,51,93.98,5.64,0.38
484021146,725,137,1,84.01,15.87,0.12
484021147,5628,532,38,90.8,8.58,0.61
484021148,7224,954,67,87.62,11.57,0.81
484021149,18298,2009,75,89.78,9.86,0.37
484021150,5934,882,8,86.96,12.92,0.12
484021151,6126,1240,42,82.69,16.74,0.57
484021152,10202,607,0,94.38,5.62,0.0
484021153,19043,1788,109,90.94,8.54,0.52
484021154,61264,9355,345,86.33,13.18,0.49
484021155,3634,1928,42,64.85,34.4,0.75
484021156,203987,69772,592,74.35,25.43,0.22
484021157,9422,1472,224,84.75,13.24,2.01
484021158,6001,1034,36,84.87,14.62,0.51
484021159,3853,124,29,96.18,3.1,0.72
484021160,2874,223,7,92.59,7.18,0.23
484021161,17232,1645,10,91.24,8.71,0.05
484021162,3764,468,10,88.73,11.03,0.24
484021163,14985,1567,16,90.45,9.46,0.1
484021164,64933,10442,360,85.74,13.79,0.48
484021165,1108,33,0,97.11,2.89,0.0
484021166,7569,1467,48,83.32,16.15,0.53
484021167,9642,609,81,93.32,5.89,0.78
484021168,5786,745,16,88.38,11.38,0.24
484021169,17154,2961,59,85.03,14.68,0.29
484021170,15784,1605,0,90.77,9.23,0.0
484021171,2864,498,3,85.11,14.8,0.09
484021172,20355,5394,63,78.86,20.9,0.24
484021173,5156,1246,4,80.49,19.45,0.06
484021174,63460,26481,116,70.47,29.4,0.13
484021175,9175,1442,257,84.38,13.26,2.36
484021176,7008,1234,95,84.06,14.8,1.14
484021177,43280,5356,258,88.52,10.95,0.53
484021178,15951,1481,0,91.5,8.5,0.0
484021179,25492,3078,375,88.07,10.63,1.3
484021180,32815,3896,56,89.25,10.6,0.15
484021181,5956,1531,40,79.13,20.34,0.53
484021182,3995,813,21,82.73,16.84,0.43
484021183,17013,2123,93,88.48,11.04,0.48
484021184,7002,519,27,92.77,6.88,0.36
484021185,7655,1242,34,85.71,13.91,0.38
484021186,43893,8136,178,84.07,15.58,0.34
484021187,4661,1139,29,79.96,19.54,0.5
484021188,15382,2290,44,86.83,12.93,0.25
484021189,17407,2142,90,88.63,10.91,0.46
484021190,941,210,1,81.68,18.23,0.09
484021191,7477,2136,21,77.61,22.17,0.22
484021192,4524,716,16,86.07,13.62,0.3
484021193,6058,407,27,93.31,6.27,0.42
484021194,20352,6612,78,75.26,24.45,0.29
484021195,23968,291,90,98.44,1.2,0.37
484021196,1529,100,2,93.75,6.13,0.12
484021197,45718,28463,26,61.61,38.36,0.04
484021198,1111,102,5,91.22,8.37,0.41
484021199,34364,3656,144,90.04,9.58,0.38
484021200,3339,536,36,85.37,13.7,0.92
484021201,2872,196,14,93.19,6.36,0.45
484021202,9933,1877,0,84.11,15.89,0.0
484021203,6124,828,10,87.96,11.89,0.14
484021204,6649,541,44,91.91,7.48,0.61
484021205,22441,1769,145,92.14,7.26,0.6
484021206,3633,557,13,86.44,13.25,0.31
484021207,44389,6572,248,86.68,12.83,0.48
484021208,59801,16222,328,78.32,21.25,0.43
484021209,6607,790,24,89.03,10.65,0.32
484021210,4235,745,0,85.04,14.96,0.0
484021211,11628,4347,85,72.4,27.07,0.53
484021212,17652,2096,111,88.89,10.55,0.56
484021213,10783,1611,0,87.0,13.0,0.0
484021214,14970,2365,30,86.21,13.62,0.17
484021215,4283,302,14,93.13,6.57,0.3
484021216,2453,186,0,92.95,7.05,0.0
484021217,19673,744,68,96.04,3.63,0.33
484022001,58919,5168,144,91.73,8.05,0.22
484022002,25314,2024,78,92.33,7.38,0.28
484022003,12124,1223,47,90.52,9.13,0.35
484022004,59654,5817,0,91.12,8.88,0.0
484022005,54900,3685,259,93.3,6.26,0.44
484022006,106815,34524,546,75.28,24.33,0.38
484022007,31428,6226,221,82.98,16.44,0.58
484022008,33721,1660,177,94.83,4.67,0.5
484022009,19467,4696,20,80.5,19.42,0.08
484022010,18638,1141,33,94.07,5.76,0.17
484022011,106237,9032,630,91.66,7.79,0.54
484022012,56780,6038,113,90.23,9.59,0.18
484022013,16164,1632,42,90.62,9.15,0.24
484022014,617614,178133,2552,77.37,22.31,0.32
484022015,8656,447,21,94.87,4.9,0.23
484022016,199954,41627,491,82.6,17.2,0.2
484022017,56294,6561,41,89.5,10.43,0.07
484022018,24870,2489,72,90.66,9.07,0.26
484023001,965104,336573,17443,73.16,25.51,1.32
484024001,15858,2541,40,86.0,13.78,0.22
484024002,8073,390,39,94.95,4.59,0.46
484024003,45165,1749,224,95.81,3.71,0.48
484024004,4544,472,0,90.59,9.41,0.0
484024005,14229,3263,40,81.16,18.61,0.23
484024006,8462,1323,39,86.14,13.47,0.4
484024007,14646,3124,0,82.42,17.58,0.0
484024008,16190,5322,42,75.11,24.69,0.19
484024009,3309,643,16,83.39,16.2,0.4
484024010,45164,6351,388,87.02,12.24,0.75
484024011,31481,11896,45,72.5,27.4,0.1
484024012,18528,1873,116,90.31,9.13,0.57
484024013,132450,33969,544,79.33,20.35,0.33
484024014,14468,1157,70,92.18,7.37,0.45
484024015,17225,4657,48,78.55,21.24,0.22
484024016,66667,12567,280,83.84,15.8,0.35
484024017,23903,1745,70,92.94,6.79,0.27
484024018,14120,1001,26,93.22,6.61,0.17
484024019,4752,372,8,92.6,7.25,0.16
484024020,70627,20608,288,77.17,22.52,0.31
484024021,51206,3930,81,92.74,7.12,0.15
484024022,18426,1464,66,92.33,7.34,0.33
484024023,13031,2161,28,85.62,14.2,0.18
484024024,71364,18901,542,78.59,20.81,0.6
484024025,24714,4893,34,83.38,16.51,0.11
484024026,7639,51,37,98.86,0.66,0.48
484024027,7773,2875,56,72.62,26.86,0.52
484024028,592257,174878,1705,77.03,22.75,0.22
484024029,17644,1909,125,89.66,9.7,0.64
484024030,4378,438,0,90.91,9.09,0.0
484024031,11098,534,45,95.04,4.57,0.39
484024032,33824,5147,587,85.5,13.01,1.48
484024033,11668,572,0,95.33,4.67,0.0
484024034,12524,1734,44,87.57,12.12,0.31
484024035,206524,59380,519,77.52,22.29,0.19
484024036,25163,2999,174,88.8,10.58,0.61
484024037,119266,8112,208,93.48,6.36,0.16
484024038,14187,1009,60,92.99,6.61,0.39
484024039,14413,659,83,95.1,4.35,0.55
484024040,19050,1225,65,93.66,6.02,0.32
484024041,11855,2432,16,82.88,17.0,0.11
484024042,7060,1334,3,84.08,15.89,0.04
484024043,6575,1069,12,85.88,13.96,0.16
484024044,13084,1818,0,87.8,12.2,0.0
484024045,14017,2052,32,87.06,12.74,0.2
484024046,9875,736,20,92.89,6.92,0.19
484024047,4216,1071,9,79.61,20.22,0.17
484024048,35069,2382,128,93.32,6.34,0.34
484024049,44032,2527,199,94.17,5.4,0.43
484024050,26798,3749,10,87.7,12.27,0.03
484024051,8466,1935,4,81.36,18.6,0.04
484024052,30424,1759,315,93.62,5.41,0.97
484024053,48967,3609,115,92.93,6.85,0.22
484024054,22154,2513,194,89.11,10.11,0.78
484025001,367922,45286,2034,88.6,10.91,0.49
484025002,40848,4481,55,90.01,9.87,0.12
484025003,27067,3175,511,88.01,10.32,1.66
484025004,24447,3656,34,86.89,12.99,0.12
484025005,14866,2727,127,83.89,15.39,0.72
484025006,822404,160321,5883,83.19,16.22,0.6
484025007,29799,2741,123,91.23,8.39,0.38
484025008,33749,9323,0,78.35,21.65,0.0
484025009,41110,11902,424,76.93,22.27,0.79
484025010,90172,6830,354,92.62,7.02,0.36
484025011,253173,31112,977,88.75,10.91,0.34
484025012,352095,82620,1273,80.76,18.95,0.29
484025013,102893,21407,560,82.41,17.14,0.45
484025014,41703,6638,752,84.95,13.52,1.53
484025015,18307,3966,102,81.82,17.73,0.46
484025016,81889,5966,246,92.95,6.77,0.28
484026001,2364,270,3,89.65,10.24,0.11
484026002,57898,20295,255,73.8,25.87,0.33
484026003,22342,2105,114,90.97,8.57,0.46
484026004,7719,1947,12,79.76,20.12,0.12
484026005,1149,70,0,94.26,5.74,0.0
484026006,2582,431,14,85.3,14.24,0.46
484026007,558,67,0,89.28,10.72,0.0
484026008,1164,88,0,92.97,7.03,0.0
484026009,674,109,0,86.08,13.92,0.0
484026010,1267,197,0,86.54,13.46,0.0
484026011,1331,302,0,81.51,18.49,0.0
484026012,19687,2755,0,87.72,12.28,0.0
484026013,1464,168,4,89.49,10.27,0.24
484026014,3254,287,4,91.79,8.1,0.11
484026015,1289,156,6,88.84,10.75,0.41
484026016,4282,1210,0,77.97,22.03,0.0
484026017,62691,16150,166,79.35,20.44,0.21
484026018,337275,67755,390,83.19,16.71,0.1
484026019,26236,6744,48,79.44,20.42,0.15
484026020,2625,869,1,75.11,24.86,0.03
484026021,1366,264,8,83.39,16.12,0.49
484026022,778,176,0,81.55,18.45,0.0
484026023,4754,1024,8,82.16,17.7,0.14
484026024,785,21,7,96.56,2.58,0.86
484026025,44399,8796,225,83.11,16.47,0.42
484026026,71899,7495,389,90.12,9.39,0.49
484026027,5050,4319,23,53.77,45.99,0.24
484026028,1040,110,0,90.43,9.57,0.0
484026029,142383,20423,312,87.29,12.52,0.19
484026030,642287,128772,4400,82.83,16.61,0.57
484026031,1228,122,0,90.96,9.04,0.0
484026032,876,86,0,91.06,8.94,0.0
484026033,74345,5284,299,93.01,6.61,0.37
484026034,1097,47,6,95.39,4.09,0.52
484026035,10670,2150,32,83.02,16.73,0.25
484026036,25096,6003,0,80.7,19.3,0.0
484026037,1084,227,3,82.5,17.28,0.23
484026038,4786,1052,4,81.92,18.01,0.07
484026039,4478,1577,10,73.83,26.0,0.16
484026040,1690,358,0,82.52,17.48,0.0
484026041,8124,3524,12,69.67,30.22,0.1
484026042,138300,17778,788,88.16,11.33,0.5
484026043,161514,53039,1057,74.91,24.6,0.49
484026044,351,31,11,89.31,7.89,2.8
484026045,2362,476,27,82.44,16.61,0.94
484026046,372,71,0,83.97,16.03,0.0
484026047,6426,1753,51,78.08,21.3,0.62
484026048,55350,14543,870,78.22,20.55,1.23
484026049,2751,581,6,82.41,17.41,0.18
484026050,1397,201,1,87.37,12.57,0.06
484026051,4468,630,0,87.64,12.36,0.0
484026052,5290,652,0,89.03,10.97,0.0
484026053,358,35,1,90.86,8.88,0.25
484026054,358,119,6,74.12,24.64,1.24
484026055,135747,37009,532,78.34,21.36,0.31
484026056,5747,1963,23,74.32,25.38,0.3
484026057,1493,105,3,93.25,6.56,0.19
484026058,12126,2815,20,81.05,18.82,0.13
484026059,1497,440,8,76.97,22.62,0.41
484026060,2230,443,3,83.33,16.55,0.11
484026061,1181,97,1,92.34,7.58,0.08
484026062,1000,115,6,89.21,10.26,0.54
484026063,1220,142,3,89.38,10.4,0.22
484026064,1438,272,3,83.95,15.88,0.18
484026065,1549,181,0,89.54,10.46,0.0
484026066,7347,915,15,88.76,11.05,0.18
484026067,1557,178,3,89.59,10.24,0.17
484026068,1152,100,2,91.87,7.97,0.16
484026069,5391,866,2,86.13,13.84,0.03
484027001,47777,8219,327,84.83,14.59,0.58
484027002,213072,34317,500,85.95,13.84,0.2
484027003,87117,15095,254,85.02,14.73,0.25
484027004,506447,126084,1758,79.84,19.88,0.28
484027005,172803,20604,407,89.16,10.63,0.21
484027006,113937,11969,206,90.35,9.49,0.16
484027007,22578,6544,81,77.31,22.41,0.28
484027008,150222,27427,745,84.21,15.37,0.42
484027009,31569,4731,70,86.8,13.01,0.19
484027010,76913,6424,10,92.28,7.71,0.01
484027011,27760,2446,51,91.75,8.08,0.17
484027012,130949,20718,943,85.81,13.58,0.62
484027013,101537,12360,1011,88.36,10.76,0.88
484027014,76105,10133,321,87.92,11.71,0.37
484027015,42422,3438,33,92.44,7.49,0.07
484027016,33689,20281,165,62.23,37.46,0.3
484027017,47226,11801,147,79.81,19.94,0.25
484028001,9929,2114,0,82.45,17.55,0.0
484028002,24072,6592,40,78.4,21.47,0.13
484028003,172581,36592,2703,81.45,17.27,1.28
484028004,7746,843,12,90.06,9.8,0.14
484028005,3877,474,0,89.11,10.89,0.0
484028006,6492,343,0,94.98,5.02,0.0
484028007,9999,3503,214,72.9,25.54,1.56
484028008,3781,627,5,85.68,14.21,0.11
484028009,147070,44028,5396,74.85,22.41,2.75
484028010,1749,210,7,88.96,10.68,0.36
484028011,7729,1164,31,86.61,13.04,0.35
484028012,34398,7514,180,81.72,17.85,0.43
484028013,12527,2237,35,84.65,15.12,0.24
484028014,2896,1583,8,64.54,35.28,0.18
484028015,576223,151282,13726,77.74,20.41,1.85
484028016,20703,2625,163,88.13,11.17,0.69
484028017,12804,1892,30,86.95,12.85,0.2
484028018,6945,1608,0,81.2,18.8,0.0
484028019,15585,2711,300,83.81,14.58,1.61
484028020,2322,257,0,90.03,9.97,0.0
484028021,87281,28101,602,75.25,24.23,0.52
484028022,384747,94388,8423,78.91,19.36,1.73
484028023,3731,762,0,83.04,16.96,0.0
484028024,2442,1364,50,63.33,35.37,1.3
484028025,18444,7269,119,71.4,28.14,0.46
484028026,3126,357,14,89.39,10.21,0.4
484028027,285015,94517,2953,74.52,24.71,0.77
484028028,2994,369,8,88.82,10.95,0.24
484028029,12565,1530,8,89.09,10.85,0.06
484028030,11247,2282,64,82.74,16.79,0.47
484028031,1624,153,2,91.29,8.6,0.11
484028032,8371,448,20,94.71,5.07,0.23
484028033,47958,8541,216,84.56,15.06,0.38
484028034,970,50,5,94.63,4.88,0.49
484028035,17929,6493,82,73.17,26.5,0.33
484028036,219151,73249,3016,74.18,24.8,1.02
484028037,23527,2766,84,89.2,10.49,0.32
484028038,47772,16245,176,74.42,25.31,0.27
484028039,255174,60980,3267,79.89,19.09,1.02
484028040,5280,522,0,91.0,9.0,0.0
484028041,19111,4326,180,80.92,18.32,0.76
484029001,9346,1383,12,87.01,12.88,0.11
484029002,11086,2449,15,81.82,18.07,0.11
484029003,6426,900,0,87.71,12.29,0.0
484029004,15075,847,85,94.18,5.29,0.53
484029005,56010,20217,2,73.48,26.52,0.0
484029006,33999,11797,88,74.1,25.71,0.19
484029007,14882,1080,72,92.82,6.74,0.45
484029008,12612,1078,16,92.02,7.87,0.12
484029009,4521,528,5,89.45,10.45,0.1
484029010,93250,25204,219,78.58,21.24,0.18
484029011,3630,637,0,85.07,14.93,0.0
484029012,6780,1086,10,86.08,13.79,0.13
484029013,68159,17055,162,79.83,19.98,0.19
484029014,12026,1294,12,90.2,9.71,0.09
484029015,37601,4547,95,89.01,10.76,0.22
484029016,5322,860,4,86.03,13.9,0.06
484029017,10577,866,21,92.26,7.55,0.18
484029018,31418,3826,93,88.91,10.83,0.26
484029019,15237,2583,0,85.51,14.49,0.0
484029020,14630,2026,17,87.75,12.15,0.1
484029021,14552,2858,55,83.32,16.36,0.31
484029022,11637,1378,48,89.08,10.55,0.37
484029023,24227,3387,164,87.22,12.19,0.59
484029024,21327,2591,15,89.11,10.83,0.06
484029025,62615,7239,535,88.96,10.28,0.76
484029026,15771,2481,77,86.04,13.54,0.42
484029027,11188,1122,93,90.2,9.05,0.75
484029028,19741,1596,25,92.41,7.47,0.12
484029029,19911,1423,31,93.19,6.66,0.15
484029030,24161,4042,105,85.35,14.28,0.37
484029031,18713,1557,49,92.1,7.66,0.24
484029032,72909,16454,148,81.45,18.38,0.17
484029033,33592,6440,136,83.63,16.03,0.34
484029034,5232,324,18,93.86,5.81,0.32
484029035,17871,2791,30,86.37,13.49,0.14
484029036,6652,1122,30,85.24,14.38,0.38
484029037,17635,2938,43,85.54,14.25,0.21
484029038,19132,1796,31,91.28,8.57,0.15
484029039,11407,1637,24,87.29,12.53,0.18
484029040,22263,4296,120,83.45,16.1,0.45
484029041,9560,2344,8,80.26,19.68,0.07
484029042,26336,7116,130,78.42,21.19,0.39
484029043,43090,7418,243,84.9,14.62,0.48
484030001,6760,474,30,93.06,6.53,0.41
