GEOLEV2,RURAL_HH,URBAN_HH,RURAL_PCT,URBAN_PCT
484010015,8504,3544,70.58,29.42
484010016,13821,5458,71.69,28.31
484010017,5970,2649,69.27,30.73
484010018,5365,5340,50.12,49.88
484010019,5184,0,100.0,0.0
484010020,7681,4504,63.04,36.96
484010021,5111,6008,45.97,54.03
484010022,14263,10755,57.01,42.99
484010023,21841,25654,45.99,54.01
484010024,7485,4632,61.77,38.23
484010025,3426,0,100.0,0.0
484010026,14888,4735,75.87,24.13
484010027,6362,0,100.0,0.0
484010028,8960,2708,76.79,23.21
484010029,2168,0,100.0,0.0
484010030,1700,0,100.0,0.0
484010031,3610,3648,49.74,50.26
484010032,19120,26686,41.74,58.26
484010033,2454,3582,40.66,59.34
484010034,26338,0,100.0,0.0
484010035,6372,4840,56.83,43.17
484010036,9949,12410,44.5,55.5
484010037,7336,0,100.0,0.0
484010038,5046,15505,24.55,75.45
484011001,54925,31071,63.87,36.13
484011002,41291,68350,37.66,62.34
484011003,83272,74565,52.76,47.24
484011004,28580,36492,43.92,56.08
484011005,32073,52316,38.01,61.99
484011006,6705,0,100.0,0.0
484011007,62386,406120,13.32,86.68
484011008,23066,14076,62.1,37.9
484011009,36622,40627,47.41,52.59
484011010,8178,3660,69.08,30.92
484011011,22397,64463,25.79,74.21
484011012,14000,13470,50.96,49.04
484011013,18652,4712,79.83,20.17
484011014,89762,58500,60.54,39.46
484011015,41752,129722,24.35,75.65
484011016,14591,5244,73.56,26.44
484011017,99847,427897,18.92,81.08
484011018,9880,27952,26.12,73.88
484011019,41218,10215,80.14,19.86
484011020,90955,1340755,6.35,93.65
484011021,6210,43876,12.4,87.6
484011022,16740,7005,70.5,29.5
484011023,92864,55115,62.75,37.25
484011024,7628,3780,66.87,33.13
484011025,24952,43440,36.48,63.52
484011026,35300,20460,63.31,36.69
484011027,66747,191891,25.81,74.19
484011028,32233,63479,33.68,66.32
484011029,27517,10328,72.71,27.29
484011030,67051,39200,63.11,36.89
484011031,43330,71544,37.72,62.28
484011032,46202,27519,62.67,37.33
484011033,56433,59127,48.83,51.17
484011034,5085,0,100.0,0.0
484011035,24931,55046,31.17,68.83
484011036,2516,3802,39.82,60.18
484011037,74688,97772,43.31,56.69
484011038,5342,5166,50.84,49.16
484011039,18699,15918,54.02,45.98
484011040,18137,0,100.0,0.0
484011041,7911,52800,13.03,86.97
484011042,68834,69476,49.77,50.23
484011043,17640,2576,87.26,12.74
484011044,14845,38970,27.59,72.41
484011045,12848,0,100.0,0.0
484011046,39198,31740,55.26,44.74
484012001,90832,695371,11.55,88.45
484012002,21498,3491,86.03,13.97
484012003,23250,16040,59.18,40.82
484012004,16378,2535,86.6,13.4
484012005,2946,4319,40.55,59.45
484012006,5845,7700,43.15,56.85
484012007,14278,17535,44.88,55.12
484012008,4516,2204,67.2,32.8
484012009,5704,0,100.0,0.0
484012010,22977,3342,87.3,12.7
484012011,33231,28828,53.55,46.45
484012012,42707,18486,69.79,30.21
484012013,20311,12820,61.31,38.69
484012014,7760,6252,55.38,44.62
484012015,5738,6864,45.53,54.47
484012016,13676,0,100.0,0.0
484012017,10402,4720,68.79,31.21
484012018,7229,7360,49.55,50.45
484012019,7540,6893,52.24,47.76
484012020,15856,2911,84.49,15.51
484012021,46041,27432,62.66,37.34
484012022,32758,9513,77.5,22.5
484012023,12826,14448,47.03,52.97
484012024,7843,0,100.0,0.0
484012025,10924,3189,77.4,22.6
484012026,8810,0,100.0,0.0
484012027,15517,5166,75.02,24.98
484012028,89775,47026,65.62,34.38
484012029,31119,208169,13.0,87.0
484012030,8669,11142,43.76,56.24
484012031,7642,0,100.0,0.0
484012032,29735,6845,81.29,18.71
484012033,8099,5480,59.64,40.36
484012034,16536,20344,44.84,55.16
484012035,16913,122895,12.1,87.9
484012036,7463,3252,69.65,30.35
484012037,3358,2554,56.8,43.2
484012038,42023,100841,29.41,70.59
484012039,13264,11720,53.09,46.91
484012040,11329,14325,44.16,55.84
484012041,40004,0,100.0,0.0
484012042,13224,4140,76.16,23.84
484012043,31555,6184,83.61,16.39
484012044,6135,4782,56.2,43.8
484012045,15249,8543,64.09,35.91
484012046,17294,45416,27.58,72.42
484012047,6973,0,100.0,0.0
484012048,15860,29014,35.34,64.66
484012049,5752,5265,52.21,47.79
484012050,8592,28167,23.37,76.63
484012051,24467,9261,72.54,27.46
484012052,24367,18624,56.68,43.32
484012053,28215,19679,58.91,41.09
484012054,23690,4316,84.59,15.41
484012055,33635,71541,31.98,68.02
484012056,33024,11048,74.93,25.07
484012057,27448,34320,44.44,55.56
484012058,30226,23292,56.48,43.52
484012059,20302,8874,69.58,30.42
484012060,13615,0,100.0,0.0
484012061,9728,30459,24.21,75.79
484012062,16887,4302,79.7,20.3
484012063,9943,0,100.0,0.0
484012064,7655,4268,64.2,35.8
484012065,7455,0,100.0,0.0
484012066,32900,47916,40.71,59.29
484012067,9913,13495,42.35,57.65
484012068,7961,4244,65.23,34.77
484012069,2576,4288,37.53,62.47
484012070,23904,4138,85.24,14.76
484012071,43190,0,100.0,0.0
484012072,15691,3402,82.18,17.82
484012073,13392,9129,59.46,40.54
484012074,9530,36305,20.79,79.21
484013001,19166,0,100.0,0.0
484013002,23310,17226,57.5,42.5
484013003,18837,36475,34.06,65.94
484013004,9168,0,100.0,0.0
484013005,5759,11778,32.84,67.16
484013006,18706,0,100.0,0.0
484013007,6654,4227,61.15,38.85
484013008,15764,26622,37.19,62.81
484013009,14726,3132,82.46,17.54
484013010,5382,23380,18.71,81.29
484013011,18932,0,100.0,0.0
484013012,21126,6600,76.2,23.8
484013013,14852,16236,47.77,52.23
484013014,9169,7050,56.53,43.47
484013015,19179,0,100.0,0.0
484013016,27704,26874,50.76,49.24
484013017,12288,0,100.0,0.0
484013018,19206,4015,82.71,17.29
484013019,21209,18425,53.51,46.49
484013020,2795,0,100.0,0.0
484013021,4720,8532,35.62,64.38
484013022,10797,3145,77.44,22.56
484013023,12677,22280,36.26,63.74
484013024,18100,0,100.0,0.0
484013025,19592,3645,84.31,15.69
484013026,12275,0,100.0,0.0
484013027,21216,2964,87.74,12.26
484013028,72733,49895,59.31,40.69
484013029,27922,16404,62.99,37.01
484013030,45252,40832,52.57,47.43
484013031,8497,4175,67.05,32.95
484013032,4164,6736,38.2,61.8
484013033,3184,0,100.0,0.0
484013034,10016,0,100.0,0.0
484013035,12114,0,100.0,0.0
484013036,8792,0,100.0,0.0
484013037,17675,2940,85.74,14.26
484013038,7830,0,100.0,0.0
484013039,2856,12072,19.13,80.87
484013040,10136,0,100.0,0.0
484013041,14367,29048,33.09,66.91
484013042,6521,3687,63.88,36.12
484013043,7931,0,100.0,0.0
484013044,16160,0,100.0,0.0
484013045,8100,0,100.0,0.0
484013046,24168,13977,63.36,36.64
484013047,5895,0,100.0,0.0
484013048,8505,258341,3.19,96.81
484013049,18907,0,100.0,0.0
484013050,56861,71168,44.41,55.59
484013051,18786,13581,58.04,41.96
484013052,15465,2499,86.09,13.91
484013053,27021,5349,83.48,16.52
484013054,15893,0,100.0,0.0
484013055,11210,23768,32.05,67.95
484013056,9817,3925,71.44,28.56
484013057,13502,4050,76.93,23.07
484013058,28998,5528,83.99,16.01
484013059,17273,0,100.0,0.0
484013060,7911,44086,15.21,84.79
484013061,29197,0,100.0,0.0
484013062,23595,57892,28.96,71.04
484013063,10181,0,100.0,0.0
484013064,4584,23612,16.26,83.74
484013065,3746,7011,34.82,65.18
484013066,15123,33118,31.35,68.65
484013067,14675,0,100.0,0.0
484013068,7681,90220,7.85,92.15
484013069,10450,0,100.0,0.0
484013070,2841,7011,28.84,71.16
484013071,29920,5145,85.33,14.67
484013072,1220,23795,4.88,95.12
484013073,2062,10984,15.81,84.19
484013074,29308,74184,28.32,71.68
484013075,24807,127898,16.25,83.75
484013076,18991,0,100.0,0.0
484013077,6964,0,100.0,0.0
484013078,19509,4530,81.16,18.84
484013079,9934,24056,29.23,70.77
484013080,180,19386,0.92,99.08
484013081,21674,17723,55.01,44.99
484013082,25615,13131,66.11,33.89
484014001,9368,11596,44.69,55.31
484014002,1348,19065,6.6,93.4
484014003,6280,15410,28.95,71.05
484014004,3146,3376,48.24,51.76
484014005,3075,11096,21.7,78.3
484014006,19615,37980,34.06,65.94
484014007,3693,5862,38.65,61.35
484014008,25497,64135,28.45,71.55
484014009,2794,14398,16.25,83.75
484014010,1352,5940,18.54,81.46
484014011,6450,0,100.0,0.0
484014012,5170,0,100.0,0.0
484014013,21272,36420,36.87,63.13
484014014,2807,5187,35.11,64.89
484014015,11950,45920,20.65,79.35
484014016,14066,24717,36.27,63.73
484014017,5376,7700,41.11,58.89
484014018,26186,38684,40.37,59.63
484014019,6783,0,100.0,0.0
484014020,6420,3372,65.56,34.44
484014021,7401,13705,35.07,64.93
484014022,5376,32605,14.15,85.85
484014023,1512,96613,1.54,98.46
484014024,9262,17819,34.2,65.8
484014025,5033,14105,26.3,73.7
484014026,1203,4651,20.55,79.45
484014027,13340,2778,82.76,17.24
484014028,2154,0,100.0,0.0
484014029,13150,4650,73.88,26.12
484014030,4495,43730,9.32,90.68
484014031,3763,0,100.0,0.0
484014032,1852,3954,31.9,68.1
484014033,9160,12591,42.11,57.89
484014034,2032,0,100.0,0.0
484014035,20543,30682,40.1,59.9
484014036,5234,12704,29.18,70.82
484014037,2912,19510,12.99,87.01
484014038,2893,0,100.0,0.0
484014039,7,1491210,0.0,100.0
484014040,6944,3094,69.18,30.82
484014041,2994,3812,43.99,56.01
484014042,3424,5352,39.02,60.98
484014043,14445,7905,64.63,35.37
484014044,18510,22670,44.95,55.05
484014045,11862,6256,65.47,34.53
484014046,7343,24474,23.08,76.92
484014047,2741,21950,11.1,88.9
484014048,9848,7512,56.73,43.27
484014049,8810,0,100.0,0.0
484014050,10052,32924,23.39,76.61
484014051,4014,9476,29.76,70.24
484014052,2074,3754,35.59,64.41
484014053,51185,101053,33.62,66.38
484014054,2746,2612,51.25,48.75
484014055,4734,17900,20.92,79.08
484014056,2517,0,100.0,0.0
484014057,1206,2541,32.19,67.81
484014058,5148,7852,39.6,60.4
484014059,5396,8100,39.98,60.02
484014060,2646,3442,43.46,56.54
484014061,18553,0,100.0,0.0
484014062,3574,0,100.0,0.0
484014063,9270,83975,9.94,90.06
484014064,14158,17046,45.37,54.63
484014065,5476,6740,44.83,55.17
484014066,15481,32845,32.03,67.97
484014067,1392,252255,0.55,99.45
484014068,6551,5332,55.13,44.87
484014069,8940,0,100.0,0.0
484014070,5467,131230,4.0,96.0
484014071,3164,0,100.0,0.0
484014072,1330,5696,18.93,81.07
484014073,12974,53590,19.49,80.51
484014074,2455,11568,17.51,82.49
484014075,379,3357,10.14,89.86
484014076,3356,0,100.0,0.0
484014077,10727,15029,41.65,58.35
484014078,7154,25213,22.1,77.9
484014079,1748,13615,11.38,88.62
484014080,6418,0,100.0,0.0
484014081,3720,0,100.0,0.0
484014082,722,32207,2.19,97.81
484014083,19841,48778,28.91,71.09
484014084,5510,9145,37.6,62.4
484014085,15802,21230,42.67,57.33
484014086,9564,8540,52.83,47.17
484014087,4788,12504,27.69,72.31
484014088,7351,9792,42.88,57.12
484014089,3511,0,100.0,0.0
484014090,2394,4336,35.57,64.43
484014091,12320,29001,29.82,70.18
484014092,7536,3366,69.12,30.88
484014093,21912,113746,16.15,83.85
484014094,9159,30352,23.18,76.82
484014095,5180,4341,54.41,45.59
484014096,3070,19163,13.81,86.19
484014097,67325,349880,16.14,83.86
484014098,9821,598264,1.62,98.38
484014099,6372,3000,67.99,32.01
484014100,18240,17614,50.87,49.13
484014101,15368,448701,3.31,96.69
484014102,2634,3764,41.17,58.83
484014103,940,7533,11.09,88.91
484014104,5504,0,100.0,0.0
484014105,8987,12010,42.8,57.2
484014106,4210,0,100.0,0.0
484014107,2998,3510,46.07,53.93
484014108,6646,29240,18.52,81.48
484014109,9961,8304,54.54,45.46
484014110,4911,8088,37.78,62.22
484014111,1866,4276,30.38,69.62
484014112,1878,4406,29.89,70.11
484014113,10562,4504,70.1,29.9
484014114,6423,10632,37.66,62.34
484014115,2013,3615,35.77,64.23
484014116,3619,14220,20.29,79.71
484014117,1476,1841,44.5,55.5
484014118,8872,13040,40.49,59.51
484014119,9869,17394,36.2,63.8
484014120,20967,1217532,1.69,98.31
484014121,3708,24630,13.08,86.92
484014122,3806,3364,53.08,46.92
484014123,11963,5823,67.26,32.74
484014124,25630,39030,39.64,60.36
484015001,51674,8398,86.02,13.98
484015002,4145,128818,3.12,96.88
484015003,40553,3492,92.07,7.93
484015004,11064,3280,77.13,22.87
484015005,58763,85556,40.72,59.28
484015006,1151,10473,9.9,90.1
484015007,20399,1215,94.38,5.62
484015008,21547,3162,87.2,12.8
484015009,12930,36881,25.96,74.04
484015010,6844,19040,26.44,73.56
484015011,24844,4297591,0.57,99.43
484015012,1470,9537,13.36,86.64
484015013,1098,488781,0.22,99.78
484015014,40065,54183,42.51,57.49
484015015,1332,26556,4.78,95.22
484015016,11534,13800,45.53,54.47
484015017,6266,3040,67.33,32.67
484015018,11946,35059,25.41,74.59
484015019,4218,27309,13.38,86.62
484015020,105,278610,0.04,99.96
484015021,29543,6860,81.16,18.84
484015022,2664,10448,20.32,79.68
484015023,2190,35730,5.78,94.22
484015024,45716,1216488,3.62,96.38
484015025,23647,640804,3.56,96.44
484015026,15840,11830,57.25,42.75
484015027,3700,7336,33.53,66.47
484015028,8796,17105,33.96,66.04
484015029,2016,172970,1.15,98.85
484015030,1060,23047,4.4,95.6
484015031,21936,11370,65.86,34.14
484015032,2032,6520,23.76,76.24
484015033,12634,86940,12.69,87.31
484015034,8064,30910,20.69,79.31
484015035,26490,216143,10.92,89.08
484015036,9430,0,100.0,0.0
484015037,8371,459770,1.79,98.21
484015038,15761,18508,45.99,54.01
484015039,6730,0,100.0,0.0
484015040,40980,100625,28.94,71.06
484015041,11722,15309,43.37,56.63
484015042,544,34637,1.55,98.45
484015043,42532,40505,51.22,48.78
484015044,11105,6412,63.4,36.6
484015045,50236,18446,73.14,26.86
484015046,27235,33362,44.94,55.06
484015047,3815,8848,30.13,69.87
484015048,1216,22450,5.14,94.86
484015049,56065,78684,41.61,58.39
484015050,15927,10680,59.86,40.14
484015051,178,49796,0.36,99.64
484015052,8155,206635,3.8,96.2
484015053,1498,7788,16.13,83.87
484015054,15004,13212,53.18,46.82
484015055,24926,804890,3.0,97.0
484015056,11629,23465,33.14,66.86
484015057,18579,346779,5.09,94.91
484015058,1357,7158,15.94,84.06
484015059,12463,48744,20.36,79.64
484015060,27644,3080,89.98,10.02
484015061,27510,5327,83.78,16.22
484015062,12056,21584,35.84,64.16
484015063,4851,0,100.0,0.0
484015064,30051,50028,37.53,62.47
484015065,5527,22379,19.81,80.19
484015066,71,4043,1.73,98.27
484015067,2529,251455,1.0,99.0
484015068,9734,2700,78.29,21.71
484015069,4246,7977,34.74,65.26
484015070,10296,11682,46.85,53.15
484015071,147252,63366,69.91,30.09
484015072,12174,12535,49.27,50.73
484015073,600,70959,0.84,99.16
484015074,6310,0,100.0,0.0
484015075,9999,0,100.0,0.0
484015076,7802,3956,66.35,33.65
484015077,21679,3080,87.56,12.44
484015078,11125,353415,3.05,96.95
484015079,59474,38856,60.48,39.52
484015080,5342,5265,50.36,49.64
484015081,7840,26568,22.79,77.21
484015082,34890,27540,55.89,44.11
484015083,30297,2154,93.36,6.64
484015084,43420,47579,47.71,52.29
484015085,40455,49186,45.13,54.87
484015086,4311,6628,39.41,60.59
484015087,14644,61670,19.19,80.81
484015088,1525,61331,2.43,97.57
484015089,7458,44941,14.23,85.77
484015090,9768,17261,36.14,63.86
484015091,5237,12684,29.22,70.78
484015092,2312,32676,6.61,93.39
484015093,13638,2645,83.76,16.24
484015094,488,4605,9.58,90.42
484015095,2245,34032,6.19,93.81
484015096,24475,44933,35.26,64.74
484015097,14224,0,100.0,0.0
484015098,7619,37817,16.77,83.23
484015099,31756,2640,92.32,7.68
484015100,56458,763776,6.88,93.12
484015101,4679,7636,37.99,62.01
484015102,0,92300,0.0,100.0
484015103,30360,30474,49.91,50.09
484015104,45688,3249,93.36,6.64
484015105,26428,16555,61.48,38.52
484015106,25605,35851,41.66,58.34
484015107,87662,7268,92.34,7.66
484015108,2688,43347,5.84,94.16
484015109,1077,2964,26.65,73.35
484015110,12950,2952,81.44,18.56
484015111,44034,123191,26.33,73.67
484015112,12900,3759,77.44,22.56
484015113,31988,126295,20.21,79.79
484016001,3406,6399,34.74,65.26
484016002,7180,8525,45.72,54.28
484016003,11180,9143,55.01,44.99
484016004,53615,55492,49.14,50.86
484016005,6805,5298,56.23,43.77
484016006,22673,101008,18.33,81.67
484016007,3108,0,100.0,0.0
484016008,22751,0,100.0,0.0
484016009,18500,17224,51.79,48.21
484016010,11776,10902,51.93,48.07
484016011,3402,8352,28.94,71.06
484016012,14570,28530,33.81,66.19
484016013,5511,3417,61.73,38.27
484016014,6375,7336,46.5,53.5
484016015,6780,11450,37.19,62.81
484016016,14861,6654,69.07,30.93
484016017,43635,6473,87.08,12.92
484016018,5768,3660,61.18,38.82
484016019,5960,13276,30.98,69.02
484016020,9256,18228,33.68,66.32
484016021,1805,9411,16.09,83.91
484016022,15804,4506,77.81,22.19
484016023,3538,5844,37.71,62.29
484016024,1024,16830,5.74,94.26
484016025,13692,22944,37.37,62.63
484016026,6086,0,100.0,0.0
484016027,4607,0,100.0,0.0
484016028,2474,2118,53.88,46.12
484016029,10620,4101,72.14,27.86
484016030,8079,4816,62.65,37.35
484016031,9010,5664,61.4,38.6
484016032,8404,11452,42.32,57.68
484016033,40251,77646,34.14,65.86
484016034,20634,11913,63.4,36.6
484016035,4950,7212,40.7,59.3
484016036,4860,2667,64.57,35.43
484016037,20938,21109,49.8,50.2
484016038,4606,3292,58.32,41.68
484016039,6811,8784,43.67,56.33
484016040,6090,7650,44.32,55.68
484016041,8721,4885,64.1,35.9
484016042,3339,59074,5.35,94.65
484016043,8704,4004,68.49,31.51
484016044,14079,34494,28.99,71.01
484016045,9966,3789,72.45,27.55
484016046,15511,5716,73.07,26.93
484016047,6950,0,100.0,0.0
484016048,11100,7115,60.94,39.06
484016049,38069,42676,47.15,52.85
484016050,12528,166467,7.0,93.0
484016051,86307,640265,11.88,88.12
484016052,7728,0,100.0,0.0
484016053,9729,36940,20.85,79.15
484016054,2754,24730,10.02,89.98
484016055,5359,3792,58.56,41.44
484016056,4456,15295,22.56,77.44
484016057,9141,0,100.0,0.0
484016058,4936,4956,49.9,50.1
484016059,16041,7480,68.2,31.8
484016060,6234,12748,32.84,67.16
484016061,10412,5265,66.42,33.58
484016062,11665,13704,45.98,54.02
484016063,10152,24121,29.62,70.38
