GEOLEV2,INT_NO_HH,INT_YES_HH,INT_UK_HH,INT_NO_PCT,INT_YES_PCT,INT_UK_PCT
484020255,229,0,0,100.0,0.0,0.0
484020256,1085,0,0,100.0,0.0,0.0
484020257,743,1,0,99.87,0.13,0.0
484020258,2431,6,8,99.43,0.25,0.33
484020259,2463,14,0,99.43,0.57,0.0
484020260,8478,39,12,99.4,0.46,0.14
484020261,1028,9,6,98.56,0.86,0.58
484020262,3439,16,17,99.05,0.46,0.49
484020263,2188,6,23,98.69,0.27,1.04
484020264,6430,24,6,99.54,0.37,0.09
484020265,9495,27,33,99.37,0.28,0.35
484020266,294,0,0,100.0,0.0,0.0
484020267,876,15,17,96.48,1.65,1.87
484020268,4034,56,18,98.2,1.36,0.44
484020269,1399,0,0,100.0,0.0,0.0
484020270,3244,1,0,99.97,0.03,0.0
484020271,5919,88,126,96.51,1.43,2.05
484020272,3497,0,0,100.0,0.0,0.0
484020273,1296,0,0,100.0,0.0,0.0
484020274,6749,48,32,98.83,0.7,0.47
484020275,795,0,6,99.25,0.0,0.75
484020276,13685,148,224,97.35,1.05,1.59
484020277,35276,1148,519,95.49,3.11,1.4
484020278,2796,0,27,99.04,0.0,0.96
484020279,2317,52,19,97.03,2.18,0.8
484020280,291,9,0,97.0,3.0,0.0
484020281,792,0,2,99.75,0.0,0.25
484020282,1040,0,2,99.81,0.0,0.19
484020283,3107,14,30,98.6,0.44,0.95
484020284,3302,44,40,97.52,1.3,1.18
484020285,3174,35,6,98.72,1.09,0.19
484020286,342,0,0,100.0,0.0,0.0
484020287,611,0,0,100.0,0.0,0.0
484020288,1121,19,0,98.33,1.67,0.0
484020289,982,29,1,97.04,2.87,0.1
484020290,4137,10,20,99.28,0.24,0.48
484020291,1388,0,0,100.0,0.0,0.0
484020292,11951,4076,151,73.87,25.19,0.93
484020293,5415,746,0,87.89,12.11,0.0
484020294,9844,640,78,93.2,6.06,0.74
484020295,927,2,0,99.78,0.22,0.0
484020296,2148,0,2,99.91,0.0,0.09
484020297,11984,634,0,94.98,5.02,0.0
484020298,1102,6,0,99.46,0.54,0.0
484020299,6418,196,48,96.34,2.94,0.72
484020300,1473,49,18,95.65,3.18,1.17
484020301,4059,32,41,98.23,0.77,0.99
484020302,1130,38,0,96.75,3.25,0.0
484020303,843,1,5,99.29,0.12,0.59
484020304,3718,192,22,94.56,4.88,0.56
484020305,3793,3,38,98.93,0.08,0.99
484020306,9147,101,31,98.58,1.09,0.33
484020307,2768,63,8,97.5,2.22,0.28
484020308,10216,78,39,98.87,0.75,0.38
484020309,7608,122,102,97.14,1.56,1.3
484020310,454,2,0,99.56,0.44,0.0
484020311,11270,70,256,97.19,0.6,2.21
484020312,824,0,10,98.8,0.0,1.2
484020313,1664,24,5,98.29,1.42,0.3
484020314,1643,13,1,99.16,0.78,0.06
484020315,742,0,7,99.07,0.0,0.93
484020316,1392,2,0,99.86,0.14,0.0
484020317,37819,3381,387,90.94,8.13,0.93
484020318,1076,0,18,98.35,0.0,1.65
484020319,704,6,4,98.6,0.84,0.56
484020320,839,0,1,99.88,0.0,0.12
484020321,874,10,0,98.87,1.13,0.0
484020322,2113,14,8,98.97,0.66,0.37
484020323,39581,2606,176,93.43,6.15,0.42
484020324,10267,54,43,99.06,0.52,0.41
484020325,4916,13,25,99.23,0.26,0.5
484020326,14201,675,127,94.65,4.5,0.85
484020327,1168,4,1,99.57,0.34,0.09
484020328,1319,0,1,99.92,0.0,0.08
484020329,4249,12,16,99.35,0.28,0.37
484020330,874,3,9,98.65,0.34,1.02
484020331,404,0,0,100.0,0.0,0.0
484020332,2471,66,46,95.66,2.56,1.78
484020333,42435,1964,136,95.28,4.41,0.31
484020334,999,3,0,99.7,0.3,0.0
484020335,2248,7,3,99.56,0.31,0.13
484020336,5290,42,72,97.89,0.78,1.33
484020337,6618,1300,22,83.35,16.37,0.28
484020338,3617,309,16,91.76,7.84,0.41
484020339,1858,0,8,99.57,0.0,0.43
484020340,229,2,1,98.71,0.86,0.43
484020341,1911,124,11,93.4,6.06,0.54
484020342,1707,52,15,96.22,2.93,0.85
484020343,2586,7,20,98.97,0.27,0.77
484020344,3901,37,24,98.46,0.93,0.61
484020345,1422,9,11,98.61,0.62,0.76
484020346,3637,15,12,99.26,0.41,0.33
484020347,7111,112,24,98.12,1.55,0.33
484020348,1903,35,17,97.34,1.79,0.87
484020349,9624,8004,0,54.59,45.41,0.0
484020350,2581,34,8,98.4,1.3,0.3
484020351,3713,7,39,98.78,0.19,1.04
484020352,1912,14,15,98.51,0.72,0.77
484020353,503,2,5,98.63,0.39,0.98
484020354,737,0,1,99.86,0.0,0.14
484020355,1926,41,8,97.52,2.08,0.41
484020356,902,6,0,99.34,0.66,0.0
484020357,1834,9,1,99.46,0.49,0.05
484020358,797,0,10,98.76,0.0,1.24
484020359,3464,75,18,97.39,2.11,0.51
484020360,907,0,9,99.02,0.0,0.98
484020361,1389,29,3,97.75,2.04,0.21
484020362,2572,48,13,97.68,1.82,0.49
484020363,13014,236,0,98.22,1.78,0.0
484020364,1292,12,0,99.08,0.92,0.0
484020365,3927,19,32,98.72,0.48,0.8
484020366,4507,24,12,99.21,0.53,0.26
484020367,1794,10,9,98.95,0.55,0.5
484020368,1794,44,3,97.45,2.39,0.16
484020369,660,11,8,97.2,1.62,1.18
484020370,933,7,2,99.04,0.74,0.21
484020371,1853,7,26,98.25,0.37,1.38
484020372,446,0,0,100.0,0.0,0.0
484020373,1451,6,7,99.11,0.41,0.48
484020374,6948,2688,78,71.53,27.67,0.8
484020375,354,0,0,100.0,0.0,0.0
484020376,10651,55,72,98.82,0.51,0.67
484020377,3567,26,20,98.73,0.72,0.55
484020378,2950,8,0,99.73,0.27,0.0
484020379,1885,83,1,95.73,4.22,0.05
484020380,2546,58,0,97.77,2.23,0.0
484020381,1158,6,6,98.97,0.51,0.51
484020382,597,0,8,98.68,0.0,1.32
484020383,4388,53,12,98.54,1.19,0.27
484020384,61436,14162,504,80.73,18.61,0.66
484020385,17813,40,41,99.55,0.22,0.23
484020386,2712,139,4,94.99,4.87,0.14
484020387,2528,0,7,99.72,0.0,0.28
484020388,904,4,6,98.91,0.44,0.66
484020389,32438,13661,187,70.08,29.51,0.4
484020390,3330,16,10,99.23,0.48,0.3
484020391,6603,16,56,98.92,0.24,0.84
484020392,3565,16,8,99.33,0.45,0.22
484020393,2736,20,14,98.77,0.72,0.51
484020394,1891,0,4,99.79,0.0,0.21
484020395,3240,0,6,99.82,0.0,0.18
484020396,35357,3574,0,90.82,9.18,0.0
484020397,4209,147,46,95.62,3.34,1.04
484020398,25132,2620,165,90.02,9.38,0.59
484020399,5822,121,5,97.88,2.03,0.08
484020400,22140,892,442,94.32,3.8,1.88
484020401,1057,16,6,97.96,1.48,0.56
484020402,2496,194,39,91.46,7.11,1.43
484020403,752,4,0,99.47,0.53,0.0
484020404,1898,21,9,98.44,1.09,0.47
484020405,20386,48,134,99.12,0.23,0.65
484020406,8576,0,64,99.26,0.0,0.74
484020407,477,0,3,99.38,0.0,0.62
484020408,6285,2303,27,72.95,26.73,0.31
484020409,3421,27,10,98.93,0.78,0.29
484020410,801,13,2,98.16,1.59,0.25
484020411,3270,11,1,99.63,0.34,0.03
484020412,32324,5104,104,86.12,13.6,0.28
484020413,11501,355,90,96.27,2.97,0.75
484020414,4768,80,20,97.95,1.64,0.41
484020415,504,0,0,100.0,0.0,0.0
484020416,10179,75,15,99.12,0.73,0.15
484020417,11111,956,56,91.65,7.89,0.46
484020418,571,0,4,99.3,0.0,0.7
484020419,1672,0,8,99.52,0.0,0.48
484020420,3968,287,11,93.01,6.73,0.26
484020421,665,10,5,97.79,1.47,0.74
484020422,550,0,0,100.0,0.0,0.0
484020423,3952,3,31,99.15,0.08,0.78
484020424,2203,0,6,99.73,0.0,0.27
484020425,7786,18,45,99.2,0.23,0.57
484020426,13318,593,256,94.01,4.19,1.81
484020427,1750,11,9,98.87,0.62,0.51
484020428,1518,6,0,99.61,0.39,0.0
484020429,252,0,0,100.0,0.0,0.0
484020430,1731,39,0,97.8,2.2,0.0
484020431,962,6,0,99.38,0.62,0.0
484020432,17571,209,130,98.11,1.17,0.73
484020433,4609,17,22,99.16,0.37,0.47
484020434,3483,0,22,99.37,0.0,0.63
484020435,1098,0,2,99.82,0.0,0.18
484020436,8775,240,44,96.86,2.65,0.49
484020437,1674,17,0,98.99,1.01,0.0
484020438,22911,280,82,98.44,1.2,0.35
484020439,884,12,0,98.66,1.34,0.0
484020440,7388,146,0,98.06,1.94,0.0
484020441,354,0,0,100.0,0.0,0.0
484020442,442,6,0,98.66,1.34,0.0
484020443,454,5,2,98.48,1.08,0.43
484020444,1632,0,10,99.39,0.0,0.61
484020445,6264,34,12,99.27,0.54,0.19
484020446,14751,541,118,95.72,3.51,0.77
484020447,2009,0,0,100.0,0.0,0.0
484020448,3343,3,9,99.64,0.09,0.27
484020449,12184,22,41,99.49,0.18,0.33
484020450,1041,0,10,99.05,0.0,0.95
484020451,4049,69,21,97.83,1.67,0.51
484020452,3864,41,0,98.95,1.05,0.0
484020453,3133,7,15,99.3,0.22,0.48
484020454,2702,15,0,99.45,0.55,0.0
484020455,1613,64,2,96.07,3.81,0.12
484020456,3378,10,5,99.56,0.29,0.15
484020457,1081,34,0,96.95,3.05,0.0
484020458,4266,214,30,94.59,4.75,0.67
484020459,5344,47,10,98.94,0.87,0.19
484020460,606,6,2,98.7,0.98,0.33
484020461,657,0,6,99.1,0.0,0.9
484020462,466,6,2,98.31,1.27,0.42
484020463,1568,0,0,100.0,0.0,0.0
484020464,11722,74,111,98.45,0.62,0.93
484020465,16826,305,466,95.62,1.73,2.65
484020466,12844,0,161,98.76,0.0,1.24
484020467,31548,1273,189,95.57,3.86,0.57
484020468,5268,15,37,99.02,0.28,0.7
484020469,496,0,0,100.0,0.0,0.0
484020470,3090,86,6,97.11,2.7,0.19
484020471,1394,0,0,100.0,0.0,0.0
484020472,3201,50,9,98.19,1.53,0.28
484020473,10139,112,39,98.53,1.09,0.38
484020474,401,0,0,100.0,0.0,0.0
484020475,1405,0,25,98.25,0.0,1.75
484020476,1902,2,5,99.63,0.1,0.26
484020477,219,0,0,100.0,0.0,0.0
484020478,967,0,0,100.0,0.0,0.0
484020479,1960,0,6,99.69,0.0,0.31
484020480,44568,4787,292,89.77,9.64,0.59
484020481,10869,212,31,97.81,1.91,0.28
484020482,4136,46,0,98.9,1.1,0.0
484020483,2983,18,21,98.71,0.6,0.69
484020484,2440,13,7,99.19,0.53,0.28
484020485,1932,9,1,99.49,0.46,0.05
484020486,131,0,0,100.0,0.0,0.0
484020487,4918,27,8,99.29,0.55,0.16
484020488,3073,0,0,100.0,0.0,0.0
484020489,4141,19,4,99.45,0.46,0.1
484020490,3192,0,18,99.44,0.0,0.56
484020491,546,5,0,99.09,0.91,0.0
484020492,4869,0,25,99.49,0.0,0.51
484020493,2769,33,82,96.01,1.14,2.84
484020494,2117,39,12,97.65,1.8,0.55
484020495,4066,13,33,98.88,0.32,0.8
484020496,6180,16,50,98.94,0.26,0.8
484020497,1902,62,4,96.65,3.15,0.2
484020498,8120,21,24,99.45,0.26,0.29
484020499,915,2,15,98.18,0.21,1.61
484020500,5666,48,10,98.99,0.84,0.17
484020501,365,0,0,100.0,0.0,0.0
484020502,1637,15,0,99.09,0.91,0.0
484020503,7563,321,54,95.28,4.04,0.68
484020504,763,7,9,97.95,0.9,1.16
484020505,3187,11,25,98.88,0.34,0.78
484020506,1451,67,2,95.46,4.41,0.13
484020507,10358,96,86,98.27,0.91,0.82
484020508,868,0,9,98.97,0.0,1.03
484020509,3577,0,33,99.09,0.0,0.91
484020510,911,0,2,99.78,0.0,0.22
484020511,7992,144,30,97.87,1.76,0.37
484020512,994,0,3,99.7,0.0,0.3
484020513,57577,4710,15,92.42,7.56,0.02
484020514,4497,67,7,98.38,1.47,0.15
484020515,4691,39,89,97.34,0.81,1.85
484020516,153,0,0,100.0,0.0,0.0
484020517,2508,262,2,90.48,9.45,0.07
484020518,6231,304,6,95.26,4.65,0.09
484020519,272,0,2,99.27,0.0,0.73
484020520,1202,11,0,99.09,0.91,0.0
484020521,1592,9,4,99.19,0.56,0.25
484020522,363,0,6,98.37,0.0,1.63
484020523,10768,420,72,95.63,3.73,0.64
484020524,2797,13,19,98.87,0.46,0.67
484020525,1198,0,5,99.58,0.0,0.42
484020526,1311,0,1,99.92,0.0,0.08
484020527,3304,69,6,97.78,2.04,0.18
484020528,2247,67,5,96.9,2.89,0.22
484020529,4014,24,38,98.48,0.59,0.93
484020530,2130,34,9,98.02,1.56,0.41
484020531,3935,5,21,99.34,0.13,0.53
484020532,2947,9,5,99.53,0.3,0.17
484020533,491,0,2,99.59,0.0,0.41
484020534,7117,222,33,96.54,3.01,0.45
484020535,702,0,3,99.57,0.0,0.43
484020536,4616,360,14,92.51,7.21,0.28
484020537,5570,562,64,89.9,9.07,1.03
484020538,1687,6,12,98.94,0.35,0.7
484020539,743,0,3,99.6,0.0,0.4
484020540,5493,51,17,98.78,0.92,0.31
484020541,1085,14,4,98.37,1.27,0.36
484020542,5991,587,30,90.66,8.88,0.45
484020543,947,0,2,99.79,0.0,0.21
484020544,1720,10,2,99.31,0.58,0.12
484020545,10373,529,5,95.1,4.85,0.05
484020546,4541,398,25,91.48,8.02,0.5
484020547,15900,2390,75,86.58,13.01,0.41
484020548,503,2,2,99.21,0.39,0.39
484020549,7181,1255,30,84.82,14.82,0.35
484020550,5553,5,20,99.55,0.09,0.36
484020551,2586,42,12,97.95,1.59,0.45
484020552,249,0,0,100.0,0.0,0.0
484020553,11916,1136,16,91.18,8.69,0.12
484020554,1526,8,0,99.48,0.52,0.0
484020555,21821,746,188,95.9,3.28,0.83
484020556,6156,30,6,99.42,0.48,0.1
484020557,2667,12,4,99.4,0.45,0.15
484020558,1433,11,11,98.49,0.76,0.76
484020559,1270,11,5,98.76,0.86,0.39
484020560,1287,0,4,99.69,0.0,0.31
484020561,31074,1020,174,96.3,3.16,0.54
484020562,2990,2,39,98.65,0.07,1.29
484020563,3070,36,4,98.71,1.16,0.13
484020564,1431,5,23,98.08,0.34,1.58
484020565,1681,9,14,98.65,0.53,0.82
484020566,15733,1033,123,93.16,6.12,0.73
484021001,57619,3691,180,93.7,6.0,0.29
484021002,8100,65,35,98.78,0.79,0.43
484021003,30518,3035,445,89.76,8.93,1.31
484021004,47614,3951,315,91.78,7.62,0.61
484021005,2865,10,5,99.48,0.35,0.17
484021006,14616,150,153,97.97,1.01,1.03
484021007,3376,0,15,99.56,0.0,0.44
484021008,10816,270,16,97.42,2.43,0.14
484021009,1916,53,36,95.56,2.64,1.8
484021010,57518,3891,65,93.56,6.33,0.11
484021011,1645,56,34,94.81,3.23,1.96
484021012,6838,52,10,99.1,0.75,0.14
484021013,17545,1465,25,92.17,7.7,0.13
484021014,3777,129,37,95.79,3.27,0.94
484021015,85803,13115,1032,85.85,13.12,1.03
484021016,7220,45,3,99.34,0.62,0.04
484021017,24032,488,91,97.65,1.98,0.37
484021018,3698,33,0,99.12,0.88,0.0
484021019,100618,25007,812,79.58,19.78,0.64
484021020,6776,408,82,93.26,5.62,1.13
484021021,1189,25,14,96.82,2.04,1.14
484021022,11313,153,6,98.61,1.33,0.05
484021023,7541,24,0,99.68,0.32,0.0
484021024,873,19,0,97.87,2.13,0.0
484021025,7035,506,8,93.19,6.7,0.11
484021026,12248,976,252,90.89,7.24,1.87
484021027,3476,24,18,98.81,0.68,0.51
484021028,2459,0,17,99.31,0.0,0.69
484021029,3676,101,11,97.04,2.67,0.29
484021030,758,0,0,100.0,0.0,0.0
484021031,2815,128,18,95.07,4.32,0.61
484021032,1242,10,4,98.89,0.8,0.32
484021033,4672,70,7,98.38,1.47,0.15
484021034,34249,2734,217,92.07,7.35,0.58
484021035,19466,745,125,95.72,3.66,0.61
484021036,14012,22,71,99.34,0.16,0.5
484021037,2285,19,15,98.53,0.82,0.65
484021038,7299,48,30,98.94,0.65,0.41
484021039,9445,21,47,99.29,0.22,0.49
484021040,10445,101,28,98.78,0.96,0.26
484021041,61836,16206,332,78.9,20.68,0.42
484021042,2975,28,35,97.93,0.92,1.15
484021043,43762,1258,405,96.34,2.77,0.89
484021044,15277,572,16,96.29,3.61,0.1
484021045,41094,2120,423,94.17,4.86,0.97
484021046,7584,122,30,98.04,1.58,0.39
484021047,17338,1560,125,91.14,8.2,0.66
484021048,18563,555,195,96.12,2.87,1.01
484021049,15602,19,62,99.48,0.12,0.4
484021050,24734,46,243,98.85,0.18,0.97
484021051,30930,3381,288,89.4,9.77,0.83
484021052,1206,8,2,99.18,0.66,0.16
484021053,54489,3096,84,94.49,5.37,0.15
484021054,28551,425,325,97.44,1.45,1.11
484021055,3522,122,11,96.36,3.34,0.3
484021056,1171,17,24,96.62,1.4,1.98
484021057,7996,22,29,99.37,0.27,0.36
484021058,20102,118,230,98.3,0.58,1.12
484021059,2217,162,77,90.27,6.6,3.14
484021060,8244,282,50,96.13,3.29,0.58
484021061,12431,41,101,98.87,0.33,0.8
484021062,4315,235,39,94.03,5.12,0.85
484021063,13850,375,97,96.7,2.62,0.68
484021064,15296,244,40,98.18,1.57,0.26
484021065,18854,360,315,96.54,1.84,1.61
484021066,6024,117,37,97.51,1.89,0.6
484021067,16551,1000,116,93.68,5.66,0.66
484021068,8904,0,156,98.28,0.0,1.72
484021069,24713,799,128,96.38,3.12,0.5
484021070,6301,20,64,98.68,0.31,1.0
484021071,84207,12498,374,86.74,12.87,0.39
484021072,15437,113,107,98.59,0.72,0.68
484021073,8724,558,59,93.39,5.97,0.63
484021074,55721,6507,1593,87.31,10.2,2.5
484021075,11726,201,80,97.66,1.67,0.67
484021076,27573,525,133,97.67,1.86,0.47
484021077,5673,30,31,98.94,0.52,0.54
484021078,13753,9,180,98.64,0.06,1.29
484021079,5201,92,10,98.08,1.73,0.19
484021080,2822,2,6,99.72,0.07,0.21
484021081,3599,34,32,98.2,0.93,0.87
484021082,7260,510,124,91.97,6.46,1.57
484021083,25807,77,308,98.53,0.29,1.18
484021084,6934,40,72,98.41,0.57,1.02
484021085,61417,9614,144,86.29,13.51,0.2
484021086,13051,57,24,99.38,0.43,0.18
484021087,12704,190,10,98.45,1.47,0.08
484021088,4544,17,34,98.89,0.37,0.74
484021089,12515,0,40,99.68,0.0,0.32
484021090,17384,1840,195,89.52,9.48,1.0
484021091,7689,1485,0,83.81,16.19,0.0
484021092,6521,14,4,99.72,0.21,0.06
484021093,6854,86,74,97.72,1.23,1.06
484021094,28161,2260,126,92.19,7.4,0.41
484021095,478,0,6,98.76,0.0,1.24
484021096,2589,34,10,98.33,1.29,0.38
484021097,2110,82,12,95.74,3.72,0.54
484021098,6214,62,66,97.98,0.98,1.04
484021099,19263,308,88,97.99,1.57,0.45
484021100,8753,0,10,99.89,0.0,0.11
484021101,3558,18,21,98.92,0.5,0.58
484021102,11290,791,66,92.94,6.51,0.54
484021103,6721,179,4,97.35,2.59,0.06
484021104,28032,806,105,96.85,2.78,0.36
484021105,4745,65,8,98.48,1.35,0.17
484021106,23628,1107,292,94.41,4.42,1.17
484021107,10172,42,43,99.17,0.41,0.42
484021108,15004,968,120,93.24,6.02,0.75
484021109,18613,451,49,97.38,2.36,0.26
484021110,41981,332,93,99.0,0.78,0.22
484021111,16665,460,91,96.8,2.67,0.53
484021112,9392,393,18,95.81,4.01,0.18
484021113,4618,252,70,93.48,5.1,1.42
484021114,1013899,507783,8235,66.27,33.19,0.54
484021115,47560,1125,277,97.14,2.3,0.57
484021116,19687,114,204,98.41,0.57,1.02
484021117,11660,1632,76,87.22,12.21,0.57
484021118,25048,1042,188,95.32,3.97,0.72
484021119,75672,22776,888,76.18,22.93,0.89
484021120,5071,2,8,99.8,0.04,0.16
484021121,1107,5,17,98.05,0.44,1.51
484021122,9306,692,86,92.28,6.86,0.85
484021123,4071,0,49,98.81,0.0,1.19
484021124,14155,1600,10,89.79,10.15,0.06
484021125,5924,1948,39,74.88,24.62,0.49
484021126,5580,160,4,97.14,2.79,0.07
484021127,3684,51,13,98.29,1.36,0.35
484021128,7674,158,66,97.16,2.0,0.84
484021129,12909,273,56,97.51,2.06,0.42
484021130,3330,70,11,97.63,2.05,0.32
484021131,863,3,6,98.97,0.34,0.69
484021132,118455,21867,350,84.21,15.54,0.25
484021133,634,12,2,97.84,1.85,0.31
484021134,17936,1208,30,93.54,6.3,0.16
484021135,586,0,0,100.0,0.0,0.0
484021136,8644,1758,39,82.79,16.84,0.37
484021137,7706,72,100,97.82,0.91,1.27
484021138,10913,171,147,97.17,1.52,1.31
484021139,3344,161,25,94.73,4.56,0.71
484021140,85902,33911,707,71.28,28.14,0.59
484021141,3193,173,8,94.64,5.13,0.24
484021142,25594,1154,259,94.77,4.27,0.96
484021143,27828,1371,259,94.47,4.65,0.88
484021144,11687,486,117,95.09,3.95,0.95
484021145,13295,23,80,99.23,0.17,0.6
484021146,859,4,0,99.54,0.46,0.0
484021147,6052,94,52,97.64,1.52,0.84
484021148,7806,348,91,94.68,4.22,1.1
484021149,18873,1175,334,92.6,5.76,1.64
484021150,6760,12,52,99.06,0.18,0.76
484021151,7040,330,38,95.03,4.45,0.51
484021152,10694,105,10,98.94,0.97,0.09
484021153,19613,1152,175,93.66,5.5,0.84
484021154,64284,6263,417,90.59,8.83,0.59
484021155,5046,538,20,90.04,9.6,0.36
484021156,228351,44721,1279,83.23,16.3,0.47
484021157,9850,1004,264,88.6,9.03,2.37
484021158,6978,48,45,98.68,0.68,0.64
484021159,3897,91,18,97.28,2.27,0.45
484021160,2951,134,19,95.07,4.32,0.61
484021161,17469,1263,155,92.49,6.69,0.82
484021162,4218,17,7,99.43,0.4,0.17
484021163,16048,492,28,96.86,2.97,0.17
484021164,70408,5087,240,92.97,6.72,0.32
484021165,1141,0,0,100.0,0.0,0.0
484021166,8727,270,87,96.07,2.97,0.96
484021167,10115,144,73,97.9,1.39,0.71
484021168,6385,94,68,97.53,1.44,1.04
484021169,19214,814,146,95.24,4.03,0.72
484021170,17016,307,66,97.85,1.77,0.38
484021171,3306,53,6,98.25,1.58,0.18
484021172,24457,1208,147,94.75,4.68,0.57
484021173,5334,1066,6,83.27,16.64,0.09
484021174,75444,14422,191,83.77,16.01,0.21
484021175,10352,227,295,95.2,2.09,2.71
484021176,7769,225,343,93.19,2.7,4.11
484021177,47578,986,330,97.31,2.02,0.67
484021178,17395,0,37,99.79,0.0,0.21
484021179,27567,784,594,95.24,2.71,2.05
484021180,35284,1353,130,95.97,3.68,0.35
484021181,7041,452,34,93.54,6.01,0.45
484021182,4704,90,35,97.41,1.86,0.72
484021183,18999,134,96,98.8,0.7,0.5
484021184,7452,18,78,98.73,0.24,1.03
484021185,8789,104,38,98.41,1.16,0.43
484021186,49131,2947,129,94.11,5.64,0.25
484021187,5762,39,28,98.85,0.67,0.48
484021188,17381,251,84,98.11,1.42,0.47
484021189,18671,915,53,95.07,4.66,0.27
484021190,1152,0,0,100.0,0.0,0.0
484021191,8830,732,72,91.65,7.6,0.75
484021192,5146,110,0,97.91,2.09,0.0
484021193,6399,18,75,98.57,0.28,1.16
484021194,25284,1620,138,93.5,5.99,0.51
484021195,24299,46,4,99.79,0.19,0.02
484021196,1592,17,22,97.61,1.04,1.35
484021197,68762,5251,194,92.66,7.08,0.26
484021198,1200,11,7,98.52,0.9,0.57
484021199,37364,532,268,97.9,1.39,0.7
484021200,3690,73,148,94.35,1.87,3.78
484021201,3007,54,21,97.57,1.75,0.68
484021202,11547,113,150,97.77,0.96,1.27
484021203,6818,82,62,97.93,1.18,0.89
484021204,6854,304,76,94.75,4.2,1.05
484021205,23387,783,185,96.03,3.21,0.76
484021206,4171,21,11,99.24,0.5,0.26
484021207,48136,2455,618,94.0,4.79,1.21
484021208,68528,7423,400,89.75,9.72,0.52
484021209,6881,441,99,92.72,5.94,1.33
484021210,4956,18,6,99.52,0.36,0.12
484021211,14074,1859,127,87.63,11.58,0.79
484021212,19673,186,0,99.06,0.94,0.0
484021213,12308,74,12,99.31,0.6,0.1
484021214,17050,285,30,98.19,1.64,0.17
484021215,4514,43,42,98.15,0.93,0.91
484021216,2583,47,9,97.88,1.78,0.34
484021217,20296,61,128,99.08,0.3,0.62
484022001,61513,2622,96,95.77,4.08,0.15
484022002,26342,840,234,96.08,3.06,0.85
484022003,13144,201,49,98.13,1.5,0.37
484022004,62280,3023,168,95.13,4.62,0.26
484022005,56348,2221,275,95.76,3.77,0.47
484022006,61004,80299,582,43.0,56.59,0.41
484022007,34676,2904,295,91.55,7.67,0.78
484022008,34403,669,486,96.75,1.88,1.37
484022009,21759,2359,65,89.98,9.75,0.27
484022010,19553,223,36,98.69,1.13,0.18
484022011,109666,5945,288,94.62,5.13,0.25
484022012,57068,5277,586,90.68,8.39,0.93
484022013,17454,222,162,97.85,1.24,0.91
484022014,513370,279698,5231,64.31,35.04,0.66
484022015,8901,220,3,97.56,2.41,0.03
484022016,198289,42284,1499,81.91,17.47,0.62
484022017,53930,8879,87,85.74,14.12,0.14
484022018,26016,1368,47,94.84,4.99,0.17
484023001,958888,343756,16476,72.69,26.06,1.25
484024001,17709,660,70,96.04,3.58,0.38
484024002,8472,12,18,99.65,0.14,0.21
484024003,46158,854,126,97.92,1.81,0.27
484024004,4976,14,26,99.2,0.28,0.52
484024005,15432,2028,72,88.02,11.57,0.41
484024006,9272,477,75,94.38,4.86,0.76
484024007,14855,2890,25,83.6,16.26,0.14
484024008,18846,2412,296,87.44,11.19,1.37
484024009,3577,385,6,90.15,9.7,0.15
484024010,48741,2898,264,93.91,5.58,0.51
484024011,39020,4252,150,89.86,9.79,0.35
484024012,19660,737,120,95.82,3.59,0.58
484024013,135257,30361,1345,81.01,18.18,0.81
484024014,15448,237,10,98.43,1.51,0.06
484024015,20396,1420,114,93.01,6.48,0.52
484024016,71732,7310,472,90.21,9.19,0.59
484024017,25382,226,110,98.69,0.88,0.43
484024018,14146,959,42,93.39,6.33,0.28
484024019,5104,20,8,99.45,0.39,0.16
484024020,72776,18016,731,79.52,19.68,0.8
484024021,53856,1089,272,97.54,1.97,0.49
484024022,19312,408,236,96.77,2.04,1.18
484024023,14438,770,12,94.86,5.06,0.08
484024024,79535,10642,630,87.59,11.72,0.69
484024025,27075,2332,234,91.34,7.87,0.79
484024026,7627,40,60,98.71,0.52,0.78
484024027,9817,804,83,91.71,7.51,0.78
484024028,502929,262235,3676,65.41,34.11,0.48
484024029,19504,75,99,99.12,0.38,0.5
484024030,4770,46,0,99.04,0.96,0.0
484024031,11612,35,30,99.44,0.3,0.26
484024032,37061,2057,440,93.69,5.2,1.11
484024033,12084,140,16,98.73,1.14,0.13
484024034,13996,231,75,97.86,1.62,0.52
484024035,204082,61791,550,76.6,23.19,0.21
484024036,26243,1900,193,92.61,6.71,0.68
484024037,120532,7002,52,94.47,5.49,0.04
484024038,15010,181,65,98.39,1.19,0.43
484024039,14964,129,62,98.74,0.85,0.41
484024040,20100,170,70,98.82,0.84,0.34
484024041,13874,413,16,97.0,2.89,0.11
484024042,8024,364,9,95.56,4.33,0.11
484024043,7395,253,8,96.59,3.3,0.1
484024044,13867,950,85,93.05,6.37,0.57
484024045,15741,288,72,97.76,1.79,0.45
484024046,10565,0,66,99.38,0.0,0.62
484024047,4817,458,21,90.96,8.65,0.4
484024048,37291,160,128,99.23,0.43,0.34
484024049,44940,1568,250,96.11,3.35,0.53
484024050,29642,802,113,97.01,2.62,0.37
484024051,10207,170,28,98.1,1.63,0.27
484024052,30608,1652,238,94.18,5.08,0.73
484024053,51504,984,203,97.75,1.87,0.39
484024054,24473,290,98,98.44,1.17,0.39
484025001,304159,107702,3381,73.25,25.94,0.81
484025002,39812,4780,792,87.72,10.53,1.75
