GEOLEV2,ELEC_YES_HH,ELEC_NO_HH,ELEC_UK_HH,ELEC_YES_PCT,ELEC_NO_PCT,ELEC_UK_PCT
484007057,67869,1361,426,97.43,1.95,0.61
484007058,3982,173,45,94.81,4.12,1.07
484007059,234269,15757,2106,92.92,6.25,0.84
484007060,11274,525,66,95.02,4.42,0.56
484007061,115424,8441,502,92.81,6.79,0.4
484007062,15902,1093,15,93.49,6.43,0.09
484007063,3730,27,21,98.73,0.71,0.56
484007064,36721,4354,961,87.36,10.36,2.29
484007065,103703,6958,609,93.2,6.25,0.55
484007066,18057,1877,200,89.68,9.32,0.99
484007067,10434,292,104,96.34,2.7,0.96
484007068,27543,1086,273,95.3,3.76,0.94
484007069,46459,3304,182,93.02,6.62,0.36
484007070,14359,330,165,96.67,2.22,1.11
484007071,26780,1102,114,95.66,3.94,0.41
484007072,49100,1533,233,96.53,3.01,0.46
484007074,38849,350,100,98.85,0.89,0.25
484007075,25418,864,318,95.56,3.25,1.2
484007076,22495,3943,531,83.41,14.62,1.97
484007077,52215,2233,927,94.29,4.03,1.67
484007078,183890,1590,878,98.68,0.85,0.47
484007079,33338,240,145,98.86,0.71,0.43
484007080,33352,2284,390,92.58,6.34,1.08
484007081,44884,706,341,97.72,1.54,0.74
484007082,9485,2280,207,79.23,19.04,1.73
484007083,17304,597,72,96.28,3.32,0.4
484007084,8464,182,72,97.09,2.09,0.83
484007085,9951,51,54,98.96,0.51,0.54
484007086,19532,379,281,96.73,1.88,1.39
484007087,33223,2110,200,93.5,5.94,0.56
484007088,2106,82,26,95.12,3.7,1.17
484007089,312894,4167,1807,98.13,1.31,0.57
484007090,3934,127,35,96.04,3.1,0.85
484007093,37212,1144,576,95.58,2.94,1.48
484007094,36568,1792,728,93.55,4.58,1.86
484007095,64694,8544,508,87.73,11.59,0.69
484007096,81264,2032,910,96.51,2.41,1.08
484007097,4719,178,15,96.07,3.62,0.31
484007098,70260,2792,109,96.03,3.82,0.15
484007099,27814,3036,329,89.21,9.74,1.06
484007100,548370,1700,1427,99.43,0.31,0.26
484007101,37568,925,117,97.3,2.4,0.3
484007102,25059,678,92,97.02,2.62,0.36
484007103,13539,182,6,98.63,1.33,0.04
484007104,13583,488,30,96.33,3.46,0.21
484007105,59346,1089,299,97.71,1.79,0.49
484007106,69330,3936,483,94.01,5.34,0.65
484007107,96057,2889,125,96.96,2.92,0.13
484007108,31042,3042,223,90.48,8.87,0.65
484007109,7112,212,46,96.5,2.88,0.62
484007110,34767,310,434,97.9,0.87,1.22
484008001,11596,48,16,99.45,0.41,0.14
484008002,20532,48,8,99.73,0.23,0.04
484008003,7988,130,0,98.4,1.6,0.0
484008004,8310,14,36,99.4,0.17,0.43
484008005,22703,643,19,97.17,2.75,0.08
484008006,4814,46,4,98.97,0.95,0.08
484008007,38496,41178,809,47.83,51.16,1.01
484008008,23414,4904,72,82.47,17.27,0.25
484008009,22698,128,40,99.27,0.56,0.17
484008010,48519,349,78,99.13,0.71,0.16
484008011,5759,3789,40,60.06,39.52,0.42
484008012,10381,91,19,98.95,0.87,0.18
484008013,2222,59,0,97.41,2.59,0.0
484008014,1555,97,14,93.34,5.82,0.84
484008015,3940,33,2,99.12,0.83,0.05
484008016,153812,497,115,99.6,0.32,0.07
484008017,5238,128,12,97.4,2.38,0.22
484008018,814770,1988,1228,99.61,0.24,0.15
484008019,4241,3939,75,51.37,47.72,0.91
484008020,136244,827,146,99.29,0.6,0.11
484008021,2855,44,0,98.48,1.52,0.0
484008022,5064,98,14,97.84,1.89,0.27
484008023,4308,24,12,99.17,0.55,0.28
484008024,8525,4,9,99.85,0.05,0.11
484008025,3138,57,7,98.0,1.78,0.22
484008026,5615,48,2,99.12,0.85,0.04
484008027,19562,31817,670,37.58,61.13,1.29
484008028,5082,4227,174,53.59,44.57,1.83
484008029,34714,5879,122,85.26,14.44,0.3
484008030,106231,338,91,99.6,0.32,0.09
484008031,987,59,0,94.36,5.64,0.0
484008032,7092,47,8,99.23,0.66,0.11
484008033,10858,171,33,98.16,1.55,0.3
484008034,41509,126,242,99.12,0.3,0.58
484008035,1317874,2714,6956,99.27,0.2,0.52
484008036,4782,48,10,98.8,0.99,0.21
484008037,5267,22,0,99.58,0.42,0.0
484008038,29419,493,0,98.35,1.65,0.0
484008039,1604,308,9,83.5,16.03,0.47
484008040,1480,112,0,92.96,7.04,0.0
484008041,3030,47,2,98.41,1.53,0.06
484008042,4738,64,0,98.67,1.33,0.0
484008043,42586,109,76,99.57,0.25,0.18
484008044,3406,4704,56,41.71,57.6,0.69
484008045,3848,1444,18,72.47,27.19,0.34
484008046,23130,75,36,99.52,0.32,0.15
484008047,2086,719,29,73.61,25.37,1.02
484008048,58149,275,112,99.34,0.47,0.19
484008049,3486,3831,21,47.51,52.21,0.29
484008050,26641,519,12,98.05,1.91,0.04
484008051,4790,18,0,99.63,0.37,0.0
484008052,6660,8,0,99.88,0.12,0.0
484008053,16267,221,15,98.57,1.34,0.09
484008054,2185,44,0,98.03,1.97,0.0
484008055,2181,103,0,95.49,4.51,0.0
484008056,2945,28,2,98.99,0.94,0.07
484008057,4618,58,6,98.63,1.24,0.13
484008058,9208,15,0,99.84,0.16,0.0
484008059,4068,74,16,97.84,1.78,0.38
484008060,32240,107,54,99.5,0.33,0.17
484008061,5172,1067,27,82.54,17.03,0.43
484008062,1804,64,0,96.57,3.43,0.0
484008063,11511,7264,92,61.01,38.5,0.49
484008064,4426,3753,45,53.82,45.63,0.55
484008065,4630,60,0,98.72,1.28,0.0
484009001,5166734,2185,29539,99.39,0.04,0.57
484009002,2190259,2752,7473,99.54,0.13,0.34
484009003,237356,450,546,99.58,0.19,0.23
484009004,127016,968,1400,98.17,0.75,1.08
484009005,357924,344,777,99.69,0.1,0.22
484009006,637584,4212,3059,98.87,0.65,0.47
484010001,56643,689,220,98.42,1.2,0.38
484010002,2201,1800,42,54.44,44.52,1.04
484010003,4361,87,19,97.63,1.95,0.43
484010004,33229,592,126,97.88,1.74,0.37
484010005,573278,2836,3529,98.9,0.49,0.61
484010006,11440,203,78,97.6,1.73,0.67
484010007,324027,1513,1163,99.18,0.46,0.36
484010008,31514,1133,160,96.06,3.45,0.49
484010009,7974,1820,8,81.35,18.57,0.08
484010010,3777,50,19,98.21,1.3,0.49
484010011,4382,138,14,96.65,3.04,0.31
484010012,140626,1049,275,99.07,0.74,0.19
484010013,24756,216,60,98.9,0.86,0.24
484010014,10952,21087,1027,33.12,63.77,3.11
484010015,11840,200,8,98.27,1.66,0.07
484010016,18882,219,178,97.94,1.14,0.92
484010017,7995,576,48,92.76,6.68,0.56
484010018,10408,280,17,97.23,2.62,0.16
484010019,3449,1706,29,66.53,32.91,0.56
484010020,12012,145,28,98.58,1.19,0.23
484010021,10798,267,45,97.19,2.4,0.41
484010022,24638,291,89,98.48,1.16,0.36
484010023,39274,8083,138,82.69,17.02,0.29
484010024,11840,244,33,97.71,2.01,0.27
484010025,3172,243,11,92.59,7.09,0.32
484010026,12018,7365,240,61.24,37.53,1.22
484010027,5990,345,27,94.15,5.42,0.42
484010028,11409,160,96,97.81,1.37,0.82
484010029,2111,44,13,97.37,2.03,0.6
484010030,1661,39,0,97.71,2.29,0.0
484010031,7134,86,38,98.29,1.18,0.52
484010032,37483,8054,269,81.83,17.58,0.59
484010033,5621,378,37,93.12,6.26,0.61
484010034,18511,7494,267,70.46,28.52,1.02
484010035,8278,2829,105,73.83,25.23,0.94
484010036,22060,259,40,98.66,1.16,0.18
484010037,4198,3136,0,57.24,42.76,0.0
484010038,20055,446,35,97.66,2.17,0.17
484011001,83723,1870,403,97.36,2.17,0.47
484011002,107866,1679,96,98.38,1.53,0.09
484011003,151124,6096,612,95.75,3.86,0.39
484011004,63059,1953,45,96.93,3.0,0.07
484011005,80745,2766,878,95.68,3.28,1.04
484011006,6111,594,0,91.14,8.86,0.0
484011007,462285,4490,1726,98.67,0.96,0.37
484011008,35576,1430,104,95.87,3.85,0.28
484011009,72773,3805,623,94.26,4.93,0.81
484011010,11547,275,16,97.54,2.32,0.14
484011011,85872,928,36,98.89,1.07,0.04
484011012,26828,573,45,97.75,2.09,0.16
484011013,22639,660,65,96.9,2.82,0.28
484011014,141264,6205,700,95.34,4.19,0.47
484011015,168977,2298,99,98.6,1.34,0.06
484011016,19559,210,61,98.63,1.06,0.31
484011017,522331,3925,1390,98.99,0.74,0.26
484011018,37467,253,112,99.04,0.67,0.3
484011019,50261,1080,92,97.72,2.1,0.18
484011020,1412154,14282,4975,98.65,1.0,0.35
484011021,49564,424,98,98.96,0.85,0.2
484011022,22644,1091,10,95.36,4.59,0.04
484011023,146618,783,578,99.08,0.53,0.39
484011024,11304,88,0,99.23,0.77,0.0
484011025,66529,1593,258,97.29,2.33,0.38
484011026,54907,763,90,98.47,1.37,0.16
484011027,257532,693,413,99.57,0.27,0.16
484011028,94834,689,189,99.08,0.72,0.2
484011029,36624,1143,24,96.91,3.02,0.06
484011030,102955,2839,457,96.9,2.67,0.43
484011031,113981,702,77,99.32,0.61,0.07
484011032,71883,1742,27,97.6,2.37,0.04
484011033,112147,3158,120,97.16,2.74,0.1
484011034,4540,545,0,89.28,10.72,0.0
484011035,78847,1019,111,98.59,1.27,0.14
484011036,6284,16,18,99.46,0.25,0.28
484011037,168843,3417,32,98.0,1.98,0.02
484011038,10219,283,6,97.25,2.69,0.06
484011039,33988,575,54,98.18,1.66,0.16
484011040,16259,1858,20,89.65,10.24,0.11
484011041,59880,636,195,98.63,1.05,0.32
484011042,136252,1617,417,98.53,1.17,0.3
484011043,18849,1295,72,93.24,6.41,0.36
484011044,51645,2134,36,95.97,3.97,0.07
484011045,11359,1457,32,88.41,11.34,0.25
484011046,69762,970,136,98.44,1.37,0.19
484012001,779993,4140,1766,99.25,0.53,0.22
484012002,22843,2006,140,91.41,8.03,0.56
484012003,33808,5121,361,86.05,13.03,0.92
484012004,17725,933,251,93.74,4.93,1.33
484012005,6987,168,98,96.33,2.32,1.35
484012006,13201,340,4,97.46,2.51,0.03
484012007,31035,679,99,97.55,2.13,0.31
484012008,6584,134,0,98.01,1.99,0.0
484012009,5268,359,77,92.36,6.29,1.35
484012010,23593,2455,266,89.66,9.33,1.01
484012011,59964,1829,266,96.62,2.95,0.43
484012012,53636,6973,584,87.65,11.4,0.95
484012013,31396,1533,169,94.86,4.63,0.51
484012014,12671,1303,38,90.43,9.3,0.27
484012015,12415,160,27,98.52,1.27,0.21
484012016,12088,1508,80,88.39,11.03,0.58
484012017,14814,288,20,97.96,1.9,0.13
484012018,13965,544,44,95.96,3.74,0.3
484012019,13486,870,61,93.54,6.03,0.42
484012020,17266,1097,403,92.01,5.85,2.15
484012021,72084,833,488,98.2,1.13,0.66
484012022,34141,7770,360,80.77,18.38,0.85
484012023,26513,578,177,97.23,2.12,0.65
484012024,7511,288,44,95.77,3.67,0.56
484012025,13804,274,12,97.97,1.94,0.09
484012026,8494,273,43,96.41,3.1,0.49
484012027,19865,777,41,96.05,3.76,0.2
484012028,126263,9335,1073,92.38,6.83,0.79
484012029,233387,3417,2117,97.68,1.43,0.89
484012030,19283,384,96,97.57,1.94,0.49
484012031,7248,314,80,94.84,4.11,1.05
484012032,26754,9393,404,73.2,25.7,1.11
484012033,13195,136,248,97.17,1.0,1.83
484012034,36220,571,89,98.21,1.55,0.24
484012035,134990,3585,1233,96.55,2.56,0.88
484012036,10070,562,68,94.11,5.25,0.64
484012037,5838,72,2,98.75,1.22,0.03
484012038,140345,1668,768,98.29,1.17,0.54
484012039,24613,246,120,98.53,0.98,0.48
484012040,24685,814,155,96.22,3.17,0.6
484012041,32665,6849,474,81.69,17.13,1.19
484012042,16342,726,296,94.11,4.18,1.7
484012043,30921,6442,365,81.96,17.07,0.97
484012044,9834,441,636,90.13,4.04,5.83
484012045,22220,1384,188,93.39,5.82,0.79
484012046,59472,2581,559,94.98,4.12,0.89
484012047,5474,1492,7,78.5,21.4,0.1
484012048,41559,3165,10,92.9,7.08,0.02
484012049,10614,327,37,96.68,2.98,0.34
484012050,36593,19,93,99.69,0.05,0.25
484012051,31785,1231,677,94.34,3.65,2.01
484012052,36413,5987,591,84.7,13.93,1.37
484012053,46820,888,186,97.76,1.85,0.39
484012054,19412,8339,248,69.33,29.78,0.89
484012055,102767,1781,601,97.73,1.69,0.57
484012056,41789,1869,324,95.01,4.25,0.74
484012057,56970,4423,240,92.43,7.18,0.39
484012058,52468,861,153,98.1,1.61,0.29
484012059,28824,222,130,98.79,0.76,0.45
484012060,12892,593,110,94.83,4.36,0.81
484012061,39145,843,183,97.45,2.1,0.46
484012062,17838,2994,331,84.29,14.15,1.56
484012063,7205,2620,118,72.46,26.35,1.19
484012064,11811,96,16,99.06,0.81,0.13
484012065,6950,484,21,93.23,6.49,0.28
484012066,76508,3356,952,94.67,4.15,1.18
484012067,22944,375,89,98.02,1.6,0.38
484012068,11468,559,172,94.01,4.58,1.41
484012069,6644,172,48,96.79,2.51,0.7
484012070,24602,3064,376,87.73,10.93,1.34
484012071,29324,13434,432,67.9,31.1,1.0
484012072,16783,2237,73,87.9,11.72,0.38
484012073,21624,802,87,96.05,3.56,0.39
484012074,44572,738,525,97.24,1.61,1.15
484013001,18492,596,32,96.72,3.12,0.17
484013002,38263,1825,448,94.39,4.5,1.11
484013003,54028,1214,0,97.8,2.2,0.0
484013004,8316,819,30,90.74,8.94,0.33
484013005,17033,444,60,97.13,2.53,0.34
484013006,17967,719,15,96.08,3.84,0.08
484013007,10728,81,72,98.59,0.74,0.66
484013008,40517,1685,174,95.61,3.98,0.41
484013009,16956,700,202,94.95,3.92,1.13
484013010,27998,643,105,97.4,2.24,0.37
484013011,18177,568,187,96.01,3.0,0.99
484013012,27121,537,68,97.82,1.94,0.25
484013013,30464,342,162,98.37,1.1,0.52
484013014,15664,555,0,96.58,3.42,0.0
484013015,18808,371,0,98.07,1.93,0.0
484013016,51157,3187,190,93.81,5.84,0.35
484013017,11552,688,48,94.01,5.6,0.39
484013018,21702,1431,70,93.53,6.17,0.3
484013019,38658,660,290,97.6,1.67,0.73
484013020,2687,85,20,96.24,3.04,0.72
484013021,13136,92,24,99.12,0.69,0.18
484013022,13452,414,76,96.49,2.97,0.55
484013023,34610,211,88,99.14,0.6,0.25
484013024,17228,792,80,95.18,4.38,0.44
484013025,22367,726,144,96.26,3.12,0.62
484013026,11713,514,48,95.42,4.19,0.39
484013027,21297,2638,245,88.08,10.91,1.01
484013028,119037,2513,1012,97.12,2.05,0.83
484013029,43510,660,108,98.27,1.49,0.24
484013030,84144,1324,616,97.75,1.54,0.72
484013031,12021,616,20,94.98,4.87,0.16
484013032,10367,447,86,95.11,4.1,0.79
484013033,3111,57,16,97.71,1.79,0.5
484013034,9652,274,90,96.37,2.74,0.9
484013035,11856,194,64,97.87,1.6,0.53
484013036,8624,168,0,98.09,1.91,0.0
484013037,19540,999,40,94.95,4.85,0.19
484013038,7104,706,20,90.73,9.02,0.26
484013039,14892,32,4,99.76,0.21,0.03
484013040,9824,312,0,96.92,3.08,0.0
484013041,42775,430,100,98.78,0.99,0.23
484013042,9591,593,24,93.96,5.81,0.24
484013043,7391,501,39,93.19,6.32,0.49
484013044,15305,792,63,94.71,4.9,0.39
484013045,7866,206,28,97.11,2.54,0.35
484013046,37208,628,261,97.67,1.65,0.69
484013047,5666,214,15,96.12,3.63,0.25
484013048,265676,1041,37,99.6,0.39,0.01
484013049,18109,798,0,95.78,4.22,0.0
484013050,127748,235,0,99.82,0.18,0.0
484013051,32050,317,0,99.02,0.98,0.0
484013052,14953,2901,110,83.24,16.15,0.61
484013053,31859,360,151,98.42,1.11,0.47
484013054,15425,468,0,97.06,2.94,0.0
484013055,34554,376,48,98.79,1.07,0.14
484013056,13399,343,0,97.5,2.5,0.0
484013057,17267,270,15,98.38,1.54,0.09
484013058,33723,795,8,97.67,2.3,0.02
484013059,16639,634,0,96.33,3.67,0.0
484013060,51800,167,15,99.65,0.32,0.03
484013061,25731,3391,75,88.13,11.61,0.26
484013062,76881,4359,247,94.35,5.35,0.3
484013063,9660,485,0,95.22,4.78,0.0
484013064,27571,557,68,97.78,1.98,0.24
484013065,10673,48,36,99.22,0.45,0.33
484013066,47285,710,126,98.26,1.48,0.26
484013067,14091,379,205,96.02,2.58,1.4
484013068,97391,210,270,99.51,0.21,0.28
484013069,8162,2172,116,78.11,20.78,1.11
484013070,9264,561,12,94.18,5.7,0.12
484013071,33131,1761,110,94.65,5.03,0.31
484013072,24515,455,40,98.02,1.82,0.16
484013073,12992,41,13,99.59,0.31,0.1
484013074,100971,2137,288,97.65,2.07,0.28
484013075,149282,2557,677,97.88,1.68,0.44
484013076,17507,1345,139,92.19,7.08,0.73
484013077,6327,637,0,90.85,9.15,0.0
484013078,21942,1909,188,91.28,7.94,0.78
484013079,32921,1069,0,96.85,3.15,0.0
484013080,19326,174,18,99.02,0.89,0.09
484013081,38422,805,170,97.53,2.04,0.43
484013082,38211,336,199,98.62,0.87,0.51
484014001,20869,95,0,99.55,0.45,0.0
484014002,20331,82,0,99.6,0.4,0.0
484014003,21526,104,60,99.24,0.48,0.28
484014004,6480,40,2,99.36,0.61,0.03
484014005,13977,190,4,98.63,1.34,0.03
484014006,56630,860,90,98.35,1.49,0.16
484014007,9478,71,3,99.23,0.74,0.03
484014008,88783,793,47,99.06,0.88,0.05
484014009,16921,142,75,98.73,0.83,0.44
484014010,7016,228,40,96.32,3.13,0.55
484014011,6240,208,0,96.77,3.23,0.0
484014012,5096,72,2,98.57,1.39,0.04
484014013,56943,665,84,98.7,1.15,0.15
484014014,7860,131,3,98.32,1.64,0.04
484014015,56914,816,112,98.4,1.41,0.19
484014016,38351,344,72,98.93,0.89,0.19
484014017,12480,556,0,95.73,4.27,0.0
484014018,64178,372,320,98.93,0.57,0.49
484014019,4073,2626,83,60.06,38.72,1.22
484014020,9267,411,75,95.02,4.21,0.77
484014021,20813,264,29,98.61,1.25,0.14
484014022,37107,522,316,97.79,1.38,0.83
484014023,97568,288,143,99.56,0.29,0.15
484014024,26824,179,78,99.05,0.66,0.29
484014025,19011,92,30,99.36,0.48,0.16
484014026,5794,60,0,98.98,1.02,0.0
484014027,13814,2278,21,85.73,14.14,0.13
484014028,2053,101,0,95.31,4.69,0.0
484014029,17400,290,85,97.89,1.63,0.48
484014030,47391,516,190,98.53,1.07,0.4
484014031,2941,792,20,78.36,21.1,0.53
484014032,5540,245,21,95.42,4.22,0.36
484014033,21652,71,28,99.54,0.33,0.13
484014034,1993,35,4,98.08,1.72,0.2
484014035,50203,831,136,98.11,1.62,0.27
484014036,17834,38,0,99.79,0.21,0.0
484014037,22357,60,5,99.71,0.27,0.02
484014038,2764,123,0,95.74,4.26,0.0
484014039,1483827,684,5970,99.55,0.05,0.4
484014040,9744,291,3,97.07,2.9,0.03
484014041,6760,44,2,99.32,0.65,0.03
484014042,8468,238,70,96.49,2.71,0.8
484014043,20910,1340,50,93.77,6.01,0.22
484014044,40417,623,92,98.26,1.51,0.22
484014045,17638,420,44,97.44,2.32,0.24
484014046,31283,510,24,98.32,1.6,0.08
484014047,24642,39,10,99.8,0.16,0.04
484014048,16628,680,52,95.78,3.92,0.3
484014049,8253,541,6,93.78,6.15,0.07
484014050,42648,270,30,99.3,0.63,0.07
484014051,13416,54,20,99.45,0.4,0.15
484014052,5782,44,0,99.24,0.76,0.0
484014053,150420,1686,16,98.88,1.11,0.01
484014054,5338,20,0,99.63,0.37,0.0
484014055,22536,53,45,99.57,0.23,0.2
484014056,1913,601,3,76.0,23.88,0.12
484014057,3730,15,0,99.6,0.4,0.0
484014058,12518,462,20,96.29,3.55,0.15
484014059,13090,373,33,96.99,2.76,0.24
484014060,6002,82,4,98.59,1.35,0.07
484014061,10712,7573,268,57.74,40.82,1.44
484014062,3424,144,6,95.8,4.03,0.17
484014063,92605,596,35,99.32,0.64,0.04
484014064,30236,870,82,96.95,2.79,0.26
484014065,11796,420,0,96.56,3.44,0.0
484014066,46724,1218,224,97.01,2.53,0.47
484014067,251690,850,1107,99.23,0.34,0.44
484014068,10173,1638,36,85.87,13.83,0.3
484014069,8529,411,0,95.4,4.6,0.0
484014070,135540,513,164,99.5,0.38,0.12
484014071,3105,54,5,98.14,1.71,0.16
484014072,6926,74,26,98.58,1.05,0.37
484014073,66152,104,204,99.54,0.16,0.31
484014074,13935,76,12,99.37,0.54,0.09
484014075,3618,110,8,96.84,2.94,0.21
484014076,2884,467,5,85.94,13.92,0.15
484014077,25509,180,60,99.07,0.7,0.23
484014078,32055,183,63,99.24,0.57,0.2
484014079,15231,62,65,99.17,0.4,0.42
484014080,6214,192,12,96.82,2.99,0.19
484014081,3667,42,1,98.84,1.13,0.03
484014082,32822,9,98,99.68,0.03,0.3
484014083,68303,316,0,99.54,0.46,0.0
484014084,13570,1080,5,92.6,7.37,0.03
484014085,36396,537,67,98.37,1.45,0.18
484014086,17616,343,145,97.3,1.89,0.8
484014087,14638,2636,18,84.65,15.24,0.1
484014088,16857,260,26,98.33,1.52,0.15
484014089,3326,174,11,94.73,4.96,0.31
484014090,6634,96,0,98.57,1.43,0.0
484014091,40582,590,140,98.23,1.43,0.34
484014092,10770,89,43,98.79,0.82,0.39
484014093,134417,1117,36,99.15,0.82,0.03
484014094,37193,2116,62,94.47,5.37,0.16
484014095,9441,64,16,99.16,0.67,0.17
484014096,21718,356,134,97.79,1.6,0.6
484014097,414132,441,2632,99.26,0.11,0.63
484014098,602084,1298,1844,99.48,0.21,0.3
484014099,8876,488,8,94.71,5.21,0.09
484014100,33529,2118,119,93.75,5.92,0.33
484014101,459970,2051,1052,99.33,0.44,0.23
484014102,6380,14,2,99.75,0.22,0.03
484014103,8422,27,21,99.43,0.32,0.25
484014104,5318,174,12,96.62,3.16,0.22
484014105,20859,89,29,99.44,0.42,0.14
484014106,4096,110,4,97.29,2.61,0.1
484014107,6396,69,43,98.28,1.06,0.66
484014108,35436,356,36,98.91,0.99,0.1
484014109,17861,328,76,97.79,1.8,0.42
484014110,12810,189,0,98.55,1.45,0.0
484014111,6112,18,12,99.51,0.29,0.2
