GEOLEV2,ELEC_YES_HH,ELEC_NO_HH,ELEC_UK_HH,ELEC_YES_PCT,ELEC_NO_PCT,ELEC_UK_PCT
484014112,6148,130,0,97.93,2.07,0.0
484014113,14794,213,59,98.19,1.41,0.39
484014114,16787,96,172,98.43,0.56,1.01
484014115,4833,756,35,85.94,13.44,0.62
484014116,17693,106,35,99.21,0.59,0.2
484014117,3268,49,0,98.52,1.48,0.0
484014118,21328,584,0,97.33,2.67,0.0
484014119,26949,293,15,98.87,1.07,0.06
484014120,1231645,3766,2788,99.47,0.3,0.23
484014121,28185,153,0,99.46,0.54,0.0
484014122,6576,584,8,91.74,8.15,0.11
484014123,17666,120,0,99.33,0.67,0.0
484014124,64572,32,56,99.86,0.05,0.09
484015001,57576,2469,27,95.84,4.11,0.04
484015002,131457,841,229,99.19,0.63,0.17
484015003,40803,2672,470,92.85,6.08,1.07
484015004,13874,438,32,96.72,3.05,0.22
484015005,141061,1439,1651,97.86,1.0,1.15
484015006,11529,38,57,99.18,0.33,0.49
484015007,20314,1063,232,94.01,4.92,1.07
484015008,24055,574,80,97.35,2.32,0.32
484015009,49571,119,121,99.52,0.24,0.24
484015010,25566,205,111,98.78,0.79,0.43
484015011,4279715,11907,22697,99.2,0.28,0.53
484015012,10971,9,27,99.67,0.08,0.25
484015013,487515,640,1724,99.52,0.13,0.35
484015014,91173,2576,401,96.84,2.74,0.43
484015015,27449,391,48,98.43,1.4,0.17
484015016,24923,383,24,98.39,1.51,0.09
484015017,9112,182,12,97.92,1.96,0.13
484015018,46655,294,56,99.26,0.63,0.12
484015019,31375,152,0,99.52,0.48,0.0
484015020,278184,174,357,99.81,0.06,0.13
484015021,35862,484,57,98.51,1.33,0.16
484015022,12998,86,28,99.13,0.66,0.21
484015023,37670,210,40,99.34,0.55,0.11
484015024,1250763,1591,2234,99.7,0.13,0.18
484015025,660361,1871,1644,99.47,0.28,0.25
484015026,26847,733,75,97.08,2.65,0.27
484015027,10916,33,81,98.97,0.3,0.73
484015028,25549,163,189,98.64,0.63,0.73
484015029,174301,189,351,99.69,0.11,0.2
484015030,24021,30,28,99.76,0.12,0.12
484015031,28957,4144,205,86.94,12.44,0.62
484015032,8496,50,0,99.41,0.59,0.0
484015033,94379,4873,322,94.78,4.89,0.32
484015034,38673,216,85,99.23,0.55,0.22
484015035,239785,665,2183,98.83,0.27,0.9
484015036,9363,49,18,99.29,0.52,0.19
484015037,464191,1548,2290,99.18,0.33,0.49
484015038,33921,257,28,99.17,0.75,0.08
484015039,6402,214,114,95.13,3.18,1.69
484015040,137980,3085,540,97.44,2.18,0.38
484015041,26595,347,89,98.39,1.28,0.33
484015042,34894,250,31,99.2,0.71,0.09
484015043,79157,3575,220,95.43,4.31,0.27
484015044,17301,128,88,98.77,0.73,0.5
484015045,66836,1549,297,97.31,2.26,0.43
484015046,59440,995,162,98.09,1.64,0.27
484015047,12592,55,16,99.44,0.43,0.13
484015048,23462,129,75,99.14,0.55,0.32
484015049,133036,934,779,98.73,0.69,0.58
484015050,26447,83,30,99.57,0.31,0.11
484015051,49574,128,272,99.2,0.26,0.54
484015052,212251,1339,1011,98.9,0.62,0.47
484015053,9138,84,64,98.41,0.9,0.69
484015054,26058,1825,333,92.35,6.47,1.18
484015055,822856,1512,5448,99.16,0.18,0.66
484015056,34115,764,215,97.21,2.18,0.61
484015057,359139,4282,1886,98.31,1.17,0.52
484015058,8488,22,5,99.68,0.26,0.06
484015059,60763,414,30,99.27,0.68,0.05
484015060,30157,447,64,98.33,1.46,0.21
484015061,31476,1101,170,96.12,3.36,0.52
484015062,33184,408,0,98.79,1.21,0.0
484015063,4742,107,2,97.75,2.21,0.04
484015064,78638,453,928,98.27,0.57,1.16
484015065,27629,178,15,99.31,0.64,0.05
484015066,4052,19,40,98.56,0.46,0.97
484015067,251174,2172,480,98.96,0.86,0.19
484015068,12097,255,82,97.29,2.05,0.66
484015069,10843,1380,0,88.71,11.29,0.0
484015070,20845,1013,96,94.95,4.61,0.44
484015071,196732,11519,2367,93.41,5.47,1.12
484015072,24514,94,73,99.32,0.38,0.3
484015073,70397,486,667,98.39,0.68,0.93
484015074,6076,218,16,96.29,3.45,0.25
484015075,9849,108,39,98.53,1.08,0.39
484015076,11021,589,93,94.17,5.03,0.79
484015077,23032,1682,45,93.02,6.79,0.18
484015078,361641,2088,811,99.2,0.57,0.22
484015079,90260,7738,332,91.79,7.87,0.34
484015080,9833,685,73,92.84,6.47,0.69
484015081,32951,1233,224,95.77,3.58,0.65
484015082,61301,960,169,98.19,1.54,0.27
484015083,30980,1119,317,95.57,3.45,0.98
484015084,88185,1380,1434,96.91,1.52,1.58
484015085,88167,1189,285,98.36,1.33,0.32
484015086,10751,145,39,98.32,1.33,0.36
484015087,75701,476,137,99.2,0.62,0.18
484015088,62595,82,176,99.59,0.13,0.28
484015089,51839,362,198,98.93,0.69,0.38
484015090,26607,141,277,98.45,0.52,1.02
484015091,17835,68,0,99.62,0.38,0.0
484015092,34606,221,161,98.91,0.63,0.46
484015093,15427,739,105,94.81,4.54,0.65
484015094,4999,64,30,98.15,1.26,0.59
484015095,35832,259,174,98.81,0.71,0.48
484015096,68943,383,82,99.33,0.55,0.12
484015097,13842,339,43,97.31,2.38,0.3
484015098,45352,51,33,99.82,0.11,0.07
484015099,33850,514,24,98.44,1.49,0.07
484015100,811864,6371,1353,99.06,0.78,0.17
484015101,12255,40,20,99.51,0.32,0.16
484015102,91286,304,694,98.92,0.33,0.75
484015103,57516,2988,330,94.55,4.91,0.54
484015104,44058,4243,636,90.03,8.67,1.3
484015105,40830,1798,355,94.99,4.18,0.83
484015106,59849,1189,418,97.39,1.93,0.68
484015107,90728,2924,1278,95.57,3.08,1.35
484015108,45905,0,104,99.77,0.0,0.23
484015109,4020,9,12,99.48,0.22,0.3
484015110,14242,1660,0,89.56,10.44,0.0
484015111,164214,2594,417,98.2,1.55,0.25
484015112,15987,375,297,95.97,2.25,1.78
484015113,157611,554,118,99.58,0.35,0.07
484016001,9476,329,0,96.64,3.36,0.0
484016002,14185,1340,150,90.49,8.55,0.96
484016003,20069,190,64,98.75,0.93,0.31
484016004,108452,515,116,99.42,0.47,0.11
484016005,11872,221,10,98.09,1.83,0.08
484016006,122296,743,394,99.08,0.6,0.32
484016007,2983,109,16,95.98,3.51,0.51
484016008,16586,5998,152,72.95,26.38,0.67
484016009,34401,1187,136,96.3,3.32,0.38
484016010,17242,5310,126,76.03,23.41,0.56
484016011,11728,14,12,99.78,0.12,0.1
484016012,42433,472,140,98.58,1.1,0.33
484016013,7887,999,36,88.4,11.2,0.4
484016014,13405,194,112,97.77,1.41,0.82
484016015,15561,2533,136,85.36,13.89,0.75
484016016,21216,239,60,98.61,1.11,0.28
484016017,49075,755,278,97.94,1.51,0.55
484016018,9375,26,27,99.44,0.28,0.29
484016019,18412,740,84,95.72,3.85,0.44
484016020,26646,508,330,96.95,1.85,1.2
484016021,10979,180,57,97.89,1.6,0.51
484016022,19550,609,151,96.26,3.0,0.74
484016023,9309,33,40,99.22,0.35,0.43
484016024,17370,312,172,97.29,1.75,0.96
484016025,35309,1138,189,96.38,3.11,0.52
484016026,5106,962,16,83.93,15.81,0.26
484016027,4599,8,0,99.83,0.17,0.0
484016028,4566,10,16,99.43,0.22,0.35
484016029,13924,712,85,94.59,4.84,0.58
484016030,12735,85,75,98.76,0.66,0.58
484016031,14455,191,28,98.51,1.3,0.19
484016032,19326,530,0,97.33,2.67,0.0
484016033,115117,1980,727,97.7,1.68,0.62
484016034,31183,1105,259,95.81,3.4,0.8
484016035,12070,75,17,99.24,0.62,0.14
484016036,7442,78,4,98.91,1.04,0.05
484016037,40324,1723,0,95.9,4.1,0.0
484016038,7768,26,104,98.35,0.33,1.32
484016039,15335,194,46,98.46,1.25,0.3
484016040,13279,219,242,96.64,1.59,1.76
484016041,13492,32,50,99.4,0.24,0.37
484016042,61546,519,348,98.61,0.83,0.56
484016043,12542,144,0,98.86,1.14,0.0
484016044,48141,390,36,99.12,0.8,0.07
484016045,13489,185,81,98.07,1.34,0.59
484016046,20831,344,28,98.25,1.62,0.13
484016047,6860,76,14,98.71,1.09,0.2
484016048,13430,4579,206,73.73,25.14,1.13
484016049,76958,2622,1165,95.31,3.25,1.44
484016050,176567,295,1805,98.82,0.17,1.01
484016051,718068,3910,1590,99.24,0.54,0.22
484016052,7701,9,18,99.65,0.12,0.23
484016053,45008,1097,330,96.93,2.36,0.71
484016054,26633,626,225,96.9,2.28,0.82
484016055,7077,2032,30,77.44,22.23,0.33
484016056,19547,144,20,99.17,0.73,0.1
484016057,9081,57,3,99.34,0.62,0.03
484016058,9830,44,18,99.37,0.44,0.18
484016059,22645,616,224,96.42,2.62,0.95
484016060,18639,343,0,98.19,1.81,0.0
484016061,15511,126,40,98.94,0.8,0.26
484016062,24901,244,224,98.16,0.96,0.88
484016063,33282,813,178,97.11,2.37,0.52
484016064,84950,619,473,98.73,0.72,0.55
484016065,16513,324,0,98.08,1.92,0.0
484016066,24901,422,3,98.32,1.67,0.01
484016067,99013,425,136,99.44,0.43,0.14
484016068,15305,5,7,99.92,0.03,0.05
484016069,13688,280,4,97.97,2.0,0.03
484016070,23894,65,248,98.71,0.27,1.02
484016071,9849,138,33,98.29,1.38,0.33
484016072,60527,1624,275,96.96,2.6,0.44
484016073,70559,751,655,98.05,1.04,0.91
484016074,18108,632,102,96.1,3.35,0.54
484016075,11221,339,29,96.82,2.93,0.25
484016076,44274,1168,207,96.99,2.56,0.45
484016077,18473,664,47,96.29,3.46,0.24
484016078,7274,326,44,95.16,4.26,0.58
484016079,69105,651,375,98.54,0.93,0.53
484016080,29961,567,24,98.07,1.86,0.08
484016081,26718,300,0,98.89,1.11,0.0
484016082,32402,335,120,98.62,1.02,0.37
484016083,14714,96,6,99.31,0.65,0.04
484016084,12843,30,0,99.77,0.23,0.0
484016085,77010,188,108,99.62,0.24,0.14
484016086,23994,121,159,98.85,0.5,0.66
484016087,13286,80,76,98.84,0.6,0.57
484016088,12793,68,47,99.11,0.53,0.36
484016089,12052,1792,28,86.88,12.92,0.2
484016090,28277,335,133,98.37,1.17,0.46
484016091,7278,12,6,99.75,0.16,0.08
484016092,11964,210,57,97.82,1.72,0.47
484016093,6479,1502,25,80.93,18.76,0.31
484016094,30426,2366,298,91.95,7.15,0.9
484016095,25601,520,56,97.8,1.99,0.21
484016096,13875,1815,45,88.18,11.53,0.29
484016097,14351,299,91,97.35,2.03,0.62
484016098,7610,2135,78,77.47,21.73,0.79
484016099,307012,4171,1552,98.17,1.33,0.5
484016100,22995,190,110,98.71,0.82,0.47
484016101,17328,100,105,98.83,0.57,0.6
484016102,18482,178,127,98.38,0.95,0.68
484016103,29757,84,154,99.21,0.28,0.51
484016104,73109,420,295,99.03,0.57,0.4
484016105,182605,1068,179,99.32,0.58,0.1
484016106,3173,28,11,98.79,0.87,0.34
484016107,46206,900,322,97.42,1.9,0.68
484016108,15060,172,28,98.69,1.13,0.18
484016109,149784,3819,1032,96.86,2.47,0.67
484017001,17609,111,15,99.29,0.63,0.08
484017002,18470,754,30,95.93,3.92,0.16
484017003,33179,222,0,99.34,0.66,0.0
484017004,74423,2034,1449,95.53,2.61,1.86
484017005,9335,54,15,99.27,0.57,0.16
484017006,172287,1201,184,99.2,0.69,0.11
484017007,361064,2321,1108,99.06,0.64,0.3
484017008,83223,378,0,99.55,0.45,0.0
484017009,17410,97,112,98.81,0.55,0.64
484017010,15534,276,130,97.45,1.73,0.82
484017011,195082,185,179,99.81,0.09,0.09
484017012,52504,1623,221,96.61,2.99,0.41
484017013,14996,34,0,99.77,0.23,0.0
484017014,9112,53,47,98.91,0.58,0.51
484017015,22961,708,78,96.69,2.98,0.33
484017016,16431,308,45,97.9,1.84,0.27
484017017,61465,889,104,98.41,1.42,0.17
484017018,107663,667,217,99.19,0.61,0.2
484017019,24782,325,80,98.39,1.29,0.32
484017020,39520,1155,66,97.0,2.83,0.16
484017021,7826,79,0,99.0,1.0,0.0
484017022,18948,342,24,98.11,1.77,0.12
484017023,6076,34,24,99.05,0.55,0.39
484017024,48030,299,315,98.74,0.61,0.65
484017025,31543,419,84,98.43,1.31,0.26
484017026,16902,151,35,98.91,0.88,0.2
484017027,10423,173,36,98.03,1.63,0.34
484017028,60223,379,248,98.97,0.62,0.41
484017029,95009,924,646,98.37,0.96,0.67
484017030,45057,811,76,98.07,1.77,0.17
484017031,32820,124,72,99.41,0.38,0.22
484017032,25392,280,64,98.66,1.09,0.25
484018001,34647,745,223,97.28,2.09,0.63
484018002,15006,59,128,98.77,0.39,0.84
484018003,10999,110,0,99.01,0.99,0.0
484018004,193784,1080,216,99.34,0.55,0.11
484018005,8013,4657,12,63.18,36.72,0.09
484018006,25814,478,35,98.05,1.82,0.13
484018007,16628,1566,0,91.39,8.61,0.0
484018008,47606,125,50,99.63,0.26,0.1
484018009,12958,20799,322,38.02,61.03,0.94
484018010,34262,736,0,97.9,2.1,0.0
484018011,20000,2628,30,88.27,11.6,0.13
484018012,40686,412,0,99.0,1.0,0.0
484018013,7847,58,0,99.27,0.73,0.0
484018014,20801,1272,0,94.24,5.76,0.0
484018015,91852,1118,0,98.8,1.2,0.0
484018016,38635,140,107,99.36,0.36,0.28
484018017,375828,1384,20,99.63,0.37,0.01
484018018,29175,209,88,98.99,0.71,0.3
484018019,7730,4586,0,62.76,37.24,0.0
484019001,2627,52,17,97.44,1.93,0.63
484019002,3920,34,28,98.44,0.85,0.7
484019003,1322,19,0,98.58,1.42,0.0
484019004,32446,112,40,99.53,0.34,0.12
484019005,17706,873,10,95.25,4.7,0.05
484019006,518830,185,4434,99.12,0.04,0.85
484019007,13710,1298,36,91.13,8.63,0.24
484019008,3713,41,3,98.83,1.09,0.08
484019009,84839,684,441,98.69,0.8,0.51
484019010,14963,12,141,98.99,0.08,0.93
484019011,6638,196,11,96.98,2.86,0.16
484019012,23629,44,40,99.65,0.19,0.17
484019013,11690,208,12,98.15,1.75,0.1
484019014,34160,927,323,96.47,2.62,0.91
484019015,1676,25,8,98.07,1.46,0.47
484019016,3247,84,1,97.45,2.52,0.03
484019017,39010,1301,344,95.95,3.2,0.85
484019018,140618,542,3053,97.51,0.38,2.12
484019019,119832,0,2528,97.93,0.0,2.07
484019020,4684,236,9,95.03,4.79,0.18
484019021,355170,1169,1501,99.25,0.33,0.42
484019022,14512,244,4,98.32,1.65,0.03
484019023,1218,30,10,96.82,2.38,0.79
484019024,4388,599,78,86.63,11.83,1.54
484019025,55389,80,260,99.39,0.14,0.47
484019026,667951,216,8062,98.78,0.03,1.19
484019027,1964,24,23,97.66,1.19,1.14
484019028,1554,25,0,98.42,1.58,0.0
484019029,5758,28,10,99.34,0.48,0.17
484019030,3198,355,5,89.88,9.98,0.14
484019031,252249,152,2561,98.94,0.06,1.0
484019032,5808,36,0,99.38,0.62,0.0
484019033,76659,1758,390,97.27,2.23,0.49
484019034,5406,4,14,99.67,0.07,0.26
484019035,852,3,2,99.42,0.35,0.23
484019036,6388,258,56,95.31,3.85,0.84
484019037,5798,90,8,98.34,1.53,0.14
484019038,59401,303,32,99.44,0.51,0.05
484019039,1110878,528,18167,98.34,0.05,1.61
484019040,1001,27,0,97.37,2.63,0.0
484019041,19996,70,355,97.92,0.34,1.74
484019042,5733,81,21,98.25,1.39,0.36
484019043,2532,90,0,96.57,3.43,0.0
484019044,33416,80,80,99.52,0.24,0.24
484019045,29971,1356,1484,91.34,4.13,4.52
484019046,439443,60,3459,99.21,0.01,0.78
484019047,16375,48,1230,92.76,0.27,6.97
484019048,268198,479,248,99.73,0.18,0.09
484019049,39352,76,30,99.73,0.19,0.08
484019050,1868,46,0,97.6,2.4,0.0
484019051,4342,21,5,99.4,0.48,0.11
484020001,1053,31,0,97.14,2.86,0.0
484020002,43553,1485,115,96.46,3.29,0.25
484020003,2337,158,0,93.67,6.33,0.0
484020004,990,19,0,98.12,1.88,0.0
484020005,13770,323,10,97.64,2.29,0.07
484020006,16492,1062,0,93.95,6.05,0.0
484020007,2401,30,4,98.6,1.23,0.16
484020008,787,53,2,93.47,6.29,0.24
484020009,6785,292,10,95.74,4.12,0.14
484020010,14133,169,50,98.47,1.18,0.35
484020011,1143,8,0,99.3,0.7,0.0
484020012,7560,1703,8,81.54,18.37,0.09
484020013,2756,6,16,99.21,0.22,0.58
484020014,25036,375,0,98.52,1.48,0.0
484020015,4475,146,64,95.52,3.12,1.37
484020016,7577,776,132,89.3,9.15,1.56
484020017,3180,109,13,96.31,3.3,0.39
484020018,763,55,1,93.16,6.72,0.12
484020019,2981,67,0,97.8,2.2,0.0
484020020,3320,483,47,86.23,12.55,1.22
484020021,14439,124,70,98.67,0.85,0.48
484020022,781,68,7,91.24,7.94,0.82
484020023,16744,1393,90,91.86,7.64,0.49
484020024,3501,299,2,92.08,7.86,0.05
484020025,11312,544,160,94.14,4.53,1.33
484020026,7433,224,0,97.07,2.93,0.0
484020027,2378,71,4,96.94,2.89,0.16
484020028,18971,335,166,97.43,1.72,0.85
484020029,3242,1006,10,76.14,23.63,0.23
484020030,8403,277,6,96.74,3.19,0.07
484020031,6439,938,30,86.93,12.66,0.41
484020032,1025,8,0,99.23,0.77,0.0
484020033,2311,86,5,96.21,3.58,0.21
484020034,1389,23,5,98.02,1.62,0.35
484020035,522,0,2,99.62,0.0,0.38
484020036,4986,258,12,94.86,4.91,0.23
484020037,3702,480,147,85.52,11.09,3.4
484020038,1785,262,1,87.16,12.79,0.05
484020039,68424,752,90,98.78,1.09,0.13
484020040,5405,523,46,90.48,8.75,0.77
484020041,27502,1068,364,95.05,3.69,1.26
484020042,8887,187,11,97.82,2.06,0.12
484020043,90176,772,845,98.24,0.84,0.92
484020044,38996,446,36,98.78,1.13,0.09
484020045,6834,25,12,99.46,0.36,0.17
484020046,3167,129,11,95.77,3.9,0.33
484020047,90,0,0,100.0,0.0,0.0
484020048,1259,26,19,96.55,1.99,1.46
484020049,1126,9,0,99.21,0.79,0.0
484020050,3431,299,42,90.96,7.93,1.11
484020051,4193,102,46,96.59,2.35,1.06
484020052,6554,165,0,97.54,2.46,0.0
484020053,1201,10,10,98.36,0.82,0.82
484020054,402,3,0,99.26,0.74,0.0
484020055,3465,21,5,99.26,0.6,0.14
484020056,1421,14,11,98.27,0.97,0.76
484020057,37568,627,170,97.92,1.63,0.44
484020058,12498,807,126,93.05,6.01,0.94
484020059,37728,2038,157,94.5,5.1,0.39
484020060,2496,226,48,90.11,8.16,1.73
484020061,2423,129,0,94.95,5.05,0.0
484020062,586,0,0,100.0,0.0,0.0
484020063,3733,87,11,97.44,2.27,0.29
484020064,6719,432,10,93.83,6.03,0.14
484020065,1141,17,13,97.44,1.45,1.11
484020066,4911,363,4,93.05,6.88,0.08
484020067,255896,3356,2227,97.86,1.28,0.85
484020068,19900,1331,176,92.96,6.22,0.82
484020069,2349,64,31,96.11,2.62,1.27
484020070,6537,510,100,91.46,7.14,1.4
484020071,2557,469,32,83.62,15.34,1.05
484020072,6445,122,28,97.73,1.85,0.42
484020073,29947,1307,80,95.57,4.17,0.26
484020074,484,12,8,96.03,2.38,1.59
484020075,2606,41,3,98.34,1.55,0.11
484020076,3183,145,0,95.64,4.36,0.0
484020077,3481,76,8,97.64,2.13,0.22
484020078,1091,1,0,99.91,0.09,0.0
484020079,80956,1327,18,98.37,1.61,0.02
484020080,1267,30,2,97.54,2.31,0.15
484020081,1785,83,5,95.3,4.43,0.27
484020082,3705,207,34,93.89,5.25,0.86
484020083,8122,430,62,94.29,4.99,0.72
484020084,3846,18,0,99.53,0.47,0.0
484020085,17125,5002,334,76.24,22.27,1.49
484020086,813,60,0,93.13,6.87,0.0
484020087,3968,68,5,98.19,1.68,0.12
484020088,2425,358,6,86.95,12.84,0.22
484020089,2120,28,0,98.7,1.3,0.0
484020090,6706,202,26,96.71,2.91,0.37
484020091,5821,72,46,98.01,1.21,0.77
484020092,1394,34,9,97.01,2.37,0.63
484020093,461,17,0,96.44,3.56,0.0
484020094,1797,79,21,94.73,4.16,1.11
484020095,3619,326,36,90.91,8.19,0.9
484020096,766,0,6,99.22,0.0,0.78
484020097,1686,11,16,98.42,0.64,0.93
484020098,3941,407,26,90.1,9.3,0.59
484020099,462,12,0,97.47,2.53,0.0
484020100,487,10,0,97.99,2.01,0.0
484020101,716,7,3,98.62,0.96,0.41
484020102,3862,537,0,87.79,12.21,0.0
484020103,5503,51,7,98.96,0.92,0.13
484020104,2237,264,7,89.19,10.53,0.28
484020105,7675,300,146,94.51,3.69,1.8
484020106,286,2,0,99.31,0.69,0.0
484020107,19703,466,0,97.69,2.31,0.0
484020108,3761,505,20,87.75,11.78,0.47
484020109,10787,172,93,97.6,1.56,0.84
484020110,1302,301,0,81.22,18.78,0.0
484020111,4220,139,29,96.17,3.17,0.66
484020112,2330,79,5,96.52,3.27,0.21
484020113,2785,26,18,98.44,0.92,0.64
484020114,673,3,1,99.41,0.44,0.15
484020115,6737,201,29,96.7,2.89,0.42
484020116,3853,179,20,95.09,4.42,0.49
484020117,2049,335,38,84.6,13.83,1.57
484020118,2410,44,10,97.81,1.79,0.41
484020119,391,8,0,97.99,2.01,0.0
484020120,363,1,1,99.45,0.27,0.27
484020121,630,20,5,96.18,3.05,0.76
484020122,656,12,4,97.62,1.79,0.6
484020123,2622,71,10,97.0,2.63,0.37
484020124,16503,729,20,95.66,4.23,0.12
484020125,9977,869,39,91.66,7.98,0.36
484020126,4684,310,21,93.4,6.18,0.42
484020127,957,314,0,75.3,24.7,0.0
484020128,1216,5,9,98.86,0.41,0.73
484020129,323,11,0,96.71,3.29,0.0
484020130,5621,505,59,90.88,8.16,0.95
484020131,10299,1201,30,89.32,10.42,0.26
484020132,1212,26,1,97.82,2.1,0.08
484020133,2803,1151,17,70.59,28.99,0.43
484020134,23502,1055,146,95.14,4.27,0.59
484020135,6560,226,0,96.67,3.33,0.0
484020136,9597,438,54,95.12,4.34,0.54
484020137,2685,713,16,78.65,20.88,0.47
484020138,452,3,1,99.12,0.66,0.22
484020139,1922,189,25,89.98,8.85,1.17
484020140,810,15,0,98.18,1.82,0.0
484020141,7739,512,63,93.08,6.16,0.76
484020142,1137,9,8,98.53,0.78,0.69
484020143,8094,824,24,90.52,9.21,0.27
484020144,1044,61,5,94.05,5.5,0.45
484020145,3138,269,0,92.1,7.9,0.0
484020146,2489,166,11,93.36,6.23,0.41
484020147,349,23,1,93.57,6.17,0.27
484020148,1818,114,13,93.47,5.86,0.67
484020149,1325,157,11,88.75,10.52,0.74
484020150,10509,183,15,98.15,1.71,0.14
484020151,371,21,0,94.64,5.36,0.0
484020152,2088,58,0,97.3,2.7,0.0
484020153,4456,238,24,94.45,5.04,0.51
484020154,2335,53,5,97.58,2.21,0.21
484020155,808,123,9,85.96,13.09,0.96
484020156,3410,17,10,99.21,0.49,0.29
484020157,15652,64,36,99.37,0.41,0.23
484020158,2094,107,2,95.05,4.86,0.09
484020159,4782,628,9,88.25,11.59,0.17
484020160,1330,35,1,97.36,2.56,0.07
484020161,2386,159,14,93.24,6.21,0.55
484020162,1551,291,6,83.93,15.75,0.32
484020163,1497,87,6,94.15,5.47,0.38
484020164,3113,69,9,97.56,2.16,0.28
484020165,1457,46,0,96.94,3.06,0.0
484020166,10635,261,51,97.15,2.38,0.47
484020167,1987,92,0,95.57,4.43,0.0
484020168,915,58,4,93.65,5.94,0.41
484020169,3224,339,118,87.58,9.21,3.21
484020170,3312,497,32,86.23,12.94,0.83
484020171,12825,5547,106,69.41,30.02,0.57
484020172,416,14,0,96.74,3.26,0.0
484020173,3645,13,83,97.43,0.35,2.22
484020174,1679,45,0,97.39,2.61,0.0
484020175,2220,489,24,81.23,17.89,0.88
484020176,9509,285,39,96.7,2.9,0.4
484020177,5483,101,32,97.63,1.8,0.57
484020178,1417,36,3,97.32,2.47,0.21
484020179,2279,41,5,98.02,1.76,0.22
484020180,394,23,0,94.48,5.52,0.0
484020181,2135,103,32,94.05,4.54,1.41
484020182,1413,27,1,98.06,1.87,0.07
484020183,150964,4705,181,96.86,3.02,0.12
484020184,8321,325,32,95.89,3.75,0.37
484020185,582,9,0,98.48,1.52,0.0
484020186,2237,294,4,88.24,11.6,0.16
484020187,8324,1030,17,88.83,10.99,0.18
484020188,1501,992,15,59.85,39.55,0.6
484020189,21607,574,230,96.41,2.56,1.03
484020190,313,1,6,97.81,0.31,1.88
484020191,1437,3,0,99.79,0.21,0.0
484020192,2469,74,0,97.09,2.91,0.0
484020193,1193,17,10,97.79,1.39,0.82
484020194,1170,67,10,93.83,5.37,0.8
484020195,399,3,0,99.25,0.75,0.0
484020196,2901,108,2,96.35,3.59,0.07
484020197,26375,1435,312,93.79,5.1,1.11
484020198,646,64,0,90.99,9.01,0.0
484020199,3697,162,51,94.55,4.14,1.3
484020200,1761,37,34,96.12,2.02,1.86
484020201,4189,178,109,93.59,3.98,2.44
484020202,3183,63,39,96.89,1.92,1.19
484020203,682,31,0,95.65,4.35,0.0
484020204,16587,1053,0,94.03,5.97,0.0
484020205,2314,40,3,98.18,1.7,0.13
484020206,15955,873,104,94.23,5.16,0.61
484020207,7156,362,93,94.02,4.76,1.22
484020208,668,40,0,94.35,5.65,0.0
484020209,7225,373,78,94.12,4.86,1.02
484020210,2859,296,11,90.3,9.35,0.35
484020211,841,1912,54,29.96,68.12,1.92
484020212,3396,162,47,94.2,4.49,1.3
484020213,2158,113,1,94.98,4.97,0.04
484020214,760,2,0,99.74,0.26,0.0
484020215,1310,16,5,98.42,1.2,0.38
484020216,2443,957,45,70.91,27.78,1.31
484020217,597,6,4,98.35,0.99,0.66
484020218,2474,47,31,96.94,1.84,1.21
484020219,2662,107,1,96.1,3.86,0.04
484020220,1247,54,0,95.85,4.15,0.0
484020221,1494,18,18,97.65,1.18,1.18
484020222,443,1,5,98.66,0.22,1.11
484020223,673,6,0,99.12,0.88,0.0
484020224,5227,694,30,87.83,11.66,0.5
484020225,2539,155,6,94.04,5.74,0.22
484020226,12465,144,8,98.8,1.14,0.06
484020227,763,8,0,98.96,1.04,0.0
484020228,6692,342,14,94.95,4.85,0.2
484020229,976,26,0,97.41,2.59,0.0
484020230,2514,486,24,83.13,16.07,0.79
484020231,19062,2298,60,88.99,10.73,0.28
484020232,1720,19,6,98.57,1.09,0.34
484020233,6831,699,24,90.43,9.25,0.32
484020234,3333,271,11,92.2,7.5,0.3
484020235,1133,367,22,74.44,24.11,1.45
484020236,1463,51,11,95.93,3.34,0.72
484020237,788,27,1,96.57,3.31,0.12
484020238,1010,58,4,94.22,5.41,0.37
484020239,2341,115,0,95.32,4.68,0.0
484020240,1081,3,0,99.72,0.28,0.0
484020241,10860,922,300,89.89,7.63,2.48
484020242,1698,33,8,97.64,1.9,0.46
484020243,3614,51,4,98.5,1.39,0.11
484020244,1250,18,5,98.19,1.41,0.39
484020245,613,7,0,98.87,1.13,0.0
484020246,1453,14,0,99.05,0.95,0.0
484020247,11022,3684,26,74.82,25.01,0.18
484020248,3323,152,0,95.63,4.37,0.0
484020249,1144,34,1,97.03,2.88,0.08
484020250,1147,33,0,97.2,2.8,0.0
484020251,1958,150,8,92.53,7.09,0.38
484020252,1579,620,15,71.32,28.0,0.68
484020253,2514,740,25,76.67,22.57,0.76
484020254,2039,41,6,97.75,1.97,0.29
484020255,225,4,0,98.25,1.75,0.0
484020256,1042,38,5,96.04,3.5,0.46
484020257,677,66,1,90.99,8.87,0.13
484020258,2339,67,39,95.66,2.74,1.6
484020259,2440,37,0,98.51,1.49,0.0
484020260,8074,416,39,94.67,4.88,0.46
484020261,1031,2,10,98.85,0.19,0.96
484020262,2456,1016,0,70.74,29.26,0.0
484020263,1931,247,39,87.1,11.14,1.76
484020264,6286,174,0,97.31,2.69,0.0
