GEOLEV2,ABOVE_POVERTY_POP,BELOW_POVERTY_POP,ABOVE_POVERTY_PCT,BELOW_POVERTY_PCT
484013029,8217,10114,44.83,55.17
484013030,17748,26480,40.13,59.87
484013031,1612,3092,34.27,65.73
484013032,700,2510,21.81,78.19
484013033,195,653,23.0,77.0
484013034,524,2158,19.54,80.46
484013035,2391,2771,46.32,53.68
484013036,853,2419,26.07,73.93
484013037,2766,5303,34.28,65.72
484013038,2016,1811,52.68,47.32
484013039,3153,3030,50.99,49.01
484013040,654,2812,18.87,81.13
484013041,10459,10258,50.49,49.51
484013042,1388,2303,37.6,62.4
484013043,429,1148,27.2,72.8
484013044,2443,4025,37.77,62.23
484013045,1939,1839,51.32,48.68
484013046,2419,9444,20.39,79.61
484013047,605,803,42.97,57.03
484013048,92417,54766,62.79,37.21
484013049,1457,3969,26.85,73.15
484013050,66739,31038,68.26,31.74
484013051,9848,7685,56.17,43.83
484013052,1753,4930,26.23,73.77
484013053,7155,8689,45.16,54.84
484013054,2844,4890,36.77,63.23
484013055,9813,7255,57.49,42.51
484013056,2392,2724,46.76,53.24
484013057,2433,4108,37.2,62.8
484013058,6830,7920,46.31,53.69
484013059,2024,4401,31.5,68.5
484013060,14090,9047,60.9,39.1
484013061,1418,6752,17.36,82.64
484013062,27095,13388,66.93,33.07
484013063,1862,2009,48.1,51.9
484013064,6562,6065,51.97,48.03
484013065,3127,2868,52.16,47.84
484013066,11295,11766,48.98,51.02
484013067,774,3294,19.03,80.97
484013068,41296,29494,58.34,41.66
484013069,411,2444,14.4,85.6
484013070,2753,1589,63.4,36.6
484013071,2492,8735,22.2,77.8
484013072,6797,4763,58.8,41.2
484013073,4355,4449,49.47,50.53
484013074,30381,17289,63.73,36.27
484013075,41223,34208,54.65,45.35
484013076,604,4628,11.54,88.46
484013077,811,1466,35.62,64.38
484013078,1094,5562,16.44,83.56
484013079,7263,9605,43.06,56.94
484013080,4867,5026,49.2,50.8
484013081,14918,9746,60.48,39.52
484013082,8030,6078,56.92,43.08
484014001,6964,3307,67.8,32.2
484014002,7381,2342,75.91,24.09
484014003,7656,2905,72.49,27.51
484014004,1485,667,69.01,30.99
484014005,4689,1739,72.95,27.05
484014006,16471,7922,67.52,32.48
484014007,2356,920,71.92,28.08
484014008,27877,14148,66.33,33.67
484014009,6145,1912,76.27,23.73
484014010,1823,976,65.13,34.87
484014011,745,778,48.92,51.08
484014012,1120,598,65.19,34.81
484014013,19442,6891,73.83,26.17
484014014,2077,1370,60.26,39.74
484014015,19342,10278,65.3,34.7
484014016,9599,6898,58.19,41.81
484014017,2623,1834,58.85,41.15
484014018,18028,9078,66.51,33.49
484014019,837,511,62.09,37.91
484014020,2556,1789,58.83,41.17
484014021,5412,2566,67.84,32.16
484014022,12163,5792,67.74,32.26
484014023,39326,14287,73.35,26.65
484014024,8137,3812,68.1,31.9
484014025,4433,3851,53.51,46.49
484014026,1787,840,68.02,31.98
484014027,2454,2741,47.24,52.76
484014028,491,354,58.11,41.89
484014029,3558,2714,56.73,43.27
484014030,15381,8661,63.98,36.02
484014031,404,498,44.79,55.21
484014032,1150,786,59.4,40.6
484014033,4922,2807,63.68,36.32
484014034,445,316,58.48,41.52
484014035,14419,7327,66.31,33.69
484014036,5853,2350,71.35,28.65
484014037,7353,3425,68.22,31.78
484014038,862,636,57.54,42.46
484014039,482384,157764,75.36,24.64
484014040,1351,1272,51.51,48.49
484014041,935,1129,45.3,54.7
484014042,1584,1497,51.41,48.59
484014043,6571,2481,72.59,27.41
484014044,21153,7058,74.98,25.02
484014045,4710,3030,60.85,39.15
484014046,7908,5118,60.71,39.29
484014047,6083,3289,64.91,35.09
484014048,4890,2944,62.42,37.58
484014049,1620,1300,55.48,44.52
484014050,15791,4623,77.35,22.65
484014051,9594,2883,76.89,23.11
484014052,1084,748,59.17,40.83
484014053,48753,22150,68.76,31.24
484014054,1416,854,62.38,37.62
484014055,5722,2876,66.55,33.45
484014056,237,423,35.91,64.09
484014057,1096,598,64.7,35.3
484014058,3988,2263,63.8,36.2
484014059,4140,1881,68.76,31.24
484014060,968,661,59.42,40.58
484014061,1257,1989,38.72,61.28
484014062,818,670,54.97,45.03
484014063,32281,14706,68.7,31.3
484014064,7714,4564,62.83,37.17
484014065,2718,1582,63.21,36.79
484014066,14329,5932,70.72,29.28
484014067,111277,32784,77.24,22.76
484014068,2216,1633,57.57,42.43
484014069,1104,1087,50.39,49.61
484014070,70343,27238,72.09,27.91
484014071,482,474,50.42,49.58
484014072,1975,1049,65.31,34.69
484014073,22499,8899,71.66,28.34
484014074,4540,2735,62.41,37.59
484014075,897,571,61.1,38.9
484014076,457,449,50.44,49.56
484014077,6834,3031,69.28,30.72
484014078,7923,5968,57.04,42.96
484014079,5177,1849,73.68,26.32
484014080,1024,1054,49.28,50.72
484014081,363,771,32.01,67.99
484014082,11800,3876,75.27,24.73
484014083,29826,9305,76.22,23.78
484014084,3713,2656,58.3,41.7
484014085,10807,4261,71.72,28.28
484014086,6078,1671,78.44,21.56
484014087,3767,2794,57.42,42.58
484014088,3931,2009,66.18,33.82
484014089,991,400,71.24,28.76
484014090,1545,1256,55.16,44.84
484014091,9752,4875,66.67,33.33
484014092,2492,1310,65.54,34.46
484014093,46681,17118,73.17,26.83
484014094,12261,5331,69.7,30.3
484014095,2598,973,72.75,27.25
484014096,5731,3118,64.76,35.24
484014097,241261,83533,74.28,25.72
484014098,243314,68683,77.99,22.01
484014099,2617,1161,69.27,30.73
484014100,8979,6297,58.78,41.22
484014101,175762,78769,69.05,30.95
484014102,1815,794,69.57,30.43
484014103,2088,875,70.47,29.53
484014104,747,658,53.17,46.83
484014105,6650,2565,72.16,27.84
484014106,1289,662,66.07,33.93
484014107,1887,692,73.17,26.83
484014108,11082,5361,67.4,32.6
484014109,5273,2613,66.87,33.13
484014110,3394,2071,62.1,37.9
484014111,2126,706,75.07,24.93
484014112,1424,1051,57.54,42.46
484014113,4455,1783,71.42,28.58
484014114,4762,1683,73.89,26.11
484014115,942,821,53.43,46.57
484014116,5265,2709,66.03,33.97
484014117,1047,598,63.65,36.35
484014118,5113,3317,60.65,39.35
484014119,7643,3497,68.61,31.39
484014120,527515,163839,76.3,23.7
484014121,10383,3735,73.54,26.46
484014122,1742,1143,60.38,39.62
484014123,4361,2768,61.17,38.83
484014124,19334,9870,66.2,33.8
484015001,9270,13579,40.57,59.43
484015002,45660,20460,69.06,30.94
484015003,8919,9694,47.92,52.08
484015004,1846,3720,33.17,66.83
484015005,33281,21862,60.35,39.65
484015006,3047,2885,51.37,48.63
484015007,3740,4133,47.5,52.5
484015008,2520,4101,38.06,61.94
484015009,10306,10092,50.52,49.48
484015010,7681,5454,58.48,41.52
484015011,1130695,703035,61.66,38.34
484015012,3083,2734,53.0,47.0
484015013,145429,73975,66.28,33.72
484015014,23293,20788,52.84,47.16
484015015,4045,7774,34.22,65.78
484015016,6133,4772,56.24,43.76
484015017,2094,1802,53.75,46.25
484015018,16272,12774,56.02,43.98
484015019,9136,6609,58.02,41.98
484015020,86407,41639,67.48,32.52
484015021,8175,6369,56.21,43.79
484015022,3411,2136,61.49,38.51
484015023,10290,5606,64.73,35.27
484015024,412526,168751,70.97,29.03
484015025,185056,143080,56.4,43.6
484015026,5428,5946,47.72,52.28
484015027,3811,1782,68.14,31.86
484015028,7268,5207,58.26,41.74
484015029,50098,30612,62.07,37.93
484015030,5873,6706,46.69,53.31
484015031,4432,5477,44.73,55.27
484015032,1760,2467,41.64,58.36
484015033,44866,20481,68.66,31.34
484015034,9674,9892,49.44,50.56
484015035,73698,48810,60.16,39.84
484015036,2748,1911,58.98,41.02
484015037,132711,92377,58.96,41.04
484015038,9402,6894,57.7,42.3
484015039,490,1405,25.86,74.14
484015040,23259,36431,38.97,61.03
484015041,4853,7507,39.26,60.74
484015042,11453,7004,62.05,37.95
484015043,17102,17012,50.13,49.87
484015044,4787,3292,59.25,40.75
484015045,12592,13252,48.72,51.28
484015046,13250,15321,46.38,53.62
484015047,2294,3497,39.61,60.39
484015048,5339,5058,51.35,48.65
484015049,51969,16281,76.15,23.85
484015050,4205,8062,34.28,65.72
484015051,16102,9193,63.66,36.34
484015052,67971,36233,65.23,34.77
484015053,3758,2018,65.06,34.94
484015054,3655,7318,33.31,66.69
484015055,237755,131653,64.36,35.64
484015056,15962,7931,66.81,33.19
484015057,121480,61649,66.34,33.66
484015058,2402,1999,54.58,45.42
484015059,20248,11527,63.72,36.28
484015060,4533,8204,35.59,64.41
484015061,6349,6027,51.3,48.7
484015062,6809,6476,51.25,48.75
484015063,489,673,42.08,57.92
484015064,22580,10996,67.25,32.75
484015065,4381,8672,33.56,66.44
484015066,1301,875,59.79,40.21
484015067,74422,59518,55.56,44.44
484015068,3602,2533,58.71,41.29
484015069,3657,2725,57.3,42.7
484015070,9038,4727,65.66,34.34
484015071,42259,31071,57.63,42.37
484015072,6129,5542,52.51,47.49
484015073,24609,16412,59.99,40.01
484015074,902,1253,41.86,58.14
484015075,1468,1436,50.55,49.45
484015076,2894,2707,51.67,48.33
484015077,2153,4205,33.86,66.14
484015078,147478,80046,64.82,35.18
484015079,17036,16519,50.77,49.23
484015080,3261,1847,63.84,36.16
484015081,9880,7156,57.99,42.01
484015082,8916,14139,38.67,61.33
484015083,4526,5725,44.15,55.85
484015084,20137,21729,48.1,51.9
484015085,22464,20019,52.88,47.12
484015086,2471,1552,61.42,38.58
484015087,16804,20505,45.04,54.96
484015088,17332,8072,68.23,31.77
484015089,13150,9193,58.86,41.14
484015090,8040,4898,62.14,37.86
484015091,3859,4232,47.69,52.31
484015092,9961,7486,57.09,42.91
484015093,1914,3932,32.74,67.26
484015094,1290,1046,55.22,44.78
484015095,10729,6460,62.42,37.58
484015096,15256,19171,44.31,55.69
484015097,2782,2738,50.4,49.6
484015098,11523,7381,60.96,39.04
484015099,2414,4176,36.63,63.37
484015100,256211,134931,65.5,34.5
484015101,2971,2551,53.8,46.2
484015102,42506,25611,62.4,37.6
484015103,16689,8364,66.61,33.39
484015104,8677,7458,53.78,46.22
484015105,9970,9475,51.27,48.73
484015106,16081,14962,51.8,48.2
484015107,17888,12764,58.36,41.64
484015108,12849,9340,57.91,42.09
484015109,906,641,58.56,41.44
484015110,1299,2924,30.76,69.24
484015111,53034,24371,68.51,31.49
484015112,1777,4761,27.18,72.82
484015113,70475,41272,63.07,36.93
484016001,2295,2080,52.46,47.54
484016002,2192,2895,43.09,56.91
484016003,3231,4265,43.1,56.9
484016004,17699,24125,42.32,57.68
484016005,1297,2098,38.2,61.8
484016006,32645,20900,60.97,39.03
484016007,467,803,36.77,63.23
484016008,3169,4152,43.29,56.71
484016009,9732,4697,67.45,32.55
484016010,3280,3372,49.31,50.69
484016011,2770,1396,66.49,33.51
484016012,11563,8136,58.7,41.3
484016013,992,1458,40.49,59.51
484016014,4449,1710,72.24,27.76
484016015,3424,3522,49.29,50.71
484016016,2320,4836,32.42,67.58
484016017,6277,11651,35.01,64.99
484016018,1168,1203,49.26,50.74
484016019,4950,2474,66.68,33.32
484016020,5151,6422,44.51,55.49
484016021,2163,3420,38.74,61.26
484016022,4674,4852,49.07,50.93
484016023,2278,1507,60.18,39.82
484016024,2853,3713,43.45,56.55
484016025,9440,6233,60.23,39.77
484016026,616,958,39.14,60.86
484016027,413,1027,28.68,71.32
484016028,903,979,47.98,52.02
484016029,1261,2045,38.14,61.86
484016030,2146,1490,59.02,40.98
484016031,3092,3751,45.18,54.82
484016032,4733,2984,61.33,38.67
484016033,21383,27617,43.64,56.36
484016034,4879,5466,47.16,52.84
484016035,2027,2109,49.01,50.99
484016036,811,1565,34.13,65.87
484016037,8845,7734,53.35,46.65
484016038,1633,1544,51.4,48.6
484016039,3293,4053,44.83,55.17
484016040,2159,3643,37.21,62.79
484016041,3383,2200,60.59,39.41
484016042,20918,9718,68.28,31.72
484016043,2232,2325,48.98,51.02
484016044,13756,6980,66.34,33.66
484016045,2576,3291,43.91,56.09
484016046,2976,4196,41.49,58.51
484016047,855,1035,45.24,54.76
484016048,3279,3702,46.97,53.03
484016049,16280,16724,49.33,50.67
484016050,58677,23772,71.17,28.83
484016051,252617,134099,65.32,34.68
484016052,852,1694,33.46,66.54
484016053,11213,6277,64.11,35.89
484016054,4561,5776,44.12,55.88
484016055,845,931,47.58,52.42
484016056,4980,3026,62.2,37.8
484016057,2061,984,67.68,32.32
484016058,1900,1377,57.98,42.02
484016059,3419,4763,41.79,58.21
484016060,3997,3911,50.54,49.46
484016061,2184,3334,39.58,60.42
484016062,6879,3492,66.33,33.67
484016063,7465,7293,50.58,49.42
484016064,22098,18506,54.42,45.58
484016065,2151,2861,42.92,57.08
484016066,10280,1996,83.74,16.26
