GEOLEV2,INDIG_YES_POP,INDIG_NO_POP,INDIG_UK_POP,INDIG_YES_PCT,INDIG_NO_PCT,INDIGS_UK_PCT
484030129,1843,17318,2,9.62,90.37,0.01
484030130,9515,45415,375,17.2,82.12,0.68
484030131,164,22414,0,0.73,99.27,0.0
484030132,15758,7299,0,68.34,31.66,0.0
484030133,275,7678,2,3.46,96.52,0.03
484030134,5726,122,0,97.91,2.09,0.0
484030135,2022,38045,211,5.02,94.46,0.52
484030136,7,5856,35,0.12,99.29,0.59
484030137,2796,141,0,95.2,4.8,0.0
484030138,4944,149234,324,3.2,96.59,0.21
484030139,7589,47698,37,13.72,86.22,0.07
484030140,16526,14075,145,53.75,45.78,0.47
484030141,2359,13447,0,14.92,85.08,0.0
484030142,269,3426,0,7.28,92.72,0.0
484030143,22256,637,0,97.22,2.78,0.0
484030144,2411,24607,0,8.92,91.08,0.0
484030145,6566,4555,13,58.97,40.91,0.12
484030146,8184,12979,21,38.63,61.27,0.1
484030147,4330,6665,23,39.3,60.49,0.21
484030148,2838,2678,22,51.25,48.36,0.4
484030149,6347,5112,51,55.14,44.41,0.44
484030150,68824,25786,582,72.3,27.09,0.61
484030151,31,5640,0,0.55,99.45,0.0
484030152,10584,8538,46,55.22,44.54,0.24
484030153,12463,10976,14,53.14,46.8,0.06
484030154,27012,395,16,98.5,1.44,0.06
484030155,50847,51651,44,49.59,50.37,0.04
484030156,12756,38423,156,24.85,74.85,0.3
484030157,1525,4630,6,24.75,75.15,0.1
484030158,126,4655,0,2.64,97.36,0.0
484030159,4638,11602,9,28.54,71.4,0.06
484030160,418,8002,14,4.96,94.88,0.17
484030161,476,8513,2,5.29,94.68,0.02
484030162,14974,373,0,97.57,2.43,0.0
484030163,9757,270,2,97.29,2.69,0.02
484030164,5113,92,0,98.23,1.77,0.0
484030165,6529,12447,47,34.32,65.43,0.25
484030166,69610,24182,462,73.85,25.66,0.49
484030167,5865,84304,226,6.49,93.26,0.25
484030168,27672,60687,140,31.27,68.57,0.16
484030169,881,3346,5,20.82,79.06,0.12
484030170,1174,9749,11,10.74,89.16,0.1
484030171,1025,11444,6,8.22,91.74,0.05
484030172,576,3484,0,14.19,85.81,0.0
484030173,6280,4022,4,60.94,39.03,0.04
484030174,1414,34831,6,3.9,96.08,0.02
484030175,1920,16707,0,10.31,89.69,0.0
484030176,8262,50075,129,14.13,85.65,0.22
484030177,7398,59,1,99.2,0.79,0.01
484030178,4303,943,0,82.02,17.98,0.0
484030179,1646,5123,5,24.3,75.63,0.07
484030180,222,5486,0,3.89,96.11,0.0
484030181,1475,14959,18,8.97,90.93,0.11
484030182,14536,133327,301,9.81,89.99,0.2
484030183,237,1922,2,10.97,88.94,0.09
484030184,2232,26415,210,7.73,91.54,0.73
484030185,602,18856,13,3.09,96.84,0.07
484030186,73451,511924,1244,12.52,87.27,0.21
484030187,539,11168,20,4.6,95.23,0.17
484030188,5419,140,0,97.48,2.52,0.0
484030189,4797,12423,22,27.82,72.05,0.13
484030190,1885,8796,0,17.65,82.35,0.0
484030191,599,5815,10,9.32,90.52,0.16
484030192,9214,2020,29,81.81,17.93,0.26
484030193,1089,10888,27,9.07,90.7,0.22
484030194,13048,595,0,95.64,4.36,0.0
484030195,13529,267,4,98.04,1.93,0.03
484031001,5386,830,7,86.55,13.34,0.11
484031002,14959,1224,3,92.42,7.56,0.02
484031003,11062,479,11,95.76,4.15,0.1
484031004,5175,822,2,86.26,13.7,0.03
484031005,1949,138,0,93.39,6.61,0.0
484031006,6898,1832,8,78.94,20.97,0.09
484031007,6153,998,6,85.97,13.94,0.08
484031008,3594,164,0,95.64,4.36,0.0
484031009,3803,477,7,88.71,11.13,0.16
484031010,2438,121,1,95.23,4.73,0.04
484031011,6494,1488,0,81.36,18.64,0.0
484031012,3072,484,1,86.36,13.61,0.03
484031013,10072,5928,21,62.87,37.0,0.13
484031014,1579,37,0,97.71,2.29,0.0
484031015,5201,108,0,97.97,2.03,0.0
484031016,2857,75,0,97.44,2.56,0.0
484031017,4312,66,1,98.47,1.51,0.02
484031018,2720,452,0,85.75,14.25,0.0
484031019,34817,1444,64,95.85,3.98,0.18
484031020,3450,846,0,80.31,19.69,0.0
484031021,8412,319,5,96.29,3.65,0.06
484031022,3985,61,1,98.47,1.51,0.02
484031023,4205,424,6,90.72,9.15,0.13
484031024,2618,478,0,84.56,15.44,0.0
484031025,5251,381,0,93.24,6.76,0.0
484031026,3250,246,0,92.96,7.04,0.0
484031027,3876,4145,0,48.32,51.68,0.0
484031028,1372,1430,0,48.97,51.03,0.0
484031029,3031,2943,28,50.5,49.03,0.47
484031030,3715,72,1,98.07,1.9,0.03
484031031,2569,131,0,95.15,4.85,0.0
484031032,15378,463,6,97.04,2.92,0.04
484031033,18772,1293,15,93.49,6.44,0.07
484031034,5818,329,10,94.49,5.34,0.16
484031035,5643,460,13,92.27,7.52,0.21
484031036,7226,417,9,94.43,5.45,0.12
484031037,4829,170,6,96.48,3.4,0.12
484031038,27861,5418,40,83.62,16.26,0.12
484031039,3196,797,0,80.04,19.96,0.0
484031040,21681,5494,3,79.77,20.21,0.01
484031041,76839,58545,21,56.75,43.24,0.02
484031042,4592,639,10,87.62,12.19,0.19
484031043,3108,119,0,96.31,3.69,0.0
484031044,6629,497,0,93.03,6.97,0.0
484031045,2437,122,1,95.2,4.77,0.04
484031046,3029,91,3,96.99,2.91,0.1
484031047,5461,209,0,96.31,3.69,0.0
484031048,21351,1365,0,93.99,6.01,0.0
484031049,3514,200,0,94.61,5.39,0.0
484031050,420520,534139,4789,43.83,55.67,0.5
484031051,2435,865,1,73.77,26.2,0.03
484031052,24358,11793,5,67.37,32.62,0.01
484031053,11414,1451,0,88.72,11.28,0.0
484031054,2742,114,0,96.01,3.99,0.0
484031055,6583,114,33,97.82,1.69,0.49
484031056,28349,3486,46,88.92,10.93,0.14
484031057,5247,2134,14,70.95,28.86,0.19
484031058,23122,1114,46,95.22,4.59,0.19
484031059,43573,19435,172,68.97,30.76,0.27
484031060,877,56,0,94.0,6.0,0.0
484031061,2997,780,9,79.16,20.6,0.24
484031062,4394,269,0,94.23,5.77,0.0
484031063,5040,296,2,94.42,5.55,0.04
484031064,1515,114,2,92.89,6.99,0.12
484031065,1662,373,0,81.67,18.33,0.0
484031066,3818,165,0,95.86,4.14,0.0
484031067,8666,924,2,90.35,9.63,0.02
484031068,2164,911,0,70.37,29.63,0.0
484031069,8143,373,0,95.62,4.38,0.0
484031070,3445,337,0,91.09,8.91,0.0
484031071,1725,93,0,94.88,5.12,0.0
484031072,1694,88,0,95.06,4.94,0.0
484031073,5259,81,1,98.46,1.52,0.02
484031074,3286,347,1,90.42,9.55,0.03
484031075,6437,41,11,99.2,0.63,0.17
484031076,14900,2217,0,87.05,12.95,0.0
484031077,2257,291,0,88.58,11.42,0.0
484031078,3090,495,0,86.19,13.81,0.0
484031079,38373,4083,52,90.27,9.61,0.12
484031080,9235,1197,3,88.5,11.47,0.03
484031081,3078,101,0,96.82,3.18,0.0
484031082,2862,524,1,84.5,15.47,0.03
484031083,1178,646,0,64.58,35.42,0.0
484031084,5728,971,8,85.4,14.48,0.12
484031085,15387,312,0,98.01,1.99,0.0
484031086,1895,132,0,93.49,6.51,0.0
484031087,5031,149,0,97.12,2.88,0.0
484031088,1197,637,0,65.27,34.73,0.0
484031089,31644,6771,30,82.31,17.61,0.08
484031090,6907,204,0,97.13,2.87,0.0
484031091,11037,1046,6,91.3,8.65,0.05
484031092,6926,430,0,94.15,5.85,0.0
484031093,14465,3251,16,81.58,18.33,0.09
484031094,5024,70,0,98.63,1.37,0.0
484031095,4816,672,6,87.66,12.23,0.11
484031096,60088,15998,258,78.71,20.96,0.34
484031097,3233,276,2,92.08,7.86,0.06
484031098,13504,964,52,93.0,6.64,0.36
484031099,3829,139,0,96.5,3.5,0.0
484031100,3411,447,1,88.39,11.58,0.03
484031101,41951,23728,20,63.85,36.12,0.03
484031102,67461,12908,57,83.88,16.05,0.07
484031103,2970,279,0,91.41,8.59,0.0
484031104,14720,530,6,96.49,3.47,0.04
484031105,1935,1216,11,61.2,38.46,0.35
484031106,1861,259,0,87.78,12.22,0.0
484032001,18,5905,14,0.3,99.46,0.24
484032002,1157,3516,0,24.76,75.24,0.0
484032003,2,2161,0,0.09,99.91,0.0
484032004,308,11573,10,2.59,97.33,0.08
484032005,3656,45395,146,7.43,92.27,0.3
484032006,262,7489,18,3.37,96.4,0.23
484032007,98,13764,25,0.71,99.11,0.18
484032008,1304,11283,41,10.33,89.35,0.32
484032009,24,9470,12,0.25,99.62,0.13
484032010,6126,218518,312,2.72,97.14,0.14
484032011,229,2948,4,7.2,92.68,0.13
484032012,652,7027,4,8.49,91.46,0.05
484032013,433,18737,27,2.26,97.6,0.14
484032014,26,1482,1,1.72,98.21,0.07
484032015,864,21203,90,3.9,95.69,0.41
484032016,12558,207235,199,5.71,94.2,0.09
484032017,857,3454,1,19.87,80.1,0.02
484032018,1525,22020,80,6.46,93.21,0.34
484032019,3312,53322,140,5.83,93.92,0.25
484032020,79,4080,0,1.9,98.1,0.0
484032021,1825,16625,142,9.82,89.42,0.76
484032022,61,11556,36,0.52,99.17,0.31
484032023,1114,48734,287,2.22,97.21,0.57
484032024,767,11531,21,6.23,93.6,0.17
484032025,42,16586,26,0.25,99.59,0.16
484032026,7,2559,3,0.27,99.61,0.12
484032027,21,2312,2,0.9,99.01,0.09
484032028,398,21492,118,1.81,97.66,0.54
484032029,101,2206,3,4.37,95.5,0.13
484032030,464,7847,6,5.58,94.35,0.07
484032031,988,11567,8,7.86,92.07,0.06
484032032,154,4200,2,3.54,96.42,0.05
484032033,859,25513,54,3.25,96.55,0.2
484032034,1088,14207,58,7.09,92.54,0.38
484032035,4604,36755,112,11.1,88.63,0.27
484032036,990,15385,79,6.02,93.5,0.48
484032037,1716,65202,518,2.54,96.69,0.77
484032038,1747,59523,29,2.85,97.1,0.05
484032039,197,20270,48,0.96,98.81,0.23
484032040,5918,53611,340,9.88,89.55,0.57
484032041,425,872,1,32.74,67.18,0.08
484032042,3271,12407,9,20.85,79.09,0.06
484032043,526,7272,12,6.73,93.11,0.15
484032044,339,5894,0,5.44,94.56,0.0
484032045,1822,23787,66,7.1,92.65,0.26
484032046,1523,28980,164,4.97,94.5,0.53
484032047,225,9487,11,2.31,97.57,0.11
484032048,347,32170,99,1.06,98.63,0.3
484032049,47,18389,58,0.25,99.43,0.31
484032050,242,12170,21,1.95,97.88,0.17
484032051,138,17850,54,0.76,98.94,0.3
484032052,1187,28760,40,3.96,95.91,0.13
484032053,7939,132369,452,5.64,94.04,0.32
