GEOLEV2,INT_NO_HH,INT_YES_HH,INT_UK_HH,INT_NO_PCT,INT_YES_PCT,INT_UK_PCT
484020246,628,913,0,40.75,59.25,0.0
484020247,13723,1759,0,88.64,11.36,0.0
484020248,3714,115,0,97.0,3.0,0.0
484020249,689,548,0,55.7,44.3,0.0
484020250,1198,18,0,98.52,1.48,0.0
484020251,1994,261,0,88.43,11.57,0.0
484020252,1976,42,0,97.92,2.08,0.0
484020253,2151,951,6,69.21,30.6,0.19
484020254,1568,387,0,80.2,19.8,0.0
484020255,187,42,0,81.66,18.34,0.0
484020256,886,168,0,84.06,15.94,0.0
484020257,624,70,0,89.91,10.09,0.0
484020258,1772,367,0,82.84,17.16,0.0
484020259,2067,124,0,94.34,5.66,0.0
484020260,6784,140,0,97.98,2.02,0.0
484020261,723,262,0,73.4,26.6,0.0
484020262,2738,445,0,86.02,13.98,0.0
484020263,1711,368,0,82.3,17.7,0.0
484020264,5978,714,10,89.2,10.65,0.15
484020265,6132,2412,2,71.75,28.22,0.02
484020266,214,31,0,87.35,12.65,0.0
484020267,322,825,0,28.07,71.93,0.0
484020268,3135,1137,0,73.38,26.62,0.0
484020269,1222,4,0,99.67,0.33,0.0
484020270,3054,88,0,97.2,2.8,0.0
484020271,4507,1739,0,72.16,27.84,0.0
484020272,2469,1300,0,65.51,34.49,0.0
484020273,1140,134,0,89.48,10.52,0.0
484020274,6531,717,0,90.11,9.89,0.0
484020275,627,64,0,90.74,9.26,0.0
484020276,10845,1482,0,87.98,12.02,0.0
484020277,33381,5142,0,86.65,13.35,0.0
484020278,1398,1497,0,48.29,51.71,0.0
484020279,1438,560,0,71.97,28.03,0.0
484020280,255,47,0,84.44,15.56,0.0
484020281,563,90,0,86.22,13.78,0.0
484020282,967,77,0,92.62,7.38,0.0
484020283,1702,1434,0,54.27,45.73,0.0
484020284,3309,349,0,90.46,9.54,0.0
484020285,2756,318,5,89.51,10.33,0.16
484020286,222,85,0,72.31,27.69,0.0
484020287,567,5,0,99.13,0.87,0.0
484020288,1198,16,0,98.68,1.32,0.0
484020289,1011,32,0,96.93,3.07,0.0
484020290,4024,283,1,93.41,6.57,0.02
484020291,949,514,0,64.87,35.13,0.0
484020292,5486,11576,0,32.15,67.85,0.0
484020293,4063,2970,0,57.77,42.23,0.0
484020294,5275,4743,0,52.66,47.34,0.0
484020295,841,105,0,88.9,11.1,0.0
484020296,2311,396,0,85.37,14.63,0.0
484020297,9602,3913,0,71.05,28.95,0.0
484020298,688,432,0,61.43,38.57,0.0
484020299,5802,808,0,87.78,12.22,0.0
484020300,1098,498,0,68.8,31.2,0.0
484020301,4416,141,0,96.91,3.09,0.0
484020302,767,312,1,71.02,28.89,0.09
484020303,714,2,0,99.72,0.28,0.0
484020304,2312,2016,4,53.37,46.54,0.09
484020305,4267,382,0,91.78,8.22,0.0
484020306,9071,609,6,93.65,6.29,0.06
484020307,2290,1017,0,69.25,30.75,0.0
484020308,9591,509,0,94.96,5.04,0.0
484020309,11482,3001,8,79.24,20.71,0.06
484020310,341,142,0,70.6,29.4,0.0
484020311,9616,1608,0,85.67,14.33,0.0
484020312,557,173,0,76.3,23.7,0.0
484020313,1529,214,0,87.72,12.28,0.0
484020314,1717,183,0,90.37,9.63,0.0
484020315,456,263,0,63.42,36.58,0.0
484020316,1025,228,0,81.8,18.2,0.0
484020317,30996,18203,30,62.96,36.98,0.06
484020318,908,64,0,93.42,6.58,0.0
484020319,543,161,0,77.13,22.87,0.0
484020320,725,25,0,96.67,3.33,0.0
484020321,752,36,0,95.43,4.57,0.0
484020322,2248,156,0,93.51,6.49,0.0
484020323,33672,14320,0,70.16,29.84,0.0
484020324,11280,492,0,95.82,4.18,0.0
484020325,4904,138,0,97.26,2.74,0.0
484020326,11458,3770,0,75.24,24.76,0.0
484020327,1280,161,0,88.83,11.17,0.0
484020328,1012,124,0,89.08,10.92,0.0
484020329,2588,1704,1,60.28,39.69,0.02
484020330,797,143,0,84.79,15.21,0.0
484020331,273,96,0,73.98,26.02,0.0
484020332,2142,1068,0,66.73,33.27,0.0
484020333,38638,11521,8,77.02,22.97,0.02
484020334,843,22,0,97.46,2.54,0.0
484020335,1168,510,0,69.61,30.39,0.0
484020336,4744,636,0,88.18,11.82,0.0
484020337,4330,5733,9,42.99,56.92,0.09
484020338,3239,1090,0,74.82,25.18,0.0
484020339,1648,64,0,96.26,3.74,0.0
484020340,228,6,0,97.44,2.56,0.0
484020341,1882,2224,0,45.84,54.16,0.0
484020342,1560,439,2,77.96,21.94,0.1
484020343,2318,493,0,82.46,17.54,0.0
484020344,3683,483,0,88.41,11.59,0.0
484020345,1401,136,0,91.15,8.85,0.0
484020346,3064,1099,14,73.35,26.31,0.34
484020347,7377,702,10,91.2,8.68,0.12
484020348,1151,1033,0,52.7,47.3,0.0
484020349,2753,14121,0,16.32,83.68,0.0
484020350,2599,201,0,92.82,7.18,0.0
484020351,4923,18,0,99.64,0.36,0.0
484020352,1568,828,0,65.44,34.56,0.0
484020353,397,76,0,83.93,16.07,0.0
484020354,611,66,0,90.25,9.75,0.0
484020355,1677,492,0,77.32,22.68,0.0
484020356,814,34,0,95.99,4.01,0.0
484020357,1805,152,0,92.23,7.77,0.0
484020358,547,87,0,86.28,13.72,0.0
484020359,3043,939,0,76.42,23.58,0.0
484020360,809,16,0,98.06,1.94,0.0
484020361,837,655,0,56.1,43.9,0.0
484020362,2219,456,0,82.95,17.05,0.0
484020363,15194,3232,0,82.46,17.54,0.0
484020364,869,188,2,82.06,17.75,0.19
484020365,3415,251,0,93.15,6.85,0.0
484020366,3882,661,0,85.45,14.55,0.0
484020367,1086,979,0,52.59,47.41,0.0
484020368,1420,770,0,64.84,35.16,0.0
484020369,541,119,0,81.97,18.03,0.0
484020370,834,136,0,85.98,14.02,0.0
484020371,1128,79,0,93.45,6.55,0.0
484020372,390,11,0,97.26,2.74,0.0
484020373,1599,48,0,97.09,2.91,0.0
484020374,5097,8016,21,38.81,61.03,0.16
484020375,348,17,0,95.34,4.66,0.0
484020376,8280,2542,0,76.51,23.49,0.0
484020377,3245,477,0,87.18,12.82,0.0
484020378,2605,297,8,89.52,10.21,0.27
484020379,1610,631,0,71.84,28.16,0.0
484020380,2863,68,3,97.58,2.32,0.1
484020381,757,413,0,64.7,35.3,0.0
484020382,549,35,0,94.01,5.99,0.0
484020383,4253,537,0,88.79,11.21,0.0
484020384,38513,61620,0,38.46,61.54,0.0
484020385,16366,2614,0,86.23,13.77,0.0
484020386,2096,797,0,72.45,27.55,0.0
484020387,2402,406,0,85.54,14.46,0.0
484020388,850,58,0,93.61,6.39,0.0
484020389,13544,35563,0,27.58,72.42,0.0
484020390,3145,222,0,93.41,6.59,0.0
484020391,5739,646,0,89.88,10.12,0.0
484020392,2642,1533,0,63.28,36.72,0.0
484020393,2525,213,0,92.22,7.78,0.0
484020394,1543,26,0,98.34,1.66,0.0
484020395,2958,244,1,92.35,7.62,0.03
484020396,23371,16467,0,58.67,41.33,0.0
484020397,3897,916,0,80.97,19.03,0.0
484020398,19680,22188,0,47.0,53.0,0.0
484020399,5472,696,0,88.72,11.28,0.0
484020400,20344,6624,0,75.44,24.56,0.0
484020401,885,184,0,82.79,17.21,0.0
484020402,2457,1283,0,65.7,34.3,0.0
484020403,716,41,0,94.58,5.42,0.0
484020404,1426,391,0,78.48,21.52,0.0
484020405,19766,1585,0,92.58,7.42,0.0
484020406,8094,1480,0,84.54,15.46,0.0
484020407,448,49,0,90.14,9.86,0.0
484020408,3670,5249,0,41.15,58.85,0.0
484020409,2835,514,0,84.65,15.35,0.0
484020410,667,241,0,73.46,26.54,0.0
484020411,2240,922,0,70.84,29.16,0.0
484020412,22333,27880,116,44.37,55.4,0.23
484020413,9244,2732,0,77.19,22.81,0.0
484020414,4574,289,0,94.06,5.94,0.0
484020415,356,99,0,78.24,21.76,0.0
484020416,7813,1833,0,81.0,19.0,0.0
484020417,4385,7249,0,37.69,62.31,0.0
484020418,299,293,0,50.51,49.49,0.0
484020419,1538,94,0,94.24,5.76,0.0
484020420,2918,1749,0,62.52,37.48,0.0
484020421,561,32,0,94.6,5.4,0.0
484020422,415,38,0,91.61,8.39,0.0
484020423,3443,336,0,91.11,8.89,0.0
484020424,1980,76,0,96.3,3.7,0.0
484020425,8317,533,0,93.98,6.02,0.0
484020426,13690,2972,31,82.01,17.8,0.19
484020427,2042,86,0,95.96,4.04,0.0
484020428,1290,217,4,85.37,14.36,0.26
484020429,251,66,0,79.18,20.82,0.0
484020430,904,921,4,49.43,50.36,0.22
484020431,622,281,0,68.88,31.12,0.0
484020432,13493,5674,18,70.33,29.58,0.09
484020433,3771,211,4,94.61,5.29,0.1
484020434,3048,463,0,86.81,13.19,0.0
484020435,756,139,0,84.47,15.53,0.0
484020436,8094,1382,0,85.42,14.58,0.0
484020437,1533,244,0,86.27,13.73,0.0
484020438,22107,3188,4,87.38,12.6,0.02
484020439,674,121,0,84.78,15.22,0.0
484020440,7199,1930,0,78.86,21.14,0.0
484020441,245,5,0,98.0,2.0,0.0
484020442,259,176,0,59.54,40.46,0.0
484020443,423,58,0,87.94,12.06,0.0
484020444,1425,254,0,84.87,15.13,0.0
484020445,5101,841,0,85.85,14.15,0.0
484020446,13311,3673,0,78.37,21.63,0.0
484020447,2329,140,0,94.33,5.67,0.0
484020448,1766,1524,0,53.68,46.32,0.0
484020449,12825,930,0,93.24,6.76,0.0
484020450,952,6,0,99.37,0.63,0.0
484020451,3511,894,0,79.7,20.3,0.0
484020452,2940,874,3,77.02,22.9,0.08
484020453,3212,305,0,91.33,8.67,0.0
484020454,2722,178,0,93.86,6.14,0.0
484020455,1272,368,0,77.56,22.44,0.0
484020456,2762,568,0,82.94,17.06,0.0
484020457,961,179,0,84.3,15.7,0.0
484020458,3599,1207,0,74.89,25.11,0.0
484020459,4410,783,2,84.89,15.07,0.04
484020460,493,34,0,93.55,6.45,0.0
484020461,466,52,0,89.96,10.04,0.0
484020462,326,0,0,100.0,0.0,0.0
484020463,1587,47,0,97.12,2.88,0.0
484020464,12256,1596,0,88.48,11.52,0.0
484020465,15208,3807,9,79.94,20.01,0.05
484020466,12109,1905,0,86.41,13.59,0.0
484020467,29471,4520,0,86.7,13.3,0.0
484020468,2751,1581,0,63.5,36.5,0.0
484020469,296,107,0,73.45,26.55,0.0
484020470,2305,1053,0,68.64,31.36,0.0
484020471,1145,141,0,89.04,10.96,0.0
484020472,3055,348,0,89.77,10.23,0.0
484020473,7764,2316,0,77.02,22.98,0.0
484020474,352,65,0,84.41,15.59,0.0
484020475,1252,75,0,94.35,5.65,0.0
484020476,1386,169,0,89.13,10.87,0.0
484020477,163,9,0,94.77,5.23,0.0
484020478,1274,59,0,95.57,4.43,0.0
484020479,1725,150,0,92.0,8.0,0.0
484020480,40511,14680,0,73.4,26.6,0.0
484020481,8421,2464,0,77.36,22.64,0.0
484020482,4131,321,0,92.79,7.21,0.0
484020483,3007,124,0,96.04,3.96,0.0
484020484,1608,807,0,66.58,33.42,0.0
484020485,1901,57,0,97.09,2.91,0.0
484020486,118,12,0,90.77,9.23,0.0
484020487,3749,1152,0,76.49,23.51,0.0
484020488,2751,223,0,92.5,7.5,0.0
484020489,4168,592,0,87.56,12.44,0.0
484020490,2448,245,0,90.9,9.1,0.0
484020491,336,211,0,61.43,38.57,0.0
484020492,5260,928,0,85.0,15.0,0.0
484020493,2737,292,0,90.36,9.64,0.0
484020494,1070,765,0,58.31,41.69,0.0
484020495,3794,418,4,89.99,9.91,0.09
484020496,6974,543,12,92.63,7.21,0.16
484020497,1372,547,0,71.5,28.5,0.0
484020498,6150,1748,0,77.87,22.13,0.0
484020499,934,66,0,93.4,6.6,0.0
484020500,4241,733,0,85.26,14.74,0.0
484020501,307,118,0,72.24,27.76,0.0
484020502,1200,374,0,76.24,23.76,0.0
484020503,4988,2686,0,65.0,35.0,0.0
484020504,645,153,0,80.83,19.17,0.0
484020505,3033,105,2,96.59,3.34,0.06
484020506,942,636,0,59.7,40.3,0.0
484020507,10246,1080,6,90.42,9.53,0.05
484020508,519,214,0,70.8,29.2,0.0
484020509,3047,231,0,92.95,7.05,0.0
484020510,1073,28,0,97.46,2.54,0.0
484020511,8067,953,4,89.39,10.56,0.04
484020512,881,56,0,94.02,5.98,0.0
484020513,42651,24338,0,63.67,36.33,0.0
484020514,4965,269,0,94.86,5.14,0.0
484020515,5051,790,0,86.47,13.53,0.0
484020516,113,0,0,100.0,0.0,0.0
484020517,2003,1383,0,59.16,40.84,0.0
484020518,6009,1315,0,82.05,17.95,0.0
484020519,242,8,0,96.8,3.2,0.0
484020520,1035,170,0,85.89,14.11,0.0
484020521,1044,538,0,65.99,34.01,0.0
484020522,314,6,0,98.12,1.88,0.0
484020523,9857,2473,0,79.94,20.06,0.0
484020524,2480,12,0,99.52,0.48,0.0
484020525,897,9,0,99.01,0.99,0.0
484020526,1422,21,0,98.54,1.46,0.0
484020527,2002,1922,0,51.02,48.98,0.0
484020528,1813,788,0,69.7,30.3,0.0
484020529,3743,300,0,92.58,7.42,0.0
484020530,1570,1135,0,58.04,41.96,0.0
484020531,3372,140,0,96.01,3.99,0.0
484020532,3132,62,6,97.88,1.94,0.19
484020533,409,40,0,91.09,8.91,0.0
484020534,6108,552,0,91.71,8.29,0.0
484020535,675,38,0,94.67,5.33,0.0
484020536,3740,2590,0,59.08,40.92,0.0
484020537,4208,3799,0,52.55,47.45,0.0
484020538,1339,168,0,88.85,11.15,0.0
484020539,787,100,0,88.73,11.27,0.0
484020540,6178,196,1,96.91,3.07,0.02
484020541,783,248,1,75.87,24.03,0.1
484020542,3156,3210,0,49.58,50.42,0.0
484020543,881,105,0,89.35,10.65,0.0
484020544,1359,575,0,70.27,29.73,0.0
484020545,10022,1311,0,88.43,11.57,0.0
484020546,3095,2657,0,53.81,46.19,0.0
484020547,17299,12079,5,58.87,41.11,0.02
484020548,384,25,0,93.89,6.11,0.0
484020549,4407,7637,0,36.59,63.41,0.0
484020550,5140,669,0,88.48,11.52,0.0
484020551,2048,1372,0,59.88,40.12,0.0
484020552,95,211,0,31.05,68.95,0.0
484020553,7519,6996,0,51.8,48.2,0.0
484020554,1118,254,0,81.49,18.51,0.0
484020555,18243,4502,0,80.21,19.79,0.0
484020556,4815,1653,0,74.44,25.56,0.0
484020557,2409,545,0,81.55,18.45,0.0
484020558,1253,400,0,75.8,24.2,0.0
484020559,1028,218,0,82.5,17.5,0.0
484020560,976,204,0,82.71,17.29,0.0
484020561,29064,17330,0,62.65,37.35,0.0
484020562,2587,502,0,83.75,16.25,0.0
484020563,2742,637,0,81.15,18.85,0.0
484020564,1301,395,0,76.71,23.29,0.0
484020565,1288,115,0,91.8,8.2,0.0
484020566,15001,7074,0,67.95,32.05,0.0
484021001,54548,18327,0,74.85,25.15,0.0
484021002,8307,861,0,90.61,9.39,0.0
484021003,28046,9653,0,74.39,25.61,0.0
484021004,50677,12843,0,79.78,20.22,0.0
484021005,2937,94,2,96.83,3.1,0.07
484021006,12278,2246,0,84.54,15.46,0.0
484021007,2984,178,0,94.37,5.63,0.0
484021008,9205,2182,9,80.77,19.15,0.08
484021009,2077,105,0,95.19,4.81,0.0
484021010,57958,16056,210,78.09,21.63,0.28
484021011,1284,601,0,68.12,31.88,0.0
484021012,5435,1158,0,82.44,17.56,0.0
484021013,14510,8086,0,64.21,35.79,0.0
484021014,4387,427,0,91.13,8.87,0.0
484021015,61970,63712,0,49.31,50.69,0.0
484021016,7306,1714,0,81.0,19.0,0.0
484021017,26180,3514,0,88.17,11.83,0.0
484021018,2997,860,0,77.7,22.3,0.0
484021019,65931,75523,0,46.61,53.39,0.0
484021020,5636,2062,0,73.21,26.79,0.0
484021021,840,673,0,55.52,44.48,0.0
484021022,10096,2759,0,78.54,21.46,0.0
484021023,8490,561,0,93.8,6.2,0.0
484021024,930,46,0,95.29,4.71,0.0
484021025,7556,634,0,92.26,7.74,0.0
484021026,5931,9320,0,38.89,61.11,0.0
484021027,3204,920,0,77.69,22.31,0.0
484021028,2658,92,0,96.65,3.35,0.0
484021029,3118,690,0,81.88,18.12,0.0
484021030,504,267,0,65.37,34.63,0.0
484021031,2535,286,1,89.83,10.13,0.04
484021032,1121,259,0,81.23,18.77,0.0
484021033,4914,490,0,90.93,9.07,0.0
484021034,19494,27084,0,41.85,58.15,0.0
484021035,16267,4387,0,78.76,21.24,0.0
484021036,13777,946,0,93.57,6.43,0.0
484021037,1783,552,0,76.36,23.64,0.0
484021038,8272,2230,0,78.77,21.23,0.0
484021039,9201,622,0,93.67,6.33,0.0
484021040,10535,1799,0,85.41,14.59,0.0
484021041,49450,87539,15,36.09,63.9,0.01
484021042,2975,322,0,90.23,9.77,0.0
484021043,43798,5886,0,88.15,11.85,0.0
484021044,11156,5983,0,65.09,34.91,0.0
484021045,34379,12725,0,72.99,27.01,0.0
484021046,5160,3021,0,63.07,36.93,0.0
484021047,14893,6775,0,68.73,31.27,0.0
484021048,10804,11203,15,49.06,50.87,0.07
484021049,17041,282,0,98.37,1.63,0.0
484021050,23995,2851,0,89.38,10.62,0.0
484021051,25199,11697,0,68.3,31.7,0.0
484021052,906,311,0,74.45,25.55,0.0
484021053,51580,14654,0,77.88,22.12,0.0
484021054,28562,6399,0,81.7,18.3,0.0
484021055,4068,973,0,80.7,19.3,0.0
484021056,1021,288,0,78.0,22.0,0.0
484021057,5420,1264,0,81.09,18.91,0.0
484021058,17185,3789,0,81.93,18.07,0.0
484021059,2264,561,0,80.14,19.86,0.0
484021060,4920,3001,0,62.11,37.89,0.0
484021061,13478,944,6,93.42,6.54,0.04
484021062,3455,1406,0,71.08,28.92,0.0
484021063,11722,3018,16,79.44,20.45,0.11
484021064,13156,4617,0,74.02,25.98,0.0
484021065,18068,4594,0,79.73,20.27,0.0
484021066,5849,551,0,91.39,8.61,0.0
484021067,13189,5498,0,70.58,29.42,0.0
484021068,5309,1699,0,75.76,24.24,0.0
484021069,21092,7791,0,73.03,26.97,0.0
484021070,4694,1409,0,76.91,23.09,0.0
484021071,63819,39567,0,61.73,38.27,0.0
484021072,16134,923,0,94.59,5.41,0.0
484021073,7049,2706,0,72.26,27.74,0.0
484021074,52369,37821,0,58.07,41.93,0.0
484021075,12109,950,0,92.73,7.27,0.0
484021076,24317,3243,0,88.23,11.77,0.0
484021077,4268,1640,0,72.24,27.76,0.0
484021078,11779,3994,64,74.38,25.22,0.4
484021079,3879,1894,0,67.19,32.81,0.0
484021080,2508,110,0,95.8,4.2,0.0
484021081,3330,731,0,82.0,18.0,0.0
484021082,5737,3015,0,65.55,34.45,0.0
484021083,22365,2914,0,88.47,11.53,0.0
484021084,6573,369,0,94.68,5.32,0.0
484021085,48850,33397,96,59.33,40.56,0.12
484021086,9267,2780,0,76.92,23.08,0.0
484021087,11548,1724,0,87.01,12.99,0.0
484021088,3934,488,0,88.96,11.04,0.0
484021089,11240,863,0,92.87,7.13,0.0
484021090,12337,11419,20,51.89,48.03,0.08
484021091,5876,3900,0,60.11,39.89,0.0
484021092,4479,809,0,84.7,15.3,0.0
484021093,6765,875,0,88.55,11.45,0.0
484021094,19129,17980,0,51.55,48.45,0.0
484021095,513,137,0,78.92,21.08,0.0
484021096,1875,1303,0,59.0,41.0,0.0
484021097,1467,1190,0,55.21,44.79,0.0
484021098,5023,1617,0,75.65,24.35,0.0
484021099,17319,3295,0,84.02,15.98,0.0
484021100,9017,288,0,96.9,3.1,0.0
484021101,3002,314,1,90.5,9.47,0.03
484021102,7300,6758,0,51.93,48.07,0.0
484021103,4523,2066,0,68.64,31.36,0.0
484021104,20360,12351,0,62.24,37.76,0.0
484021105,3780,1292,0,74.53,25.47,0.0
484021106,24275,18358,0,56.94,43.06,0.0
484021107,11421,509,0,95.73,4.27,0.0
484021108,13583,6246,0,68.5,31.5,0.0
484021109,18756,1493,24,92.52,7.36,0.12
484021110,45132,5083,0,89.88,10.12,0.0
484021111,14518,3930,0,78.7,21.3,0.0
484021112,8195,1119,0,87.99,12.01,0.0
484021113,3636,985,0,78.68,21.32,0.0
484021114,542109,1139107,995,32.23,67.71,0.06
484021115,48098,9448,0,83.58,16.42,0.0
484021116,19948,2881,0,87.38,12.62,0.0
484021117,7526,8407,0,47.24,52.76,0.0
484021118,19232,10663,0,64.33,35.67,0.0
484021119,47342,106320,114,30.79,69.14,0.07
484021120,5551,384,0,93.53,6.47,0.0
484021121,1099,162,0,87.15,12.85,0.0
484021122,5690,5519,2,50.75,49.23,0.02
484021123,3368,412,0,89.1,10.9,0.0
484021124,10469,5433,0,65.83,34.17,0.0
484021125,4241,5405,0,43.97,56.03,0.0
484021126,5041,1528,0,76.74,23.26,0.0
484021127,2751,795,4,77.49,22.39,0.11
484021128,7878,2534,0,75.66,24.34,0.0
484021129,10745,3273,0,76.65,23.35,0.0
484021130,2843,761,0,78.88,21.12,0.0
484021131,868,107,0,89.03,10.97,0.0
484021132,80391,75143,0,51.69,48.31,0.0
484021133,480,202,0,70.38,29.62,0.0
484021134,15353,5570,0,73.38,26.62,0.0
484021135,507,14,0,97.31,2.69,0.0
484021136,5545,6887,10,44.57,55.35,0.08
484021137,8746,1704,0,83.69,16.31,0.0
484021138,6480,5289,0,55.06,44.94,0.0
484021139,3054,678,0,81.83,18.17,0.0
484021140,40701,96211,42,29.72,70.25,0.03
484021141,2976,489,0,85.89,14.11,0.0
484021142,22369,8195,0,73.19,26.81,0.0
484021143,16358,18509,0,46.92,53.08,0.0
484021144,9224,7307,0,55.8,44.2,0.0
484021145,11539,1606,0,87.78,12.22,0.0
484021146,581,168,0,77.57,22.43,0.0
484021147,5310,1028,2,83.75,16.21,0.03
484021148,8883,2578,0,77.51,22.49,0.0
484021149,21747,8547,4,71.78,28.21,0.01
484021150,5898,208,0,96.59,3.41,0.0
484021151,5907,3397,0,63.49,36.51,0.0
484021152,9354,3259,18,74.06,25.8,0.14
484021153,17329,6220,0,73.59,26.41,0.0
484021154,53485,27013,0,66.44,33.56,0.0
484021155,4393,1694,0,72.17,27.83,0.0
484021156,144374,181182,283,44.31,55.6,0.09
484021157,10538,2080,0,83.52,16.48,0.0
484021158,6279,463,0,93.13,6.87,0.0
484021159,3404,431,3,88.69,11.23,0.08
484021160,3034,570,0,84.18,15.82,0.0
484021161,14556,7647,12,65.52,34.42,0.05
484021162,3998,135,0,96.73,3.27,0.0
484021163,13971,4883,0,74.1,25.9,0.0
484021164,63005,20786,16,75.18,24.8,0.02
484021165,1200,8,0,99.34,0.66,0.0
484021166,6596,2320,0,73.98,26.02,0.0
484021167,8919,1415,0,86.31,13.69,0.0
484021168,6825,678,0,90.96,9.04,0.0
484021169,14498,6680,0,68.46,31.54,0.0
484021170,11720,7441,33,61.06,38.77,0.17
484021171,2224,1621,0,57.84,42.16,0.0
484021172,22353,4749,0,82.48,17.52,0.0
484021173,3838,2412,2,61.39,38.58,0.03
484021174,58825,43971,0,57.22,42.78,0.0
484021175,9670,4667,0,67.45,32.55,0.0
484021176,5881,3727,0,61.21,38.79,0.0
484021177,45578,9103,0,83.35,16.65,0.0
484021178,14482,1437,0,90.97,9.03,0.0
484021179,24370,7249,20,77.03,22.91,0.06
484021180,34056,7480,0,81.99,18.01,0.0
484021181,4969,2490,0,66.62,33.38,0.0
484021182,3420,1969,2,63.44,36.52,0.04
484021183,19339,986,12,95.09,4.85,0.06
484021184,4622,1801,0,71.96,28.04,0.0
484021185,8263,2045,6,80.11,19.83,0.06
484021186,42198,13204,0,76.17,23.83,0.0
484021187,4148,788,0,84.04,15.96,0.0
484021188,15380,3875,0,79.88,20.12,0.0
484021189,16574,5877,0,73.82,26.18,0.0
484021190,1014,169,0,85.71,14.29,0.0
484021191,6728,3006,0,69.12,30.88,0.0
484021192,4970,954,0,83.9,16.1,0.0
484021193,5822,641,3,90.04,9.91,0.05
484021194,18885,9462,0,66.62,33.38,0.0
484021195,24766,1705,0,93.56,6.44,0.0
484021196,1172,378,0,75.61,24.39,0.0
484021197,59308,21087,0,73.77,26.23,0.0
484021198,1216,85,5,93.11,6.51,0.38
484021199,29194,13436,0,68.48,31.52,0.0
484021200,3057,333,0,90.18,9.82,0.0
484021201,2689,686,0,79.67,20.33,0.0
484021202,11720,1293,12,89.98,9.93,0.09
484021203,5866,1300,0,81.86,18.14,0.0
484021204,6442,1483,0,81.29,18.71,0.0
484021205,20858,5519,0,79.08,20.92,0.0
484021206,3540,1021,0,77.61,22.39,0.0
484021207,47836,9890,0,82.87,17.13,0.0
484021208,67104,20088,0,76.96,23.04,0.0
484021209,4627,3887,0,54.35,45.65,0.0
484021210,4558,1085,0,80.77,19.23,0.0
484021211,10850,5833,0,65.04,34.96,0.0
484021212,16503,4208,0,79.68,20.32,0.0
484021213,11167,769,0,93.56,6.44,0.0
484021214,12828,5504,0,69.98,30.02,0.0
484021215,4216,325,0,92.84,7.16,0.0
484021216,2255,162,0,93.3,6.7,0.0
484021217,18450,1787,0,91.17,8.83,0.0
484022001,55493,11143,60,83.2,16.71,0.09
484022002,24382,2978,0,89.12,10.88,0.0
484022003,9885,3156,0,75.8,24.2,0.0
484022004,51129,17214,52,74.76,25.17,0.08
484022005,43152,23693,0,64.56,35.44,0.0
484022006,28379,183435,36,13.4,86.59,0.02
484022007,30740,14345,0,68.18,31.82,0.0
484022008,28370,8419,0,77.12,22.88,0.0
484022009,19593,7628,0,71.98,28.02,0.0
484022010,14624,4150,0,77.89,22.11,0.0
484022011,93845,137327,0,40.6,59.4,0.0
484022012,52700,24594,0,68.18,31.82,0.0
484022013,15410,3715,16,80.51,19.41,0.08
484022014,180045,864295,0,17.24,82.76,0.0
484022015,4737,3584,0,56.93,43.07,0.0
484022016,136409,160036,231,45.98,53.94,0.08
484022017,38630,33460,0,53.59,46.41,0.0
484022018,21430,6393,0,77.02,22.98,0.0
484023001,722861,1123298,1207,39.13,60.81,0.07
484024001,14621,4302,0,77.27,22.73,0.0
484024002,6568,1159,0,85.0,15.0,0.0
484024003,45854,2473,0,94.88,5.12,0.0
484024004,3522,476,0,88.09,11.91,0.0
484024005,12697,5546,0,69.6,30.4,0.0
484024006,8592,977,0,89.79,10.21,0.0
484024007,12434,7406,0,62.67,37.33,0.0
484024008,14153,7889,0,64.21,35.79,0.0
484024009,2764,2248,0,55.15,44.85,0.0
484024010,37083,14100,0,72.45,27.55,0.0
484024011,29219,18761,0,60.9,39.1,0.0
484024012,17803,2368,0,88.26,11.74,0.0
484024013,77552,101217,120,43.35,56.58,0.07
484024014,14463,1199,0,92.34,7.66,0.0
484024015,17023,4784,0,78.06,21.94,0.0
484024016,49588,28052,21,63.85,36.12,0.03
484024017,23986,1022,16,95.85,4.08,0.06
484024018,13286,1961,15,87.05,12.85,0.1
484024019,4912,518,0,90.46,9.54,0.0
484024020,41257,60578,0,40.51,59.49,0.0
484024021,45494,12857,0,77.97,22.03,0.0
484024022,15876,3156,0,83.42,16.58,0.0
484024023,11045,4176,0,72.56,27.44,0.0
484024024,51843,45707,0,53.15,46.85,0.0
484024025,22271,8734,7,71.81,28.16,0.02
484024026,9068,271,0,97.1,2.9,0.0
484024027,6373,3829,0,62.47,37.53,0.0
484024028,215600,689376,2374,23.76,75.98,0.26
484024029,17544,852,0,95.37,4.63,0.0
484024030,3592,1161,0,75.57,24.43,0.0
484024031,10815,1300,9,89.2,10.72,0.07
484024032,33001,6866,0,82.78,17.22,0.0
484024033,8400,2325,0,78.32,21.68,0.0
484024034,12361,2543,0,82.94,17.06,0.0
484024035,102314,228977,207,30.86,69.07,0.06
484024036,20679,8335,0,71.27,28.73,0.0
484024037,105573,17865,14,85.52,14.47,0.01
484024038,13035,1169,0,91.77,8.23,0.0
484024039,12226,1343,0,90.1,9.9,0.0
484024040,15942,2116,0,88.28,11.72,0.0
