GEOLEV2,INT_NO_HH,INT_YES_HH,INT_UK_HH,INT_NO_PCT,INT_YES_PCT,INT_UK_PCT
484014103,4477,3046,0,59.51,40.49,0.0
484014104,2379,1762,6,57.37,42.49,0.14
484014105,15507,7913,0,66.21,33.79,0.0
484014106,3017,1565,0,65.84,34.16,0.0
484014107,3580,3102,0,53.58,46.42,0.0
484014108,16671,20634,0,44.69,55.31,0.0
484014109,9799,9195,0,51.59,48.41,0.0
484014110,6074,7712,0,44.06,55.94,0.0
484014111,3095,3523,0,46.77,53.23,0.0
484014112,2593,3506,0,42.52,57.48,0.0
484014113,10598,4675,0,69.39,30.61,0.0
484014114,9724,8871,0,52.29,47.71,0.0
484014115,2972,2525,0,54.07,45.93,0.0
484014116,5071,14932,0,25.35,74.65,0.0
484014117,2893,1490,0,66.01,33.99,0.0
484014118,12293,9999,0,55.15,44.85,0.0
484014119,16773,13165,0,56.03,43.97,0.0
484014120,301861,1167927,494,20.53,79.44,0.03
484014121,11945,20946,0,36.32,63.68,0.0
484014122,5308,2140,0,71.27,28.73,0.0
484014123,13810,5460,0,71.67,28.33,0.0
484014124,35622,29117,0,55.02,44.98,0.0
484015001,54648,13094,65,80.59,19.31,0.1
484015002,58377,105992,296,35.45,64.37,0.18
484015003,42789,6124,0,87.48,12.52,0.0
484015004,11423,3883,0,74.63,25.37,0.0
484015005,131878,38129,0,77.57,22.43,0.0
484015006,5056,7628,0,39.86,60.14,0.0
484015007,19200,4400,0,81.36,18.64,0.0
484015008,19933,5292,16,78.97,20.97,0.06
484015009,30712,22632,0,57.57,42.43,0.0
484015010,18414,13458,0,57.77,42.23,0.0
484015011,1368650,3047247,5860,30.95,68.91,0.13
484015012,5235,7712,0,40.43,59.57,0.0
484015013,130742,390981,490,25.04,74.87,0.09
484015014,73272,35695,0,67.24,32.76,0.0
484015015,23006,8737,0,72.48,27.52,0.0
484015016,17476,11479,33,60.29,39.6,0.11
484015017,5563,4316,0,56.31,43.69,0.0
484015018,32180,36139,0,47.1,52.9,0.0
484015019,14689,21979,35,40.02,59.88,0.1
484015020,58332,234267,86,19.93,80.04,0.03
484015021,31003,7593,19,80.29,19.66,0.05
484015022,6844,8199,6,45.48,54.48,0.04
484015023,21885,18903,0,53.66,46.34,0.0
484015024,359787,987446,1302,26.68,73.22,0.1
484015025,317290,467918,532,40.38,59.55,0.07
484015026,24706,6842,16,78.27,21.68,0.05
484015027,5000,7755,0,39.2,60.8,0.0
484015028,14651,15171,20,49.1,50.84,0.07
484015029,74125,125524,466,37.04,62.73,0.23
484015030,11177,16295,0,40.69,59.31,0.0
484015031,33223,3575,124,89.98,9.68,0.34
484015032,7504,3309,0,69.4,30.6,0.0
484015033,77608,85367,154,47.57,52.33,0.09
484015034,35399,11257,0,75.87,24.13,0.0
484015035,78642,205757,177,27.63,72.3,0.06
484015036,6397,5486,4,53.82,46.15,0.03
484015037,202618,337475,527,37.48,62.42,0.1
484015038,15428,21209,4,42.11,57.88,0.01
484015039,6298,174,0,97.31,2.69,0.0
484015040,113929,45562,0,71.43,28.57,0.0
484015041,18704,11932,0,61.05,38.95,0.0
484015042,17534,25405,25,40.81,59.13,0.06
484015043,55175,31989,24,63.28,36.69,0.03
484015044,10842,8955,46,54.64,45.13,0.23
484015045,54950,21630,0,71.76,28.24,0.0
484015046,41167,27606,0,59.86,40.14,0.0
484015047,7188,8185,0,46.76,53.24,0.0
484015048,18667,8427,9,68.87,31.09,0.03
484015049,40413,129187,168,23.8,76.1,0.1
484015050,20329,7719,0,72.48,27.52,0.0
484015051,25847,35108,84,42.35,57.52,0.14
484015052,57372,184746,32,23.69,76.29,0.01
484015053,6039,7726,0,43.87,56.13,0.0
484015054,23931,9043,0,72.58,27.42,0.0
484015055,223354,606425,0,26.92,73.08,0.0
484015056,30183,26668,3,53.09,46.91,0.01
484015057,159231,269650,375,37.09,62.82,0.09
484015058,5227,4992,8,51.11,48.81,0.08
484015059,24954,46843,40,34.74,65.21,0.06
484015060,28292,7930,0,78.11,21.89,0.0
484015061,25137,11520,0,68.57,31.43,0.0
484015062,18309,16899,0,52.0,48.0,0.0
484015063,4238,578,0,88.0,12.0,0.0
484015064,57199,31300,0,64.63,35.37,0.0
484015065,20213,10408,0,66.01,33.99,0.0
484015066,1617,3157,0,33.87,66.13,0.0
484015067,136678,167087,26,44.99,55.0,0.01
484015068,9190,5739,0,61.56,38.44,0.0
484015069,6638,9293,0,41.67,58.33,0.0
484015070,12705,19194,0,39.83,60.17,0.0
484015071,203406,41049,0,83.21,16.79,0.0
484015072,14939,14164,0,51.33,48.67,0.0
484015073,41343,55988,0,42.48,57.52,0.0
484015074,5122,1551,4,76.71,23.23,0.06
484015075,7498,2208,0,77.25,22.75,0.0
484015076,10048,4242,0,70.31,29.69,0.0
484015077,19146,4838,0,79.83,20.17,0.0
484015078,178138,368437,202,32.58,67.38,0.04
484015079,78368,29463,0,72.68,27.32,0.0
484015080,7918,6197,0,56.1,43.9,0.0
484015081,25335,18226,0,58.16,41.84,0.0
484015082,47896,18281,0,72.38,27.62,0.0
484015083,27061,7668,0,77.92,22.08,0.0
484015084,57658,48017,0,54.56,45.44,0.0
484015085,52383,50785,8,50.77,49.22,0.01
484015086,6301,5011,4,55.68,44.28,0.04
484015087,56360,33099,40,62.97,36.98,0.04
484015088,29627,35448,168,45.41,54.33,0.26
484015089,27980,30380,12,47.93,52.05,0.02
484015090,14758,17320,0,46.01,53.99,0.0
484015091,13769,6563,0,67.72,32.28,0.0
484015092,22167,17226,0,56.27,43.73,0.0
484015093,13263,5063,10,72.33,27.61,0.05
484015094,2787,2947,0,48.6,51.4,0.0
484015095,22523,24047,12,48.35,51.62,0.03
484015096,47389,36593,10,56.42,43.57,0.01
484015097,12481,3931,0,76.05,23.95,0.0
484015098,22068,26842,70,45.06,54.8,0.14
484015099,28550,3153,5,90.04,9.94,0.02
484015100,388483,520118,0,42.76,57.24,0.0
484015101,5689,7025,0,44.75,55.25,0.0
484015102,47380,109591,66,30.17,69.79,0.04
484015103,36001,25084,12,58.92,41.06,0.02
484015104,49055,4190,0,92.13,7.87,0.0
484015105,41156,10124,0,80.26,19.74,0.0
484015106,52702,16256,9,76.42,23.57,0.01
484015107,101005,6977,77,93.47,6.46,0.07
484015108,31590,22986,0,57.88,42.12,0.0
484015109,3624,1470,5,71.07,28.83,0.1
484015110,10423,3017,4,77.53,22.44,0.03
484015111,113750,88718,0,56.18,43.82,0.0
484015112,15706,3124,0,83.41,16.59,0.0
484015113,136628,142612,0,48.93,51.07,0.0
484016001,8490,2792,0,75.25,24.75,0.0
484016002,8915,5585,78,61.15,38.31,0.54
484016003,15397,7553,0,67.09,32.91,0.0
484016004,58841,50736,0,53.7,46.3,0.0
484016005,8265,2613,0,75.98,24.02,0.0
484016006,51264,73948,0,40.94,59.06,0.0
484016007,2818,704,0,80.01,19.99,0.0
484016008,17669,6161,48,74.0,25.8,0.2
484016009,18828,17006,92,52.41,47.34,0.26
484016010,15084,5121,22,74.57,25.32,0.11
484016011,5710,5951,0,48.97,51.03,0.0
484016012,21850,23249,56,48.39,51.49,0.12
484016013,7632,1391,0,84.58,15.42,0.0
484016014,10628,6169,0,63.27,36.73,0.0
484016015,10421,8734,38,54.3,45.51,0.2
484016016,15652,5270,8,74.78,25.18,0.04
484016017,42431,8604,0,83.14,16.86,0.0
484016018,7203,2268,12,75.96,23.92,0.13
484016019,13188,6880,0,65.72,34.28,0.0
484016020,18930,10947,30,63.3,36.6,0.1
484016021,12976,493,0,96.34,3.66,0.0
484016022,9565,12495,0,43.36,56.64,0.0
484016023,4516,5899,0,43.36,56.64,0.0
484016024,18009,2551,0,87.59,12.41,0.0
484016025,32041,8417,36,79.13,20.79,0.09
484016026,2030,2612,0,43.73,56.27,0.0
484016027,4141,797,0,83.86,16.14,0.0
484016028,2752,2476,0,52.64,47.36,0.0
484016029,6521,5712,10,53.26,46.66,0.08
484016030,6853,4970,0,57.96,42.04,0.0
484016031,12704,2958,0,81.11,18.89,0.0
484016032,15401,5917,8,72.22,27.75,0.04
484016033,77713,47831,60,61.87,38.08,0.05
484016034,22405,7970,66,73.6,26.18,0.22
484016035,6665,4945,12,57.35,42.55,0.1
484016036,5797,2147,0,72.97,27.03,0.0
484016037,19482,22258,24,46.65,53.29,0.06
484016038,6842,2161,10,75.91,23.98,0.11
484016039,12521,5810,0,68.31,31.69,0.0
484016040,9960,6070,0,62.13,37.87,0.0
484016041,8365,5915,12,58.53,41.39,0.08
484016042,33482,34897,0,48.97,51.03,0.0
484016043,9793,3150,0,75.66,24.34,0.0
484016044,17222,32825,0,34.41,65.59,0.0
484016045,11126,3787,0,74.61,25.39,0.0
484016046,11494,8249,0,58.22,41.78,0.0
484016047,3883,1862,0,67.59,32.41,0.0
484016048,15712,3159,0,83.26,16.74,0.0
484016049,58819,29997,56,66.18,33.75,0.06
484016050,84730,109535,11,43.61,56.38,0.01
484016051,238980,603247,252,28.37,71.6,0.03
484016052,5608,2360,0,70.38,29.62,0.0
484016053,28561,17048,0,62.62,37.38,0.0
484016054,26762,5826,0,82.12,17.88,0.0
484016055,6958,1176,0,85.54,14.46,0.0
484016056,12705,8171,0,60.86,39.14,0.0
484016057,7504,1492,0,83.41,16.59,0.0
484016058,4876,4553,0,51.71,48.29,0.0
484016059,21661,3050,0,87.66,12.34,0.0
484016060,11671,9330,6,55.56,44.41,0.03
484016061,11673,3198,18,78.4,21.48,0.12
484016062,21375,5278,0,80.2,19.8,0.0
484016063,28568,10773,0,72.62,27.38,0.0
484016064,48533,49143,70,49.65,50.28,0.07
484016065,14032,2586,0,84.44,15.56,0.0
484016066,17293,11948,0,59.14,40.86,0.0
484016067,39429,66341,13,37.27,62.71,0.01
484016068,10799,4697,0,69.69,30.31,0.0
484016069,10136,3817,0,72.64,27.36,0.0
484016070,18776,8321,40,69.19,30.66,0.15
484016071,5546,5007,0,52.55,47.45,0.0
484016072,43128,35052,0,55.17,44.83,0.0
484016073,27863,50313,0,35.64,64.36,0.0
484016074,10831,6609,16,62.05,37.86,0.09
484016075,6371,6388,12,49.89,50.02,0.09
484016076,36430,13266,0,73.31,26.69,0.0
484016077,17254,2565,0,87.06,12.94,0.0
484016078,8560,444,0,95.07,4.93,0.0
484016079,57463,21260,0,72.99,27.01,0.0
484016080,22262,10871,40,67.11,32.77,0.12
484016081,23652,7969,0,74.8,25.2,0.0
484016082,19401,15774,0,55.16,44.84,0.0
484016083,8293,7217,0,53.47,46.53,0.0
484016084,10006,5518,0,64.46,35.54,0.0
484016085,53747,60349,17,47.1,52.89,0.01
484016086,11470,12112,70,48.49,51.21,0.3
484016087,12483,3837,0,76.49,23.51,0.0
484016088,10456,4457,0,70.11,29.89,0.0
484016089,11787,999,0,92.19,7.81,0.0
484016090,21254,7229,0,74.62,25.38,0.0
484016091,4762,1644,10,74.22,25.62,0.16
484016092,6854,5424,6,55.8,44.15,0.05
484016093,4219,1684,4,71.42,28.51,0.07
484016094,24609,4044,0,85.89,14.11,0.0
484016095,16552,9160,0,64.37,35.63,0.0
484016096,11256,2997,0,78.97,21.03,0.0
484016097,11983,2889,0,80.57,19.43,0.0
484016098,8128,532,9,93.76,6.14,0.1
484016099,153395,200174,105,43.37,56.6,0.03
484016100,10575,12821,0,45.2,54.8,0.0
484016101,9768,6047,0,61.76,38.24,0.0
484016102,12296,8634,0,58.75,41.25,0.0
484016103,16564,15493,0,51.67,48.33,0.0
484016104,46218,30382,0,60.34,39.66,0.0
484016105,79309,124713,0,38.87,61.13,0.0
484016106,1821,1353,0,57.37,42.63,0.0
484016107,34061,14824,0,69.68,30.32,0.0
484016108,8157,10213,0,44.4,55.6,0.0
484016109,92990,63614,0,59.38,40.62,0.0
484017001,10506,7089,0,59.71,40.29,0.0
484017002,13147,11952,0,52.38,47.62,0.0
484017003,24083,14549,0,62.34,37.66,0.0
484017004,51977,37234,0,58.26,41.74,0.0
484017005,6623,3046,0,68.5,31.5,0.0
484017006,66505,118693,12,35.91,64.09,0.01
484017007,75109,300576,0,19.99,80.01,0.0
484017008,40041,66312,0,37.65,62.35,0.0
484017009,10637,13711,0,43.69,56.31,0.0
484017010,10072,8127,0,55.34,44.66,0.0
484017011,58386,156472,0,27.17,72.83,0.0
484017012,22068,35203,0,38.53,61.47,0.0
484017013,10197,6386,0,61.49,38.51,0.0
484017014,4906,4692,0,51.11,48.89,0.0
484017015,12945,13692,20,48.56,51.36,0.08
484017016,12725,6467,0,66.3,33.7,0.0
484017017,37303,30130,0,55.32,44.68,0.0
484017018,43538,77943,0,35.84,64.16,0.0
484017019,17931,10123,0,63.92,36.08,0.0
484017020,20845,34022,0,37.99,62.01,0.0
484017021,4839,2766,0,63.63,36.37,0.0
484017022,14393,8200,0,63.71,36.29,0.0
484017023,5772,2156,0,72.81,27.19,0.0
484017024,22825,29183,0,43.89,56.11,0.0
484017025,15280,18462,0,45.28,54.72,0.0
484017026,9809,9399,0,51.07,48.93,0.0
484017027,8623,4106,0,67.74,32.26,0.0
484017028,22828,47665,0,32.38,67.62,0.0
484017029,42417,62700,78,40.32,59.6,0.07
484017030,32861,23116,0,58.7,41.3,0.0
484017031,11168,24748,0,31.09,68.91,0.0
484017032,14316,11840,0,54.73,45.27,0.0
484018001,26452,10530,0,71.53,28.47,0.0
484018002,8433,6786,0,55.41,44.59,0.0
484018003,7137,4353,0,62.11,37.89,0.0
484018004,149722,114194,42,56.72,43.26,0.02
484018005,11152,817,0,93.17,6.83,0.0
484018006,16281,12937,0,55.72,44.28,0.0
484018007,15150,4171,0,78.41,21.59,0.0
484018008,26144,38202,28,40.61,59.34,0.04
484018009,44453,1214,89,97.15,2.65,0.19
484018010,20991,12501,0,62.67,37.33,0.0
484018011,16994,6960,0,70.94,29.06,0.0
484018012,25627,15648,0,62.09,37.91,0.0
484018013,4868,2691,0,64.4,35.6,0.0
484018014,15682,8605,0,64.57,35.43,0.0
484018015,61243,31804,0,65.82,34.18,0.0
484018016,16594,20435,12,44.8,55.17,0.03
484018017,119266,300673,112,28.39,71.58,0.03
484018018,17383,12549,4,58.07,41.92,0.01
484018019,12068,1424,20,89.31,10.54,0.15
484019001,1509,1457,0,50.88,49.12,0.0
484019002,2013,1359,0,59.7,40.3,0.0
484019003,1042,365,0,74.06,25.94,0.0
484019004,12028,22993,5,34.34,65.65,0.01
484019005,11047,6971,0,61.31,38.69,0.0
484019006,107013,544339,301,16.42,83.53,0.05
484019007,12802,2166,0,85.53,14.47,0.0
484019008,2120,1441,0,59.53,40.47,0.0
484019009,43216,76992,0,35.95,64.05,0.0
484019010,37780,66390,174,36.21,63.63,0.17
484019011,4167,3161,0,56.86,43.14,0.0
484019012,31164,37543,23,45.34,54.62,0.03
484019013,5623,4307,0,56.63,43.37,0.0
484019014,29662,6330,30,82.34,17.57,0.08
484019015,1280,78,0,94.26,5.74,0.0
484019016,2488,766,0,76.46,23.54,0.0
484019017,35140,5486,36,86.42,13.49,0.09
484019018,130213,266435,356,32.8,67.11,0.09
484019019,7030,124106,504,5.34,94.28,0.38
484019020,3737,1759,0,67.99,32.01,0.0
484019021,132182,348031,373,27.5,72.42,0.08
484019022,9336,4689,0,66.57,33.43,0.0
484019023,886,922,0,49.0,51.0,0.0
484019024,5870,345,0,94.45,5.55,0.0
484019025,35969,66137,16,35.22,64.76,0.02
484019026,111065,530271,264,17.31,82.65,0.04
484019027,1178,770,0,60.47,39.53,0.0
484019028,987,397,0,71.32,28.68,0.0
484019029,3264,3760,0,46.47,53.53,0.0
484019030,2795,439,0,86.43,13.57,0.0
484019031,152352,318755,198,32.33,67.63,0.04
484019032,3506,1840,0,65.58,34.42,0.0
484019033,33776,50662,0,40.0,60.0,0.0
484019034,3667,1451,0,71.65,28.35,0.0
484019035,943,524,5,64.06,35.6,0.34
484019036,6280,1372,0,82.07,17.93,0.0
484019037,4327,1666,0,72.2,27.8,0.0
484019038,25202,41345,90,37.82,62.05,0.14
484019039,200906,935711,1511,17.65,82.21,0.13
484019040,523,383,0,57.73,42.27,0.0
484019041,69017,78147,331,46.79,52.98,0.22
484019042,2403,2915,0,45.19,54.81,0.0
484019043,2263,110,0,95.36,4.64,0.0
484019044,13638,20921,0,39.46,60.54,0.0
484019045,42750,43883,75,49.3,50.61,0.09
484019046,52708,358574,276,12.81,87.13,0.07
484019047,8103,7949,29,50.39,49.43,0.18
484019048,53265,252019,276,17.43,82.48,0.09
484019049,11701,34788,0,25.17,74.83,0.0
484019050,1301,249,0,83.94,16.06,0.0
484019051,2563,1003,6,71.75,28.08,0.17
484020001,764,60,0,92.72,7.28,0.0
484020002,30814,14274,0,68.34,31.66,0.0
484020003,2339,168,0,93.3,6.7,0.0
484020004,864,234,0,78.69,21.31,0.0
484020005,9837,5346,0,64.79,35.21,0.0
484020006,16639,3650,0,82.01,17.99,0.0
484020007,1858,528,0,77.87,22.13,0.0
484020008,697,36,0,95.09,4.91,0.0
484020009,5992,852,0,87.55,12.45,0.0
484020010,9129,4333,0,67.81,32.19,0.0
484020011,1237,53,0,95.89,4.11,0.0
484020012,10761,351,0,96.84,3.16,0.0
484020013,1083,1960,0,35.59,64.41,0.0
484020014,13236,14638,0,47.49,52.51,0.0
484020015,3673,1684,0,68.56,31.44,0.0
484020016,9069,376,16,95.86,3.97,0.17
484020017,3364,242,0,93.29,6.71,0.0
484020018,638,114,0,84.84,15.16,0.0
484020019,2546,183,0,93.29,6.71,0.0
484020020,4156,590,0,87.57,12.43,0.0
484020021,10558,3878,0,73.14,26.86,0.0
484020022,720,40,0,94.74,5.26,0.0
484020023,17821,8972,26,66.45,33.45,0.1
484020024,2492,1089,0,69.59,30.41,0.0
484020025,8599,2661,0,76.37,23.63,0.0
484020026,6841,2081,0,76.68,23.32,0.0
484020027,1583,596,0,72.65,27.35,0.0
484020028,12935,10190,16,55.9,44.03,0.07
484020029,3805,355,0,91.47,8.53,0.0
484020030,3506,5219,0,40.18,59.82,0.0
484020031,5394,1546,18,77.52,22.22,0.26
484020032,1035,41,0,96.19,3.81,0.0
484020033,1465,1452,0,50.22,49.78,0.0
484020034,1259,31,0,97.6,2.4,0.0
484020035,258,312,0,45.26,54.74,0.0
484020036,3270,1972,0,62.38,37.62,0.0
484020037,3515,851,0,80.51,19.49,0.0
484020038,1377,482,0,74.07,25.93,0.0
484020039,45320,32507,0,58.23,41.77,0.0
484020040,5814,547,0,91.4,8.6,0.0
484020041,22960,8623,3,72.69,27.3,0.01
484020042,7055,2704,0,72.29,27.71,0.0
484020043,59915,53041,487,52.82,46.76,0.43
484020044,25950,14804,0,63.67,36.33,0.0
484020045,3308,4578,0,41.95,58.05,0.0
484020046,2656,274,0,90.65,9.35,0.0
484020047,76,5,0,93.83,6.17,0.0
484020048,1326,70,0,94.99,5.01,0.0
484020049,771,412,0,65.17,34.83,0.0
484020050,3096,558,0,84.73,15.27,0.0
484020051,4605,159,0,96.66,3.34,0.0
484020052,4989,986,14,83.3,16.46,0.23
484020053,865,426,0,67.0,33.0,0.0
484020054,342,62,0,84.65,15.35,0.0
484020055,3482,254,0,93.2,6.8,0.0
484020056,1308,133,0,90.77,9.23,0.0
484020057,26717,11302,94,70.1,29.65,0.25
484020058,11887,774,1,93.88,6.11,0.01
484020059,31016,17448,0,64.0,36.0,0.0
484020060,2439,35,0,98.59,1.41,0.0
484020061,2452,434,0,84.96,15.04,0.0
484020062,234,264,0,46.99,53.01,0.0
484020063,1790,2495,5,41.72,58.16,0.12
484020064,7258,1225,0,85.56,14.44,0.0
484020065,1047,17,0,98.4,1.6,0.0
484020066,4468,780,0,85.14,14.86,0.0
484020067,91636,177256,54,34.07,65.91,0.02
484020068,11946,11776,0,50.36,49.64,0.0
484020069,2888,164,0,94.63,5.37,0.0
484020070,4776,1603,0,74.87,25.13,0.0
484020071,2793,458,0,85.91,14.09,0.0
484020072,5904,2153,4,73.24,26.71,0.05
484020073,26170,7873,36,76.79,23.1,0.11
484020074,441,15,0,96.71,3.29,0.0
484020075,2468,176,0,93.34,6.66,0.0
484020076,2027,1335,0,60.29,39.71,0.0
484020077,2324,2036,0,53.3,46.7,0.0
484020078,679,623,0,52.15,47.85,0.0
484020079,34944,49122,12,41.56,58.42,0.01
484020080,1159,435,0,72.71,27.29,0.0
484020081,1727,134,0,92.8,7.2,0.0
484020082,3694,441,0,89.33,10.67,0.0
484020083,4996,6332,0,44.1,55.9,0.0
484020084,1329,2829,0,31.96,68.04,0.0
484020085,25076,849,0,96.73,3.27,0.0
484020086,825,123,0,87.03,12.97,0.0
484020087,2933,2544,0,53.55,46.45,0.0
484020088,2483,378,0,86.79,13.21,0.0
484020089,1987,297,5,86.81,12.98,0.22
484020090,5290,937,0,84.95,15.05,0.0
484020091,1657,4597,0,26.5,73.5,0.0
484020092,987,791,0,55.51,44.49,0.0
484020093,516,4,0,99.23,0.77,0.0
484020094,1748,93,0,94.95,5.05,0.0
484020095,4056,455,0,89.91,10.09,0.0
484020096,293,458,0,39.01,60.99,0.0
484020097,1527,202,0,88.32,11.68,0.0
484020098,2932,1251,0,70.09,29.91,0.0
484020099,364,17,0,95.54,4.46,0.0
484020100,324,69,0,82.44,17.56,0.0
484020101,521,222,0,70.12,29.88,0.0
484020102,3440,1885,0,64.6,35.4,0.0
484020103,4324,1704,8,71.64,28.23,0.13
484020104,2026,641,0,75.97,24.03,0.0
484020105,5418,2203,0,71.09,28.91,0.0
484020106,201,48,0,80.72,19.28,0.0
484020107,12574,13657,0,47.94,52.06,0.0
484020108,2432,396,0,86.0,14.0,0.0
484020109,6217,5076,0,55.05,44.95,0.0
484020110,1552,64,0,96.04,3.96,0.0
484020111,4709,124,0,97.43,2.57,0.0
484020112,1951,621,0,75.86,24.14,0.0
484020113,2474,686,0,78.29,21.71,0.0
484020114,573,101,0,85.01,14.99,0.0
484020115,4791,5296,0,47.5,52.5,0.0
484020116,3663,465,0,88.74,11.26,0.0
484020117,2140,73,0,96.7,3.3,0.0
484020118,1824,567,0,76.29,23.71,0.0
484020119,487,248,0,66.26,33.74,0.0
484020120,131,165,0,44.26,55.74,0.0
484020121,574,22,0,96.31,3.69,0.0
484020122,588,65,0,90.05,9.95,0.0
484020123,2384,445,0,84.27,15.73,0.0
484020124,15939,3731,0,81.03,18.97,0.0
484020125,10590,1033,0,91.11,8.89,0.0
484020126,5225,172,0,96.81,3.19,0.0
484020127,1143,108,0,91.37,8.63,0.0
484020128,772,519,0,59.8,40.2,0.0
484020129,326,30,0,91.57,8.43,0.0
484020130,4986,166,0,96.78,3.22,0.0
484020131,10303,1039,4,90.81,9.16,0.04
484020132,1121,229,0,83.04,16.96,0.0
484020133,3669,244,1,93.74,6.23,0.03
484020134,25807,2666,0,90.64,9.36,0.0
484020135,6695,1539,0,81.31,18.69,0.0
484020136,11420,601,0,95.0,5.0,0.0
484020137,3219,203,0,94.07,5.93,0.0
484020138,358,90,0,79.91,20.09,0.0
484020139,1733,438,0,79.82,20.18,0.0
484020140,758,47,0,94.16,5.84,0.0
484020141,7573,1131,0,87.01,12.99,0.0
484020142,795,46,0,94.53,5.47,0.0
484020143,7308,2103,0,77.65,22.35,0.0
484020144,933,92,0,91.02,8.98,0.0
484020145,2402,2770,0,46.44,53.56,0.0
484020146,2294,486,0,82.52,17.48,0.0
484020147,295,83,0,78.04,21.96,0.0
484020148,1979,199,0,90.86,9.14,0.0
484020149,1796,218,0,89.18,10.82,0.0
484020150,9754,4086,0,70.48,29.52,0.0
484020151,301,11,0,96.47,3.53,0.0
484020152,2087,294,0,87.65,12.35,0.0
484020153,3977,926,0,81.11,18.89,0.0
484020154,1954,365,4,84.12,15.71,0.17
484020155,996,59,0,94.41,5.59,0.0
484020156,2674,979,2,73.16,26.79,0.05
484020157,4213,12572,0,25.1,74.9,0.0
484020158,1696,509,0,76.92,23.08,0.0
484020159,4989,547,0,90.12,9.88,0.0
484020160,1201,228,0,84.04,15.96,0.0
484020161,2225,503,0,81.56,18.44,0.0
484020162,1830,216,0,89.44,10.56,0.0
484020163,1332,216,0,86.05,13.95,0.0
484020164,2815,58,0,97.98,2.02,0.0
484020165,1485,144,0,91.16,8.84,0.0
484020166,9761,1489,2,86.75,13.23,0.02
484020167,1463,677,0,68.36,31.64,0.0
484020168,619,316,0,66.2,33.8,0.0
484020169,3939,166,0,95.96,4.04,0.0
484020170,3108,594,0,83.95,16.05,0.0
484020171,16114,1767,0,90.12,9.88,0.0
484020172,342,67,0,83.62,16.38,0.0
484020173,2022,2524,0,44.48,55.52,0.0
484020174,1216,177,9,86.73,12.62,0.64
484020175,1933,708,0,73.19,26.81,0.0
484020176,8455,1601,0,84.08,15.92,0.0
484020177,3594,3099,0,53.7,46.3,0.0
484020178,956,491,0,66.07,33.93,0.0
484020179,1972,351,0,84.89,15.11,0.0
484020180,439,14,0,96.91,3.09,0.0
484020181,2106,50,0,97.68,2.32,0.0
484020182,1361,105,0,92.84,7.16,0.0
484020183,77476,80621,0,49.01,50.99,0.0
484020184,7170,1769,0,80.21,19.79,0.0
484020185,452,69,0,86.76,13.24,0.0
484020186,1442,317,0,81.98,18.02,0.0
484020187,8900,676,0,92.94,7.06,0.0
484020188,2324,787,0,74.7,25.3,0.0
484020189,19323,2922,28,86.76,13.12,0.13
484020190,202,94,0,68.24,31.76,0.0
484020191,659,864,0,43.27,56.73,0.0
484020192,1905,899,0,67.94,32.06,0.0
484020193,1163,206,0,84.95,15.05,0.0
484020194,1014,42,0,96.02,3.98,0.0
484020195,204,203,0,50.12,49.88,0.0
484020196,2934,355,0,89.21,10.79,0.0
484020197,27396,2346,0,92.11,7.89,0.0
484020198,454,33,5,92.28,6.71,1.02
484020199,3068,596,0,83.73,16.27,0.0
484020200,1712,162,0,91.36,8.64,0.0
484020201,3375,1181,20,73.75,25.81,0.44
484020202,2823,716,0,79.77,20.23,0.0
484020203,486,148,0,76.66,23.34,0.0
484020204,15709,1188,9,92.92,7.03,0.05
484020205,1745,674,0,72.14,27.86,0.0
484020206,16785,2228,0,88.28,11.72,0.0
484020207,6538,340,2,95.03,4.94,0.03
484020208,597,10,0,98.35,1.65,0.0
484020209,5077,674,0,88.28,11.72,0.0
484020210,3366,43,0,98.74,1.26,0.0
484020211,2706,402,0,87.07,12.93,0.0
484020212,3871,295,0,92.92,7.08,0.0
484020213,1689,344,0,83.08,16.92,0.0
484020214,787,41,0,95.05,4.95,0.0
484020215,1032,205,0,83.43,16.57,0.0
484020216,2914,247,0,92.19,7.81,0.0
484020217,514,30,0,94.49,5.51,0.0
484020218,1520,1145,0,57.04,42.96,0.0
484020219,2534,146,0,94.55,5.45,0.0
484020220,1391,102,0,93.17,6.83,0.0
484020221,1303,115,0,91.89,8.11,0.0
484020222,317,110,0,74.24,25.76,0.0
484020223,595,49,0,92.39,7.61,0.0
484020224,5576,314,0,94.67,5.33,0.0
484020225,2266,705,0,76.27,23.73,0.0
484020226,8086,10215,0,44.18,55.82,0.0
484020227,776,33,0,95.92,4.08,0.0
484020228,8901,142,0,98.43,1.57,0.0
484020229,901,30,0,96.78,3.22,0.0
484020230,3164,25,0,99.22,0.78,0.0
484020231,16080,6053,0,72.65,27.35,0.0
484020232,1574,141,0,91.78,8.22,0.0
484020233,6978,150,0,97.9,2.1,0.0
484020234,3092,720,0,81.11,18.89,0.0
484020235,1236,125,0,90.82,9.18,0.0
484020236,1268,297,0,81.02,18.98,0.0
484020237,582,412,0,58.55,41.45,0.0
484020238,836,164,0,83.6,16.4,0.0
484020239,2522,185,0,93.17,6.83,0.0
484020240,862,172,0,83.37,16.63,0.0
484020241,11794,512,0,95.84,4.16,0.0
484020242,984,990,0,49.85,50.15,0.0
484020243,2588,1340,0,65.89,34.11,0.0
484020244,1273,26,0,98.0,2.0,0.0
484020245,462,134,0,77.52,22.48,0.0
