YEAR,TOTAL_POP,GEOLEV2,EDU_LESS_PRIM_POP,EDU_PRIM_POP,EDU_SEC_POP,EDU_UNI_POP,EDU_UK_POP,EDU_LESS_PRIM_PCT,EDU_PRIM_PCT,EDU_SEC_PCT,EDU_UNI_PCT,EDU_UK_PCT
2020,125515554,484005024,10229,21601,7548,2422,146,24.39,51.5,17.99,5.77,0.35
2020,125515554,484005025,37964,84777,29681,12971,336,22.91,51.15,17.91,7.83,0.2
2020,125515554,484005026,918,1726,356,41,10,30.09,56.57,11.67,1.34,0.33
2020,125515554,484005027,28179,53377,21269,11320,467,24.59,46.57,18.56,9.88,0.41
2020,125515554,484005028,13892,30163,12094,5123,165,22.61,49.1,19.69,8.34,0.27
2020,125515554,484005029,619,1205,409,106,4,26.42,51.43,17.46,4.52,0.17
2020,125515554,484005030,175332,367668,157777,128898,3019,21.06,44.15,18.95,15.48,0.36
2020,125515554,484005031,5283,11281,5201,1604,149,22.46,47.97,22.11,6.82,0.63
2020,125515554,484005032,8442,21753,6828,2835,126,21.11,54.4,17.08,7.09,0.32
2020,125515554,484005033,28346,46129,15011,5191,396,29.81,48.52,15.79,5.46,0.42
2020,125515554,484005034,1711,3031,1052,293,1,28.1,49.79,17.28,4.81,0.02
2020,125515554,484005035,144209,296048,137387,104408,1515,21.1,43.31,20.1,15.27,0.22
2020,125515554,484005036,6222,10033,2555,244,39,32.59,52.55,13.38,1.28,0.2
2020,125515554,484005037,1638,3380,670,93,9,28.29,58.38,11.57,1.61,0.16
2020,125515554,484005038,3714,6575,1702,403,6,29.95,53.02,13.73,3.25,0.05
2020,125515554,484006001,51125,91836,45627,19403,407,24.53,44.07,21.89,9.31,0.2
2020,125515554,484006002,35619,59699,30703,22434,638,23.89,40.04,20.59,15.05,0.43
2020,125515554,484006003,6151,10034,3045,1575,42,29.51,48.13,14.61,7.56,0.2
2020,125515554,484006004,6269,9609,2795,1223,13,31.49,48.26,14.04,6.14,0.07
2020,125515554,484006005,7520,13674,5825,2962,5,25.08,45.6,19.43,9.88,0.02
2020,125515554,484006006,1915,2474,794,218,5,35.42,45.76,14.69,4.03,0.09
2020,125515554,484006007,3199,4467,1563,481,11,32.91,45.95,16.08,4.95,0.11
2020,125515554,484006008,39203,49238,15681,6186,172,35.48,44.57,14.19,5.6,0.16
2020,125515554,484006009,28940,50306,34782,30169,124,20.05,34.86,24.1,20.9,0.09
2020,125515554,484007001,7396,7022,1978,426,10,43.94,41.72,11.75,2.53,0.06
2020,125515554,484007002,49692,51073,23514,11819,153,36.47,37.48,17.26,8.67,0.11
2020,125515554,484007003,10782,10424,3333,611,55,42.78,41.36,13.22,2.42,0.22
2020,125515554,484007004,17900,13282,2226,285,32,53.08,39.38,6.6,0.85,0.09
2020,125515554,484007005,11364,9261,1802,177,10,50.25,40.95,7.97,0.78,0.04
2020,125515554,484007006,13582,12307,3093,776,32,45.59,41.31,10.38,2.6,0.11
2020,125515554,484007007,5850,4042,515,83,6,55.74,38.51,4.91,0.79,0.06
2020,125515554,484007008,18237,14587,3927,789,19,48.56,38.84,10.46,2.1,0.05
2020,125515554,484007009,13960,15677,6732,2757,32,35.65,40.04,17.19,7.04,0.08
2020,125515554,484007010,3186,3082,549,97,3,46.06,44.56,7.94,1.4,0.04
2020,125515554,484007011,8926,8238,1596,211,27,46.98,43.36,8.4,1.11,0.14
2020,125515554,484007012,24499,24057,8713,3760,35,40.12,39.4,14.27,6.16,0.06
2020,125515554,484007013,15097,13632,4166,1287,44,44.11,39.83,12.17,3.76,0.13
2020,125515554,484007014,11439,9266,1421,192,35,51.17,41.45,6.36,0.86,0.16
2020,125515554,484007015,17451,19498,7249,2457,38,37.37,41.76,15.52,5.26,0.08
2020,125515554,484007016,6657,6312,2847,649,67,40.27,38.18,17.22,3.93,0.41
2020,125515554,484007017,32401,32920,11039,5148,111,39.7,40.33,13.53,6.31,0.14
2020,125515554,484007018,4407,3872,648,249,8,47.99,42.16,7.06,2.71,0.09
2020,125515554,484007019,58197,63285,21566,14058,225,36.99,40.22,13.71,8.94,0.14
2020,125515554,484007020,21905,18927,4785,1315,30,46.64,40.3,10.19,2.8,0.06
2020,125515554,484007021,8292,8438,3011,1068,39,39.77,40.47,14.44,5.12,0.19
2020,125515554,484007022,11213,8003,461,20,28,56.85,40.57,2.34,0.1,0.14
2020,125515554,484007023,52381,40058,1151,98,103,55.85,42.71,1.23,0.1,0.11
2020,125515554,484007024,6633,4597,915,46,28,54.28,37.62,7.49,0.38,0.23
2020,125515554,484007025,2862,2717,980,299,3,41.71,39.6,14.28,4.36,0.04
2020,125515554,484007026,27647,21999,1497,157,63,53.83,42.83,2.91,0.31,0.12
2020,125515554,484007028,2726,2481,518,116,0,46.67,42.48,8.87,1.99,0.0
2020,125515554,484007029,2063,2327,597,73,8,40.71,45.92,11.78,1.44,0.16
2020,125515554,484007030,17101,13358,3234,810,25,49.53,38.69,9.37,2.35,0.07
2020,125515554,484007031,73079,40704,10939,1019,168,58.04,32.33,8.69,0.81,0.13
2020,125515554,484007032,12341,11434,3698,1456,22,42.63,39.49,12.77,5.03,0.08
2020,125515554,484007033,3207,2663,775,78,4,47.67,39.59,11.52,1.16,0.06
2020,125515554,484007034,32248,31495,8120,3721,81,42.62,41.62,10.73,4.92,0.11
2020,125515554,484007035,5166,5344,2260,708,11,38.3,39.62,16.75,5.25,0.08
2020,125515554,484007036,2853,3213,827,254,6,39.89,44.92,11.56,3.55,0.08
2020,125515554,484007037,13257,12051,6506,2472,67,38.59,35.08,18.94,7.2,0.2
2020,125515554,484007038,9814,9835,1502,180,33,45.94,46.04,7.03,0.84,0.15
2020,125515554,484007039,13469,10401,1664,182,16,52.34,40.42,6.47,0.71,0.06
2020,125515554,484007040,17749,19636,8951,3665,92,35.43,39.2,17.87,7.32,0.18
2020,125515554,484007041,19990,20594,2274,601,24,45.97,47.36,5.23,1.38,0.06
2020,125515554,484007042,4639,4794,757,273,8,44.3,45.78,7.23,2.61,0.08
2020,125515554,484007043,3780,4131,1781,590,8,36.73,40.15,17.31,5.73,0.08
2020,125515554,484007044,10377,13668,2332,783,33,38.16,50.26,8.58,2.88,0.12
2020,125515554,484007045,2504,2524,591,144,2,43.43,43.78,10.25,2.5,0.03
2020,125515554,484007046,15642,15526,5669,1829,23,40.43,40.13,14.65,4.73,0.06
2020,125515554,484007047,11000,9421,2137,368,3,47.97,41.09,9.32,1.6,0.01
2020,125515554,484007048,8299,8137,3298,832,17,40.32,39.53,16.02,4.04,0.08
2020,125515554,484007049,16481,13939,1946,218,29,50.54,42.74,5.97,0.67,0.09
2020,125515554,484007050,1951,1983,746,299,6,39.14,39.78,14.96,6.0,0.12
2020,125515554,484007051,19161,17447,5156,1609,13,44.16,40.21,11.88,3.71,0.03
2020,125515554,484007052,78418,53554,10667,2294,185,54.04,36.9,7.35,1.58,0.13
2020,125515554,484007053,3097,3514,585,263,13,41.45,47.03,7.83,3.52,0.17
2020,125515554,484007054,10790,11143,3529,876,25,40.93,42.27,13.39,3.32,0.09
2020,125515554,484007055,2060,2153,1059,274,4,37.12,38.79,19.08,4.94,0.07
2020,125515554,484007056,7671,4161,317,9,18,63.0,34.17,2.6,0.07,0.15
2020,125515554,484007057,29689,28852,9000,3383,76,41.82,40.64,12.68,4.76,0.11
2020,125515554,484007058,2259,1814,362,17,0,50.74,40.75,8.13,0.38,0.0
2020,125515554,484007059,151854,102618,25290,4414,293,53.38,36.07,8.89,1.55,0.1
2020,125515554,484007060,7431,4159,1064,112,10,58.16,32.55,8.33,0.88,0.08
2020,125515554,484007061,57869,55342,14311,6018,186,43.27,41.38,10.7,4.5,0.14
2020,125515554,484007062,7562,7035,2165,482,5,43.84,40.78,12.55,2.79,0.03
2020,125515554,484007063,1346,1769,499,109,3,36.12,47.48,13.39,2.93,0.08
2020,125515554,484007064,24000,20936,4661,824,93,47.51,41.45,9.23,1.63,0.18
2020,125515554,484007065,52532,45898,18823,5835,142,42.63,37.25,15.27,4.74,0.12
2020,125515554,484007066,15017,8048,1095,52,42,61.92,33.18,4.51,0.21,0.17
2020,125515554,484007067,5603,4613,908,126,11,49.76,40.96,8.06,1.12,0.1
2020,125515554,484007068,11722,11122,5301,2049,48,38.76,36.78,17.53,6.78,0.16
2020,125515554,484007069,20743,18610,6490,2884,57,42.52,38.15,13.3,5.91,0.12
2020,125515554,484007070,4736,5730,844,166,14,41.22,49.87,7.35,1.44,0.12
2020,125515554,484007071,11982,10300,4099,948,60,43.75,37.61,14.97,3.46,0.22
2020,125515554,484007072,26779,22780,6150,1863,54,46.47,39.53,10.67,3.23,0.09
2020,125515554,484007074,16356,16404,7210,2518,72,38.43,38.54,16.94,5.92,0.17
2020,125515554,484007075,14086,10432,1904,733,38,51.8,38.36,7.0,2.7,0.14
2020,125515554,484007076,13668,10272,3354,328,41,49.41,37.13,12.12,1.19,0.15
2020,125515554,484007077,30283,21663,6697,990,26,50.76,36.31,11.23,1.66,0.04
2020,125515554,484007078,72941,66870,33952,29485,345,35.83,32.84,16.68,14.48,0.17
2020,125515554,484007079,16269,17720,4016,1481,52,41.15,44.82,10.16,3.75,0.13
2020,125515554,484007080,13579,11567,2434,431,10907,34.89,29.72,6.25,1.11,28.03
2020,125515554,484007081,29074,20532,3230,561,72,54.38,38.4,6.04,1.05,0.13
2020,125515554,484007082,9233,4325,684,34,13,64.62,30.27,4.79,0.24,0.09
2020,125515554,484007083,8595,7000,1751,657,5,47.73,38.87,9.72,3.65,0.03
2020,125515554,484007084,3548,3225,947,259,4,44.44,40.4,11.86,3.24,0.05
2020,125515554,484007085,4628,4307,957,224,8,45.71,42.54,9.45,2.21,0.08
2020,125515554,484007086,9342,9261,3845,1813,23,38.47,38.14,15.83,7.47,0.09
2020,125515554,484007087,18680,14510,5064,694,40,47.91,37.22,12.99,1.78,0.1
2020,125515554,484007088,888,895,298,85,1,40.98,41.3,13.75,3.92,0.05
2020,125515554,484007089,112324,122372,60388,34810,418,34.01,37.05,18.28,10.54,0.13
2020,125515554,484007090,1848,1763,453,80,0,44.59,42.54,10.93,1.93,0.0
2020,125515554,484007093,22142,20072,1916,135,56,49.96,45.29,4.32,0.3,0.13
2020,125515554,484007094,23979,18767,2554,921,3,51.88,40.6,5.53,1.99,0.01
2020,125515554,484007095,40036,28825,7867,681,101,51.65,37.19,10.15,0.88,0.13
2020,125515554,484007096,29466,32283,16568,8559,85,33.88,37.12,19.05,9.84,0.1
2020,125515554,484007097,3403,2784,497,56,0,50.49,41.31,7.37,0.83,0.0
2020,125515554,484007098,33988,37808,4844,1273,101,43.57,48.46,6.21,1.63,0.13
2020,125515554,484007099,18502,12594,3569,576,65,52.4,35.67,10.11,1.63,0.18
2020,125515554,484007100,146890,189104,123625,114097,643,25.57,32.92,21.52,19.87,0.11
2020,125515554,484007101,13505,15462,7391,2263,83,34.89,39.95,19.1,5.85,0.21
2020,125515554,484007102,11839,11488,4512,731,20,41.41,40.18,15.78,2.56,0.07
2020,125515554,484007103,7257,6501,1440,618,4,45.87,41.09,9.1,3.91,0.03
2020,125515554,484007104,5505,6461,2455,639,15,36.52,42.86,16.29,4.24,0.1
2020,125515554,484007105,35031,22378,4585,1189,66,55.39,35.38,7.25,1.88,0.1
2020,125515554,484007106,33754,28540,10796,3350,107,44.1,37.28,14.1,4.38,0.14
2020,125515554,484007107,38483,41629,16483,7162,133,37.04,40.07,15.87,6.89,0.13
2020,125515554,484007108,19175,13024,3439,1222,168,51.79,35.17,9.29,3.3,0.45
2020,125515554,484007109,3746,2893,333,26,4,53.5,41.32,4.76,0.37,0.06
2020,125515554,484007110,23037,18065,939,165,46,54.52,42.76,2.22,0.39,0.11
2020,125515554,484008001,5832,5810,1865,347,39,41.98,41.82,13.42,2.5,0.28
2020,125515554,484008002,6254,12302,4069,2090,108,25.19,49.56,16.39,8.42,0.44
2020,125515554,484008003,2020,3854,1518,681,20,24.96,47.62,18.76,8.41,0.25
2020,125515554,484008004,4750,11590,3426,399,90,23.45,57.22,16.91,1.97,0.44
2020,125515554,484008005,8512,12711,2795,656,85,34.38,51.34,11.29,2.65,0.34
2020,125515554,484008006,2107,2651,583,168,6,38.2,48.07,10.57,3.05,0.11
2020,125515554,484008007,40652,24061,5271,2341,151,56.09,33.2,7.27,3.23,0.21
2020,125515554,484008008,8891,9429,2576,845,38,40.82,43.29,11.83,3.88,0.17
2020,125515554,484008009,8803,11814,2399,787,16,36.96,49.6,10.07,3.3,0.07
2020,125515554,484008010,11217,24242,8830,2876,91,23.74,51.3,18.69,6.09,0.19
2020,125515554,484008011,4794,2291,390,75,15,63.37,30.28,5.16,0.99,0.2
2020,125515554,484008012,3525,5546,1392,681,16,31.59,49.7,12.47,6.1,0.14
2020,125515554,484008013,619,1007,273,40,0,31.92,51.93,14.08,2.06,0.0
2020,125515554,484008014,431,616,109,16,9,36.49,52.16,9.23,1.35,0.76
2020,125515554,484008015,1004,1864,549,110,3,28.44,52.8,15.55,3.12,0.08
2020,125515554,484008016,44878,80590,30544,15071,498,26.16,46.97,17.8,8.78,0.29
2020,125515554,484008017,1694,2796,293,54,16,34.91,57.61,6.04,1.11,0.33
2020,125515554,484008018,168564,319194,224607,182075,3633,18.77,35.54,25.01,20.27,0.4
2020,125515554,484008019,2459,2622,576,216,7,41.82,44.59,9.8,3.67,0.12
2020,125515554,484008020,34040,61606,31393,15212,397,23.86,43.19,22.01,10.66,0.28
2020,125515554,484008021,991,1135,215,52,7,41.29,47.29,8.96,2.17,0.29
2020,125515554,484008022,2506,2942,581,122,10,40.68,47.75,9.43,1.98,0.16
2020,125515554,484008023,1161,1767,588,146,8,31.63,48.15,16.02,3.98,0.22
2020,125515554,484008024,2230,3434,799,258,8,33.14,51.03,11.87,3.83,0.12
2020,125515554,484008025,907,1160,240,51,5,38.38,49.09,10.16,2.16,0.21
2020,125515554,484008026,1287,2104,516,82,1,32.26,52.73,12.93,2.06,0.03
2020,125515554,484008027,24870,18388,2772,761,125,53.01,39.19,5.91,1.62,0.27
2020,125515554,484008028,3756,2832,769,286,19,49.02,36.96,10.04,3.73,0.25
2020,125515554,484008029,11767,16965,3757,1011,86,35.04,50.51,11.19,3.01,0.26
2020,125515554,484008030,26643,47962,23264,12208,232,24.15,43.48,21.09,11.07,0.21
2020,125515554,484008031,319,371,72,18,0,40.9,47.56,9.23,2.31,0.0
2020,125515554,484008032,1658,2683,478,184,4,33.11,53.58,9.55,3.67,0.08
2020,125515554,484008033,3752,5617,633,155,16,36.88,55.21,6.22,1.52,0.16
2020,125515554,484008034,10269,17716,7645,2763,68,26.7,46.06,19.88,7.18,0.18
2020,125515554,484008035,337660,676699,286670,137182,3771,23.42,46.93,19.88,9.51,0.26
2020,125515554,484008036,1498,2366,750,92,18,31.71,50.08,15.88,1.95,0.38
2020,125515554,484008037,1126,1945,561,225,3,29.17,50.39,14.53,5.83,0.08
2020,125515554,484008038,8249,11906,2800,780,24,34.72,50.11,11.79,3.28,0.1
2020,125515554,484008039,554,516,121,25,4,45.41,42.3,9.92,2.05,0.33
2020,125515554,484008040,410,636,87,8,5,35.78,55.5,7.59,0.7,0.44
2020,125515554,484008041,885,1376,313,62,2,33.55,52.16,11.87,2.35,0.08
2020,125515554,484008042,1316,2076,560,126,10,32.19,50.78,13.7,3.08,0.24
2020,125515554,484008043,12380,20955,7046,2039,43,29.15,49.35,16.59,4.8,0.1
2020,125515554,484008044,3661,2445,347,115,9,55.66,37.18,5.28,1.75,0.14
2020,125515554,484008045,1749,1862,467,65,10,42.11,44.84,11.24,1.57,0.24
2020,125515554,484008046,7870,10926,2172,703,42,36.25,50.32,10.0,3.24,0.19
2020,125515554,484008047,1150,1127,257,87,5,43.79,42.92,9.79,3.31,0.19
2020,125515554,484008048,16000,28357,11250,6603,122,25.67,45.49,18.05,10.59,0.2
2020,125515554,484008049,3036,3452,913,102,35,40.28,45.79,12.11,1.35,0.46
2020,125515554,484008050,6528,11666,3724,1058,138,28.24,50.47,16.11,4.58,0.6
2020,125515554,484008051,1592,2552,630,83,16,32.67,52.37,12.93,1.7,0.33
2020,125515554,484008052,2008,4877,319,83,8,27.53,66.85,4.37,1.14,0.11
2020,125515554,484008053,4520,8445,2410,805,26,27.89,52.11,14.87,4.97,0.16
2020,125515554,484008054,836,899,216,51,2,41.72,44.86,10.78,2.54,0.1
2020,125515554,484008055,837,1015,193,71,7,39.43,47.81,9.09,3.34,0.33
2020,125515554,484008056,631,1465,410,71,13,24.36,56.56,15.83,2.74,0.5
2020,125515554,484008057,1269,2159,896,415,18,26.68,45.39,18.84,8.72,0.38
2020,125515554,484008058,2776,5182,2150,800,21,25.4,47.42,19.67,7.32,0.19
2020,125515554,484008059,1217,1736,302,58,10,36.62,52.24,9.09,1.75,0.3
2020,125515554,484008060,7790,14168,4671,1533,71,27.59,50.18,16.54,5.43,0.25
2020,125515554,484008061,2047,2434,459,115,27,40.28,47.89,9.03,2.26,0.53
2020,125515554,484008062,547,655,152,25,2,39.61,47.43,11.01,1.81,0.14
2020,125515554,484008063,8791,5638,1150,244,29,55.46,35.57,7.25,1.54,0.18
2020,125515554,484008064,3196,2282,558,95,14,52.01,37.14,9.08,1.55,0.23
2020,125515554,484008065,1625,2368,442,100,0,35.83,52.22,9.75,2.21,0.0
2020,125515554,484009001,803849,1761397,1399237,1287651,14546,15.26,33.44,26.57,24.45,0.28
2020,125515554,484009002,431772,947171,546419,259599,2129,19.74,43.31,24.98,11.87,0.1
2020,125515554,484009003,48623,96786,57295,36046,710,20.31,40.42,23.93,15.05,0.3
2020,125515554,484009004,32002,71911,30262,11594,303,21.91,49.23,20.72,7.94,0.21
2020,125515554,484009005,76562,165719,93370,42531,558,20.21,43.76,24.65,11.23,0.15
2020,125515554,484009006,122723,258754,165288,124008,2636,18.22,38.42,24.54,18.41,0.39
2020,125515554,484010001,16251,28320,7648,3469,100,29.13,50.76,13.71,6.22,0.18
2020,125515554,484010002,1819,1913,252,36,2,45.23,47.56,6.27,0.9,0.05
2020,125515554,484010003,1366,2098,343,38,4,35.49,54.51,8.91,0.99,0.1
2020,125515554,484010004,10091,16449,5047,1352,16,30.62,49.91,15.31,4.1,0.05
2020,125515554,484010005,152712,294264,121734,82571,1075,23.41,45.11,18.66,12.66,0.16
2020,125515554,484010006,3683,4923,692,106,7,39.14,52.31,7.35,1.13,0.07
2020,125515554,484010007,86773,161859,70089,30030,637,24.84,46.33,20.06,8.6,0.18
2020,125515554,484010008,9861,17301,5341,2010,81,28.5,50.01,15.44,5.81,0.23
2020,125515554,484010009,3871,4398,774,169,19,41.93,47.64,8.38,1.83,0.21
2020,125515554,484010010,1072,1924,537,123,8,29.26,52.51,14.66,3.36,0.22
2020,125515554,484010011,1580,2341,500,112,6,34.81,51.58,11.02,2.47,0.13
2020,125515554,484010012,39279,70196,27484,16995,293,25.47,45.51,17.82,11.02,0.19
2020,125515554,484010013,8459,12410,3322,756,89,33.79,49.57,13.27,3.02,0.36
2020,125515554,484010014,22783,15905,3427,577,302,52.99,36.99,7.97,1.34,0.7
2020,125515554,484010015,4199,5790,1788,434,26,34.31,47.32,14.61,3.55,0.21
2020,125515554,484010016,5890,8892,2203,943,48,32.77,49.47,12.26,5.25,0.27
2020,125515554,484010017,2440,3767,1024,403,15,31.9,49.25,13.39,5.27,0.2
2020,125515554,484010018,2898,4900,1342,680,26,29.43,49.77,13.63,6.91,0.26
2020,125515554,484010019,1750,2556,236,32,3,38.23,55.84,5.16,0.7,0.07
2020,125515554,484010020,3862,5984,1602,634,6,31.95,49.5,13.25,5.24,0.05
2020,125515554,484010021,3619,5033,1356,483,5,34.48,47.95,12.92,4.6,0.05
2020,125515554,484010022,7368,12400,3188,1265,50,30.36,51.09,13.14,5.21,0.21
2020,125515554,484010023,16321,23489,5824,1831,69,34.34,49.42,12.25,3.85,0.15
2020,125515554,484010024,3806,5982,1567,765,18,31.36,49.28,12.91,6.3,0.15
2020,125515554,484010025,972,1385,247,91,23,35.76,50.96,9.09,3.35,0.85
2020,125515554,484010026,5888,8504,1500,144,24,36.66,52.95,9.34,0.9,0.15
2020,125515554,484010027,1955,2556,414,54,18,39.12,51.15,8.28,1.08,0.36
2020,125515554,484010028,4097,5257,1382,636,6,36.01,46.2,12.15,5.59,0.05
2020,125515554,484010029,713,990,207,63,2,36.1,50.13,10.48,3.19,0.1
2020,125515554,484010030,582,779,143,32,6,37.74,50.52,9.27,2.08,0.39
2020,125515554,484010031,2352,3050,779,183,6,36.92,47.88,12.23,2.87,0.09
2020,125515554,484010032,13912,21780,6477,3438,38,30.48,47.72,14.19,7.53,0.08
2020,125515554,484010033,2287,3247,711,247,4,35.21,49.98,10.95,3.8,0.06
2020,125515554,484010034,10004,11939,1545,637,56,41.37,49.37,6.39,2.63,0.23
2020,125515554,484010035,4193,5491,924,172,12,38.85,50.88,8.56,1.59,0.11
2020,125515554,484010036,6440,9178,3495,869,41,32.16,45.84,17.45,4.34,0.2
2020,125515554,484010037,3380,4491,601,86,18,39.41,52.37,7.01,1.0,0.21
2020,125515554,484010038,5879,10782,3663,1547,36,26.84,49.22,16.72,7.06,0.16
2020,125515554,484011001,29939,43432,9526,4192,32,34.36,49.85,10.93,4.81,0.04
2020,125515554,484011002,35718,49991,12606,5010,199,34.5,48.29,12.18,4.84,0.19
2020,125515554,484011003,49369,82125,25083,8464,823,29.76,49.51,15.12,5.1,0.5
2020,125515554,484011004,20099,30839,7055,2274,95,33.3,51.09,11.69,3.77,0.16
2020,125515554,484011005,31968,56040,18682,5310,232,28.48,49.93,16.65,4.73,0.21
2020,125515554,484011006,2042,2338,545,141,5,40.27,46.11,10.75,2.78,0.1
2020,125515554,484011007,125324,227511,99694,43240,1560,25.2,45.75,20.05,8.69,0.31
2020,125515554,484011008,14756,19721,3346,938,97,37.97,50.75,8.61,2.41,0.25
2020,125515554,484011009,25807,37909,10292,3166,103,33.4,49.06,13.32,4.1,0.13
2020,125515554,484011010,3580,5347,1323,281,16,33.94,50.7,12.54,2.66,0.15
2020,125515554,484011011,26744,45037,15937,5491,117,28.66,48.26,17.08,5.88,0.13
2020,125515554,484011012,10267,14259,3412,1095,78,35.27,48.98,11.72,3.76,0.27
2020,125515554,484011013,9005,12503,3197,833,66,35.17,48.83,12.49,3.25,0.26
2020,125515554,484011014,55076,72208,17360,6330,271,36.42,47.74,11.48,4.19,0.18
2020,125515554,484011015,42408,74210,39225,27955,481,23.01,40.27,21.29,15.17,0.26
2020,125515554,484011016,6917,10106,2295,708,35,34.48,50.38,11.44,3.53,0.17
2020,125515554,484011017,143546,252667,105385,53298,1361,25.81,45.42,18.95,9.58,0.24
2020,125515554,484011018,11163,19370,4877,1253,40,30.41,52.77,13.29,3.41,0.11
2020,125515554,484011019,18975,22193,5026,805,104,40.28,47.12,10.67,1.71,0.22
2020,125515554,484011020,459813,777769,254574,126720,6873,28.28,47.84,15.66,7.79,0.42
2020,125515554,484011021,12423,22410,8313,2304,98,27.27,49.2,18.25,5.06,0.22
2020,125515554,484011022,9198,11634,1957,316,18,39.78,50.31,8.46,1.37,0.08
2020,125515554,484011023,55850,69974,14461,5099,134,38.38,48.09,9.94,3.5,0.09
2020,125515554,484011024,3845,5962,1344,550,5,32.85,50.93,11.48,4.7,0.04
2020,125515554,484011025,25527,43343,7478,2264,148,32.41,55.03,9.49,2.87,0.19
2020,125515554,484011026,21234,30570,7270,2627,100,34.36,49.47,11.76,4.25,0.16
2020,125515554,484011027,63291,127775,51661,17241,457,24.3,49.06,19.84,6.62,0.18
2020,125515554,484011028,28400,42619,13579,5611,230,31.4,47.12,15.01,6.2,0.25
2020,125515554,484011029,14881,19889,3403,412,30,38.54,51.51,8.81,1.07,0.08
2020,125515554,484011030,39845,56272,12130,2356,176,35.97,50.8,10.95,2.13,0.16
2020,125515554,484011031,38724,60364,16497,7018,204,31.53,49.15,13.43,5.71,0.17
2020,125515554,484011032,26900,38795,15134,3318,288,31.86,45.95,17.92,3.93,0.34
