GEOLEV2,OWNED_HH,UNOWNED_HH,OWNED_UK_HH,OWNED_PCT,UNOWNED_PCT,OWNED_UK_PCT
484007068,22615,9086,0,71.34,28.66,0.0
484007069,35453,15516,0,69.56,30.44,0.0
484007070,12150,104,0,99.15,0.85,0.0
484007071,21200,7849,0,72.98,27.02,0.0
484007072,56237,5883,0,90.53,9.47,0.0
484007074,36179,8569,0,80.85,19.15,0.0
484007075,24334,4383,0,84.74,15.26,0.0
484007076,29398,456,0,98.47,1.53,0.0
484007077,60305,3283,0,94.84,5.16,0.0
484007078,146289,68511,0,68.1,31.9,0.0
484007079,34751,6966,0,83.3,16.7,0.0
484007080,29108,1013,11648,69.69,2.43,27.89
484007081,54457,4097,0,93.0,7.0,0.0
484007082,15136,271,0,98.24,1.76,0.0
484007083,16737,2335,20,87.66,12.23,0.1
484007084,7322,1160,0,86.32,13.68,0.0
484007085,9824,1058,0,90.28,9.72,0.0
484007086,20508,5041,0,80.27,19.73,0.0
484007087,25545,15718,0,61.91,38.09,0.0
484007088,1843,465,0,79.85,20.15,0.0
484007089,228289,120578,16,65.43,34.56,0.0
484007090,3986,453,0,89.79,10.21,0.0
484007093,46875,1223,0,97.46,2.54,0.0
484007094,43094,6332,0,87.19,12.81,0.0
484007095,82512,710,0,99.15,0.85,0.0
484007096,64528,27075,0,70.44,29.56,0.0
484007097,6685,519,0,92.8,7.2,0.0
484007098,77090,5564,0,93.27,6.73,0.0
484007099,35925,1785,0,95.27,4.73,0.0
484007100,416240,183001,41,69.46,30.54,0.01
484007101,32720,8267,0,79.83,20.17,0.0
484007102,24031,6198,0,79.5,20.5,0.0
484007103,14588,1943,0,88.25,11.75,0.0
484007104,14266,1595,0,89.94,10.06,0.0
484007105,60919,6177,0,90.79,9.21,0.0
484007106,59740,21287,9,73.72,26.27,0.01
484007107,77895,31159,0,71.43,28.57,0.0
484007108,36546,3516,6,91.21,8.78,0.01
484007109,6820,708,0,90.6,9.4,0.0
484007110,42946,1962,7,95.62,4.37,0.02
484008001,9189,5359,0,63.16,36.84,0.0
484008002,20294,5668,0,78.17,21.83,0.0
484008003,5891,2596,0,69.41,30.59,0.0
484008004,14711,6661,0,68.83,31.17,0.0
484008005,16694,9347,0,64.11,35.89,0.0
484008006,4354,1430,9,75.16,24.68,0.16
484008007,63938,12836,66,83.21,16.7,0.09
484008008,19118,3848,0,83.24,16.76,0.0
484008009,19875,5256,0,79.09,20.91,0.0
484008010,34053,15319,0,68.97,31.03,0.0
484008011,7034,1038,0,87.14,12.86,0.0
484008012,8632,3096,0,73.6,26.4,0.0
484008013,1540,494,0,75.71,24.29,0.0
484008014,995,235,0,80.89,19.11,0.0
484008015,3039,655,0,82.27,17.73,0.0
484008016,123188,55903,0,68.79,31.21,0.0
484008017,4017,1078,0,78.84,21.16,0.0
484008018,706296,227521,422,75.6,24.35,0.05
484008019,5297,888,0,85.64,14.36,0.0
484008020,112150,37733,0,74.83,25.17,0.0
484008021,2112,340,0,86.13,13.87,0.0
484008022,4917,1723,0,74.05,25.95,0.0
484008023,3147,635,0,83.21,16.79,0.0
484008024,5522,1472,6,78.89,21.03,0.09
484008025,1986,424,6,82.2,17.55,0.25
484008026,2621,1557,0,62.73,37.27,0.0
484008027,42590,7668,0,84.74,15.26,0.0
484008028,6936,1257,0,84.66,15.34,0.0
484008029,26511,8775,0,75.13,24.87,0.0
484008030,75515,40380,0,65.16,34.84,0.0
484008031,675,151,0,81.72,18.28,0.0
484008032,4237,951,0,81.67,18.33,0.0
484008033,8286,2633,0,75.89,24.11,0.0
484008034,27634,13074,0,67.88,32.12,0.0
484008035,1028244,476029,0,68.35,31.65,0.0
484008036,3740,1238,2,75.1,24.86,0.04
484008037,2753,1230,0,69.12,30.88,0.0
484008038,19424,5631,0,77.53,22.47,0.0
484008039,1076,218,0,83.15,16.85,0.0
484008040,1007,171,0,85.48,14.52,0.0
484008041,2173,568,0,79.28,20.72,0.0
484008042,3156,1107,0,74.03,25.97,0.0
484008043,32478,12155,0,72.77,27.23,0.0
484008044,5692,1419,0,80.05,19.95,0.0
484008045,3809,619,0,86.02,13.98,0.0
484008046,17983,4575,0,79.72,20.28,0.0
484008047,2347,398,0,85.5,14.5,0.0
484008048,44136,21284,13,67.45,32.53,0.02
484008049,6132,1967,8,75.64,24.26,0.1
484008050,16289,8168,30,66.52,33.36,0.12
484008051,3373,1716,0,66.28,33.72,0.0
484008052,6907,759,0,90.1,9.9,0.0
484008053,13951,2725,0,83.66,16.34,0.0
484008054,1824,254,0,87.78,12.22,0.0
484008055,1775,394,0,81.83,18.17,0.0
484008056,2004,682,0,74.61,25.39,0.0
484008057,3461,1535,0,69.28,30.72,0.0
484008058,7909,3657,0,68.38,31.62,0.0
484008059,2835,572,0,83.21,16.79,0.0
484008060,21140,8553,24,71.14,28.78,0.08
484008061,4304,1008,2,80.99,18.97,0.04
484008062,1210,239,0,83.51,16.49,0.0
484008063,14926,2011,0,88.13,11.87,0.0
484008064,5643,862,0,86.75,13.25,0.0
484008065,3643,1113,0,76.6,23.4,0.0
484009001,3010103,2380963,1635,55.82,44.15,0.03
484009002,1324412,926254,0,58.85,41.15,0.0
484009003,155316,91230,58,62.98,36.99,0.02
484009004,120660,31947,0,79.07,20.93,0.0
484009005,263870,125416,0,67.78,32.22,0.0
484009006,469348,224655,327,67.6,32.36,0.05
484010001,40574,18377,0,68.83,31.17,0.0
484010002,3101,1190,0,72.27,27.73,0.0
484010003,3375,703,0,82.76,17.24,0.0
484010004,26750,8023,0,76.93,23.07,0.0
484010005,463801,219074,160,67.9,32.07,0.02
484010006,9115,907,0,90.95,9.05,0.0
484010007,281666,88578,0,76.08,23.92,0.0
484010008,28567,7737,0,78.69,21.31,0.0
484010009,7196,2614,0,73.35,26.65,0.0
484010010,3206,607,0,84.08,15.92,0.0
484010011,3791,937,0,80.18,19.82,0.0
484010012,126883,36293,0,77.76,22.24,0.0
484010013,21129,5792,0,78.49,21.51,0.0
484010014,44318,2316,502,94.02,4.91,1.07
484010015,10852,2027,5,84.23,15.73,0.04
484010016,15098,3920,0,79.39,20.61,0.0
484010017,5949,1917,0,75.63,24.37,0.0
484010018,7412,2932,0,71.66,28.34,0.0
484010019,3797,1122,0,77.19,22.81,0.0
484010020,9755,2886,0,77.17,22.83,0.0
484010021,8868,2236,0,79.86,20.14,0.0
484010022,20422,5099,0,80.02,19.98,0.0
484010023,40161,10746,0,78.89,21.11,0.0
484010024,9127,3632,0,71.53,28.47,0.0
484010025,2427,407,0,85.64,14.36,0.0
484010026,14451,2723,0,84.14,15.86,0.0
484010027,4598,644,0,87.71,12.29,0.0
484010028,9520,2482,0,79.32,20.68,0.0
484010029,1738,362,0,82.76,17.24,0.0
484010030,1283,337,0,79.2,20.8,0.0
484010031,5747,976,0,85.48,14.52,0.0
484010032,27700,20567,0,57.39,42.61,0.0
484010033,5470,1447,0,79.08,20.92,0.0
484010034,20645,5440,0,79.15,20.85,0.0
484010035,7535,3691,0,67.12,32.88,0.0
484010036,18003,3108,0,85.28,14.72,0.0
484010037,7045,2132,0,76.77,23.23,0.0
484010038,16743,6637,0,71.61,28.39,0.0
484011001,69935,21999,0,76.07,23.93,0.0
484011002,79665,28588,0,73.59,26.41,0.0
484011003,147557,25327,26,85.34,14.65,0.02
484011004,50107,12745,15,79.7,20.27,0.02
484011005,92296,25250,2,78.52,21.48,0.0
484011006,4933,397,0,92.55,7.45,0.0
484011007,375977,143490,110,72.36,27.62,0.02
484011008,30795,10427,0,74.71,25.29,0.0
484011009,64412,16603,0,79.51,20.49,0.0
484011010,9275,1762,0,84.04,15.96,0.0
484011011,71319,26532,0,72.89,27.11,0.0
484011012,20239,10476,0,65.89,34.11,0.0
484011013,24198,3146,0,88.49,11.51,0.0
484011014,126097,35583,0,77.99,22.01,0.0
484011015,152354,41114,126,78.7,21.24,0.07
484011016,17198,3912,16,81.41,18.52,0.08
484011017,421365,162695,0,72.14,27.86,0.0
484011018,30794,7884,0,79.62,20.38,0.0
484011019,42288,7163,0,85.51,14.49,0.0
484011020,1167522,537645,8140,68.14,31.38,0.48
484011021,27382,19805,0,58.03,41.97,0.0
484011022,19085,5646,0,77.17,22.83,0.0
484011023,116388,38111,0,75.33,24.67,0.0
484011024,9744,2617,0,78.83,21.17,0.0
484011025,57450,26221,0,68.66,31.34,0.0
484011026,45928,19606,10,70.07,29.91,0.02
484011027,207005,65781,0,75.89,24.11,0.0
484011028,68868,24886,8,73.45,26.54,0.01
484011029,36545,4482,0,89.08,10.92,0.0
484011030,99199,20325,0,83.0,17.0,0.0
484011031,97155,33314,44,74.44,25.53,0.03
484011032,76470,13004,0,85.47,14.53,0.0
484011033,103018,25173,0,80.36,19.64,0.0
484011034,4437,1223,0,78.39,21.61,0.0
484011035,62947,17852,0,77.91,22.09,0.0
484011036,5456,1248,0,81.38,18.62,0.0
484011037,147422,55588,0,72.62,27.38,0.0
484011038,8968,2318,12,79.38,20.52,0.11
484011039,27196,8649,0,75.87,24.13,0.0
484011040,18424,1536,0,92.3,7.7,0.0
484011041,38207,23198,0,62.22,37.78,0.0
484011042,110447,38081,0,74.36,25.64,0.0
484011043,18992,2158,0,89.8,10.2,0.0
484011044,51268,14211,0,78.3,21.7,0.0
484011045,10182,920,0,91.71,8.29,0.0
484011046,51561,17128,0,75.06,24.94,0.0
484012001,548618,224912,353,70.89,29.06,0.05
484012002,22646,2302,0,90.77,9.23,0.0
484012003,30616,6458,0,82.58,17.42,0.0
484012004,17038,4029,0,80.88,19.12,0.0
484012005,6049,1651,0,78.56,21.44,0.0
484012006,7309,3803,0,65.78,34.22,0.0
484012007,21701,11261,0,65.84,34.16,0.0
484012008,7646,1498,5,83.57,16.37,0.05
484012009,5206,485,0,91.48,8.52,0.0
484012010,25366,3039,0,89.3,10.7,0.0
484012011,42343,18242,0,69.89,30.11,0.0
484012012,58286,10474,0,84.77,15.23,0.0
484012013,29587,7214,0,80.4,19.6,0.0
484012014,11177,3957,0,73.85,26.15,0.0
484012015,8921,4040,0,68.83,31.17,0.0
484012016,11335,1070,0,91.37,8.63,0.0
484012017,11418,4161,0,73.29,26.71,0.0
484012018,11241,3109,0,78.33,21.67,0.0
484012019,13491,2007,0,87.05,12.95,0.0
484012020,19054,2299,0,89.23,10.77,0.0
484012021,54429,18282,0,74.86,25.14,0.0
484012022,29708,8498,142,77.47,22.16,0.37
484012023,19530,7022,5,73.54,26.44,0.02
484012024,6402,1398,0,82.08,17.92,0.0
484012025,14981,2024,6,88.07,11.9,0.04
484012026,5964,2305,0,72.12,27.88,0.0
484012027,15245,5244,0,74.41,25.59,0.0
484012028,120476,20897,0,85.22,14.78,0.0
484012029,193698,85483,0,69.38,30.62,0.0
484012030,17828,4320,0,80.49,19.51,0.0
484012031,5124,1131,0,81.92,18.08,0.0
484012032,29724,7214,0,80.47,19.53,0.0
484012033,11982,5422,0,68.85,31.15,0.0
484012034,27126,9277,0,74.52,25.48,0.0
484012035,99337,52788,0,65.3,34.7,0.0
484012036,10349,1387,0,88.18,11.82,0.0
484012037,4597,1540,0,74.91,25.09,0.0
484012038,103747,48050,0,68.35,31.65,0.0
484012039,19547,6460,0,75.16,24.84,0.0
484012040,21749,4563,0,82.66,17.34,0.0
484012041,38148,2597,0,93.63,6.37,0.0
484012042,16046,2523,0,86.41,13.59,0.0
484012043,36751,2918,3,92.64,7.36,0.01
484012044,10324,2059,0,83.37,16.63,0.0
484012045,22299,5893,0,79.1,20.9,0.0
484012046,56411,11414,0,83.17,16.83,0.0
484012047,5859,1219,0,82.78,17.22,0.0
484012048,28770,15556,0,64.91,35.09,0.0
484012049,9971,2775,0,78.23,21.77,0.0
484012050,26140,12044,0,68.46,31.54,0.0
484012051,31473,4624,0,87.19,12.81,0.0
484012052,40673,5154,0,88.75,11.25,0.0
484012053,41379,8707,0,82.62,17.38,0.0
484012054,20824,3283,0,86.38,13.62,0.0
484012055,76431,28895,0,72.57,27.43,0.0
484012056,41448,4591,0,90.03,9.97,0.0
484012057,49981,14793,0,77.16,22.84,0.0
484012058,37732,16050,0,70.16,29.84,0.0
484012059,24979,5742,0,81.31,18.69,0.0
484012060,10528,3010,0,77.77,22.23,0.0
484012061,33693,8993,35,78.87,21.05,0.08
484012062,19966,2587,0,88.53,11.47,0.0
484012063,9098,855,0,91.41,8.59,0.0
484012064,8900,2782,0,76.19,23.81,0.0
484012065,5893,1694,0,77.67,22.33,0.0
484012066,64138,30177,0,68.0,32.0,0.0
484012067,17617,4417,0,79.95,20.05,0.0
484012068,10118,1762,5,85.13,14.83,0.04
484012069,5589,2271,0,71.11,28.89,0.0
484012070,26798,2838,4,90.41,9.57,0.01
484012071,49376,2010,0,96.09,3.91,0.0
484012072,14052,3064,0,82.1,17.9,0.0
484012073,19159,2766,0,87.38,12.62,0.0
484012074,41969,11025,12,79.18,20.8,0.02
484013001,18521,3687,0,83.4,16.6,0.0
484013002,38071,7899,0,82.82,17.18,0.0
484013003,45519,15267,0,74.88,25.12,0.0
484013004,8439,1868,0,81.88,18.12,0.0
484013005,16511,2287,0,87.83,12.17,0.0
484013006,15644,3481,0,81.8,18.2,0.0
484013007,9520,3002,0,76.03,23.97,0.0
484013008,31672,14854,0,68.07,31.93,0.0
484013009,17246,2553,0,87.11,12.89,0.0
484013010,23638,7762,0,75.28,24.72,0.0
484013011,18473,1310,0,93.38,6.62,0.0
484013012,23983,6099,0,79.73,20.27,0.0
484013013,51268,11152,0,82.13,17.87,0.0
484013014,14103,1976,0,87.71,12.29,0.0
484013015,16920,2305,0,88.01,11.99,0.0
484013016,47312,13069,0,78.36,21.64,0.0
484013017,10805,2152,0,83.39,16.61,0.0
484013018,19883,2974,0,86.99,13.01,0.0
484013019,35844,6520,20,84.57,15.38,0.05
484013020,2357,236,0,90.9,9.1,0.0
484013021,10806,4307,0,71.5,28.5,0.0
484013022,12827,3424,0,78.93,21.07,0.0
484013023,30600,5467,0,84.84,15.16,0.0
484013024,14688,2819,0,83.9,16.1,0.0
484013025,18448,2194,0,89.37,10.63,0.0
484013026,11514,1250,0,90.21,9.79,0.0
484013027,18779,3854,0,82.97,17.03,0.0
484013028,106645,19983,0,84.22,15.78,0.0
484013029,40000,7146,0,84.84,15.16,0.0
484013030,71954,25834,0,73.58,26.42,0.0
484013031,10598,1613,0,86.79,13.21,0.0
484013032,9118,1127,0,89.0,11.0,0.0
484013033,2635,258,0,91.08,8.92,0.0
484013034,8507,963,0,89.83,10.17,0.0
484013035,10304,2753,0,78.92,21.08,0.0
484013036,7749,1687,0,82.12,17.88,0.0
484013037,18269,2673,0,87.24,12.76,0.0
484013038,7240,1601,12,81.78,18.08,0.14
484013039,10911,3385,0,76.32,23.68,0.0
484013040,8738,1080,0,89.0,11.0,0.0
484013041,38536,8553,0,81.84,18.16,0.0
484013042,9112,2283,0,79.96,20.04,0.0
484013043,5484,682,0,88.94,11.06,0.0
484013044,13857,3080,0,81.81,18.19,0.0
484013045,8118,1176,0,87.35,12.65,0.0
484013046,34595,3874,0,89.93,10.07,0.0
484013047,4242,539,0,88.73,11.27,0.0
484013048,210590,101034,0,67.58,32.42,0.0
484013049,16818,1860,0,90.04,9.96,0.0
484013050,138542,62678,0,68.85,31.15,0.0
484013051,32430,6207,0,83.94,16.06,0.0
484013052,14557,3041,0,82.72,17.28,0.0
484013053,32728,3959,0,89.21,10.79,0.0
484013054,16973,1344,0,92.66,7.34,0.0
484013055,28800,10699,0,72.91,27.09,0.0
484013056,12158,2973,0,80.35,19.65,0.0
484013057,14317,3041,0,82.48,17.52,0.0
484013058,34069,3780,0,90.01,9.99,0.0
484013059,14950,2314,0,86.6,13.4,0.0
484013060,38498,17731,0,68.47,31.53,0.0
484013061,29973,1121,26,96.31,3.6,0.08
484013062,67419,22979,0,74.58,25.42,0.0
484013063,9715,1098,0,89.85,10.15,0.0
484013064,26298,4533,0,85.3,14.7,0.0
484013065,9091,3867,58,69.84,29.71,0.45
484013066,48550,6416,0,88.33,11.67,0.0
484013067,13191,1129,0,92.12,7.88,0.0
484013068,121372,46369,283,72.23,27.6,0.17
484013069,8406,622,0,93.11,6.89,0.0
484013070,8862,2245,0,79.79,20.21,0.0
484013071,35107,2577,0,93.16,6.84,0.0
484013072,25011,3579,32,87.38,12.5,0.11
484013073,15975,5242,3,75.28,24.7,0.01
484013074,92816,21620,0,81.11,18.89,0.0
484013075,110011,56736,0,65.97,34.03,0.0
484013076,16848,1372,0,92.47,7.53,0.0
484013077,6171,844,0,87.97,12.03,0.0
484013078,22032,2566,0,89.57,10.43,0.0
484013079,26253,11768,0,69.05,30.95,0.0
484013080,15906,5500,0,74.31,25.69,0.0
484013081,43101,14516,0,74.81,25.19,0.0
484013082,30103,9463,0,76.08,23.92,0.0
484014001,11970,11094,0,51.9,48.1,0.0
484014002,15720,7830,0,66.75,33.25,0.0
484014003,15754,7574,0,67.53,32.47,0.0
484014004,3912,1802,0,68.46,31.54,0.0
484014005,11253,5155,6,68.56,31.41,0.04
484014006,37954,22011,0,63.29,36.71,0.0
484014007,7029,2389,0,74.63,25.37,0.0
484014008,55584,43006,0,56.38,43.62,0.0
484014009,13666,7430,18,64.72,35.19,0.09
484014010,5706,2057,0,73.5,26.5,0.0
484014011,4174,1423,0,74.58,25.42,0.0
484014012,2773,1399,0,66.47,33.53,0.0
484014013,40255,23351,0,63.29,36.71,0.0
484014014,5175,3465,0,59.9,40.1,0.0
484014015,37666,26790,0,58.44,41.56,0.0
484014016,28257,13154,0,68.24,31.76,0.0
484014017,8015,4837,0,62.36,37.64,0.0
484014018,42055,25740,0,62.03,37.97,0.0
484014019,5060,1712,0,74.72,25.28,0.0
484014020,8766,2087,0,80.77,19.23,0.0
484014021,12651,7865,0,61.66,38.34,0.0
484014022,22518,16938,0,57.07,42.93,0.0
484014023,65788,47693,0,57.97,42.03,0.0
484014024,19784,9392,0,67.81,32.19,0.0
484014025,11623,7929,0,59.45,40.55,0.0
484014026,4249,2070,2,67.22,32.75,0.03
484014027,15185,3128,0,82.92,17.08,0.0
484014028,1591,575,0,73.45,26.55,0.0
484014029,12646,5154,0,71.04,28.96,0.0
484014030,33615,21163,0,61.37,38.63,0.0
484014031,2298,962,0,70.49,29.51,0.0
484014032,4460,1514,0,74.66,25.34,0.0
484014033,14752,6369,0,69.85,30.15,0.0
484014034,1385,566,0,70.99,29.01,0.0
484014035,31066,21929,0,58.62,41.38,0.0
484014036,11955,7967,0,60.01,39.99,0.0
484014037,16036,9823,0,62.01,37.99,0.0
484014038,2928,1264,0,69.85,30.15,0.0
484014039,723686,654014,706,52.5,47.45,0.05
484014040,6001,2719,0,68.82,31.18,0.0
484014041,3802,2105,4,64.32,35.61,0.07
484014042,5839,4084,0,58.84,41.16,0.0
484014043,16496,6685,0,71.16,28.84,0.0
484014044,42422,25323,0,62.62,37.38,0.0
484014045,13570,6828,0,66.53,33.47,0.0
484014046,16170,16336,0,49.74,50.26,0.0
484014047,15308,9174,0,62.53,37.47,0.0
484014048,11116,7802,0,58.76,41.24,0.0
484014049,6832,1905,0,78.2,21.8,0.0
484014050,27689,18874,0,59.47,40.53,0.0
484014051,20400,10393,8,66.23,33.74,0.03
484014052,3409,2109,0,61.78,38.22,0.0
484014053,119289,52725,0,69.35,30.65,0.0
484014054,3532,1819,0,66.01,33.99,0.0
484014055,12796,8963,0,58.81,41.19,0.0
484014056,1268,543,0,70.02,29.98,0.0
484014057,2841,1250,0,69.45,30.55,0.0
484014058,8380,6002,0,58.27,41.73,0.0
484014059,10316,3458,18,74.8,25.07,0.13
484014060,3058,2239,0,57.73,42.27,0.0
484014061,18273,2658,6,87.28,12.7,0.03
484014062,2652,968,0,73.26,26.74,0.0
484014063,62207,43644,39,58.75,41.22,0.04
484014064,26454,7093,0,78.86,21.14,0.0
484014065,7296,4035,0,64.39,35.61,0.0
484014066,35871,17508,0,67.2,32.8,0.0
484014067,167676,122330,72,57.8,42.17,0.02
484014068,7703,3579,0,68.28,31.72,0.0
484014069,6411,1296,0,83.18,16.82,0.0
484014070,148330,71411,0,67.5,32.5,0.0
484014071,1842,1065,0,63.36,36.64,0.0
484014072,4952,2624,8,65.3,34.6,0.11
484014073,39353,32528,0,54.75,45.25,0.0
484014074,8424,8285,9,50.39,49.56,0.05
484014075,2167,1574,0,57.93,42.07,0.0
484014076,1720,1357,0,55.9,44.1,0.0
484014077,18879,9111,0,67.45,32.55,0.0
484014078,13800,18112,0,43.24,56.76,0.0
484014079,11306,5047,0,69.14,30.86,0.0
484014080,3794,1292,0,74.6,25.4,0.0
484014081,2239,1269,0,63.83,36.17,0.0
484014082,23120,13673,0,62.84,37.16,0.0
484014083,55704,31792,0,63.66,36.34,0.0
484014084,9262,5648,0,62.12,37.88,0.0
484014085,22911,15489,0,59.66,40.34,0.0
484014086,16615,4354,0,79.24,20.76,0.0
484014087,10267,6261,0,62.12,37.88,0.0
484014088,10935,5602,0,66.12,33.88,0.0
484014089,2395,1659,0,59.08,40.92,0.0
484014090,4385,2895,0,60.23,39.77,0.0
484014091,24623,15128,0,61.94,38.06,0.0
484014092,7013,3930,0,64.09,35.91,0.0
484014093,73818,75743,0,49.36,50.64,0.0
484014094,26097,18061,0,59.1,40.9,0.0
484014095,6704,2933,0,69.57,30.43,0.0
484014096,16068,6497,0,71.21,28.79,0.0
484014097,464592,260958,990,63.95,35.92,0.14
484014098,433956,251637,0,63.3,36.7,0.0
484014099,7903,2418,0,76.57,23.43,0.0
