GEOLEV2,EMPLOYED_POP,UNEMPLOYED_POP,EMP_IN_POP,EMP_UK_POP,EMPLOYED_PCT,UNEMPLOYED_PCT,EMP_IN_PCT,EMP_UK_PCT
484018016,14822,2233,12703,87,49.66,7.48,42.56,0.29
484018017,194702,17643,126292,753,57.37,5.2,37.21,0.22
484018018,13603,2222,8732,70,55.24,9.02,35.46,0.28
484018019,3586,1322,4938,45,36.26,13.37,49.92,0.45
484019001,1102,153,1077,4,47.17,6.55,46.1,0.17
484019002,1302,202,1360,6,45.37,7.04,47.39,0.21
484019003,520,152,476,1,45.26,13.23,41.43,0.09
484019004,13509,1985,12411,44,48.33,7.1,44.41,0.16
484019005,6784,955,6330,94,47.9,6.74,44.69,0.66
484019006,307447,28113,190035,641,58.42,5.34,36.11,0.12
484019007,4369,2051,5674,43,36.0,16.9,46.75,0.35
484019008,1374,151,1397,10,46.86,5.15,47.65,0.34
484019009,48296,7417,38199,194,51.32,7.88,40.59,0.21
484019010,40987,6774,28500,185,53.62,8.86,37.28,0.24
484019011,2893,644,2436,18,48.29,10.75,40.66,0.3
484019012,29502,3649,18870,393,56.29,6.96,36.0,0.75
484019013,3620,716,3663,21,45.14,8.93,45.67,0.26
484019014,12041,2092,13586,86,43.31,7.52,48.86,0.31
484019015,426,59,630,12,37.8,5.24,55.9,1.06
484019016,1113,351,1129,3,42.87,13.52,43.49,0.12
484019017,12213,4676,14520,162,38.68,14.81,45.99,0.51
484019018,168158,17057,109454,938,56.89,5.77,37.03,0.32
484019019,58434,7561,47475,2604,50.34,6.51,40.9,2.24
484019020,2175,275,1918,20,49.57,6.27,43.71,0.46
484019021,198919,21717,153564,822,53.04,5.79,40.95,0.22
484019022,5119,1264,5230,20,44.0,10.87,44.96,0.17
484019023,513,179,842,7,33.29,11.62,54.64,0.45
484019024,1695,723,2335,1,35.65,15.21,49.12,0.02
484019025,41568,10832,24358,99,54.08,14.09,31.69,0.13
484019026,285563,31842,221384,1317,52.87,5.9,40.99,0.24
484019027,635,235,770,15,38.37,14.2,46.53,0.91
484019028,548,98,467,0,49.24,8.81,41.96,0.0
484019029,2510,408,2850,11,43.43,7.06,49.32,0.19
484019030,1101,249,1274,2,41.93,9.48,48.51,0.08
484019031,202850,18389,134423,530,56.95,5.16,37.74,0.15
484019032,1899,307,1967,7,45.43,7.34,47.06,0.17
484019033,33893,4221,29803,48,49.87,6.21,43.85,0.07
484019034,2024,260,1722,4,50.47,6.48,42.94,0.1
484019035,535,233,468,0,43.28,18.85,37.86,0.0
484019036,1570,1021,3010,46,27.8,18.08,53.3,0.81
484019037,2247,361,2034,8,48.32,7.76,43.74,0.17
484019038,25515,3459,25275,144,46.91,6.36,46.47,0.26
484019039,499677,55130,401663,5714,51.93,5.73,41.74,0.59
484019040,325,41,401,1,42.32,5.34,52.21,0.13
484019041,68790,5768,34011,345,63.16,5.3,31.23,0.32
484019042,1831,445,2109,19,41.58,10.1,47.89,0.43
484019043,900,143,853,8,47.27,7.51,44.8,0.42
484019044,14080,2385,12692,85,48.15,8.16,43.4,0.29
484019045,36959,4190,24266,164,56.36,6.39,37.0,0.25
484019046,172982,20917,164485,834,48.16,5.82,45.79,0.23
484019047,5962,840,5927,74,46.57,6.56,46.29,0.58
484019048,137703,14475,95108,1192,55.42,5.83,38.28,0.48
484019049,18845,1845,17528,324,48.89,4.79,45.48,0.84
484019050,643,89,570,3,49.27,6.82,43.68,0.23
484019051,1233,648,1167,7,40.36,21.21,38.2,0.23
484020001,84,166,412,0,12.69,25.08,62.24,0.0
484020002,15193,1953,17951,144,43.11,5.54,50.94,0.41
484020003,840,134,1021,8,41.94,6.69,50.97,0.4
484020004,408,74,412,1,45.59,8.27,46.03,0.11
484020005,5676,955,5775,52,45.56,7.67,46.36,0.42
484020006,8340,1325,5947,62,53.21,8.45,37.94,0.4
484020007,924,142,912,8,46.53,7.15,45.92,0.4
484020008,251,51,298,6,41.42,8.42,49.17,0.99
484020009,1701,1211,2183,22,33.24,23.67,42.66,0.43
484020010,4904,994,5193,27,44.11,8.94,46.71,0.24
484020011,318,162,454,6,33.83,17.23,48.3,0.64
484020012,3319,802,3561,13,43.13,10.42,46.28,0.17
484020013,1359,76,1043,8,54.67,3.06,41.95,0.32
484020014,12131,1448,9288,47,52.94,6.32,40.53,0.21
484020015,1283,712,2069,33,31.32,17.38,50.5,0.81
484020016,1629,1378,3520,11,24.92,21.08,53.84,0.17
484020017,1178,191,1456,9,41.57,6.74,51.38,0.32
484020018,288,43,258,0,48.9,7.3,43.8,0.0
484020019,853,135,1225,12,38.34,6.07,55.06,0.54
484020020,1077,480,1802,18,31.89,14.21,53.36,0.53
484020021,5652,611,5142,11,49.51,5.35,45.04,0.1
484020022,221,17,405,9,33.9,2.61,62.12,1.38
484020023,11832,1073,8523,40,55.11,5.0,39.7,0.19
484020024,1243,209,1358,5,44.16,7.42,48.24,0.18
484020025,5293,324,3297,21,59.24,3.63,36.9,0.24
484020026,3628,857,2553,4,51.52,12.17,36.25,0.06
484020027,745,142,864,9,42.33,8.07,49.09,0.51
484020028,7929,1793,8178,35,44.21,10.0,45.6,0.2
484020029,1524,171,1398,7,49.16,5.52,45.1,0.23
484020030,3623,533,3101,3,49.9,7.34,42.71,0.04
484020031,2817,523,2119,9,51.52,9.56,38.75,0.16
484020032,253,104,478,1,30.26,12.44,57.18,0.12
484020033,1344,93,972,9,55.58,3.85,40.2,0.37
484020034,342,144,523,6,33.69,14.19,51.53,0.59
484020035,312,19,133,0,67.24,4.09,28.66,0.0
484020036,1762,306,1955,16,43.62,7.58,48.4,0.4
484020037,1167,368,1795,13,34.91,11.01,53.69,0.39
484020038,859,180,473,3,56.7,11.88,31.22,0.2
484020039,32753,4644,22324,135,54.72,7.76,37.3,0.23
484020040,1860,273,2400,15,40.9,6.0,52.77,0.33
484020041,11767,1722,10655,75,48.59,7.11,43.99,0.31
484020042,3799,555,3213,75,49.71,7.26,42.04,0.98
484020043,48660,6123,34668,864,53.88,6.78,38.39,0.96
484020044,17459,2038,12526,83,54.38,6.35,39.01,0.26
484020045,3761,191,2520,14,57.99,2.94,38.85,0.22
484020046,1036,239,1131,12,42.85,9.88,46.77,0.5
484020047,42,4,26,0,58.33,5.56,36.11,0.0
484020048,391,55,509,4,40.77,5.74,53.08,0.42
484020049,461,67,385,4,50.27,7.31,41.98,0.44
484020050,1599,188,978,8,57.66,6.78,35.27,0.29
484020051,2103,310,1088,12,59.86,8.82,30.97,0.34
484020052,1940,458,2428,15,40.07,9.46,50.15,0.31
484020053,441,81,576,2,40.09,7.36,52.36,0.18
484020054,144,58,121,1,44.44,17.9,37.35,0.31
484020055,1282,293,1257,27,44.84,10.25,43.97,0.94
484020056,465,115,529,8,41.63,10.3,47.36,0.72
484020057,13972,2703,13008,141,46.85,9.06,43.62,0.47
484020058,3434,1240,4926,31,35.66,12.88,51.15,0.32
484020059,20019,2231,14707,126,53.98,6.02,39.66,0.34
484020060,958,265,710,7,49.38,13.66,36.6,0.36
484020061,654,363,1131,7,30.35,16.84,52.48,0.32
484020062,212,48,152,1,51.33,11.62,36.8,0.24
484020063,1972,218,1411,3,54.72,6.05,39.15,0.08
484020064,3361,336,2946,69,50.07,5.01,43.89,1.03
484020065,312,78,476,4,35.86,8.97,54.71,0.46
484020066,1825,440,2054,26,42.0,10.13,47.27,0.6
484020067,131396,11299,78633,594,59.21,5.09,35.43,0.27
484020068,9429,1244,8089,59,50.1,6.61,42.98,0.31
484020069,678,377,1156,2,30.64,17.04,52.24,0.09
484020070,2417,450,1942,22,50.03,9.31,40.2,0.46
484020071,1248,153,1065,7,50.47,6.19,43.07,0.28
484020072,3067,279,2675,37,50.63,4.61,44.16,0.61
484020073,11357,2945,12089,119,42.84,11.11,45.6,0.45
484020074,121,71,161,0,34.28,20.11,45.61,0.0
484020075,1125,160,916,17,50.72,7.21,41.3,0.77
484020076,1121,309,1207,2,42.48,11.71,45.74,0.08
484020077,2068,148,1292,7,58.83,4.21,36.76,0.2
484020078,622,51,400,1,57.91,4.75,37.24,0.09
484020079,32611,6065,29768,109,47.57,8.85,43.42,0.16
484020080,627,102,560,2,48.57,7.9,43.38,0.15
484020081,555,227,736,4,36.47,14.91,48.36,0.26
484020082,1261,241,1703,9,39.23,7.5,52.99,0.28
484020083,5001,537,3449,24,55.5,5.96,38.28,0.27
484020084,1918,177,1380,7,55.08,5.08,39.63,0.2
484020085,5812,2643,9443,49,32.38,14.73,52.62,0.27
484020086,412,70,270,1,54.71,9.3,35.86,0.13
484020087,2642,237,1458,7,60.82,5.46,33.56,0.16
484020088,746,231,1205,1,34.17,10.58,55.2,0.05
484020089,657,221,959,23,35.32,11.88,51.56,1.24
484020090,2219,408,2135,30,46.31,8.51,44.55,0.63
484020091,2949,402,1973,16,55.22,7.53,36.95,0.3
484020092,706,54,654,6,49.72,3.8,46.06,0.42
484020093,282,47,98,0,66.04,11.01,22.95,0.0
484020094,610,170,665,5,42.07,11.72,45.86,0.34
484020095,1509,347,1552,15,44.08,10.14,45.34,0.44
484020096,309,25,284,2,49.84,4.03,45.81,0.32
484020097,662,120,646,11,46.0,8.34,44.89,0.76
484020098,1322,308,1609,11,40.68,9.48,49.51,0.34
484020099,84,36,174,0,28.57,12.24,59.18,0.0
484020100,185,27,119,1,55.72,8.13,35.84,0.3
484020101,222,56,317,4,37.06,9.35,52.92,0.67
484020102,2216,268,1813,8,51.48,6.23,42.11,0.19
484020103,3179,138,1520,17,65.49,2.84,31.31,0.35
484020104,860,170,1002,14,42.03,8.31,48.97,0.68
484020105,1627,1101,2912,61,28.54,19.31,51.08,1.07
484020106,97,7,109,1,45.33,3.27,50.93,0.47
484020107,12220,967,7232,79,59.62,4.72,35.28,0.39
484020108,618,266,1276,8,28.51,12.27,58.86,0.37
484020109,4605,581,3469,21,53.08,6.7,39.98,0.24
484020110,709,75,389,5,60.19,6.37,33.02,0.42
484020111,979,726,1865,24,27.24,20.2,51.89,0.67
484020112,687,388,1113,22,31.09,17.56,50.36,1.0
484020113,1070,255,1029,11,45.24,10.78,43.51,0.47
484020114,243,99,218,1,43.32,17.65,38.86,0.18
484020115,4824,509,2860,17,58.76,6.2,34.84,0.21
484020116,870,504,1687,13,28.3,16.4,54.88,0.42
484020117,683,154,839,6,40.61,9.16,49.88,0.36
484020118,930,229,782,4,47.81,11.77,40.21,0.21
484020119,421,4,210,0,66.3,0.63,33.07,0.0
484020120,49,47,144,7,19.84,19.03,58.3,2.83
484020121,308,23,178,1,60.39,4.51,34.9,0.2
484020122,234,18,262,1,45.44,3.5,50.87,0.19
484020123,838,182,1075,7,39.87,8.66,51.14,0.33
484020124,9875,1510,4247,28,63.06,9.64,27.12,0.18
484020125,3265,1080,4253,14,37.91,12.54,49.38,0.16
484020126,2135,615,1283,1,52.93,15.25,31.8,0.02
484020127,352,197,406,0,36.86,20.63,42.51,0.0
484020128,486,128,447,10,45.38,11.95,41.74,0.93
484020129,162,8,109,1,57.86,2.86,38.93,0.36
484020130,1389,553,2043,11,34.76,13.84,51.13,0.28
484020131,3792,850,4388,23,41.89,9.39,48.47,0.25
484020132,417,160,512,0,38.29,14.69,47.02,0.0
484020133,1040,475,1479,5,34.68,15.84,49.32,0.17
484020134,7854,2308,10878,71,37.2,10.93,51.53,0.34
484020135,3336,450,2514,21,52.78,7.12,39.77,0.33
484020136,3386,432,5162,53,37.48,4.78,57.15,0.59
484020137,745,522,1326,10,28.62,20.05,50.94,0.38
484020138,176,78,136,1,45.01,19.95,34.78,0.26
484020139,464,122,1008,12,28.89,7.6,62.76,0.75
484020140,261,71,315,0,40.34,10.97,48.69,0.0
484020141,3414,400,2641,25,52.69,6.17,40.76,0.39
484020142,272,52,386,2,38.2,7.3,54.21,0.28
484020143,3833,601,3070,22,50.93,7.99,40.79,0.29
484020144,341,89,400,3,40.94,10.68,48.02,0.36
484020145,2417,207,1506,7,58.42,5.0,36.4,0.17
484020146,723,435,958,1,34.15,20.55,45.25,0.05
484020147,153,22,132,0,49.84,7.17,43.0,0.0
484020148,645,201,688,2,41.99,13.09,44.79,0.13
484020149,705,137,631,7,47.64,9.26,42.64,0.47
484020150,5461,643,4600,43,50.81,5.98,42.8,0.4
484020151,120,24,119,0,45.63,9.13,45.25,0.0
484020152,561,193,933,1,33.23,11.43,55.27,0.06
484020153,1875,186,1564,12,51.55,5.11,43.0,0.33
484020154,789,190,799,3,44.3,10.67,44.86,0.17
484020155,358,22,425,1,44.42,2.73,52.73,0.12
484020156,1347,267,1324,10,45.69,9.06,44.91,0.34
484020157,8369,1134,4436,18,59.96,8.12,31.78,0.13
484020158,358,192,1110,0,21.57,11.57,66.87,0.0
484020159,1768,212,2103,6,43.24,5.18,51.43,0.15
484020160,558,90,485,2,49.16,7.93,42.73,0.18
484020161,1304,184,722,1,58.98,8.32,32.65,0.05
484020162,727,98,714,7,47.02,6.34,46.18,0.45
484020163,522,98,580,0,43.5,8.17,48.33,0.0
484020164,687,421,1067,18,31.33,19.2,48.65,0.82
484020165,516,107,618,0,41.58,8.62,49.8,0.0
484020166,3728,675,4546,49,41.43,7.5,50.52,0.54
484020167,780,131,690,13,48.33,8.12,42.75,0.81
484020168,389,25,264,13,56.3,3.62,38.21,1.88
484020169,1061,472,1536,5,34.52,15.35,49.97,0.16
484020170,781,559,1640,3,26.18,18.74,54.98,0.1
484020171,5992,722,6360,36,45.71,5.51,48.51,0.27
484020172,174,17,170,3,47.8,4.67,46.7,0.82
484020173,2111,155,1428,5,57.07,4.19,38.61,0.14
484020174,391,119,612,2,34.79,10.59,54.45,0.18
484020175,1021,256,860,4,47.69,11.96,40.17,0.19
484020176,3629,775,3498,71,45.52,9.72,43.87,0.89
484020177,2867,301,2151,11,53.79,5.65,40.36,0.21
484020178,531,38,569,2,46.58,3.33,49.91,0.18
484020179,696,168,925,14,38.6,9.32,51.3,0.78
484020180,163,66,142,2,43.7,17.69,38.07,0.54
484020181,600,57,954,5,37.13,3.53,59.03,0.31
484020182,551,95,456,6,49.73,8.57,41.16,0.54
484020183,64283,8676,51816,231,51.42,6.94,41.45,0.18
484020184,2359,1266,3172,16,34.62,18.58,46.56,0.23
484020185,132,86,189,1,32.35,21.08,46.32,0.25
484020186,820,95,525,3,56.83,6.58,36.38,0.21
484020187,3226,573,3357,19,44.96,7.99,46.79,0.26
484020188,672,277,1352,23,28.92,11.92,58.18,0.99
484020189,7407,2079,7383,61,43.75,12.28,43.61,0.36
484020190,156,14,76,0,63.41,5.69,30.89,0.0
484020191,640,94,562,8,49.08,7.21,43.1,0.61
484020192,1191,196,837,7,53.38,8.79,37.52,0.31
484020193,563,93,494,8,48.62,8.03,42.66,0.69
484020194,274,168,422,1,31.68,19.42,48.79,0.12
484020195,111,53,173,1,32.84,15.68,51.18,0.3
484020196,1324,285,1052,6,49.64,10.69,39.45,0.22
484020197,10558,1991,10917,71,44.86,8.46,46.38,0.3
484020198,146,64,201,1,35.44,15.53,48.79,0.24
484020199,1178,428,1294,14,40.43,14.69,44.41,0.48
484020200,692,93,634,3,48.66,6.54,44.59,0.21
484020201,1567,176,1540,18,47.47,5.33,46.65,0.55
484020202,792,410,1428,7,30.03,15.55,54.15,0.27
484020203,206,31,282,0,39.69,5.97,54.34,0.0
484020204,4754,1458,6401,111,37.36,11.46,50.31,0.87
484020205,953,132,786,10,50.66,7.02,41.79,0.53
484020206,6010,863,7259,57,42.36,6.08,51.16,0.4
484020207,2328,1061,2273,20,40.97,18.67,40.0,0.35
484020208,104,159,247,3,20.27,30.99,48.15,0.58
484020209,995,880,2648,13,21.94,19.4,58.38,0.29
484020210,1004,200,1107,5,43.35,8.64,47.8,0.22
484020211,784,133,1226,28,36.11,6.13,56.47,1.29
484020212,935,141,1715,20,33.26,5.02,61.01,0.71
484020213,444,285,870,10,27.59,17.71,54.07,0.62
484020214,279,93,298,1,41.58,13.86,44.41,0.15
484020215,445,39,476,3,46.21,4.05,49.43,0.31
484020216,1156,215,1051,7,47.59,8.85,43.27,0.29
484020217,101,32,302,15,22.44,7.11,67.11,3.33
484020218,1063,156,886,15,50.14,7.36,41.79,0.71
484020219,785,238,1082,4,37.22,11.28,51.3,0.19
484020220,635,122,451,0,52.57,10.1,37.33,0.0
484020221,600,37,494,4,52.86,3.26,43.52,0.35
484020222,151,26,157,3,44.81,7.72,46.59,0.89
484020223,241,41,253,6,44.55,7.58,46.77,1.11
484020224,1675,837,2059,14,36.53,18.26,44.91,0.31
484020225,1104,186,1076,10,46.46,7.83,45.29,0.42
484020226,8641,592,5684,50,57.73,3.96,37.98,0.33
484020227,239,26,318,0,40.99,4.46,54.55,0.0
484020228,1028,813,4271,11,16.79,13.28,69.75,0.18
484020229,210,98,422,10,28.38,13.24,57.03,1.35
484020230,766,316,1356,8,31.32,12.92,55.44,0.33
484020231,7836,839,7867,52,47.22,5.06,47.41,0.31
484020232,655,163,627,8,45.08,11.22,43.15,0.55
484020233,2550,220,2487,21,48.31,4.17,47.12,0.4
484020234,1197,360,1376,4,40.76,12.26,46.85,0.14
484020235,405,64,496,6,41.71,6.59,51.08,0.62
484020236,502,108,631,10,40.13,8.63,50.44,0.8
484020237,454,28,286,0,59.11,3.65,37.24,0.0
484020238,394,59,380,1,47.24,7.07,45.56,0.12
484020239,373,486,1092,4,19.08,24.86,55.86,0.2
484020240,346,65,405,4,42.2,7.93,49.39,0.49
484020241,1923,2580,4134,28,22.19,29.77,47.71,0.32
484020242,779,83,708,9,49.34,5.26,44.84,0.57
484020243,1546,214,1224,3,51.76,7.16,40.98,0.1
484020244,363,213,434,1,35.91,21.07,42.93,0.1
484020245,157,199,108,0,33.84,42.89,23.28,0.0
484020246,697,49,514,0,55.32,3.89,40.79,0.0
484020247,4265,1796,5385,52,37.09,15.62,46.83,0.45
484020248,1185,223,1451,5,41.38,7.79,50.66,0.17
484020249,514,50,431,1,51.61,5.02,43.27,0.1
484020250,348,143,390,1,39.46,16.21,44.22,0.11
484020251,855,116,761,8,49.14,6.67,43.74,0.46
484020252,724,136,741,4,45.11,8.47,46.17,0.25
484020253,1103,198,1169,15,44.39,7.97,47.04,0.6
484020254,366,296,836,13,24.22,19.59,55.33,0.86
484020255,114,8,65,2,60.32,4.23,34.39,1.06
484020256,400,58,358,26,47.51,6.89,42.52,3.09
484020257,251,30,299,1,43.2,5.16,51.46,0.17
484020258,689,174,758,2,42.45,10.72,46.7,0.12
484020259,527,190,970,7,31.11,11.22,57.26,0.41
484020260,2022,421,2684,11,39.35,8.19,52.24,0.21
484020261,375,44,358,2,48.14,5.65,45.96,0.26
484020262,1108,99,1145,8,46.95,4.19,48.52,0.34
484020263,564,103,939,7,34.97,6.39,58.21,0.43
484020264,2462,350,2472,30,46.33,6.59,46.52,0.56
484020265,3382,319,2901,44,50.89,4.8,43.65,0.66
484020266,68,26,115,1,32.38,12.38,54.76,0.48
484020267,554,40,289,1,62.67,4.52,32.69,0.11
484020268,1706,313,1300,35,50.86,9.33,38.76,1.04
484020269,516,57,356,9,55.01,6.08,37.95,0.96
484020270,647,382,1251,21,28.12,16.6,54.37,0.91
484020271,1477,331,2474,63,33.99,7.62,56.94,1.45
484020272,949,318,1446,10,34.85,11.68,53.1,0.37
484020273,462,57,470,0,46.71,5.76,47.52,0.0
484020274,2269,461,2826,37,40.57,8.24,50.53,0.66
484020275,268,35,265,1,47.1,6.15,46.57,0.18
484020276,4103,543,4621,74,43.92,5.81,49.47,0.79
484020277,12065,1971,14645,60,41.98,6.86,50.96,0.21
484020278,942,206,1146,11,40.87,8.94,49.72,0.48
484020279,1038,93,519,5,62.72,5.62,31.36,0.3
484020280,125,12,124,0,47.89,4.6,47.51,0.0
484020281,198,74,251,1,37.79,14.12,47.9,0.19
484020282,278,55,469,4,34.49,6.82,58.19,0.5
484020283,1009,450,918,4,42.38,18.9,38.56,0.17
484020284,1174,488,1134,9,41.85,17.4,40.43,0.32
484020285,908,229,1282,34,37.02,9.34,52.26,1.39
484020286,167,17,82,0,62.78,6.39,30.83,0.0
484020287,261,4,197,1,56.37,0.86,42.55,0.22
484020288,423,52,461,2,45.1,5.54,49.15,0.21
484020289,291,173,354,1,35.53,21.12,43.22,0.12
484020290,1208,222,1830,18,36.85,6.77,55.83,0.55
484020291,397,113,586,3,36.12,10.28,53.32,0.27
484020292,8024,535,5722,22,56.1,3.74,40.01,0.15
484020293,3169,339,2216,1,55.35,5.92,38.71,0.02
484020294,4250,325,3310,54,53.53,4.09,41.69,0.68
484020295,201,93,476,9,25.8,11.94,61.1,1.16
484020296,386,368,1282,0,18.96,18.07,62.97,0.0
484020297,6662,767,3464,44,60.91,7.01,31.67,0.4
484020298,457,58,365,4,51.7,6.56,41.29,0.45
484020299,2414,918,1789,22,46.94,17.85,34.79,0.43
484020300,664,67,566,3,51.08,5.15,43.54,0.23
484020301,993,480,1798,12,30.25,14.62,54.77,0.37
484020302,445,55,373,2,50.86,6.29,42.63,0.23
484020303,273,77,221,1,47.73,13.46,38.64,0.17
484020304,1803,245,1549,7,50.03,6.8,42.98,0.19
484020305,1425,137,1761,17,42.66,4.1,52.72,0.51
484020306,3440,798,3490,22,44.39,10.3,45.03,0.28
484020307,1332,205,993,8,52.48,8.08,39.13,0.32
484020308,2613,1112,3728,20,34.97,14.88,49.89,0.27
484020309,6431,492,4023,22,58.63,4.49,36.68,0.2
484020310,74,98,211,0,19.32,25.59,55.09,0.0
484020311,2712,801,4613,74,33.07,9.77,56.26,0.9
484020312,332,59,229,3,53.29,9.47,36.76,0.48
484020313,596,214,605,3,42.03,15.09,42.67,0.21
484020314,761,70,620,2,52.37,4.82,42.67,0.14
484020315,219,65,312,5,36.44,10.82,51.91,0.83
484020316,442,72,496,4,43.59,7.1,48.92,0.39
484020317,23452,1766,13008,50,61.27,4.61,33.98,0.13
484020318,177,218,383,4,22.63,27.88,48.98,0.51
484020319,272,68,222,0,48.4,12.1,39.5,0.0
484020320,342,7,226,6,58.86,1.2,38.9,1.03
484020321,320,27,278,7,50.63,4.27,43.99,1.11
484020322,767,216,873,7,41.17,11.59,46.86,0.38
484020323,18735,2931,14973,178,50.89,7.96,40.67,0.48
484020324,4035,648,4361,16,44.54,7.15,48.13,0.18
484020325,1316,404,1866,16,36.54,11.22,51.8,0.44
484020326,6966,563,4546,30,57.55,4.65,37.55,0.25
484020327,551,160,341,1,52.33,15.19,32.38,0.09
484020328,377,97,421,1,42.08,10.83,46.99,0.11
484020329,1448,263,1576,7,43.96,7.98,47.84,0.21
484020330,424,48,287,4,55.57,6.29,37.61,0.52
484020331,149,34,129,1,47.6,10.86,41.21,0.32
484020332,1288,216,1036,14,50.43,8.46,40.56,0.55
484020333,20312,2803,15517,223,52.28,7.21,39.94,0.57
484020334,287,37,360,2,41.84,5.39,52.48,0.29
484020335,475,213,682,3,34.6,15.51,49.67,0.22
484020336,2117,526,1498,13,50.96,12.66,36.06,0.31
484020337,4397,481,3251,21,53.95,5.9,39.89,0.26
484020338,1793,208,1412,16,52.29,6.07,41.18,0.47
484020339,597,142,734,6,40.37,9.6,49.63,0.41
484020340,95,20,77,0,49.48,10.42,40.1,0.0
484020341,2076,99,1085,6,63.56,3.03,33.22,0.18
484020342,942,93,616,10,56.71,5.6,37.09,0.6
484020343,836,129,1105,20,40.0,6.17,52.87,0.96
484020344,1418,169,1635,17,43.78,5.22,50.48,0.52
484020345,473,93,633,3,39.35,7.74,52.66,0.25
484020346,1514,287,1431,17,46.6,8.83,44.04,0.52
484020347,3133,586,2615,30,49.23,9.21,41.09,0.47
484020348,825,216,725,1,46.69,12.22,41.03,0.06
484020349,8480,766,5146,22,58.83,5.31,35.7,0.15
484020350,941,191,1041,8,43.15,8.76,47.73,0.37
484020351,604,1110,1653,2,17.93,32.95,49.07,0.06
484020352,688,192,912,9,38.2,10.66,50.64,0.5
484020353,168,19,197,1,43.64,4.94,51.17,0.26
484020354,233,24,278,0,43.55,4.49,51.96,0.0
484020355,803,121,809,2,46.28,6.97,46.63,0.12
484020356,273,48,407,1,37.45,6.58,55.83,0.14
484020357,743,163,694,6,46.26,10.15,43.21,0.37
484020358,176,56,320,3,31.71,10.09,57.66,0.54
484020359,1428,305,1435,10,44.93,9.6,45.15,0.31
484020360,267,102,297,0,40.09,15.32,44.59,0.0
484020361,642,92,499,8,51.73,7.41,40.21,0.64
484020362,1057,152,951,13,48.64,6.99,43.76,0.6
484020363,7273,1006,5347,35,53.24,7.36,39.14,0.26
484020364,436,78,357,2,49.94,8.93,40.89,0.23
484020365,887,217,1529,9,33.57,8.21,57.87,0.34
484020366,1741,138,1701,23,48.32,3.83,47.21,0.64
484020367,777,82,756,7,47.9,5.06,46.61,0.43
484020368,926,74,734,1,53.37,4.27,42.31,0.06
484020369,204,50,293,0,37.29,9.14,53.56,0.0
484020370,340,95,350,5,43.04,12.03,44.3,0.63
484020371,336,175,526,3,32.31,16.83,50.58,0.29
484020372,134,48,147,0,40.73,14.59,44.68,0.0
484020373,573,55,557,2,48.27,4.63,46.93,0.17
484020374,6153,627,3819,7,58.01,5.91,36.01,0.07
484020375,123,34,132,2,42.27,11.68,45.36,0.69
484020376,3162,796,4317,11,38.16,9.61,52.1,0.13
484020377,1197,362,1302,19,41.56,12.57,45.21,0.66
484020378,619,343,1248,6,27.93,15.48,56.32,0.27
484020379,1081,87,624,0,60.32,4.85,34.82,0.0
484020380,889,237,1111,8,39.6,10.56,49.49,0.36
484020381,221,215,510,2,23.31,22.68,53.8,0.21
484020382,183,48,217,8,40.13,10.53,47.59,1.75
484020383,1717,334,1562,14,47.34,9.21,43.07,0.39
484020384,45493,5736,28558,337,56.78,7.16,35.64,0.42
484020385,3116,1849,8732,141,22.52,13.36,63.1,1.02
484020386,924,197,1217,8,39.39,8.4,51.88,0.34
484020387,883,103,1064,12,42.82,5.0,51.6,0.58
484020388,525,62,182,0,68.27,8.06,23.67,0.0
484020389,23919,2363,14228,121,58.87,5.82,35.02,0.3
484020390,665,593,1181,14,27.11,24.17,48.15,0.57
484020391,1659,759,2524,6,33.53,15.34,51.01,0.12
484020392,1632,247,1401,2,49.73,7.53,42.69,0.06
484020393,980,219,1016,3,44.18,9.87,45.81,0.14
484020394,694,103,507,2,53.14,7.89,38.82,0.15
484020395,1115,175,1175,1,45.21,7.1,47.65,0.04
484020396,15781,3503,11674,59,50.88,11.29,37.64,0.19
484020397,1863,510,1543,9,47.46,12.99,39.31,0.23
484020398,19398,2303,11468,128,58.26,6.92,34.44,0.38
484020399,2672,332,1920,21,54.03,6.71,38.83,0.42
484020400,10911,1115,8458,46,53.15,5.43,41.2,0.22
484020401,379,95,333,3,46.79,11.73,41.11,0.37
484020402,1722,125,1138,9,57.52,4.18,38.01,0.3
484020403,316,46,277,3,49.22,7.17,43.15,0.47
484020404,528,143,783,3,36.24,9.81,53.74,0.21
484020405,6466,1367,8045,57,40.58,8.58,50.49,0.36
484020406,3179,613,3205,15,45.34,8.74,45.71,0.21
484020407,249,7,140,0,62.88,1.77,35.35,0.0
484020408,4146,468,2796,13,55.85,6.3,37.67,0.18
484020409,1090,256,1192,7,42.83,10.06,46.84,0.28
484020410,460,11,284,1,60.85,1.46,37.57,0.13
484020411,980,227,1119,13,41.9,9.71,47.84,0.56
484020412,24838,2373,13298,130,61.12,5.84,32.72,0.32
484020413,4547,725,3995,53,48.79,7.78,42.86,0.57
484020414,1436,318,1857,32,39.42,8.73,50.97,0.88
484020415,251,31,112,0,63.71,7.87,28.43,0.0
484020416,2788,820,3837,8,37.41,11.0,51.48,0.11
484020417,4878,876,3691,58,51.33,9.22,38.84,0.61
484020418,218,45,218,1,45.23,9.34,45.23,0.21
484020419,431,165,613,23,34.98,13.39,49.76,1.87
484020420,1986,319,1471,3,52.55,8.44,38.93,0.08
