GEOLEV2,EMPLOYED_POP,UNEMPLOYED_POP,EMP_IN_POP,EMP_UK_POP,EMPLOYED_PCT,UNEMPLOYED_PCT,EMP_IN_PCT,EMP_UK_PCT
484013023,14177,2694,12325,94,48.4,9.2,42.08,0.32
484013024,6418,686,6156,62,48.18,5.15,46.21,0.47
484013025,6941,1299,8128,32,42.32,7.92,49.56,0.2
484013026,3394,665,5680,49,34.68,6.79,58.03,0.5
484013027,7846,1396,8319,146,44.31,7.88,46.98,0.82
484013028,45611,7924,43216,366,46.97,8.16,44.5,0.38
484013029,18377,1918,17126,101,48.98,5.11,45.64,0.27
484013030,44246,5349,28282,370,56.55,6.84,36.14,0.47
484013031,4716,914,4226,52,47.6,9.22,42.65,0.52
484013032,3210,973,3744,31,40.34,12.23,47.05,0.39
484013033,849,252,1263,9,35.78,10.62,53.22,0.38
484013034,2686,873,3725,20,36.77,11.95,51.0,0.27
484013035,5162,351,4596,14,50.99,3.47,45.4,0.14
484013036,3279,813,3744,30,41.69,10.34,47.6,0.38
484013037,8088,1287,7373,99,48.01,7.64,43.76,0.59
484013038,3857,214,2888,45,55.07,3.06,41.23,0.64
484013039,6205,584,4948,12,52.81,4.97,42.11,0.1
484013040,3466,512,3739,22,44.79,6.62,48.31,0.28
484013041,20727,2098,15453,76,54.04,5.47,40.29,0.2
484013042,3694,804,4328,25,41.74,9.08,48.9,0.28
484013043,1577,924,2314,13,32.66,19.14,47.93,0.27
484013044,6471,1077,6305,17,46.65,7.76,45.46,0.12
484013045,3781,285,3239,21,51.61,3.89,44.21,0.29
484013046,12045,1220,16471,237,40.19,4.07,54.95,0.79
484013047,1412,435,1958,21,36.91,11.37,51.18,0.55
484013048,147516,14376,95478,598,57.18,5.57,37.01,0.23
484013049,5426,1244,6497,45,41.07,9.42,49.17,0.34
484013050,97802,5865,62322,262,58.83,3.53,37.49,0.16
484013051,17570,1946,11675,99,56.15,6.22,37.31,0.32
484013052,6689,1327,6006,41,47.56,9.44,42.71,0.29
484013053,15849,1832,11727,110,53.69,6.21,39.73,0.37
484013054,7734,873,5744,116,53.46,6.03,39.7,0.8
484013055,17095,1703,12911,55,53.82,5.36,40.65,0.17
484013056,5258,1216,5524,34,43.7,10.11,45.91,0.28
484013057,6553,1135,6302,89,46.54,8.06,44.76,0.63
484013058,14789,2731,12052,126,49.8,9.2,40.58,0.42
484013059,6425,983,5988,99,47.61,7.28,44.37,0.73
484013060,23155,3026,20024,182,49.92,6.52,43.17,0.39
484013061,8410,2008,11534,151,38.05,9.08,52.18,0.68
484013062,40483,4423,27057,92,56.18,6.14,37.55,0.13
484013063,3874,894,3959,22,44.28,10.22,45.25,0.25
484013064,12635,2316,9920,111,50.58,9.27,39.71,0.44
484013065,6035,484,3860,56,57.83,4.64,36.99,0.54
484013066,23138,2220,18075,233,52.99,5.08,41.39,0.53
484013067,4071,1160,5736,22,37.05,10.56,52.2,0.2
484013068,70928,8395,53415,239,53.34,6.31,40.17,0.18
484013069,2855,388,3963,21,39.5,5.37,54.84,0.29
484013070,4355,572,4337,9,46.96,6.17,46.77,0.1
484013071,11235,2521,13588,76,40.97,9.19,49.56,0.28
484013072,11560,1886,9583,110,49.96,8.15,41.41,0.48
484013073,9035,1509,6938,16,51.63,8.62,39.65,0.09
484013074,47733,6602,38690,99,51.26,7.09,41.55,0.11
484013075,75431,5482,53741,289,55.9,4.06,39.82,0.21
484013076,5232,1411,7128,19,37.94,10.23,51.69,0.14
484013077,2277,391,3043,16,39.76,6.83,53.13,0.28
484013078,6668,1600,10956,76,34.55,8.29,56.77,0.39
484013079,16932,1250,11514,108,56.81,4.19,38.63,0.36
484013080,9917,940,6669,28,56.49,5.35,37.99,0.16
484013081,24707,1990,20237,47,52.59,4.24,43.07,0.1
484013082,14183,2436,14948,39,44.87,7.71,47.29,0.12
484014001,10271,1139,6302,45,57.84,6.41,35.49,0.25
484014002,9729,998,7803,30,52.42,5.38,42.04,0.16
484014003,10584,919,6969,65,57.1,4.96,37.6,0.35
484014004,2152,286,1954,26,48.71,6.47,44.23,0.59
484014005,6428,568,5647,28,50.73,4.48,44.57,0.22
484014006,24400,3533,20627,100,50.14,7.26,42.39,0.21
484014007,3288,977,3160,6,44.25,13.15,42.52,0.08
484014008,42070,5722,28473,430,54.85,7.46,37.12,0.56
484014009,8161,656,6983,62,51.45,4.14,44.02,0.39
484014010,2798,491,2493,9,48.32,8.48,43.05,0.16
484014011,1525,474,2238,94,35.21,10.94,51.67,2.17
484014012,1718,199,1440,50,50.43,5.84,42.27,1.47
484014013,26340,2883,19502,247,53.79,5.89,39.82,0.5
484014014,3453,782,2668,46,49.69,11.25,38.39,0.66
484014015,29620,3132,18829,56,57.36,6.07,36.46,0.11
484014016,16497,3552,11484,232,51.93,11.18,36.15,0.73
484014017,4468,805,4681,153,44.21,7.96,46.31,1.51
484014018,27146,3877,21819,228,51.15,7.31,41.11,0.43
484014019,1352,1091,2200,5,29.09,23.47,47.33,0.11
484014020,4351,988,2996,38,51.96,11.8,35.78,0.45
484014021,7982,915,7089,61,49.74,5.7,44.18,0.38
484014022,17966,1815,11120,134,57.89,5.85,35.83,0.43
484014023,53645,3326,35120,341,58.04,3.6,38.0,0.37
484014024,11954,1333,9395,125,52.41,5.84,41.19,0.55
484014025,8288,912,6249,64,53.43,5.88,40.28,0.41
484014026,2631,233,2115,28,52.55,4.65,42.24,0.56
484014027,5195,1350,7308,67,37.32,9.7,52.5,0.48
484014028,847,155,744,4,48.4,8.86,42.51,0.23
484014029,6272,881,6538,62,45.6,6.41,47.54,0.45
484014030,24034,2926,16012,173,55.71,6.78,37.11,0.4
484014031,903,183,1293,2,37.93,7.69,54.3,0.08
484014032,1939,475,1971,46,43.76,10.72,44.48,1.04
484014033,7733,1226,7085,153,47.74,7.57,43.74,0.94
484014034,761,209,618,15,47.47,13.04,38.55,0.94
484014035,21746,2047,16758,128,53.46,5.03,41.2,0.31
484014036,8211,881,6368,56,52.92,5.68,41.04,0.36
484014037,10778,1216,8020,52,53.71,6.06,39.97,0.26
484014038,1498,403,1392,54,44.76,12.04,41.59,1.61
484014039,643442,95827,425174,3909,55.07,8.2,36.39,0.33
484014040,2631,860,3230,17,39.05,12.76,47.94,0.25
484014041,2064,487,2246,12,42.92,10.13,46.7,0.25
484014042,3086,1024,3245,12,41.89,13.9,44.05,0.16
484014043,9060,1371,7561,144,49.96,7.56,41.69,0.79
484014044,28209,4904,18479,105,54.57,9.49,35.74,0.2
484014045,7740,1029,6875,102,49.16,6.53,43.66,0.65
484014046,13031,2006,10445,66,51.01,7.85,40.88,0.26
484014047,9372,2308,7115,90,49.63,12.22,37.68,0.48
484014048,7834,1034,5474,71,54.35,7.17,37.98,0.49
484014049,2920,706,3037,19,43.7,10.57,45.45,0.28
484014050,20418,2359,12706,60,57.45,6.64,35.75,0.17
484014051,12494,1436,9084,34,54.21,6.23,39.41,0.15
484014052,1839,419,1921,32,43.67,9.95,45.62,0.76
484014053,71202,9022,50966,329,54.14,6.86,38.75,0.25
484014054,2274,422,1724,21,51.2,9.5,38.82,0.47
484014055,8606,1169,6921,59,51.36,6.98,41.31,0.35
484014056,661,88,741,16,43.89,5.84,49.2,1.06
484014057,1695,158,1380,35,51.87,4.83,42.23,1.07
484014058,6263,571,4707,95,53.82,4.91,40.45,0.82
484014059,6025,369,4342,79,55.71,3.41,40.15,0.73
484014060,1634,643,1875,14,39.22,15.43,45.01,0.34
484014061,3259,2575,8069,62,23.34,18.44,57.78,0.44
484014062,1490,205,1225,9,50.87,7.0,41.82,0.31
484014063,47001,3676,33960,121,55.45,4.34,40.07,0.14
484014064,12282,1726,10652,26,49.75,6.99,43.15,0.11
484014065,4303,703,4049,74,47.14,7.7,44.35,0.81
484014066,20261,2182,16807,112,51.47,5.54,42.7,0.28
484014067,144630,12692,73299,911,62.47,5.48,31.66,0.39
484014068,3859,950,4027,95,43.21,10.64,45.09,1.06
484014069,2193,462,3354,86,35.98,7.58,55.03,1.41
484014070,97825,8270,61716,314,58.19,4.92,36.71,0.19
484014071,958,284,993,10,42.67,12.65,44.23,0.45
484014072,3032,455,2248,25,52.64,7.9,39.03,0.43
484014073,31398,3636,19364,80,57.63,6.67,35.54,0.15
484014074,7283,680,4938,59,56.2,5.25,38.1,0.46
484014075,1468,208,1228,59,49.54,7.02,41.44,1.99
484014076,920,316,1061,16,39.78,13.66,45.87,0.69
484014077,9871,1700,10747,94,44.04,7.59,47.95,0.42
484014078,13891,1646,8730,338,56.46,6.69,35.48,1.37
484014079,7035,673,4928,67,55.38,5.3,38.79,0.53
484014080,2080,214,1717,15,51.66,5.32,42.65,0.37
484014081,1137,292,1390,20,40.05,10.29,48.96,0.7
484014082,15686,1581,11947,86,53.54,5.4,40.77,0.29
484014083,39170,3125,26275,139,57.01,4.55,38.24,0.2
484014084,6378,734,4692,32,53.89,6.2,39.64,0.27
484014085,15190,2189,13029,104,49.78,7.17,42.7,0.34
484014086,7753,629,6886,63,50.57,4.1,44.92,0.41
484014087,6580,845,5570,76,50.34,6.46,42.61,0.58
484014088,5940,1398,5783,77,45.01,10.59,43.82,0.58
484014089,1393,197,1573,14,43.85,6.2,49.51,0.44
484014090,2806,557,2548,36,47.18,9.37,42.85,0.61
484014091,14627,2785,13123,104,47.74,9.09,42.83,0.34
484014092,3874,801,4117,76,43.69,9.03,46.43,0.86
484014093,63814,14199,40090,461,53.82,11.98,33.81,0.39
484014094,17604,3431,13130,79,51.41,10.02,38.34,0.23
484014095,3571,553,3688,24,45.57,7.06,47.06,0.31
484014096,8859,1700,6569,217,51.08,9.8,37.87,1.25
484014097,326929,32134,192951,2008,59.01,5.8,34.83,0.36
484014098,312762,34713,199044,902,57.13,6.34,36.36,0.16
484014099,3788,613,3489,42,47.76,7.73,43.99,0.53
484014100,15283,1472,11227,51,54.52,5.25,40.05,0.18
484014101,255962,27663,156704,2346,57.82,6.25,35.4,0.53
484014102,2611,127,2061,39,53.97,2.63,42.6,0.81
484014103,2965,401,2715,31,48.51,6.56,44.42,0.51
484014104,1406,406,1473,49,42.17,12.18,44.18,1.47
484014105,9215,1083,7770,170,50.53,5.94,42.6,0.93
484014106,1953,163,1441,13,54.71,4.57,40.36,0.36
484014107,2579,271,2175,42,50.9,5.35,42.92,0.83
484014108,16463,1195,11470,36,56.45,4.1,39.33,0.12
484014109,7890,1041,5537,113,54.11,7.14,37.97,0.77
484014110,5477,832,4630,74,49.73,7.55,42.04,0.67
484014111,2832,453,1861,12,54.91,8.78,36.08,0.23
484014112,2475,328,2055,31,50.62,6.71,42.03,0.63
484014113,6245,1221,4486,24,52.15,10.2,37.46,0.2
484014114,6455,1267,6958,64,43.78,8.59,47.19,0.43
484014115,1765,444,1933,31,42.3,10.64,46.32,0.74
484014116,7983,1172,5975,82,52.48,7.7,39.28,0.54
484014117,1645,389,1467,14,46.8,11.07,41.74,0.4
484014118,8439,1868,7477,74,47.26,10.46,41.87,0.41
484014119,11166,1543,10450,253,47.69,6.59,44.64,1.08
484014120,698772,70444,427876,3941,58.18,5.87,35.63,0.33
484014121,14118,1603,10605,40,53.55,6.08,40.22,0.15
484014122,2895,375,2476,33,50.1,6.49,42.84,0.57
484014123,7162,1332,6352,62,48.04,8.93,42.61,0.42
484014124,29242,3207,16748,128,59.28,6.5,33.95,0.26
484015001,23195,3883,25126,252,44.22,7.4,47.9,0.48
484015002,66181,11374,57176,330,49.0,8.42,42.33,0.24
484015003,18613,2205,16809,114,49.32,5.84,44.54,0.3
484015004,5581,645,5435,17,47.79,5.52,46.54,0.15
484015005,55230,13220,63051,673,41.79,10.0,47.7,0.51
484015006,5932,396,3599,17,59.65,3.98,36.19,0.17
484015007,7887,1661,8453,64,43.66,9.19,46.79,0.35
484015008,6633,1254,11319,134,34.3,6.48,58.53,0.69
484015009,20401,3813,19289,13,46.88,8.76,44.33,0.03
484015010,13135,1660,10536,81,51.69,6.53,41.46,0.32
484015011,1868072,247046,1524145,14910,51.12,6.76,41.71,0.41
484015012,5817,331,3783,49,58.29,3.32,37.91,0.49
484015013,222133,29047,185783,1867,50.62,6.62,42.34,0.43
484015014,44114,4779,35398,180,52.22,5.66,41.91,0.21
484015015,11815,1660,11113,80,47.9,6.73,45.05,0.32
484015016,10911,1866,10289,38,47.23,8.08,44.53,0.16
484015017,3896,499,3410,11,49.85,6.38,43.63,0.14
484015018,29051,2757,22291,39,53.66,5.09,41.17,0.07
484015019,15788,1869,11758,41,53.6,6.35,39.92,0.14
484015020,128761,14299,104718,504,51.86,5.76,42.18,0.2
484015021,14589,1025,12467,346,51.32,3.61,43.86,1.22
484015022,5547,1046,5727,32,44.91,8.47,46.36,0.26
484015023,16021,1754,14358,185,49.57,5.43,44.43,0.57
484015024,591307,63813,461645,4216,52.75,5.69,41.18,0.38
484015025,333375,44139,244772,1399,53.45,7.08,39.25,0.22
484015026,11458,1495,11101,89,47.46,6.19,45.98,0.37
484015027,5596,457,4145,13,54.8,4.48,40.59,0.13
484015028,12475,1495,9906,94,52.04,6.24,41.33,0.39
484015029,82300,12107,64866,823,51.41,7.56,40.52,0.51
484015030,12885,1139,8241,22,57.81,5.11,36.98,0.1
484015031,10358,3409,13250,164,38.11,12.54,48.75,0.6
484015032,4231,364,3730,16,50.73,4.36,44.72,0.19
484015033,65811,6732,54578,210,51.68,5.29,42.86,0.16
484015034,19632,1887,15329,154,53.06,5.1,41.43,0.42
484015035,124737,14453,93747,843,53.36,6.18,40.1,0.36
484015036,4668,565,4046,6,50.27,6.09,43.58,0.06
484015037,229276,35903,172768,861,52.25,8.18,39.37,0.2
484015038,16348,1169,11234,64,56.73,4.06,38.99,0.22
484015039,1895,579,2292,12,39.66,12.12,47.97,0.25
484015040,60866,6961,55418,507,49.18,5.62,44.78,0.41
484015041,12376,1524,9824,98,51.95,6.4,41.24,0.41
484015042,18655,2157,14178,55,53.23,6.15,40.46,0.16
484015043,34221,3103,33334,195,48.3,4.38,47.05,0.28
484015044,8142,1063,6652,64,51.14,6.68,41.78,0.4
484015045,25948,5230,27768,181,43.89,8.85,46.96,0.31
484015046,28610,2434,23593,116,52.25,4.45,43.09,0.21
484015047,5787,466,5274,70,49.9,4.02,45.48,0.6
484015048,10428,1296,9407,73,49.18,6.11,44.36,0.34
484015049,71123,7902,55104,623,52.78,5.86,40.89,0.46
484015050,12267,1032,8574,162,55.67,4.68,38.91,0.74
484015051,25431,3536,19694,154,52.1,7.24,40.34,0.32
484015052,104881,12773,84851,483,51.67,6.29,41.8,0.24
484015053,5786,548,4641,60,52.43,4.97,42.06,0.54
484015054,11010,1944,12259,72,43.54,7.69,48.48,0.28
484015055,369711,42325,282597,1156,53.14,6.08,40.62,0.17
484015056,23902,2938,16693,232,54.61,6.71,38.14,0.53
484015057,187101,17075,146179,922,53.26,4.86,41.61,0.26
484015058,4404,526,3478,15,52.29,6.24,41.29,0.18
484015059,31822,2817,23634,208,54.41,4.82,40.41,0.36
484015060,12767,1712,12466,144,47.13,6.32,46.02,0.53
484015061,12394,2106,13737,104,43.73,7.43,48.47,0.37
484015062,13291,3354,11417,88,47.21,11.91,40.56,0.31
484015063,1162,347,2102,14,32.06,9.57,57.99,0.39
484015064,33606,5038,31213,173,47.99,7.19,44.57,0.25
484015065,13073,1411,9088,33,55.38,5.98,38.5,0.14
484015066,2179,219,1494,7,55.89,5.62,38.32,0.18
484015067,135209,16110,92965,638,55.2,6.58,37.96,0.26
484015068,6135,646,4908,15,52.42,5.52,41.93,0.13
484015069,6382,610,5732,33,50.03,4.78,44.93,0.26
484015070,13770,1046,10166,76,54.95,4.17,40.57,0.3
484015071,73398,20682,86541,605,40.5,11.41,47.75,0.33
484015072,11683,1812,9864,97,49.81,7.73,42.05,0.41
484015073,41048,4229,30884,171,53.78,5.54,40.46,0.22
484015074,2155,241,2565,13,43.33,4.85,51.57,0.26
484015075,2906,900,3578,27,39.21,12.14,48.28,0.36
484015076,5610,508,5180,20,49.57,4.49,45.77,0.18
484015077,6358,1722,9694,86,35.6,9.64,54.28,0.48
484015078,230066,26512,192976,1050,51.06,5.88,42.83,0.23
484015079,33559,7565,38383,244,42.08,9.49,48.13,0.31
484015080,5109,785,5223,27,45.85,7.04,46.87,0.24
484015081,17043,2255,15109,110,49.38,6.53,43.77,0.32
484015082,23066,3597,24543,159,44.91,7.0,47.78,0.31
484015083,10271,1897,13928,44,39.29,7.26,53.28,0.17
484015084,41870,6249,32424,311,51.78,7.73,40.1,0.38
484015085,42529,3254,32057,243,54.47,4.17,41.06,0.31
484015086,4026,934,4080,27,44.4,10.3,45.0,0.3
484015087,37329,2287,29520,186,53.85,3.3,42.58,0.27
484015088,26418,4129,21455,183,50.62,7.91,41.11,0.35
484015089,22453,5000,20699,127,46.51,10.36,42.87,0.26
484015090,12952,1553,11325,190,49.78,5.97,43.52,0.73
484015091,8091,1242,6918,20,49.73,7.63,42.52,0.12
484015092,17465,1615,12719,102,54.75,5.06,39.87,0.32
484015093,5846,788,7028,64,42.59,5.74,51.2,0.47
484015094,2344,274,1914,13,51.57,6.03,42.11,0.29
484015095,17240,3930,16610,134,45.47,10.37,43.81,0.35
484015096,34489,3788,27148,178,52.57,5.77,41.38,0.27
484015097,5542,895,6632,72,42.17,6.81,50.47,0.55
484015098,19272,2681,17999,88,48.13,6.7,44.95,0.22
484015099,6595,1924,15514,78,27.35,7.98,64.34,0.32
484015100,391290,41418,297138,1667,53.49,5.66,40.62,0.23
484015101,5530,721,4039,14,53.67,7.0,39.2,0.14
484015102,68646,5695,52528,225,54.01,4.48,41.33,0.18
484015103,25116,2876,19717,172,52.46,6.01,41.18,0.36
484015104,16205,3388,20215,94,40.61,8.49,50.66,0.24
484015105,19458,2069,18057,78,49.06,5.22,45.53,0.2
484015106,31077,1294,17737,298,61.65,2.57,35.19,0.59
484015107,31634,8882,39611,228,39.37,11.05,49.3,0.28
484015108,22198,2713,17446,61,52.33,6.4,41.13,0.14
484015109,1549,406,1805,15,41.03,10.75,47.81,0.4
484015110,4227,744,5130,37,41.69,7.34,50.6,0.36
484015111,77453,10932,69139,757,48.93,6.91,43.68,0.48
484015112,6538,779,6336,100,47.54,5.66,46.07,0.73
484015113,113264,12358,90488,788,52.22,5.7,41.72,0.36
484016001,4395,400,3891,32,50.41,4.59,44.63,0.37
484016002,5472,840,4450,143,50.18,7.7,40.81,1.31
484016003,7541,1898,7956,51,43.22,10.88,45.6,0.29
484016004,41893,7377,38212,335,47.7,8.4,43.51,0.38
484016005,3397,784,4099,41,40.82,9.42,49.26,0.49
484016006,53928,6832,34744,608,56.11,7.11,36.15,0.63
484016007,1272,214,1189,9,47.39,7.97,44.3,0.34
484016008,7833,1001,8655,179,44.33,5.67,48.99,1.01
484016009,14508,1402,11780,149,52.11,5.04,42.31,0.54
484016010,6941,1139,7577,63,44.15,7.25,48.2,0.4
484016011,4177,887,3830,78,46.56,9.89,42.69,0.87
484016012,19790,1646,12430,187,58.12,4.83,36.5,0.55
484016013,2452,781,3315,70,37.05,11.8,50.09,1.06
484016014,6163,1196,5317,137,48.1,9.33,41.5,1.07
484016015,7022,1474,6291,246,46.71,9.81,41.85,1.64
484016016,7176,1749,7825,105,42.57,10.38,46.43,0.62
484016017,17953,1976,18314,163,46.75,5.15,47.69,0.42
484016018,2379,1209,3761,12,32.32,16.42,51.09,0.16
484016019,7430,1283,6638,69,48.18,8.32,43.05,0.45
484016020,11586,2037,9966,54,49.0,8.62,42.15,0.23
484016021,5585,545,4095,96,54.11,5.28,39.68,0.93
484016022,9524,1059,6534,144,55.18,6.14,37.85,0.83
484016023,3785,759,3634,102,45.71,9.17,43.89,1.23
484016024,6572,1629,7084,35,42.9,10.63,46.24,0.23
484016025,15689,2307,12682,179,50.84,7.48,41.1,0.58
484016026,1576,422,1539,19,44.32,11.87,43.28,0.53
484016027,1443,492,2151,14,35.2,12.0,52.46,0.34
484016028,1888,246,2166,48,43.42,5.66,49.82,1.1
484016029,3360,933,4804,74,36.64,10.17,52.38,0.81
484016030,3639,1216,4874,92,37.05,12.38,49.63,0.94
484016031,6855,865,4349,18,56.71,7.16,35.98,0.15
484016032,7721,1609,6886,82,47.37,9.87,42.25,0.5
484016033,49018,6708,40230,581,50.78,6.95,41.67,0.6
484016034,10430,1764,10526,217,45.47,7.69,45.89,0.95
484016035,4147,936,4108,50,44.88,10.13,44.45,0.54
484016036,2377,607,3712,83,35.06,8.95,54.76,1.22
484016037,16566,3098,12141,153,51.84,9.69,37.99,0.48
484016038,3181,522,3130,6,46.51,7.63,45.77,0.09
484016039,7362,1061,5588,48,52.37,7.55,39.75,0.34
484016040,5880,996,5150,54,48.68,8.25,42.63,0.45
484016041,5583,1026,4536,35,49.94,9.18,40.57,0.31
484016042,30654,3058,18676,243,58.24,5.81,35.48,0.46
484016043,4554,917,4957,92,43.29,8.72,47.12,0.87
484016044,20758,2806,16257,89,52.01,7.03,40.73,0.22
484016045,5865,652,4869,36,51.35,5.71,42.63,0.32
484016046,7189,1158,6711,59,47.56,7.66,44.39,0.39
484016047,1892,431,2260,16,41.14,9.37,49.14,0.35
484016048,6987,909,6014,75,49.96,6.5,43.0,0.54
484016049,33296,5520,27183,531,50.05,8.3,40.86,0.8
484016050,82819,9785,58668,308,54.64,6.46,38.7,0.2
484016051,388031,42153,262334,2817,55.8,6.06,37.73,0.41
484016052,2550,611,3233,64,39.49,9.46,50.06,0.99
484016053,17496,2383,14180,160,51.13,6.96,41.44,0.47
484016054,10337,2706,11215,124,42.4,11.1,46.0,0.51
484016055,1781,925,3227,27,29.88,15.52,54.14,0.45
484016056,8020,540,7307,96,50.24,3.38,45.77,0.6
484016057,3065,740,3083,34,44.28,10.69,44.54,0.49
484016058,3277,788,3414,47,43.54,10.47,45.36,0.62
484016059,8182,1388,7946,90,46.47,7.88,45.13,0.51
484016060,7911,1756,6175,67,49.73,11.04,38.81,0.42
484016061,5725,754,5247,68,48.54,6.39,44.49,0.58
484016062,10371,955,8436,154,52.07,4.8,42.36,0.77
484016063,14765,2475,13010,180,48.52,8.13,42.75,0.59
484016064,40609,6140,28499,299,53.75,8.13,37.72,0.4
484016065,5012,1453,6697,137,37.69,10.93,50.36,1.03
484016066,12279,1022,9198,99,54.34,4.52,40.7,0.44
484016067,45920,5586,31980,307,54.8,6.67,38.17,0.37
484016068,6282,570,5504,161,50.19,4.55,43.97,1.29
484016069,5175,853,4825,40,47.51,7.83,44.29,0.37
484016070,10484,1894,8496,146,49.88,9.01,40.42,0.69
484016071,3790,975,3495,30,45.72,11.76,42.16,0.36
484016072,35413,3321,20588,218,59.48,5.58,34.58,0.37
484016073,36045,3620,21287,353,58.8,5.9,34.72,0.58
484016074,5834,1453,6259,114,42.71,10.64,45.82,0.83
484016075,4725,821,4965,118,44.45,7.72,46.71,1.11
484016076,18751,1926,16807,169,49.8,5.12,44.64,0.45
484016077,5847,1832,6886,32,40.06,12.55,47.17,0.22
484016078,2547,701,3440,37,37.87,10.42,51.15,0.55
484016079,31876,2247,24539,271,54.09,3.81,41.64,0.46
484016080,12279,1155,11169,111,49.68,4.67,45.19,0.45
484016081,11462,1574,10497,122,48.45,6.65,44.38,0.52
484016082,14900,1865,10438,194,54.39,6.81,38.1,0.71
484016083,4908,1769,5413,113,40.22,14.5,44.36,0.93
484016084,5555,607,5782,39,46.36,5.07,48.25,0.33
484016085,49650,7035,30884,179,56.58,8.02,35.2,0.2
484016086,10537,994,7270,135,55.65,5.25,38.39,0.71
484016087,5580,592,6238,74,44.7,4.74,49.97,0.59
484016088,5921,735,5042,39,50.45,6.26,42.96,0.33
484016089,3502,1593,4403,76,36.58,16.64,45.99,0.79
484016090,8451,1771,10524,131,40.48,8.48,50.41,0.63
484016091,2324,369,2392,41,45.34,7.2,46.66,0.8
484016092,4807,803,4275,84,48.22,8.05,42.88,0.84
484016093,1882,396,2237,97,40.81,8.59,48.5,2.1
484016094,7555,3157,9977,427,35.78,14.95,47.25,2.02
484016095,9513,1410,8928,78,47.73,7.08,44.8,0.39
484016096,4474,1450,4824,16,41.56,13.47,44.82,0.15
484016097,5830,1651,4070,4,50.45,14.29,35.22,0.03
484016098,2506,685,3314,76,38.08,10.41,50.36,1.15
484016099,152771,15730,106593,1594,55.21,5.69,38.52,0.58
484016100,9542,1081,7382,143,52.58,5.96,40.68,0.79
484016101,5388,989,6087,99,42.89,7.87,48.45,0.79
484016102,7727,1246,7225,157,47.25,7.62,44.18,0.96
484016103,12678,2346,9590,190,51.11,9.46,38.66,0.77
484016104,30121,4828,24973,269,50.04,8.02,41.49,0.45
484016105,86449,11744,62148,511,53.74,7.3,38.64,0.32
484016106,1214,319,1184,19,44.37,11.66,43.27,0.69
484016107,16998,3748,17204,288,44.45,9.8,44.99,0.75
484016108,6431,853,6129,42,47.8,6.34,45.55,0.31
484016109,61008,12861,48364,267,49.8,10.5,39.48,0.22
484017001,6139,1002,6531,62,44.7,7.3,47.55,0.45
484017002,11033,1127,8049,78,54.38,5.56,39.68,0.38
484017003,16879,1809,11351,44,56.11,6.01,37.73,0.15
484017004,37874,3651,27960,209,54.34,5.24,40.12,0.3
484017005,3168,805,3689,36,41.15,10.46,47.92,0.47
484017006,84341,7982,55901,434,56.73,5.37,37.6,0.29
484017007,182591,16889,117097,1733,57.36,5.31,36.79,0.54
484017008,48135,6260,30790,191,56.38,7.33,36.06,0.22
484017009,12193,1162,6587,25,61.07,5.82,32.99,0.13
484017010,8002,929,5550,35,55.13,6.4,38.23,0.24
484017011,102625,10499,63728,663,57.81,5.91,35.9,0.37
484017012,24561,2952,18678,99,53.06,6.38,40.35,0.21
484017013,7029,938,5182,54,53.24,7.1,39.25,0.41
484017014,3127,690,3802,30,40.88,9.02,49.71,0.39
484017015,10654,1563,8779,107,50.49,7.41,41.6,0.51
484017016,7862,751,6414,33,52.2,4.99,42.59,0.22
484017017,27567,5517,19932,183,51.82,10.37,37.47,0.34
484017018,54852,7043,35469,304,56.16,7.21,36.32,0.31
484017019,11553,1521,9483,64,51.07,6.72,41.92,0.28
484017020,25019,3543,16379,237,55.38,7.84,36.25,0.52
484017021,2938,462,2661,13,48.37,7.61,43.81,0.21
484017022,9621,653,7035,27,55.5,3.77,40.58,0.16
484017023,3642,177,2291,15,59.46,2.89,37.4,0.24
484017024,21692,2538,17699,145,51.56,6.03,42.07,0.34
484017025,13036,2530,11653,105,47.71,9.26,42.65,0.38
484017026,9276,823,5445,64,59.43,5.27,34.89,0.41
484017027,5866,495,3540,30,59.07,4.98,35.65,0.3
484017028,33025,3292,20679,78,57.86,5.77,36.23,0.14
484017029,49694,5211,30639,208,57.95,6.08,35.73,0.24
484017030,24001,3534,16562,60,54.35,8.0,37.51,0.14
484017031,14767,2233,12908,96,49.22,7.44,43.02,0.32
484017032,11576,947,8134,57,55.88,4.57,39.27,0.28
484018001,13785,2498,12550,117,47.62,8.63,43.35,0.4
484018002,5994,1153,4918,61,49.43,9.51,40.56,0.5
484018003,4914,442,3783,70,53.36,4.8,41.08,0.76
484018004,114419,15822,72509,927,56.18,7.77,35.6,0.46
484018005,3285,844,4285,30,38.9,10.0,50.75,0.36
484018006,12057,1659,8918,168,52.88,7.28,39.11,0.74
484018007,6890,1282,6135,29,48.06,8.94,42.79,0.2
484018008,28074,1731,20634,110,55.54,3.42,40.82,0.22
484018009,9469,4646,15737,182,31.53,15.47,52.4,0.61
484018010,12268,1977,11183,195,47.88,7.72,43.64,0.76
484018011,9652,1331,7375,35,52.48,7.24,40.1,0.19
484018012,16069,2223,14147,284,49.11,6.79,43.23,0.87
484018013,3017,353,2858,37,48.16,5.63,45.62,0.59
484018014,9842,945,8311,50,51.4,4.94,43.4,0.26
484018015,38657,7334,28394,110,51.89,9.84,38.12,0.15
